tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,month,period_start,period_end,invoice_id,line_type,line_description,line_amount_usd,linked_change_order_id,linked_application_ref,approval_state,source_file_id,synthetic_policy
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:011,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-09,2026-09-01,2026-09-30,INV-MER-TECH-IMS-001-202609,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,9000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:012,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-09,2026-09-01,2026-09-30,INV-MER-TECH-IMS-001-202609,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,5000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:013,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-10,2026-10-01,2026-10-31,INV-MER-TECH-IMS-001-202610,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:014,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-10,2026-10-01,2026-10-31,INV-MER-TECH-IMS-001-202610,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,17000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:015,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-10,2026-10-01,2026-10-31,INV-MER-TECH-IMS-001-202610,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,12000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:016,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-10,2026-10-01,2026-10-31,INV-MER-TECH-IMS-001-202610,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,6000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:017,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-11,2026-11-01,2026-11-30,INV-MER-TECH-IMS-001-202611,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:018,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-11,2026-11-01,2026-11-30,INV-MER-TECH-IMS-001-202611,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,20000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:019,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-11,2026-11-01,2026-11-30,INV-MER-TECH-IMS-001-202611,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,14000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:020,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-11,2026-11-01,2026-11-30,INV-MER-TECH-IMS-001-202611,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,7000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:021,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-12,2026-12-01,2026-12-31,INV-MER-TECH-IMS-001-202612,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:022,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-12,2026-12-01,2026-12-31,INV-MER-TECH-IMS-001-202612,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,23000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:023,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-12,2026-12-01,2026-12-31,INV-MER-TECH-IMS-001-202612,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,16000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:024,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2026-12,2026-12-01,2026-12-31,INV-MER-TECH-IMS-001-202612,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,9000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:025,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-01,2027-01-01,2027-01-31,INV-MER-TECH-IMS-001-202701,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:026,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-01,2027-01-01,2027-01-31,INV-MER-TECH-IMS-001-202701,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,25000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:027,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-01,2027-01-01,2027-01-31,INV-MER-TECH-IMS-001-202701,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,18000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:028,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-01,2027-01-01,2027-01-31,INV-MER-TECH-IMS-001-202701,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,11000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:029,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-02,2027-02-01,2027-02-28,INV-MER-TECH-IMS-001-202702,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:030,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-02,2027-02-01,2027-02-28,INV-MER-TECH-IMS-001-202702,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,28000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:031,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-02,2027-02-01,2027-02-28,INV-MER-TECH-IMS-001-202702,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,21000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:032,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-02,2027-02-01,2027-02-28,INV-MER-TECH-IMS-001-202702,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,12000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:033,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-03,2027-03-01,2027-03-31,INV-MER-TECH-IMS-001-202703,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:034,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-03,2027-03-01,2027-03-31,INV-MER-TECH-IMS-001-202703,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,30000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:035,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-03,2027-03-01,2027-03-31,INV-MER-TECH-IMS-001-202703,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,23000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:036,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-03,2027-03-01,2027-03-31,INV-MER-TECH-IMS-001-202703,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,15000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:037,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-04,2027-04-01,2027-04-30,INV-MER-TECH-IMS-001-202704,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:038,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-04,2027-04-01,2027-04-30,INV-MER-TECH-IMS-001-202704,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,33000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:039,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-04,2027-04-01,2027-04-30,INV-MER-TECH-IMS-001-202704,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,26000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:040,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-04,2027-04-01,2027-04-30,INV-MER-TECH-IMS-001-202704,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,16000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:041,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-05,2027-05-01,2027-05-31,INV-MER-TECH-IMS-001-202705,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:042,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-05,2027-05-01,2027-05-31,INV-MER-TECH-IMS-001-202705,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,36000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:043,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-05,2027-05-01,2027-05-31,INV-MER-TECH-IMS-001-202705,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,29000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:044,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-05,2027-05-01,2027-05-31,INV-MER-TECH-IMS-001-202705,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,17000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:045,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-05,2027-05-01,2027-05-31,INV-MER-TECH-IMS-001-202705,one_time_project_work,One-time project remediation explicitly excluded from recurring avoidable-cost calculation.,20000,CO-MER-TECH-IMS-001-05,APP-MER-EHR-INT,approved_project,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:046,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-06,2027-06-01,2027-06-30,INV-MER-TECH-IMS-001-202706,base_run,Monthly committed base run fee for service desk and infrastructure operations.,990000,,APP-MER-SERVICENOW,contracted_base,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:047,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-06,2027-06-01,2027-06-30,INV-MER-TECH-IMS-001-202706,recurring_after_hours_service_desk,Recurring after-hours L2 service desk coverage billed outside fixed base.,38000,CO-MER-TECH-IMS-001-01,APP-MER-SERVICENOW,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:048,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-06,2027-06-01,2027-06-30,INV-MER-TECH-IMS-001-202706,recurring_endpoint_patch_operations,Endpoint patch packaging and remediation run work billed as enhancement.,31000,CO-MER-TECH-IMS-001-02,APP-MER-ENDPOINT-MGMT,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:049,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-06,2027-06-01,2027-06-30,INV-MER-TECH-IMS-001-202706,recurring_identity_access_queue,Privileged-access queue triage and orphan-account cleanup billed through change order.,17000,CO-MER-TECH-IMS-001-03,APP-MER-IDENTITY,review_required,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
meridian-health,meridian-managed-services-depth-v1-20260907,invoice:MER-TECH-IMS-001:050,MER-TECH-IMS-001,VEN-KYNDRYL,"Kyndryl, Inc.",2027-06,2027-06-01,2027-06-30,INV-MER-TECH-IMS-001-202706,one_time_project_work,One-time project remediation explicitly excluded from recurring avoidable-cost calculation.,30000,CO-MER-TECH-IMS-001-04,APP-MER-DATALAKE-OPS,approved_project,DOC-MER-TECH-IMS-001-PRICING,synthetic_demo_only_not_client_truth
