gov_id,initiative_id,model_count,model_risk_tier,hitl,bias_monitoring,drift_monitoring,reg_regime,responsible_ai_gate_status,source_file,source_row,value_source
LAKESHORE-AIGOV-0017,LAKESHORE-INIT-0017,5,medium,defined,needed,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,18,tenant_file
LAKESHORE-AIGOV-0018,LAKESHORE-INIT-0018,5,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,19,tenant_file
LAKESHORE-AIGOV-0019,LAKESHORE-INIT-0019,3,medium,required,active,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,20,tenant_file
LAKESHORE-AIGOV-0020,LAKESHORE-INIT-0020,3,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,21,tenant_file
LAKESHORE-AIGOV-0021,LAKESHORE-INIT-0021,2,high,defined,needed,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,22,tenant_file
LAKESHORE-AIGOV-0022,LAKESHORE-INIT-0022,3,medium,required,active,active,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,23,tenant_file
LAKESHORE-AIGOV-0023,LAKESHORE-INIT-0023,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,24,tenant_file
LAKESHORE-AIGOV-0024,LAKESHORE-INIT-0024,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,25,tenant_file
LAKESHORE-AIGOV-0025,LAKESHORE-INIT-0025,5,medium,required,needed,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,26,tenant_file
LAKESHORE-AIGOV-0026,LAKESHORE-INIT-0026,5,high,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,27,tenant_file
LAKESHORE-AIGOV-0027,LAKESHORE-INIT-0027,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,28,tenant_file
LAKESHORE-AIGOV-0028,LAKESHORE-INIT-0028,2,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,29,tenant_file
LAKESHORE-AIGOV-0029,LAKESHORE-INIT-0029,4,medium,defined,needed,active,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,30,tenant_file
LAKESHORE-AIGOV-0030,LAKESHORE-INIT-0030,5,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,31,tenant_file
LAKESHORE-AIGOV-0031,LAKESHORE-INIT-0031,5,high,required,active,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,32,tenant_file
LAKESHORE-AIGOV-0032,LAKESHORE-INIT-0032,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,33,tenant_file
LAKESHORE-AIGOV-0033,LAKESHORE-INIT-0033,3,medium,defined,needed,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,34,tenant_file
LAKESHORE-AIGOV-0034,LAKESHORE-INIT-0034,3,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,35,tenant_file
LAKESHORE-AIGOV-0035,LAKESHORE-INIT-0035,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,36,tenant_file
LAKESHORE-AIGOV-0036,LAKESHORE-INIT-0036,4,high,defined,active,active,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,37,tenant_file
LAKESHORE-AIGOV-0037,LAKESHORE-INIT-0037,3,medium,required,needed,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,38,tenant_file
LAKESHORE-AIGOV-0038,LAKESHORE-INIT-0038,5,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,39,tenant_file
LAKESHORE-AIGOV-0039,LAKESHORE-INIT-0039,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,40,tenant_file
LAKESHORE-AIGOV-0040,LAKESHORE-INIT-0040,5,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,41,tenant_file
