tenant_key,dataset_version,contract_id,vendor_id,vendor_name,period_month,service_tower,sla_name,target_attainment_rate,actual_attainment_rate,sev1_incident_count,sev2_incident_count,service_credits_earned_usd,service_credits_claimed_usd,service_credits_received_usd,root_cause_category,source_system,source_system_examples,source_record_id,source_file_report,extraction_grain,refresh_frequency,review_status
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-07,Customer platform and integration,Priority incident response and platform availability,0.99,0.985,5,28,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2025-07,CTR-090_servicenow_sla_service_credit_2025-07.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-12,Customer platform and integration,Priority incident response and platform availability,0.99,0.985,4,24,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2026-12,CTR-090_servicenow_sla_service_credit_2026-12.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2027-01,Customer platform and integration,Priority incident response and platform availability,0.99,0.985,5,28,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2027-01,CTR-090_servicenow_sla_service_credit_2027-01.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2027-02,Customer platform and integration,Priority incident response and platform availability,0.99,0.985,6,32,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2027-02,CTR-090_servicenow_sla_service_credit_2027-02.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2027-03,Customer platform and integration,Priority incident response and platform availability,0.99,0.967,6,36,178000,0,0,response_or_availability_miss,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2027-03,CTR-090_servicenow_sla_service_credit_2027-03.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2027-04,Customer platform and integration,Priority incident response and platform availability,0.99,0.973,7,40,178000,67640,55465,response_or_availability_miss,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2027-04,CTR-090_servicenow_sla_service_credit_2027-04.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2027-05,Customer platform and integration,Priority incident response and platform availability,0.99,0.985,8,44,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2027-05,CTR-090_servicenow_sla_service_credit_2027-05.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2027-06,Customer platform and integration,Priority incident response and platform availability,0.99,0.985,4,24,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-090-2027-06,CTR-090_servicenow_sla_service_credit_2027-06.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2025-07,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,4,21,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2025-07,CTR-061_servicenow_sla_service_credit_2025-07.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2025-08,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,4,24,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2025-08,CTR-061_servicenow_sla_service_credit_2025-08.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2025-09,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,27,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2025-09,CTR-061_servicenow_sla_service_credit_2025-09.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2025-10,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,30,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2025-10,CTR-061_servicenow_sla_service_credit_2025-10.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2025-11,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,3,18,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2025-11,CTR-061_servicenow_sla_service_credit_2025-11.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2025-12,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,4,21,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2025-12,CTR-061_servicenow_sla_service_credit_2025-12.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-01,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.967,4,24,124000,0,0,response_or_availability_miss,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-01,CTR-061_servicenow_sla_service_credit_2026-01.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-02,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,27,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-02,CTR-061_servicenow_sla_service_credit_2026-02.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-03,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,30,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-03,CTR-061_servicenow_sla_service_credit_2026-03.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-04,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,3,18,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-04,CTR-061_servicenow_sla_service_credit_2026-04.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-05,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.973,4,21,124000,0,0,response_or_availability_miss,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-05,CTR-061_servicenow_sla_service_credit_2026-05.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-06,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,4,24,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-06,CTR-061_servicenow_sla_service_credit_2026-06.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-07,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,27,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-07,CTR-061_servicenow_sla_service_credit_2026-07.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-08,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.967,5,30,124000,47120,38638,response_or_availability_miss,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-08,CTR-061_servicenow_sla_service_credit_2026-08.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-09,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,3,18,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-09,CTR-061_servicenow_sla_service_credit_2026-09.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-10,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,4,21,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-10,CTR-061_servicenow_sla_service_credit_2026-10.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-11,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,4,24,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-11,CTR-061_servicenow_sla_service_credit_2026-11.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2026-12,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,27,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2026-12,CTR-061_servicenow_sla_service_credit_2026-12.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2027-01,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,30,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2027-01,CTR-061_servicenow_sla_service_credit_2027-01.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2027-02,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,3,18,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2027-02,CTR-061_servicenow_sla_service_credit_2027-02.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2027-03,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.967,4,21,124000,0,0,response_or_availability_miss,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2027-03,CTR-061_servicenow_sla_service_credit_2027-03.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2027-04,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.973,4,24,124000,47120,38638,response_or_availability_miss,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2027-04,CTR-061_servicenow_sla_service_credit_2027-04.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2027-05,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,27,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2027-05,CTR-061_servicenow_sla_service_credit_2027-05.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-061,VEN-NORTHGATE,Northgate,2027-06,Cloud platform and productivity,Priority incident response and platform availability,0.99,0.985,5,30,0,0,0,within_threshold,ITSM/SLA management,ServiceNow ITSM; Jira Service Management; vendor service-credit log; CLM obligation tracker,SLA-CTR-061-2027-06,CTR-061_servicenow_sla_service_credit_2027-06.csv,monthly by service and SLA,Monthly,synthetic_demo_reviewed
