tenant_key,dataset_version,contract_id,vendor_id,vendor_name,period_month,sku_or_service,entitled_quantity,active_quantity,utilization_rate,monthly_cost_usd,unused_or_underused_quantity,optimization_signal,source_system,source_system_examples,source_record_id,source_file_report,extraction_grain,refresh_frequency,review_status
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-09,Marketing Cloud Automation,4200,2661,0.634,574563,1539,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-09-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2025-09.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-09,Vantage Integrate API/Event Pack,950,709,0.746,676063,241,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-09-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2025-09.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-10,Data Cloud Enterprise,28500,20957,0.735,666094,7543,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-10-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2025-10.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-10,Vantage Service Suite Premium Support,10800,9119,0.844,764875,1681,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-10-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2025-10.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-10,Marketing Cloud Automation,4200,2672,0.636,576375,1528,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-10-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2025-10.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-10,Vantage Integrate API/Event Pack,950,711,0.748,677875,239,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-10-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2025-10.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-11,Data Cloud Enterprise,28500,21044,0.738,668813,7456,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-11-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2025-11.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-11,Vantage Service Suite Premium Support,10800,9156,0.848,768500,1644,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-11-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2025-11.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-11,Marketing Cloud Automation,4200,2683,0.639,579094,1517,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-11-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2025-11.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-11,Vantage Integrate API/Event Pack,950,714,0.752,681500,236,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-11-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2025-11.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-12,Data Cloud Enterprise,28500,21130,0.741,671531,7370,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-12-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2025-12.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-12,Vantage Service Suite Premium Support,10800,9194,0.851,771219,1606,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-12-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2025-12.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-12,Marketing Cloud Automation,4200,2694,0.641,580906,1506,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-12-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2025-12.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2025-12,Vantage Integrate API/Event Pack,950,717,0.755,684219,233,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2025-12-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2025-12.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-01,Data Cloud Enterprise,28500,21217,0.744,674250,7283,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-01-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-01.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-01,Vantage Service Suite Premium Support,10800,9232,0.855,774844,1568,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-01-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-01.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-01,Marketing Cloud Automation,4200,2705,0.644,583625,1495,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-01-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-01.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-01,Vantage Integrate API/Event Pack,950,720,0.758,686938,230,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-01-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-01.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-02,Data Cloud Enterprise,28500,21304,0.748,677875,7196,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-02-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-02.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-02,Vantage Service Suite Premium Support,10800,9269,0.858,777563,1531,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-02-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-02.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-02,Marketing Cloud Automation,4200,2716,0.647,586344,1484,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-02-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-02.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-02,Vantage Integrate API/Event Pack,950,723,0.761,689656,227,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-02-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-02.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-03,Data Cloud Enterprise,28500,21390,0.751,680594,7110,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-03-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-03.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-03,Vantage Service Suite Premium Support,10800,9307,0.862,781188,1493,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-03-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-03.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-03,Marketing Cloud Automation,4200,2727,0.649,588156,1473,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-03-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-03.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-03,Vantage Integrate API/Event Pack,950,726,0.764,692375,224,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-03-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-03.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-04,Data Cloud Enterprise,28500,21477,0.754,683313,7023,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-04-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-04.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-04,Vantage Service Suite Premium Support,10800,9345,0.865,783906,1455,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-04-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-04.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-04,Marketing Cloud Automation,4200,2738,0.652,590875,1462,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-04-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-04.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-04,Vantage Integrate API/Event Pack,950,729,0.767,695094,221,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-04-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-04.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-05,Data Cloud Enterprise,28500,21563,0.757,686031,6937,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-05-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-05.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-05,Vantage Service Suite Premium Support,10800,9382,0.869,787531,1418,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-05-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-05.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-05,Marketing Cloud Automation,4200,2749,0.655,593594,1451,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-05-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-05.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-05,Vantage Integrate API/Event Pack,950,732,0.771,698719,218,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-05-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-05.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-06,Data Cloud Enterprise,28500,21650,0.76,688750,6850,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-06-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-06.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-06,Vantage Service Suite Premium Support,10800,9420,0.872,790250,1380,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-06-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-06.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-06,Marketing Cloud Automation,4200,2760,0.657,595406,1440,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-06-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-06.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-06,Vantage Integrate API/Event Pack,950,735,0.774,701438,215,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-06-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-06.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-07,Data Cloud Enterprise,28500,21737,0.763,691469,6763,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-07-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-07.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-07,Vantage Service Suite Premium Support,10800,9458,0.876,793875,1342,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-07-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-07.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-07,Marketing Cloud Automation,4200,2771,0.66,598125,1429,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-07-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-07.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-07,Vantage Integrate API/Event Pack,950,738,0.777,704156,212,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-07-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-07.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-08,Data Cloud Enterprise,28500,21823,0.766,694188,6677,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-08-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-08.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-08,Vantage Service Suite Premium Support,10800,9495,0.879,796594,1305,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-08-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-08.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-08,Marketing Cloud Automation,4200,2782,0.662,599938,1418,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-08-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-08.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-08,Vantage Integrate API/Event Pack,950,741,0.78,706875,209,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-08-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-08.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-09,Data Cloud Enterprise,28500,21910,0.769,696906,6590,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-09-DATA-CLOUD-ENTERPRISE,CTR-090_usage_entitlement_2026-09.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-09,Vantage Service Suite Premium Support,10800,9533,0.883,800219,1267,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-09-SERVICE-CLOUD-PREMIUM-SUPPORT,CTR-090_usage_entitlement_2026-09.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-09,Marketing Cloud Automation,4200,2793,0.665,602656,1407,reclaim_or_rebalance,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-09-MARKETING-CLOUD-AUTOMATION,CTR-090_usage_entitlement_2026-09.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
skyharbor_global,v4-golden-contract-evidence,CTR-090,VEN-VANTAGE,Vantage,2026-09,Vantage Integrate API/Event Pack,950,744,0.783,709594,206,monitor,Admin usage export,Vantage Setup; Vantage Usage Analytics; Vantage Integrate Anypoint usage export,USAGE-CTR-090-2026-09-VANTAGE-INTEGRATE-API-EVENT-PACK,CTR-090_usage_entitlement_2026-09.csv,monthly by SKU service or cloud commitment,Monthly,synthetic_demo_reviewed
