tenant_key,dimension,question,respondent_role,respondent_persona,answer,confidence,evidence_source,follow_up_needed,mapped_dimension,mapped_fields,relationship_candidates_created,known_gaps
meridian-health,14_metrics_outcomes,What should AbarVa know about Provider Operations for metrics outcomes?,Procurement Lead,Procurement Lead responsible for Clinical Operations context,"metrics outcomes: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV01; MERIDIAN-HEALTH-MH-CLINICAL-OPS-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Epic Hyperspace supports Provider Operations; Epic Clarity consumes Provider Operations Operational Dataset; Workday provides Epic Hyperspace,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
meridian-health,01_business_functions,What should AbarVa know about Claims Operations for business functions?,CFO,CFO responsible for Health Plan Operations context,"business functions: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01; MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Claims Administration Platform supports Claims Operations; Claims Payment Rules Engine consumes Claims Operations Operational Dataset; Databricks provides Claims Administration Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
meridian-health,04_applications_systems,What should AbarVa know about Claims Operations for applications systems?,COO,COO responsible for Health Plan Operations context,"applications systems: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01; MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Claims Administration Platform supports Claims Operations; Claims Payment Rules Engine consumes Claims Operations Operational Dataset; Databricks provides Claims Administration Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
meridian-health,05_data_assets_integrations,What should AbarVa know about Claims Operations for data assets integrations?,CMO,CMO responsible for Health Plan Operations context,"data assets integrations: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01; MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Claims Administration Platform supports Claims Operations; Claims Payment Rules Engine consumes Claims Operations Operational Dataset; Databricks provides Claims Administration Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
meridian-health,07_vendors_contracts,What should AbarVa know about Claims Operations for vendors contracts?,Health Plan COO,Health Plan COO responsible for Health Plan Operations context,"vendors contracts: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",Medium,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01; MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Claims Administration Platform supports Claims Operations; Claims Payment Rules Engine consumes Claims Operations Operational Dataset; Databricks provides Claims Administration Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
meridian-health,08_it_budget_spend_value,What should AbarVa know about Claims Operations for it budget spend value?,VP Contact Center,VP Contact Center responsible for Health Plan Operations context,"it budget spend value: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01; MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Claims Administration Platform supports Claims Operations; Claims Payment Rules Engine consumes Claims Operations Operational Dataset; Databricks provides Claims Administration Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
meridian-health,11_risks_controls,What should AbarVa know about Claims Operations for risks controls?,Procurement Lead,Procurement Lead responsible for Health Plan Operations context,"risks controls: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01; MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Claims Administration Platform supports Claims Operations; Claims Payment Rules Engine consumes Claims Operations Operational Dataset; Databricks provides Claims Administration Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
meridian-health,14_metrics_outcomes,What should AbarVa know about Claims Operations for metrics outcomes?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Health Plan Operations context,"metrics outcomes: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV01; MERIDIAN-HEALTH-MH-CLAIMS-OPS-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Claims Administration Platform supports Claims Operations; Claims Payment Rules Engine consumes Claims Operations Operational Dataset; Databricks provides Claims Administration Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
meridian-health,01_business_functions,What should AbarVa know about Eligibility and Benefits for business functions?,COO,COO responsible for Health Plan Operations context,"business functions: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,MERIDIAN-HEALTH-MH-ELIGIBILITY-EV01; MERIDIAN-HEALTH-MH-ELIGIBILITY-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Eligibility and Benefits Workflow Platform supports Eligibility and Benefits; Eligibility and Benefits Analytics Mart consumes Eligibility Benefits Operational Dataset; AWS provides Eligibility and Benefits Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
meridian-health,04_applications_systems,What should AbarVa know about Eligibility and Benefits for applications systems?,CMO,CMO responsible for Health Plan Operations context,"applications systems: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,MERIDIAN-HEALTH-MH-ELIGIBILITY-EV01; MERIDIAN-HEALTH-MH-ELIGIBILITY-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Eligibility and Benefits Workflow Platform supports Eligibility and Benefits; Eligibility and Benefits Analytics Mart consumes Eligibility Benefits Operational Dataset; AWS provides Eligibility and Benefits Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
meridian-health,05_data_assets_integrations,What should AbarVa know about Eligibility and Benefits for data assets integrations?,Health Plan COO,Health Plan COO responsible for Health Plan Operations context,"data assets integrations: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",Medium,MERIDIAN-HEALTH-MH-ELIGIBILITY-EV01; MERIDIAN-HEALTH-MH-ELIGIBILITY-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Eligibility and Benefits Workflow Platform supports Eligibility and Benefits; Eligibility and Benefits Analytics Mart consumes Eligibility Benefits Operational Dataset; AWS provides Eligibility and Benefits Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
meridian-health,07_vendors_contracts,What should AbarVa know about Eligibility and Benefits for vendors contracts?,VP Contact Center,VP Contact Center responsible for Health Plan Operations context,"vendors contracts: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,MERIDIAN-HEALTH-MH-ELIGIBILITY-EV01; MERIDIAN-HEALTH-MH-ELIGIBILITY-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Eligibility and Benefits Workflow Platform supports Eligibility and Benefits; Eligibility and Benefits Analytics Mart consumes Eligibility Benefits Operational Dataset; AWS provides Eligibility and Benefits Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
meridian-health,08_it_budget_spend_value,What should AbarVa know about Eligibility and Benefits for it budget spend value?,Procurement Lead,Procurement Lead responsible for Health Plan Operations context,"it budget spend value: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,MERIDIAN-HEALTH-MH-ELIGIBILITY-EV01; MERIDIAN-HEALTH-MH-ELIGIBILITY-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Eligibility and Benefits Workflow Platform supports Eligibility and Benefits; Eligibility and Benefits Analytics Mart consumes Eligibility Benefits Operational Dataset; AWS provides Eligibility and Benefits Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
meridian-health,11_risks_controls,What should AbarVa know about Eligibility and Benefits for risks controls?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Health Plan Operations context,"risks controls: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,MERIDIAN-HEALTH-MH-ELIGIBILITY-EV01; MERIDIAN-HEALTH-MH-ELIGIBILITY-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Eligibility and Benefits Workflow Platform supports Eligibility and Benefits; Eligibility and Benefits Analytics Mart consumes Eligibility Benefits Operational Dataset; AWS provides Eligibility and Benefits Workflow Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
meridian-health,14_metrics_outcomes,What should AbarVa know about Eligibility and Benefits for metrics outcomes?,CIO,CIO responsible for Health Plan Operations context,"metrics outcomes: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,MERIDIAN-HEALTH-MH-ELIGIBILITY-EV01; MERIDIAN-HEALTH-MH-ELIGIBILITY-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Eligibility and Benefits Workflow Platform supports Eligibility and Benefits; Eligibility and Benefits Analytics Mart consumes Eligibility Benefits Operational Dataset; AWS provides Eligibility and Benefits Workflow Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
meridian-health,01_business_functions,What should AbarVa know about Prior Authorization and UM for business functions?,CMO,CMO responsible for Utilization Management context,"business functions: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV01; MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Prior Authorization and UM Workflow Platform supports Prior Authorization and UM; Prior Authorization and UM Analytics Mart consumes Prior Authorization UM Operational Dataset; Tableau provides Prior Authorization and UM Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
meridian-health,04_applications_systems,What should AbarVa know about Prior Authorization and UM for applications systems?,Health Plan COO,Health Plan COO responsible for Utilization Management context,"applications systems: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",Medium,MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV01; MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Prior Authorization and UM Workflow Platform supports Prior Authorization and UM; Prior Authorization and UM Analytics Mart consumes Prior Authorization UM Operational Dataset; Tableau provides Prior Authorization and UM Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
meridian-health,05_data_assets_integrations,What should AbarVa know about Prior Authorization and UM for data assets integrations?,VP Contact Center,VP Contact Center responsible for Utilization Management context,"data assets integrations: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV01; MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Prior Authorization and UM Workflow Platform supports Prior Authorization and UM; Prior Authorization and UM Analytics Mart consumes Prior Authorization UM Operational Dataset; Tableau provides Prior Authorization and UM Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
meridian-health,07_vendors_contracts,What should AbarVa know about Prior Authorization and UM for vendors contracts?,Procurement Lead,Procurement Lead responsible for Utilization Management context,"vendors contracts: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV01; MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Prior Authorization and UM Workflow Platform supports Prior Authorization and UM; Prior Authorization and UM Analytics Mart consumes Prior Authorization UM Operational Dataset; Tableau provides Prior Authorization and UM Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
meridian-health,08_it_budget_spend_value,What should AbarVa know about Prior Authorization and UM for it budget spend value?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Utilization Management context,"it budget spend value: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV01; MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Prior Authorization and UM Workflow Platform supports Prior Authorization and UM; Prior Authorization and UM Analytics Mart consumes Prior Authorization UM Operational Dataset; Tableau provides Prior Authorization and UM Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
meridian-health,11_risks_controls,What should AbarVa know about Prior Authorization and UM for risks controls?,CIO,CIO responsible for Utilization Management context,"risks controls: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV01; MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Prior Authorization and UM Workflow Platform supports Prior Authorization and UM; Prior Authorization and UM Analytics Mart consumes Prior Authorization UM Operational Dataset; Tableau provides Prior Authorization and UM Workflow Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
meridian-health,14_metrics_outcomes,What should AbarVa know about Prior Authorization and UM for metrics outcomes?,CDAO,CDAO responsible for Utilization Management context,"metrics outcomes: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",Medium,MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV01; MERIDIAN-HEALTH-MH-PRIOR-AUTH-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Prior Authorization and UM Workflow Platform supports Prior Authorization and UM; Prior Authorization and UM Analytics Mart consumes Prior Authorization UM Operational Dataset; Tableau provides Prior Authorization and UM Workflow Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
