tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-2,Client servicing data product,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-DATA-001,Customer gold record (deposits+cards+lending+wealth),Chief Data & Analytics Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,56,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-13,Liquidity management data product,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0012,Transaction monitoring feature store,BSA/AML Officer,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-14,Client servicing data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0013,Fraud real-time feature store,Chief Risk Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,64,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-15,Payments data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0014,Credit risk modeling dataset,Chief Risk Officer,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,59,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-16,Advisor productivity data product,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0015,Regulatory finance mart,Chief Financial Officer,Wealth CRM,Wealth CRM -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,67,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-17,Risk management data product,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0016,Contact center interaction corpus,Head of Customer Experience,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-18,Credit workflow data product,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,18,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0017,Payments operations event store,Chief Operating Officer,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-19,Liquidity management data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,19,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0018,Model risk inventory & evidence store,Chief Risk Officer,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-20,Client servicing data product,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,20,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0019,Wealth advisory analytics dataset,Head of Wealth Management,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,60,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-21,Payments data product,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,21,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0020,Marketing & engagement dataset,Head of Consumer Banking,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-22,Advisor productivity data product,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,22,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0021,Customer gold record (deposits+cards+lending+wealth),Chief Data & Analytics Officer,Wealth CRM,Wealth CRM -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,56,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-23,Risk management data product,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0022,Transaction monitoring feature store,BSA/AML Officer,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-24,Credit workflow data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,24,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0023,Fraud real-time feature store,Chief Risk Officer,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,64,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-25,Liquidity management data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,25,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0024,Credit risk modeling dataset,Chief Risk Officer,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,59,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-26,Client servicing data product,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,26,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0025,Regulatory finance mart,Chief Financial Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,67,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-27,Payments data product,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,27,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0026,Contact center interaction corpus,Head of Customer Experience,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-28,Advisor productivity data product,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,28,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0027,Payments operations event store,Chief Operating Officer,Wealth CRM,Wealth CRM -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-29,Risk management data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,29,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0028,Model risk inventory & evidence store,Chief Risk Officer,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-30,Credit workflow data product,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,30,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0029,Wealth advisory analytics dataset,Head of Wealth Management,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,60,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-31,Liquidity management data product,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,31,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0030,Marketing & engagement dataset,Head of Consumer Banking,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-32,Client servicing data product,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,32,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0031,Customer gold record (deposits+cards+lending+wealth),Chief Data & Analytics Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,56,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-33,Payments data product,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,33,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0032,Transaction monitoring feature store,BSA/AML Officer,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-34,Advisor productivity data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,34,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0033,Fraud real-time feature store,Chief Risk Officer,Wealth CRM,Wealth CRM -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,64,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-35,Risk management data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,35,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0034,Credit risk modeling dataset,Chief Risk Officer,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,59,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-36,Credit workflow data product,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,36,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0035,Regulatory finance mart,Chief Financial Officer,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,67,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-37,Liquidity management data product,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,37,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0036,Contact center interaction corpus,Head of Customer Experience,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-38,Client servicing data product,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,38,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0037,Payments operations event store,Chief Operating Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Certified
