tenantKey,path,rootRole,truthEligibility,fileType,dataRows,columnCount,sha256,sourceSystemDeclared,sourceOwnerDeclared,extractDateDeclared,certificationState,classification,approvedForLoading
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/01_business_functions.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,228,41,9738f285fe0c99c4241a2ca7f682649e313e7a06573137861a6a17c777f1168e,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/02_org_ownership.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,228,41,fc7548ad655928b32c272ae4679b2b535510e9af546562ecbd7265d894b98cf9,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/03_workforce_roles.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,221,47,c3a64ab3d2c030bd07741aab0fabbdd9b331e6e3135e3f47e8c6af4e274d1f76,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/04_applications_systems.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,241,44,df1a3b53e5f652fff6ae62389fa32a46a1916cd2ad4f02449243096820d03996,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/05_data_assets_integrations.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,242,37,95d0cca5ec09cbf4df86f6526eb772a6ede94907690d59d0ff8567a283fb6752,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/06_infrastructure_platforms.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,15,21,2dabafed9eafb477033d3c46f7641846125179ee4df1f33aca9626b79abc0652,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/07_vendors_contracts.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,231,49,75efa51e1f3796206bcd98e5bec99fc852f057b2902bae76e72c2d1957f128a8,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/08_it_budget_spend_value.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,298,67,e30ede2647d29cc68bfd3dd53a89b9bcd063eb5ec6aa617cb07448c39686dedf,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/09_programs_initiatives.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,256,57,88c8d3462875b6d27091f200f1e1b1cc8cde1c9bede1be50d0cf7cb853145929,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/10_ai_automation_use_cases.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,251,54,19afcc955748f5148451ac250f59e8e734043c297d865b57d55d90c938596a59,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/11_risks_controls.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,249,37,bdc2c4954583e87af3397edf0c2a0c2365b5dbf0095ffce4376daa21cd95a754,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/12_relationships.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,298,43,22a84209eeb67e54a5c95f4626221a0a2ce6500feba0240f62bc2d07455afade,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,508,37,b2bb335d518e0617a620039d54147ac19c4574dc2defe52eb4191b7b85351122,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/14_metrics_outcomes.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,257,50,61c04cad6ffe995c9ac6fe8d43c12ca4b6e4d927205c66f1baeb9b97ac40cec9,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/15_industry_context_patterns.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,7,17,72072e25508104856b1075ced8304f6be4e04bc58f10237fb78cbb7357c39bf8,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/16_expert_lenses.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,7,17,b67b53ce016e6f99270d00f766b2adf8aaec10885820016fa8ed8d466a4773a1,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/17_managed_services_scope.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,228,56,246a62c72d958e841d79a1cfd538bb85be72a37fcd5d9b4b6ef71e206cb06192,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/18_operational_process_evidence.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,228,40,c47fbd84032cd20ba4ebec566db18bd9cdf492561806647f2c6c09b7ee032db5,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA02_IT_Finance_Budget_Spend_Extract.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,70,30,90b9f6425501d697a89f9205150da4395698face50a2896e579eabe8bf9658f5,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA04_Program_Portfolio_Extract.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,14,23,0320901d7f539714815ea12915e187d0adbd54bdd249a0b952ca069ed90b973a,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,48,0ad641603ff08ae12668b5410d8c0664f537e5cc5ca41ce38688eded147eace3,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA09_AI_Tool_Usage_Feed.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,35,d66ce8e1c5d61874bc44898f69d6eb7c444e7f1edba844b591609acc7a40be5a,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA10_AI_Value_Interview_Evidence.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,18,93c8d24fb3e4b58588e9b0600e7957f524a067b051540137f0c4519b27fc7f9a,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA11_AI_KPI_Operational_Outcome_Feed.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,23,500b3624cb6112a4b048768e3835b14a876dc673dc9dba294aed267e4e42d144,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,interview and questionnaire discovery channel,source-signal-not-deterministic-truth,csv,221,29,7e6e43ed072f501345b7a343da1549025691f08781468d3f70dc5e0b96d08ee3,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
