tenantKey,mappingProfile,sourceClass,profileVersion,requiredFields,bestMatchingSourceFile,requiredFieldsSatisfied,requiredFieldsMissing,missingFieldNames,optionalFieldsSatisfied,dryRunResult,executed
apex-retail,industry-context-patterns/v1,industry_context_patterns,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/apex-retail/current/15_industry_context_patterns.csv,3,0,,4,would-run,"no — field-satisfaction check only, no transform, no write"
apex-retail,expert-lenses/v1,expert_lenses,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/apex-retail/current/16_expert_lenses.csv,3,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,organization-business-functions/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/01_business_functions.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,organization-ownership/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/02_org_ownership.csv,3,0,,11,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,organization-workforce-roles/v1,organization_functions,2026-08-14.organization-workforce-pr1,4,datasets/tenant-inputs/active/first-capital-financial/current/03_workforce_roles.csv,4,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,vendor-contracts/v1,vendors_contracts,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/07_vendors_contracts.csv,3,0,,15,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,spend-value/v1,spend_value,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/08_spend_value.csv,3,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,managed-services-scope/v1,service_scope_managed_services,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/17_service_scope_managed_services.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,metrics-outcomes/v1,metrics_outcomes,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/14_metrics_outcomes.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,data-assets-integrations/v1,data_assets_integrations,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/05_data_assets_integrations.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,infrastructure-platforms/v1,infrastructure_platforms,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/06_infrastructure_platforms.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,programs-initiatives/v1,programs_priorities,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/09_programs_initiatives.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,ai-automation-use-cases/v1,ai_automation_use_cases,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/10_ai_automation_use_cases.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,risks-controls/v1,risks_controls,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/11_risks_controls.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,operational-process-evidence/v1,operational_process_evidence,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/18_operational_process_evidence.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,enterprise-profile-v3/v1,enterprise_profile,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/00_enterprise_profile.csv,3,0,,6,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,applications-systems-v3/v1,applications_systems,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/04_applications_systems.csv,3,0,,8,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,evidence-sources-v3/v1,evidence_registry,2026-08-14.v3-contract-pr1,2,datasets/tenant-inputs/active/first-capital-financial/current/13_evidence_sources.csv,2,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,industry-context-patterns/v1,industry_context_patterns,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/15_industry_context_patterns.csv,3,0,,4,would-run,"no — field-satisfaction check only, no transform, no write"
first-capital-financial,expert-lenses/v1,expert_lenses,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/first-capital-financial/current/16_expert_lenses.csv,3,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,organization-business-functions/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/01_business_functions.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,organization-ownership/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/02_org_ownership.csv,3,0,,11,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,organization-workforce-roles/v1,organization_functions,2026-08-14.organization-workforce-pr1,4,datasets/tenant-inputs/active/healthcare-demo-new/current/03_workforce_roles.csv,4,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,vendor-contracts/v1,vendors_contracts,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/07_vendors_contracts.csv,3,0,,15,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,spend-value/v1,spend_value,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/08_spend_value.csv,3,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,managed-services-scope/v1,service_scope_managed_services,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/17_service_scope_managed_services.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,metrics-outcomes/v1,metrics_outcomes,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/14_metrics_outcomes.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,data-assets-integrations/v1,data_assets_integrations,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/05_data_assets_integrations.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,infrastructure-platforms/v1,infrastructure_platforms,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/06_infrastructure_platforms.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,programs-initiatives/v1,programs_priorities,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/09_programs_initiatives.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,ai-automation-use-cases/v1,ai_automation_use_cases,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/10_ai_automation_use_cases.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,risks-controls/v1,risks_controls,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/11_risks_controls.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,operational-process-evidence/v1,operational_process_evidence,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/18_operational_process_evidence.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,enterprise-profile-v3/v1,enterprise_profile,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/00_enterprise_profile.csv,3,0,,6,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,applications-systems-v3/v1,applications_systems,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/04_applications_systems.csv,3,0,,8,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,evidence-sources-v3/v1,evidence_registry,2026-08-14.v3-contract-pr1,2,datasets/tenant-inputs/active/healthcare-demo-new/current/13_evidence_sources.csv,2,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,industry-context-patterns/v1,industry_context_patterns,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/15_industry_context_patterns.csv,3,0,,4,would-run,"no — field-satisfaction check only, no transform, no write"
healthcare-demo-new,expert-lenses/v1,expert_lenses,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/healthcare-demo-new/current/16_expert_lenses.csv,3,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,organization-business-functions/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/01_business_functions.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,organization-ownership/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/02_org_ownership.csv,3,0,,11,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,organization-workforce-roles/v1,organization_functions,2026-08-14.organization-workforce-pr1,4,datasets/tenant-inputs/active/lakeshore-holdings/current/03_workforce_roles.csv,4,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,vendor-contracts/v1,vendors_contracts,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/07_vendors_contracts.csv,3,0,,15,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,spend-value/v1,spend_value,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/08_spend_value.csv,3,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,managed-services-scope/v1,service_scope_managed_services,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/17_service_scope_managed_services.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,metrics-outcomes/v1,metrics_outcomes,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/14_metrics_outcomes.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,data-assets-integrations/v1,data_assets_integrations,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/05_data_assets_integrations.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,infrastructure-platforms/v1,infrastructure_platforms,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/06_infrastructure_platforms.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,programs-initiatives/v1,programs_priorities,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/09_programs_initiatives.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,ai-automation-use-cases/v1,ai_automation_use_cases,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/10_ai_automation_use_cases.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,risks-controls/v1,risks_controls,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/11_risks_controls.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,operational-process-evidence/v1,operational_process_evidence,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/18_operational_process_evidence.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,enterprise-profile-v3/v1,enterprise_profile,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/00_enterprise_profile.csv,3,0,,6,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,applications-systems-v3/v1,applications_systems,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/04_applications_systems.csv,3,0,,8,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,evidence-sources-v3/v1,evidence_registry,2026-08-14.v3-contract-pr1,2,datasets/tenant-inputs/active/lakeshore-holdings/current/13_evidence_sources.csv,2,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,industry-context-patterns/v1,industry_context_patterns,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/15_industry_context_patterns.csv,3,0,,4,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-holdings,expert-lenses/v1,expert_lenses,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-holdings/current/16_expert_lenses.csv,3,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,organization-business-functions/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/01_business_functions.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,organization-ownership/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/02_org_ownership.csv,3,0,,11,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,organization-workforce-roles/v1,organization_functions,2026-08-14.organization-workforce-pr1,4,datasets/tenant-inputs/active/lakeshore-industries/current/03_workforce_roles.csv,4,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,vendor-contracts/v1,vendors_contracts,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/07_vendors_contracts.csv,3,0,,15,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,spend-value/v1,spend_value,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/08_spend_value.csv,3,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,managed-services-scope/v1,service_scope_managed_services,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/17_service_scope_managed_services.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,metrics-outcomes/v1,metrics_outcomes,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/14_metrics_outcomes.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,data-assets-integrations/v1,data_assets_integrations,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/05_data_assets_integrations.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,infrastructure-platforms/v1,infrastructure_platforms,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/06_infrastructure_platforms.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,programs-initiatives/v1,programs_priorities,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/09_programs_initiatives.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,ai-automation-use-cases/v1,ai_automation_use_cases,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/10_ai_automation_use_cases.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,risks-controls/v1,risks_controls,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,operational-process-evidence/v1,operational_process_evidence,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/18_operational_process_evidence.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,enterprise-profile-v3/v1,enterprise_profile,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/00_enterprise_profile.csv,3,0,,6,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,applications-systems-v3/v1,applications_systems,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/04_applications_systems.csv,3,0,,8,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,evidence-sources-v3/v1,evidence_registry,2026-08-14.v3-contract-pr1,2,datasets/tenant-inputs/active/lakeshore-industries/current/13_evidence_sources.csv,2,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,industry-context-patterns/v1,industry_context_patterns,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/15_industry_context_patterns.csv,3,0,,4,would-run,"no — field-satisfaction check only, no transform, no write"
lakeshore-industries,expert-lenses/v1,expert_lenses,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/lakeshore-industries/current/16_expert_lenses.csv,3,0,,5,would-run,"no — field-satisfaction check only, no transform, no write"
meridian-health,organization-business-functions/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/meridian-health/current/01_business_functions.csv,1,2,function_name; source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,organization-ownership/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,1,2,org_unit; source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,organization-workforce-roles/v1,organization_functions,2026-08-14.organization-workforce-pr1,4,datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,1,3,persona_or_role; function_name; source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,vendor-contracts/v1,vendors_contracts,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,1,2,vendor_name; source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,spend-value/v1,spend_value,2026-08-14.vendor-finance-pr1,3,none,0,3,spend_category; tenant_key; source_file,0,no-source-file-matches-this-profile,"no — field-satisfaction check only, no transform, no write"
meridian-health,managed-services-scope/v1,service_scope_managed_services,2026-08-14.vendor-finance-pr1,3,none,0,3,service_name; tenant_key; source_file,0,no-source-file-matches-this-profile,"no — field-satisfaction check only, no transform, no write"
meridian-health,metrics-outcomes/v1,metrics_outcomes,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv,1,2,metric_name; source_file,3,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,data-assets-integrations/v1,data_assets_integrations,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,1,2,data_asset_name; source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,infrastructure-platforms/v1,infrastructure_platforms,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,1,2,platform_name; source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,programs-initiatives/v1,programs_priorities,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,1,2,program_name; source_file,0,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,ai-automation-use-cases/v1,ai_automation_use_cases,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv,1,2,use_case_name; source_file,0,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,risks-controls/v1,risks_controls,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv,1,2,risk_or_control_name; source_file,0,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,operational-process-evidence/v1,operational_process_evidence,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv,1,2,process_name; source_file,0,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,enterprise-profile-v3/v1,enterprise_profile,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/meridian-health/current/00_enterprise_profile.csv,2,1,entity_name,5,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,applications-systems-v3/v1,applications_systems,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,1,2,system_name; source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,evidence-sources-v3/v1,evidence_registry,2026-08-14.v3-contract-pr1,2,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv,1,1,source_file,1,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,industry-context-patterns/v1,industry_context_patterns,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv,1,2,pattern_name; source_file,0,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
meridian-health,expert-lenses/v1,expert_lenses,2026-08-14.v3-contract-pr1,3,datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv,1,2,lens_name; source_file,0,would-fail-on-required-fields,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,organization-business-functions/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/01_business_functions.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,organization-ownership/v1,organization_functions,2026-08-14.organization-workforce-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,3,0,,11,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,organization-workforce-roles/v1,organization_functions,2026-08-14.organization-workforce-pr1,4,datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,4,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,vendor-contracts/v1,vendors_contracts,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,3,0,,15,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,spend-value/v1,spend_value,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/08_spend_value.csv,3,0,,10,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,managed-services-scope/v1,service_scope_managed_services,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/17_service_scope_managed_services.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,metrics-outcomes/v1,metrics_outcomes,2026-08-14.vendor-finance-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,3,0,,12,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,data-assets-integrations/v1,data_assets_integrations,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/05_data_assets_integrations.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
skyharbor-air,infrastructure-platforms/v1,infrastructure_platforms,2026-08-14.remaining-family-pr1,3,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,3,0,,7,would-run,"no — field-satisfaction check only, no transform, no write"
