tenantKey,path,rootRole,truthEligibility,fileType,dataRows,columnCount,sha256,sourceSystemDeclared,sourceOwnerDeclared,extractDateDeclared,certificationState,classification,approvedForLoading
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,registry-declared active input package,active-declared-source-package,csv,65,26,58fa5f909166383c0d07a7e36e44773946bb74c79f707524962ee0ec0ded69d1,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/08_spend_value.csv,registry-declared active input package,active-declared-source-package,csv,20,21,d0cf7f68debadef09ba06d83f85648011a6323d09fcb364fad08c5edd1b40bb5,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,registry-declared active input package,active-declared-source-package,csv,20,25,28ff8433355cee2ac2c83b9c3c107db4ad024d64842a061259182691f00a43a4,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.xlsx,registry-declared active input package,active-declared-source-package,xlsx,,0,20fc7c6f7d1f849e5fd6f539663c8b8213652f8e84cdc3230a0e5e33eea3f50c,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,registry-declared active input package,active-declared-source-package,csv,13,23,a6b3154d5e00af851132b5143158e0cc1d17f068f9db736e936abd792c16c855,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,registry-declared active input package,active-declared-source-package,csv,44,23,c1b2638fb735eef0e3510227f58ee90f130164b024e4370bd82ad50e87681174,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/12_relationships.csv,registry-declared active input package,active-declared-source-package,csv,3071,25,b4461a5f36c7be24936db8ac10cc7c99da2b5ea7a1e63aecf3a24ab1bf464d65,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/13_evidence_sources.csv,registry-declared active input package,active-declared-source-package,csv,22,29,b07124e46ed7128eb8015b91aeacf266a90928ff0483759d64046bd6289829a0,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,registry-declared active input package,active-declared-source-package,csv,26,23,6a95569bee13a897dd1404bc6be4dceedf787c1758b747af40dbc7950c5a0149,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,registry-declared active input package,active-declared-source-package,csv,10,19,7108d86370ad5811e7e8d30ee95d4df6ff74dfa3b9296ca141150aa1d8770f61,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/16_expert_lenses.csv,registry-declared active input package,active-declared-source-package,csv,7,19,6e4062a86d682efca96c59d9c9ef30fa09a82fd650d1df9cbe560e644d2168f6,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/17_service_scope_managed_services.csv,registry-declared active input package,active-declared-source-package,csv,11,23,1ae14740f42183b93db8ccc326cec0d118ce86daa5aee7eb58977328b44ba1c2,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,registry-declared active input package,active-declared-source-package,csv,35,22,adf0ed5378426501d613812d236d725ce74d7fefd3fa8f194f20a3f2ffa99e28,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/19_data_analytics_platform_maturity.csv,registry-declared active input package,active-declared-source-package,csv,15,24,3ae14fade50a7fef8b9c3bb4a6f1a87c0f907f5633daedb7214521b70bd27c1b,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/19_data_analytics_platform_maturity.xlsx,registry-declared active input package,active-declared-source-package,xlsx,,0,fa10c1f246a8c1c82abdf52ed5bd2d748868b389cf44b28ce2482f35a0d9b63f,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,registry-declared active input package,active-declared-source-package,csv,8,48,c0d34dd278efe8bbb749610637a95ff9d8505be0ae4e985f1a2c1cd2804bd15e,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/SA09_AI_Tool_Usage_Feed.csv,registry-declared active input package,active-declared-source-package,csv,8,35,55c84357b07409f36200d252c5270283c651e0a01e8aa42aa58fd53365ce82e9,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/SA10_AI_Value_Interview_Evidence.csv,registry-declared active input package,active-declared-source-package,csv,8,18,2274c6fe58bc69067179726dda1dc461dd76681c7644a1d2ebc7f4484a631dc2,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/active/skyharbor-air/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,registry-declared active input package,active-declared-source-package,csv,8,23,59cb0def4839bc677976752d36bc0fc14b09597c56b174e3653ec5106e4a3346,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/00_enterprise_profile.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,1,17,8407c8517dc92decfe1b6c69371b083507d7813e6b7f693cde24447e1f830903,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/01_business_functions.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,199,18,68bad4348b77cdf16191010fc597691eeba49dcc7a1ff4a2c0879e41cbb1b6ac,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/02_org_ownership.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,199,18,ab03e0c022fbf67695b086791a698e158bc392e40617a47328c908e290ed8da7,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/03_workforce_roles.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,198,18,782d686b8332e87e380d4ecfda31257c99589d776918b50a27cc4777cbbe1e44,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/04_applications_systems.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,206,21,e79109a431ede285561a3419f892bfb409554ab7f3d0f8b81d03ef46405e2608,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/05_data_assets_integrations.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,213,19,65a5a2223d8a1e8e79041013b1393dee68ee123c07aca0b7939fde43186bb33a,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/06_infrastructure_platforms.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,14,21,9530b951440a83014267831ae41a88d5378debde035b4c4f8386de46fc23d20d,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/07_vendors_contracts.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,200,20,2b301868908e35c43b252b860f37dff57e631bfeb85796f5b58c999417b88905,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/08_it_budget_spend_value.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,199,18,1154ddf9e68696322560b0f24de8baa46fe9d81d02f7c1c78158b86b96237047,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/09_programs_initiatives.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,213,19,4fea4fddcddbaf49422c385c4c0c7c53816040319d87c609b00d3d5c2198b772,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/10_ai_automation_use_cases.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,213,19,945c662c57b7fc0b3d4d5466aba84b665f5a76b92cce4f9367c60ee9c05de5d9,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/11_risks_controls.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,220,19,d885b5f084f1e031d018d8f33879416dfc316d42ac0fbc9559d77f3912d2673c,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/12_relationships.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,220,19,bf46bef95c5139acd008614209d7890ebc7f41655036d15c89d41463f30ac370,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/13_evidence_sources.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,212,17,7cc20f6de2c3d86b4b5459f50b99429850a5cb8f0fe924d7296efc9cd8709f8a,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/14_metrics_outcomes.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,220,19,71fc3587dd5c662c74148a811e69dd68b56bb3366d6ac025c3e929c9cd7f8c54,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/15_industry_context_patterns.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,7,17,47da51bd3f54a0c864196d5b234037e65726edca19e38d23d4868d515ed9ff0f,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/16_expert_lenses.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,7,17,d07f4a17275890b85618da1577ce5efe4a8e12218d15282b26ea09ffabe421d2,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/17_managed_services_scope.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,200,20,3feefccf2848493637305129cdc611375d8c0c27bacff2b2c12e7cd29db8d5f3,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/18_operational_process_evidence.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,199,17,cb99442c21111bf88097a5c78c936edecce6e1f331d9abff63ab14df3298a75a,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,48,c0d34dd278efe8bbb749610637a95ff9d8505be0ae4e985f1a2c1cd2804bd15e,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA09_AI_Tool_Usage_Feed.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,35,55c84357b07409f36200d252c5270283c651e0a01e8aa42aa58fd53365ce82e9,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA10_AI_Value_Interview_Evidence.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,18,2274c6fe58bc69067179726dda1dc461dd76681c7644a1d2ebc7f4484a631dc2,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA11_AI_KPI_Operational_Outcome_Feed.csv,adjacent standard pack (parallel copy of the same dimensions),duplicate-truth-candidate,csv,8,23,59cb0def4839bc677976752d36bc0fc14b09597c56b174e3653ec5106e4a3346,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,interview and questionnaire discovery channel,source-signal-not-deterministic-truth,csv,432,32,78ce46dc0d33ee0e1fe63384634dc7dd06c36d8d4e85cfbef5fc7e0b807e08da,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/interviews/interview_coverage_matrix.csv,interview and questionnaire discovery channel,source-signal-not-deterministic-truth,csv,18,6,7604cbae37fe5265fc9f80355ad7524be5be69e09d0a3635009e86c2a5d332d3,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/interviews/interview_data_dictionary.json,interview and questionnaire discovery channel,source-signal-not-deterministic-truth,json,,0,afe7eabe0ec2efdbcced247f9ca01dc8f2848b77dabf42c5b7652598d8316a89,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/interviews/interview_guidance.md,interview and questionnaire discovery channel,source-signal-not-deterministic-truth,md,,0,e128cca15d837c761ea6000422dd7761ef46d41de43bf2faa17f216c141fe072,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/skyharbor-air/interviews/interview_question_bank.csv,interview and questionnaire discovery channel,source-signal-not-deterministic-truth,csv,216,7,73b15961bf9943a974d218fbac11335acc6f996958e32ddf2cd36656ccd24ea8,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/interviews/executive_interviews.csv,candidate pack,not-active,csv,216,22,79784f1abd0de83e66d463d9b7b74c45db41e92b72c954b06ffd7c28734af2ca,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,candidate pack,not-active,csv,24,32,08abd63fe5f68a518405857eb8842bcd4b10c775459cfe84dc7dd9917f179766,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,candidate pack,not-active,csv,300,27,35462420549008282c7a6d94284c4cd60ee24263463059da3d7f3f0081dcc9c8,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,candidate pack,not-active,csv,260,26,ee944dc1b3fdf5a83caff0d0d147e20127b04f73930d7622f72e36be3fd7efe2,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/03_workforce_roles.csv,candidate pack,not-active,csv,260,26,9c89aa40fdf370d920e44f9966da5ee1fb79614c12dda9b2999324149125ce48,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/04_applications_systems.csv,candidate pack,not-active,csv,360,32,02a805bf95eabe96fbf1ecd8f77d4acf0b3a2ef5025b53a0b78cf696047ed3d6,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/05_data_assets_integrations.csv,candidate pack,not-active,csv,360,30,3fb8b777492d585bf62dfa9d5022366b8c921611ca56fc705f4b77b2413bb4e2,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,candidate pack,not-active,csv,240,28,0eb244992fd722ecf99085153f1da383d3d513eae5dba56cd219cd5581eee79e,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/07_vendors_contracts.csv,candidate pack,not-active,csv,300,30,58f5a11f89c78346a2a265f8db793b1abb45f9e70660a6185219f82b851e2297,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,candidate pack,not-active,csv,76,25,c25201998e0ddfe1217bd3961b54db3a7804008596d04ecd1bfa44995267ac5e,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,candidate pack,not-active,csv,300,29,4243ae0a1517159ea496fead81fc1a4081adf65fd03c4d7befd0225a66b5dfd8,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,candidate pack,not-active,csv,300,27,221289417266344137972923c35802984e9f3ec7c3b622126f04010944808a7d,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/11_risks_controls.csv,candidate pack,not-active,csv,340,27,b18a2c737c771575119d19c4510bcf78a7dc6acf252e3bdd80579183481dc40b,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,candidate pack,not-active,csv,380,25,d697013e854ecbc620335de87bfd7c687e9446a5decc09ee43b9c2eca12e6dab,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/13_evidence_sources.csv,candidate pack,not-active,csv,140,24,c5e663a6d5f8de44b1abf3c9411a504cf814fa43525940b93df259176bd3257a,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/14_metrics_outcomes.csv,candidate pack,not-active,csv,300,27,f30944d3c280b999d1dc20d4d15328efcba9cef0c51878d4100ae0c06870942d,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/15_industry_context_patterns.csv,candidate pack,not-active,csv,220,23,4d5b0c88e5217817739d0fb00b89a7072347527a1ab429d3b90add14ac7c4590,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,candidate pack,not-active,csv,160,23,9d8a18f377c191f3ab4b8828a925e1f8a74f5f8b69c6cf8242b2307a79a572f5,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/17_service_scope_managed_services.csv,candidate pack,not-active,csv,220,27,b3916225913d4440445c54e625b2e36cba2b595953cfa91d7bf7c63889d3fefc,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
skyharbor-air,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,candidate pack,not-active,csv,300,26,e737cc8238166b6ebaadd0f90cdd2c14f6c9421ae16613130e14460840fa5e08,not_declared_in_file,not_declared_in_file,not_declared_in_file,not_attested,synthetic_demo_planning_grade,no
