application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,evidence_id
MER-APP-025,Twilio Flex SMS,contact_center_crm,Chief Medical Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,49200000,990000,18,phi_pii,agent_assist_candidate,MER-EVID-002
MER-APP-026,Verint workforce management,contact_center_crm,Chief Health Plan Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,51100000,995200,19,phi_pii,real_time_context_gap,MER-EVID-003
MER-APP-027,NICE call recording,contact_center_crm,Chief Digital & Information Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,53000000,1000400,11,phi_pii,agent_assist_candidate,MER-EVID-004
MER-APP-028,Sprinklr digital service,contact_center_crm,CFO,Contact Center and CRM Platforms,saas,managed_saas,production,high,54900000,1005600,12,phi_pii,real_time_context_gap,MER-EVID-005
MER-APP-029,Medallia experience signals,contact_center_crm,Chief Operating Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,56800000,1010800,13,phi_pii,agent_assist_candidate,MER-EVID-006
MER-APP-030,Luma Health scheduling,contact_center_crm,Chief Nursing Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,58700000,1016000,14,phi_pii,real_time_context_gap,MER-EVID-007
MER-APP-031,Oracle EDW clinical mart,data_analytics,Chief Compliance Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,61400000,24356000,34,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-008
MER-APP-032,Teradata claims mart,data_analytics,Chief Customer Experience Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,63300000,24432000,35,phi_pii_financial,govern_with_unity_catalog,MER-EVID-009
MER-APP-033,Hadoop raw zone,data_analytics,Chief Medical Officer,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,65200000,24508000,36,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-010
MER-APP-034,Informatica PowerCenter,data_analytics,Chief Health Plan Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,67100000,24584000,37,phi_pii_financial,govern_with_unity_catalog,MER-EVID-011
MER-APP-035,Tableau Server,data_analytics,Chief Digital & Information Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,69000000,24660000,38,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-012
MER-APP-036,BusinessObjects,data_analytics,CFO,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,70900000,24736000,30,phi_pii_financial,govern_with_unity_catalog,MER-EVID-001
MER-APP-037,SAS Grid,data_analytics,Chief Operating Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,72800000,24812000,31,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-002
MER-APP-038,Databricks AWS Lakehouse,data_analytics,Chief Nursing Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,74700000,24888000,32,phi_pii_financial,govern_with_unity_catalog,MER-EVID-003
MER-APP-039,Unity Catalog,data_analytics,Chief Compliance Officer,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,76600000,24964000,33,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-004
MER-APP-040,dbt semantic layer,data_analytics,Chief Customer Experience Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,78500000,25040000,34,phi_pii_financial,govern_with_unity_catalog,MER-EVID-005
MER-APP-041,Collibra catalog,data_analytics,Chief Medical Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,80400000,25116000,35,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-006
MER-APP-042,MuleSoft API analytics,data_analytics,Chief Health Plan Officer,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,82300000,25192000,36,phi_pii_financial,govern_with_unity_catalog,MER-EVID-007
MER-APP-043,Workday Financials,finance_corporate,Chief Digital & Information Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,83000000,210100,15,financial_pii,stabilize,MER-EVID-008
MER-APP-044,Workday HCM,finance_corporate,CFO,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,84900000,210800,16,financial_pii,automate_close_candidate,MER-EVID-009
MER-APP-045,Oracle Hyperion Planning,finance_corporate,Chief Operating Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,86800000,211500,8,financial_pii,stabilize,MER-EVID-010
MER-APP-046,BlackLine close,finance_corporate,Chief Nursing Officer,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,88700000,212200,9,financial_pii,automate_close_candidate,MER-EVID-011
MER-APP-047,Coupa procurement,finance_corporate,Chief Compliance Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,90600000,212900,10,financial_pii,stabilize,MER-EVID-012
MER-APP-048,Kyriba treasury,finance_corporate,Chief Customer Experience Officer,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,92500000,213600,11,financial_pii,automate_close_candidate,MER-EVID-001
MER-APP-049,ServiceNow SPM,finance_corporate,Chief Medical Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,94400000,214300,12,financial_pii,stabilize,MER-EVID-002
MER-APP-050,Adaptive planning,finance_corporate,Chief Health Plan Officer,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,96300000,215000,13,financial_pii,automate_close_candidate,MER-EVID-003
MER-APP-051,Okta IAM,security_operations,Chief Digital & Information Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,97820000,237300,13,security_phi_metadata,operate,MER-EVID-004
MER-APP-052,CrowdStrike Falcon,security_operations,CFO,"Security, Privacy and Resilience",security_tool,aws,production,critical,99720000,239600,14,security_phi_metadata,zero_trust_extend,MER-EVID-005
MER-APP-053,Zscaler ZIA/ZPA,security_operations,Chief Operating Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,101620000,241900,15,security_phi_metadata,operate,MER-EVID-006
MER-APP-054,Palo Alto Prisma,security_operations,Chief Nursing Officer,"Security, Privacy and Resilience",security_tool,aws,production,critical,103520000,244200,7,security_phi_metadata,zero_trust_extend,MER-EVID-007
MER-APP-055,Splunk Cloud,security_operations,Chief Compliance Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,105420000,246500,8,security_phi_metadata,operate,MER-EVID-008
MER-APP-056,Proofpoint,security_operations,Chief Customer Experience Officer,"Security, Privacy and Resilience",security_tool,aws,production,critical,107320000,248800,9,security_phi_metadata,zero_trust_extend,MER-EVID-009
MER-APP-057,ServiceNow IRM,security_operations,Chief Medical Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,109220000,251100,10,security_phi_metadata,operate,MER-EVID-010
MER-APP-058,BigID discovery,security_operations,Chief Health Plan Officer,"Security, Privacy and Resilience",security_tool,aws,production,critical,111120000,253400,11,security_phi_metadata,zero_trust_extend,MER-EVID-011
MER-APP-059,Meridian regional workflow app 59,regional_operations,Chief Digital & Information Officer,Meridian platform services,custom,managed_saas,production,medium,8385000,3196,6,internal,contain_or_replace,MER-EVID-012
MER-APP-060,Meridian regional workflow app 60,regional_operations,CFO,Meridian platform services,custom,on_prem_vmware,production,high,8520000,3240,2,internal,contain_or_replace,MER-EVID-001
MER-APP-061,Meridian regional workflow app 61,regional_operations,Chief Operating Officer,Meridian platform services,custom,managed_saas,production,medium,8655000,3284,3,internal,contain_or_replace,MER-EVID-002
MER-APP-062,Meridian regional workflow app 62,regional_operations,Chief Nursing Officer,Meridian platform services,custom,managed_saas,production,medium,8790000,3328,4,internal,contain_or_replace,MER-EVID-003
MER-APP-063,Meridian regional workflow app 63,regional_operations,Chief Compliance Officer,Meridian platform services,custom,on_prem_vmware,production,medium,8925000,3372,5,internal,contain_or_replace,MER-EVID-004
MER-APP-064,Meridian regional workflow app 64,regional_operations,Chief Customer Experience Officer,Meridian platform services,custom,managed_saas,production,high,9060000,3416,6,internal,contain_or_replace,MER-EVID-005
MER-APP-065,Meridian regional workflow app 65,regional_operations,Chief Medical Officer,Meridian platform services,custom,managed_saas,production,medium,9195000,3460,2,internal,contain_or_replace,MER-EVID-006
MER-APP-066,Meridian regional workflow app 66,regional_operations,Chief Health Plan Officer,Meridian platform services,custom,on_prem_vmware,production,medium,9330000,3504,3,internal,contain_or_replace,MER-EVID-007
MER-APP-067,Meridian regional workflow app 67,regional_operations,Chief Digital & Information Officer,Meridian platform services,custom,managed_saas,production,medium,9465000,3548,4,internal,contain_or_replace,MER-EVID-008
MER-APP-068,Meridian regional workflow app 68,regional_operations,CFO,Meridian platform services,custom,managed_saas,production,high,9600000,3592,5,internal,contain_or_replace,MER-EVID-009
MER-APP-069,Meridian regional workflow app 69,regional_operations,Chief Operating Officer,Meridian platform services,custom,on_prem_vmware,production,medium,9735000,3636,6,internal,contain_or_replace,MER-EVID-010
MER-APP-070,Meridian regional workflow app 70,regional_operations,Chief Nursing Officer,Meridian platform services,custom,managed_saas,production,medium,9870000,3680,2,internal,contain_or_replace,MER-EVID-011
MER-APP-071,Meridian regional workflow app 71,regional_operations,Chief Compliance Officer,Meridian platform services,custom,managed_saas,production,medium,10005000,3724,3,internal,contain_or_replace,MER-EVID-012
MER-APP-072,Meridian regional workflow app 72,regional_operations,Chief Customer Experience Officer,Meridian platform services,custom,on_prem_vmware,production,high,10140000,3768,4,internal,contain_or_replace,MER-EVID-001
MER-APP-073,Meridian regional workflow app 73,regional_operations,Chief Medical Officer,Meridian platform services,custom,managed_saas,production,medium,10275000,3812,5,internal,contain_or_replace,MER-EVID-002
MER-APP-074,Meridian regional workflow app 74,regional_operations,Chief Health Plan Officer,Meridian platform services,custom,managed_saas,production,medium,10410000,3856,6,internal,contain_or_replace,MER-EVID-003
MER-APP-075,Meridian regional workflow app 75,regional_operations,Chief Digital & Information Officer,Meridian platform services,custom,on_prem_vmware,production,medium,10545000,3900,2,internal,contain_or_replace,MER-EVID-004
MER-APP-076,Meridian regional workflow app 76,regional_operations,CFO,Meridian platform services,custom,managed_saas,production,high,10680000,3944,3,internal,contain_or_replace,MER-EVID-005
MER-APP-077,Meridian regional workflow app 77,regional_operations,Chief Operating Officer,Meridian platform services,custom,managed_saas,production,medium,10815000,3988,4,internal,contain_or_replace,MER-EVID-006
MER-APP-078,Meridian regional workflow app 78,regional_operations,Chief Nursing Officer,Meridian platform services,custom,on_prem_vmware,production,medium,10950000,4032,5,internal,contain_or_replace,MER-EVID-007
MER-APP-079,Meridian regional workflow app 79,regional_operations,Chief Compliance Officer,Meridian platform services,custom,managed_saas,production,medium,11085000,4076,6,internal,contain_or_replace,MER-EVID-008
MER-APP-080,Meridian regional workflow app 80,regional_operations,Chief Customer Experience Officer,Meridian platform services,custom,managed_saas,production,high,11220000,4120,2,internal,contain_or_replace,MER-EVID-009
MER-APP-081,Meridian regional workflow app 81,regional_operations,Chief Medical Officer,Meridian platform services,custom,on_prem_vmware,production,medium,11355000,4164,3,internal,contain_or_replace,MER-EVID-010
MER-APP-082,Meridian regional workflow app 82,regional_operations,Chief Health Plan Officer,Meridian platform services,custom,managed_saas,production,medium,11490000,4208,4,internal,contain_or_replace,MER-EVID-011
MER-APP-083,Meridian regional workflow app 83,regional_operations,Chief Digital & Information Officer,Meridian platform services,custom,managed_saas,production,medium,11625000,4252,5,internal,contain_or_replace,MER-EVID-012
MER-APP-084,Meridian regional workflow app 84,regional_operations,CFO,Meridian platform services,custom,on_prem_vmware,production,high,11760000,4296,6,internal,contain_or_replace,MER-EVID-001
MER-APP-085,Meridian regional workflow app 85,regional_operations,Chief Operating Officer,Meridian platform services,custom,managed_saas,production,medium,11895000,4340,2,internal,contain_or_replace,MER-EVID-002
MER-APP-086,Meridian regional workflow app 86,regional_operations,Chief Nursing Officer,Meridian platform services,custom,managed_saas,production,medium,12030000,4384,3,internal,contain_or_replace,MER-EVID-003
MER-APP-087,Meridian regional workflow app 87,regional_operations,Chief Compliance Officer,Meridian platform services,custom,on_prem_vmware,production,medium,12165000,4428,4,internal,contain_or_replace,MER-EVID-004
MER-APP-088,Meridian regional workflow app 88,regional_operations,Chief Customer Experience Officer,Meridian platform services,custom,managed_saas,production,high,12300000,4472,5,internal,contain_or_replace,MER-EVID-005
MER-APP-089,Meridian regional workflow app 89,regional_operations,Chief Medical Officer,Meridian platform services,custom,managed_saas,production,medium,12435000,4516,6,internal,contain_or_replace,MER-EVID-006
MER-APP-090,Meridian regional workflow app 90,regional_operations,Chief Health Plan Officer,Meridian platform services,custom,on_prem_vmware,production,medium,12570000,4560,2,internal,contain_or_replace,MER-EVID-007
MER-APP-091,Meridian regional workflow app 91,regional_operations,Chief Digital & Information Officer,Meridian platform services,custom,managed_saas,production,medium,12705000,4604,3,internal,contain_or_replace,MER-EVID-008
MER-APP-092,Meridian regional workflow app 92,regional_operations,CFO,Meridian platform services,custom,managed_saas,production,high,12840000,4648,4,internal,contain_or_replace,MER-EVID-009
MERIDIANHEALTH-APP-0093,Epic Hyperspace,clinical_ehr,Chief Medical Officer,Epic and Clinical Systems,package,vendor_hosted,production,critical,7100000,4708400,19,phi,optimize,MER-EVID-002
MERIDIANHEALTH-APP-0094,Epic MyChart,clinical_ehr,Chief Health Plan Officer,Epic and Clinical Systems,package,on_prem_vmware,production,critical,9000000,4716800,20,phi,extend_to_lakehouse,MER-EVID-003
MERIDIANHEALTH-APP-0095,Epic Cadence,clinical_ehr,Chief Digital & Information Officer,Epic and Clinical Systems,package,vendor_hosted,production,critical,10900000,4725200,21,phi,optimize,MER-EVID-004
MERIDIANHEALTH-APP-0096,Epic Resolute PB,clinical_ehr,CFO,Epic and Clinical Systems,package,on_prem_vmware,production,critical,12800000,4733600,22,phi,extend_to_lakehouse,MER-EVID-005
MERIDIANHEALTH-APP-0097,Epic Resolute HB,clinical_ehr,Chief Operating Officer,Epic and Clinical Systems,package,vendor_hosted,production,critical,14700000,4742000,23,phi,optimize,MER-EVID-006
MERIDIANHEALTH-APP-0098,Epic Healthy Planet,clinical_ehr,Chief Nursing Officer,Epic and Clinical Systems,package,on_prem_vmware,production,critical,16600000,4750400,24,phi,extend_to_lakehouse,MER-EVID-007
MERIDIANHEALTH-APP-0099,Epic Cogito,clinical_ehr,Chief Compliance Officer,Epic and Clinical Systems,package,vendor_hosted,production,critical,18500000,4758800,25,phi,optimize,MER-EVID-008
MERIDIANHEALTH-APP-0100,Epic Clarity,clinical_ehr,Chief Customer Experience Officer,Epic and Clinical Systems,package,on_prem_vmware,production,critical,20400000,4767200,26,phi,extend_to_lakehouse,MER-EVID-009
MERIDIANHEALTH-APP-0101,Epic Caboodle,clinical_ehr,Chief Medical Officer,Epic and Clinical Systems,package,vendor_hosted,production,critical,22300000,4775600,18,phi,optimize,MER-EVID-010
MERIDIANHEALTH-APP-0102,Epic Cosmos connector,clinical_ehr,Chief Health Plan Officer,Epic and Clinical Systems,package,on_prem_vmware,production,critical,24200000,4784000,19,phi,extend_to_lakehouse,MER-EVID-011
MERIDIANHEALTH-APP-0103,Epic Beaker,clinical_ehr,Chief Digital & Information Officer,Epic and Clinical Systems,package,vendor_hosted,production,critical,26100000,4792400,20,phi,optimize,MER-EVID-012
MERIDIANHEALTH-APP-0104,Epic Willow,clinical_ehr,CFO,Epic and Clinical Systems,package,on_prem_vmware,production,critical,28000000,4800800,21,phi,extend_to_lakehouse,MER-EVID-001
MERIDIANHEALTH-APP-0105,HealthRules Payor,payer_claims,Chief Operating Officer,Health Plan Core and Claims Platforms,package,on_prem_aix_or_linux,production,critical,28600000,2057300,26,phi_pii_financial,contain_and_integrate,MER-EVID-002
MERIDIANHEALTH-APP-0106,Facets legacy claims,payer_claims,Chief Nursing Officer,Health Plan Core and Claims Platforms,package,managed_saas,production,critical,30500000,2069400,27,phi_pii_financial,lakehouse_feed_required,MER-EVID-003
MERIDIANHEALTH-APP-0107,QNXT Medicare Advantage,payer_claims,Chief Compliance Officer,Health Plan Core and Claims Platforms,package,on_prem_aix_or_linux,production,critical,32400000,2081500,28,phi_pii_financial,contain_and_integrate,MER-EVID-004
MERIDIANHEALTH-APP-0108,TriZetto provider pricing,payer_claims,Chief Customer Experience Officer,Health Plan Core and Claims Platforms,package,managed_saas,production,critical,34300000,2093600,29,phi_pii_financial,lakehouse_feed_required,MER-EVID-005
MERIDIANHEALTH-APP-0109,Evolent care management,payer_claims,Chief Medical Officer,Health Plan Core and Claims Platforms,package,on_prem_aix_or_linux,production,critical,36200000,2105700,30,phi_pii_financial,contain_and_integrate,MER-EVID-006
MERIDIANHEALTH-APP-0110,InterQual authorization,payer_claims,Chief Health Plan Officer,Health Plan Core and Claims Platforms,package,managed_saas,production,critical,38100000,2117800,22,phi_pii_financial,lakehouse_feed_required,MER-EVID-007
MERIDIANHEALTH-APP-0111,MHK quality platform,payer_claims,Chief Digital & Information Officer,Health Plan Core and Claims Platforms,package,on_prem_aix_or_linux,production,critical,40000000,2129900,23,phi_pii_financial,contain_and_integrate,MER-EVID-008
MERIDIANHEALTH-APP-0112,Optum payment integrity,payer_claims,CFO,Health Plan Core and Claims Platforms,package,managed_saas,production,critical,41900000,2142000,24,phi_pii_financial,lakehouse_feed_required,MER-EVID-009
MERIDIANHEALTH-APP-0113,Change Healthcare EDI gateway,payer_claims,Chief Operating Officer,Health Plan Core and Claims Platforms,package,on_prem_aix_or_linux,production,critical,43800000,2154100,25,phi_pii_financial,contain_and_integrate,MER-EVID-010
MERIDIANHEALTH-APP-0114,Availity provider portal,payer_claims,Chief Nursing Officer,Health Plan Core and Claims Platforms,package,managed_saas,production,critical,45700000,2166200,26,phi_pii_financial,lakehouse_feed_required,MER-EVID-011
MERIDIANHEALTH-APP-0115,Genesys Cloud CX,contact_center_crm,Chief Compliance Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,45400000,979600,16,phi_pii,agent_assist_candidate,MER-EVID-012
MERIDIANHEALTH-APP-0116,Salesforce Health Cloud,contact_center_crm,Chief Customer Experience Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,47300000,984800,17,phi_pii,real_time_context_gap,MER-EVID-001
MERIDIANHEALTH-APP-0117,Twilio Flex SMS,contact_center_crm,Chief Medical Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,49200000,990000,18,phi_pii,agent_assist_candidate,MER-EVID-002
MERIDIANHEALTH-APP-0118,Verint workforce management,contact_center_crm,Chief Health Plan Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,51100000,995200,19,phi_pii,real_time_context_gap,MER-EVID-003
MERIDIANHEALTH-APP-0119,NICE call recording,contact_center_crm,Chief Digital & Information Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,53000000,1000400,11,phi_pii,agent_assist_candidate,MER-EVID-004
MERIDIANHEALTH-APP-0120,Sprinklr digital service,contact_center_crm,CFO,Contact Center and CRM Platforms,saas,managed_saas,production,high,54900000,1005600,12,phi_pii,real_time_context_gap,MER-EVID-005
MERIDIANHEALTH-APP-0121,Medallia experience signals,contact_center_crm,Chief Operating Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,56800000,1010800,13,phi_pii,agent_assist_candidate,MER-EVID-006
MERIDIANHEALTH-APP-0122,Luma Health scheduling,contact_center_crm,Chief Nursing Officer,Contact Center and CRM Platforms,saas,managed_saas,production,high,58700000,1016000,14,phi_pii,real_time_context_gap,MER-EVID-007
MERIDIANHEALTH-APP-0123,Oracle EDW clinical mart,data_analytics,Chief Compliance Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,61400000,24356000,34,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-008
MERIDIANHEALTH-APP-0124,Teradata claims mart,data_analytics,Chief Customer Experience Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,63300000,24432000,35,phi_pii_financial,govern_with_unity_catalog,MER-EVID-009
MERIDIANHEALTH-APP-0125,Hadoop raw zone,data_analytics,Chief Medical Officer,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,65200000,24508000,36,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-010
MERIDIANHEALTH-APP-0126,Informatica PowerCenter,data_analytics,Chief Health Plan Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,67100000,24584000,37,phi_pii_financial,govern_with_unity_catalog,MER-EVID-011
MERIDIANHEALTH-APP-0127,Tableau Server,data_analytics,Chief Digital & Information Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,69000000,24660000,38,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-012
MERIDIANHEALTH-APP-0128,BusinessObjects,data_analytics,CFO,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,70900000,24736000,30,phi_pii_financial,govern_with_unity_catalog,MER-EVID-001
MERIDIANHEALTH-APP-0129,SAS Grid,data_analytics,Chief Operating Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,72800000,24812000,31,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-002
MERIDIANHEALTH-APP-0130,Databricks AWS Lakehouse,data_analytics,Chief Nursing Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,74700000,24888000,32,phi_pii_financial,govern_with_unity_catalog,MER-EVID-003
MERIDIANHEALTH-APP-0131,Unity Catalog,data_analytics,Chief Compliance Officer,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,76600000,24964000,33,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-004
MERIDIANHEALTH-APP-0132,dbt semantic layer,data_analytics,Chief Customer Experience Officer,Data Platform Migration Office,data_platform,on_prem_oracle_exadata,production,critical,78500000,25040000,34,phi_pii_financial,govern_with_unity_catalog,MER-EVID-005
MERIDIANHEALTH-APP-0133,Collibra catalog,data_analytics,Chief Medical Officer,Data Platform Migration Office,data_platform,on_prem_hadoop,production,critical,80400000,25116000,35,phi_pii_financial,migrate_to_databricks_on_aws,MER-EVID-006
MERIDIANHEALTH-APP-0134,MuleSoft API analytics,data_analytics,Chief Health Plan Officer,Data Platform Migration Office,data_platform,aws_databricks_target,production,critical,82300000,25192000,36,phi_pii_financial,govern_with_unity_catalog,MER-EVID-007
MERIDIANHEALTH-APP-0135,Workday Financials,finance_corporate,Chief Digital & Information Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,83000000,210100,15,financial_pii,stabilize,MER-EVID-008
MERIDIANHEALTH-APP-0136,Workday HCM,finance_corporate,CFO,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,84900000,210800,16,financial_pii,automate_close_candidate,MER-EVID-009
MERIDIANHEALTH-APP-0137,Oracle Hyperion Planning,finance_corporate,Chief Operating Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,86800000,211500,8,financial_pii,stabilize,MER-EVID-010
