app_id,name,vendor,category,business_owner,it_owner,deployment,lifecycle_stage,criticality,run_cost_fy25_usd,primary_dataclass,integration_count,last_modernization_review,ai_eligibility_score,notes
MR-APP-HEALTHY-PLANET,Epic Healthy Planet,Epic,population health,VP Value Based Care,TEAM-MR-POPHEALTH,on_prem,invest,high,1850000,phi,35,2025-05-15,0.77,Panel surfacing and ACO care gaps
MR-APP-SECTRA-PACS,Sectra PACS,Sectra,imaging diagnostics,Chief Radiologist,TEAM-MR-IMAGING,hybrid,maintain,critical,6450000,phi,63,2025-06-15,0.57,Enterprise PACS for diagnostic imaging
MR-APP-VISAGE-7,Visage 7,Visage Imaging,imaging diagnostics,Chief Radiologist,TEAM-MR-IMAGING,hybrid,invest,critical,4450000,phi,31,2025-07-15,0.72,Enterprise viewer with AI overlays
MR-APP-GE-MUSE,GE MUSE,GE Healthcare,imaging diagnostics,Chief Cardiologist,TEAM-MR-IMAGING,on_prem,maintain,high,230000,phi,18,2025-08-15,0.36,ECG management
MR-APP-SUNQUEST-MERCY,Sunquest LIS Mercy,Sunquest,legacy sunset,CMIO,TEAM-MR-EPIC-ANC,on_prem,retire,high,700000,phi,26,2025-09-15,0.2,Legacy LIS at Mercy; blocker for Beaker consolidation
MR-APP-SUNQUEST-SUTTER,Sunquest LIS Sutter,Sunquest,legacy sunset,CMIO,TEAM-MR-EPIC-ANC,on_prem,retire,high,710000,phi,24,2025-10-15,0.2,Legacy LIS at Sutter; high interface debt
MR-APP-ALLSCRIPTS-MERCY,Allscripts Sunrise Mercy,Altera Digital Health,legacy sunset,COO,TEAM-MR-EPIC-CLINICAL,on_prem,contain,high,1150000,phi,30,2025-11-15,0.18,Post-merger holdover; read-only archive and specialty clinic workflows
MR-APP-PARAGON,McKesson Paragon Archive,McKesson,legacy sunset,CFO,TEAM-MR-EPIC-RC,on_prem,retire,medium,220000,phi,14,2025-12-15,0.12,"Decommission-in-progress, archive dependencies remain"
MR-APP-LAWSON-HCM,Lawson HCM Residuals,Infor,legacy sunset,CHRO,TEAM-MR-WORKFORCE,on_prem,retire,medium,10000,confidential,12,2025-01-15,0.08,Residual payroll extracts after Workday migration
MR-APP-WORKDAY-FIN,Workday Financials,Workday,erp corporate,CFO,TEAM-MR-CORP-IT,cloud,maintain,critical,6000000,confidential,45,2025-02-15,0.55,Cloud financials live 2023
MR-APP-WORKDAY-HCM,Workday HCM,Workday,hr workforce,CHRO,TEAM-MR-WORKFORCE,cloud,maintain,high,3300000,confidential,34,2025-03-15,0.52,Core HR and talent
MR-APP-WORKDAY-SCM,Workday SCM,Workday,erp corporate,CFO,TEAM-MR-CORP-IT,cloud,invest,high,1900000,confidential,22,2025-04-15,0.58,Supply-chain modernization
MR-APP-M365-E5,Microsoft 365 E5,Microsoft,erp corporate,CDIO,TEAM-MR-CORP-IT,cloud,maintain,high,8400000,confidential,18,2025-05-15,0.7,"M365, Teams, security bundle, Copilot option"
MR-APP-SERVICENOW,ServiceNow ITSM HRSD,ServiceNow,erp corporate,CDIO,TEAM-MR-CORP-IT,cloud,invest,high,2800000,internal,43,2025-06-15,0.67,"ITSM, HRSD, CMDB, incident workflows"
MR-APP-INNOVACCER,Innovaccer Health Cloud,Innovaccer,population health,VP Value Based Care,TEAM-MR-POPHEALTH,cloud,invest,high,5200000,phi,38,2025-07-15,0.84,Population health overlay and care manager copilots
MR-APP-OPTUM-360,Optum 360 Revenue Cycle Services,Optum,revenue cycle,CFO,TEAM-MR-EPIC-RC,managed_service,maintain,critical,4600000,phi,21,2025-08-15,0.57,Revenue cycle services and coding support
MR-APP-CHANGE-CHC,Change Healthcare Clearinghouse,Change Healthcare,revenue cycle,CFO,TEAM-MR-EPIC-RC,cloud,contain,critical,2000000,phi,28,2025-09-15,0.32,Claims clearinghouse with contingency plan after 2024 incident
MR-APP-PHREESIA,Phreesia Patient Intake,Phreesia,revenue cycle,Chief Experience Officer,TEAM-MR-DIGITAL,cloud,maintain,medium,700000,phi,18,2025-10-15,0.6,Patient intake and payments
MR-APP-LUMA,Luma Health,Luma Health,patient experience,Chief Experience Officer,TEAM-MR-DIGITAL,cloud,invest,high,1300000,phi,32,2025-11-15,0.78,Digital front door scheduling and nudges
MR-APP-PRESS-GANEY,Press Ganey,Press Ganey,patient experience,Chief Experience Officer,TEAM-MR-DIGITAL,cloud,maintain,medium,340000,confidential,8,2025-12-15,0.45,Patient experience surveys
MR-APP-QGENDA,QGenda Scheduling,QGenda,hr workforce,CHRO,TEAM-MR-WORKFORCE,cloud,invest,high,600000,confidential,17,2025-01-15,0.72,Physician scheduling and workforce AI dependency
MR-APP-UKG-KRONOS,UKG Kronos Workforce,UKG,hr workforce,CHRO,TEAM-MR-WORKFORCE,cloud,contain,high,1450000,confidential,22,2025-02-15,0.39,Legacy workforce scheduling migration in flight
MR-APP-SYMPLR,Symplr Credentialing,Symplr,hr workforce,CMO,TEAM-MR-WORKFORCE,cloud,maintain,medium,280000,confidential,11,2025-03-15,0.42,Credentialing and provider onboarding
MR-APP-HEALTHSTREAM,HealthStream LMS,HealthStream,hr workforce,CHRO,TEAM-MR-WORKFORCE,cloud,maintain,medium,160000,confidential,10,2025-04-15,0.51,Clinical training and compliance
MR-APP-ONCORE,OnCore CTMS,Advarra,research clinical trials,VP Research,TEAM-MR-RESEARCH,cloud,maintain,medium,440000,phi,14,2025-05-15,0.55,Clinical-trials management
MR-APP-REDCAP,REDCap,Vanderbilt,research clinical trials,VP Research,TEAM-MR-RESEARCH,on_prem,maintain,medium,-320000,phi,9,2025-06-15,0.49,Research data capture
MR-APP-TEMPUS,Tempus,Tempus,research clinical trials,VP Research,TEAM-MR-RESEARCH,cloud,invest,medium,950000,phi,12,2025-07-15,0.73,Genomics and oncology insights
MR-APP-CITRIX,Citrix Cloud,Cloud Software Group,infrastructure platform,CDIO,TEAM-MR-INFRA,hybrid,maintain,critical,5600000,confidential,40,2025-08-15,0.31,Clinical app delivery platform
MR-APP-VMWARE,VMware vSphere,VMware,infrastructure platform,CDIO,TEAM-MR-INFRA,on_prem,contain,critical,4400000,confidential,35,2025-09-15,0.24,Virtualization cost pressure after Broadcom acquisition
MR-APP-PURE,Pure Storage,Pure Storage,infrastructure platform,CDIO,TEAM-MR-INFRA,on_prem,maintain,critical,3600000,confidential,20,2025-10-15,0.22,Storage foundation for Epic and imaging
MR-APP-AZURE,Azure Foundation,Microsoft,infrastructure platform,CDIO,TEAM-MR-INFRA,cloud,invest,high,4100000,confidential,25,2025-11-15,0.78,Primary cloud foundation and AI Search build path
MR-APP-CONFLUENT,Confluent Platform,Confluent,infrastructure platform,CDIO,TEAM-MR-INTEGRATION,cloud,invest,high,1200000,phi,26,2025-12-15,0.69,Event streaming for interoperability modernization
MR-APP-SPLUNK,Splunk Enterprise Security,Splunk,infrastructure platform,CISO,TEAM-MR-SECURITY,cloud,maintain,critical,4800000,confidential,42,2025-01-15,0.36,SIEM and operational logs
MR-APP-CROWDSTRIKE,CrowdStrike Falcon,CrowdStrike,infrastructure platform,CISO,TEAM-MR-SECURITY,cloud,maintain,critical,3900000,confidential,16,2025-02-15,0.33,Endpoint protection and MDR
MR-APP-ZSCALER,Zscaler ZIA ZPA,Zscaler,infrastructure platform,CISO,TEAM-MR-SECURITY,cloud,maintain,high,1800000,confidential,13,2025-03-15,0.28,Zero-trust network access
MR-APP-OKTA,Okta Identity,Okta,infrastructure platform,CISO,TEAM-MR-SECURITY,cloud,maintain,critical,1900000,confidential,31,2025-04-15,0.35,Identity and access platform
MR-APP-EPIC-ROVER,Epic Rover,Epic,clinical core,CDIO,TEAM-MR-EPIC-CLINICAL,cloud,invest,critical,1265000,phi,17,2025-02-20,0.52,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-EPIC-HAIKU,Epic Haiku,Nuance,clinical core,CMIO,TEAM-MR-EPIC-CLINICAL,on_prem,maintain,high,895000,phi,19,2025-04-20,0.57,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-EPIC-CANTO,Epic Canto,Abridge,clinical core,CFO,TEAM-MR-EPIC-CLINICAL,hybrid,maintain,high,-380000,phi,21,2025-06-20,0.62,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-EPIC-SECURE-CHAT,Epic Secure Chat,Epic,clinical core,COO,TEAM-MR-EPIC-CLINICAL,managed_service,contain,medium,-210000,phi,23,2025-08-20,0.67,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-EPIC-BED-PLANNING,Epic Bed Planning,Nuance,clinical core,CISO,TEAM-MR-EPIC-CLINICAL,cloud,invest,medium,-40000,phi,25,2025-10-20,0.72,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-EPIC-TRANSFER-CENTER,Epic Transfer Center,Abridge,clinical core,CHRO,TEAM-MR-EPIC-CLINICAL,on_prem,maintain,low,130000,phi,27,2025-12-20,0.77,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-CLINICAL-DECISION-SUPPORT-LIBRARY,Clinical Decision Support Library,Epic,clinical core,Chief Experience Officer,TEAM-MR-EPIC-CLINICAL,hybrid,maintain,critical,840000,phi,29,2025-02-20,0.82,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-NURSING-CARE-PLAN-TOOLKIT,Nursing Care Plan Toolkit,Nuance,clinical core,CDIO,TEAM-MR-EPIC-CLINICAL,managed_service,contain,high,470000,phi,31,2025-04-20,0.52,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-EPIC-ROVER-2,Epic Rover 2,Abridge,clinical core,CMIO,TEAM-MR-EPIC-CLINICAL,cloud,invest,high,640000,phi,4,2025-06-20,0.57,clinical core substrate row for Meridian Health; owner TEAM-MR-EPIC-CLINICAL; review evidence lives in Discovery Kit source files.
MR-APP-PHILIPS-INTELLISPACE-CV,Philips IntelliSpace CV,Sectra,imaging diagnostics,CDIO,TEAM-MR-IMAGING,cloud,invest,critical,415000,phi,7,2025-04-20,0.18,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-CASSLING-DR-CONSOLE,Cassling DR Console,Visage Imaging,imaging diagnostics,CMIO,TEAM-MR-IMAGING,on_prem,maintain,high,45000,phi,9,2025-06-20,0.22,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-ROCHE-COBAS-IT,Roche cobas IT,GE Healthcare,imaging diagnostics,CFO,TEAM-MR-IMAGING,hybrid,maintain,high,215000,phi,11,2025-08-20,0.26,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-NUANCE-POWERSCRIBE,Nuance Powerscribe,Philips,imaging diagnostics,COO,TEAM-MR-IMAGING,managed_service,contain,medium,385000,phi,13,2025-10-20,0.3,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-MMODAL-FLUENCY-DIRECT,MModal Fluency Direct,Roche,imaging diagnostics,CISO,TEAM-MR-IMAGING,cloud,invest,medium,555000,phi,15,2025-12-20,0.34,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-SECTRA-EDUCATION-PORTAL,Sectra Education Portal,Sectra,imaging diagnostics,CHRO,TEAM-MR-IMAGING,on_prem,maintain,low,725000,phi,17,2025-02-20,0.38,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-PHILIPS-INTELLISPACE-CV-2,Philips IntelliSpace CV 2,Visage Imaging,imaging diagnostics,Chief Experience Officer,TEAM-MR-IMAGING,hybrid,maintain,critical,1435000,phi,19,2025-04-20,0.42,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-CASSLING-DR-CONSOLE-2,Cassling DR Console 2,GE Healthcare,imaging diagnostics,CDIO,TEAM-MR-IMAGING,managed_service,contain,high,-380000,phi,21,2025-06-20,0.46,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-ROCHE-COBAS-IT-2,Roche cobas IT 2,Philips,imaging diagnostics,CMIO,TEAM-MR-IMAGING,cloud,invest,high,-210000,phi,23,2025-08-20,0.5,imaging diagnostics substrate row for Meridian Health; owner TEAM-MR-IMAGING; review evidence lives in Discovery Kit source files.
MR-APP-WAYSTAR-DENIALS,Waystar Denials,Epic,revenue cycle,CDIO,TEAM-MR-EPIC-RC,cloud,invest,critical,585000,phi,9,2025-06-20,0.52,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-EXPERIAN-HEALTH-ELIGIBILITY,Experian Health Eligibility,Optum,revenue cycle,CMIO,TEAM-MR-EPIC-RC,on_prem,maintain,high,215000,phi,11,2025-08-20,0.57,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-FINTHRIVE-CONTRACT-MANAGER,FinThrive Contract Manager,Waystar,revenue cycle,CFO,TEAM-MR-EPIC-RC,hybrid,maintain,high,385000,phi,13,2025-10-20,0.62,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-REVSPRING-STATEMENTS,RevSpring Statements,Experian Health,revenue cycle,COO,TEAM-MR-EPIC-RC,managed_service,contain,medium,555000,phi,15,2025-12-20,0.67,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-CEDAR-PAY,Cedar Pay,FinThrive,revenue cycle,CISO,TEAM-MR-EPIC-RC,cloud,invest,medium,725000,phi,17,2025-02-20,0.72,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-CODING-AUDIT-WORKBENCH,Coding Audit Workbench,Epic,revenue cycle,CHRO,TEAM-MR-EPIC-RC,on_prem,maintain,low,895000,phi,19,2025-04-20,0.77,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-WAYSTAR-DENIALS-2,Waystar Denials 2,Optum,revenue cycle,Chief Experience Officer,TEAM-MR-EPIC-RC,hybrid,maintain,critical,160000,phi,21,2025-06-20,0.82,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-EXPERIAN-HEALTH-ELIGIBILITY-2,Experian Health Eligibility 2,Waystar,revenue cycle,CDIO,TEAM-MR-EPIC-RC,managed_service,contain,high,-210000,phi,23,2025-08-20,0.52,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-FINTHRIVE-CONTRACT-MANAGER-2,FinThrive Contract Manager 2,Experian Health,revenue cycle,CMIO,TEAM-MR-EPIC-RC,cloud,invest,high,-40000,phi,25,2025-10-20,0.57,revenue cycle substrate row for Meridian Health; owner TEAM-MR-EPIC-RC; review evidence lives in Discovery Kit source files.
MR-APP-ARCADIA-LEGACY-ANALYTICS,Arcadia Legacy Analytics,Epic,population health,CDIO,TEAM-MR-POPHEALTH,cloud,invest,critical,330000,phi,6,2025-03-20,0.52,population health substrate row for Meridian Health; owner TEAM-MR-POPHEALTH; review evidence lives in Discovery Kit source files.
MR-APP-STELLAR-HEALTH,Stellar Health,Innovaccer,population health,CMIO,TEAM-MR-POPHEALTH,on_prem,maintain,high,-40000,phi,8,2025-05-20,0.57,population health substrate row for Meridian Health; owner TEAM-MR-POPHEALTH; review evidence lives in Discovery Kit source files.
MR-APP-SIGNIFY-INTEGRATION,Signify Integration,Arcadia,population health,CFO,TEAM-MR-POPHEALTH,hybrid,maintain,high,130000,phi,10,2025-07-20,0.62,population health substrate row for Meridian Health; owner TEAM-MR-POPHEALTH; review evidence lives in Discovery Kit source files.
MR-APP-NAVIHEALTH-INTEGRATION,NaviHealth Integration,Stellar Health,population health,COO,TEAM-MR-POPHEALTH,managed_service,contain,medium,300000,phi,12,2025-09-20,0.67,population health substrate row for Meridian Health; owner TEAM-MR-POPHEALTH; review evidence lives in Discovery Kit source files.
MR-APP-ACO-ATTRIBUTION-HUB,ACO Attribution Hub,Signify,population health,CISO,TEAM-MR-POPHEALTH,cloud,invest,medium,470000,phi,14,2025-11-20,0.72,population health substrate row for Meridian Health; owner TEAM-MR-POPHEALTH; review evidence lives in Discovery Kit source files.
MR-APP-ARCADIA-LEGACY-ANALYTICS-2,Arcadia Legacy Analytics 2,Epic,population health,CHRO,TEAM-MR-POPHEALTH,on_prem,maintain,low,640000,phi,16,2025-01-20,0.77,population health substrate row for Meridian Health; owner TEAM-MR-POPHEALTH; review evidence lives in Discovery Kit source files.
MR-APP-CONCUR-EXPENSE,Concur Expense,Workday,erp corporate,CDIO,TEAM-MR-CORP-IT,cloud,invest,critical,500000,confidential,8,2025-05-20,0.18,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-DOCUSIGN-CLM,DocuSign CLM,ServiceNow,erp corporate,CMIO,TEAM-MR-CORP-IT,on_prem,maintain,high,130000,internal,10,2025-07-20,0.22,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-COUPA-PROCUREMENT-PILOT,Coupa Procurement Pilot,Microsoft,erp corporate,CFO,TEAM-MR-CORP-IT,hybrid,maintain,high,300000,confidential,12,2025-09-20,0.26,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-POWER-BI-ENTERPRISE,Power BI Enterprise,DocuSign,erp corporate,COO,TEAM-MR-CORP-IT,managed_service,contain,medium,470000,internal,14,2025-11-20,0.3,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-SHAREPOINT-GOVERNANCE-HUB,SharePoint Governance Hub,Coupa,erp corporate,CISO,TEAM-MR-CORP-IT,cloud,invest,medium,640000,confidential,16,2025-01-20,0.34,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-SMARTSHEET-PMO,Smartsheet PMO,Workday,erp corporate,CHRO,TEAM-MR-CORP-IT,on_prem,maintain,low,810000,internal,18,2025-03-20,0.38,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-CONCUR-EXPENSE-2,Concur Expense 2,ServiceNow,erp corporate,Chief Experience Officer,TEAM-MR-CORP-IT,hybrid,maintain,critical,1520000,confidential,20,2025-05-20,0.42,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-DOCUSIGN-CLM-2,DocuSign CLM 2,Microsoft,erp corporate,CDIO,TEAM-MR-CORP-IT,managed_service,contain,high,-295000,internal,22,2025-07-20,0.46,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-COUPA-PROCUREMENT-PILOT-2,Coupa Procurement Pilot 2,DocuSign,erp corporate,CMIO,TEAM-MR-CORP-IT,cloud,invest,high,-125000,confidential,24,2025-09-20,0.5,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-POWER-BI-ENTERPRISE-2,Power BI Enterprise 2,Coupa,erp corporate,CFO,TEAM-MR-CORP-IT,on_prem,maintain,medium,45000,internal,26,2025-11-20,0.18,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-SHAREPOINT-GOVERNANCE-HUB-2,SharePoint Governance Hub 2,Workday,erp corporate,COO,TEAM-MR-CORP-IT,hybrid,maintain,medium,215000,confidential,28,2025-01-20,0.22,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-SMARTSHEET-PMO-2,Smartsheet PMO 2,ServiceNow,erp corporate,CISO,TEAM-MR-CORP-IT,managed_service,contain,low,385000,internal,30,2025-03-20,0.26,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-CONCUR-EXPENSE-3,Concur Expense 3,Microsoft,erp corporate,CHRO,TEAM-MR-CORP-IT,cloud,invest,critical,1095000,confidential,32,2025-05-20,0.3,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-DOCUSIGN-CLM-3,DocuSign CLM 3,DocuSign,erp corporate,Chief Experience Officer,TEAM-MR-CORP-IT,on_prem,maintain,high,725000,internal,5,2025-07-20,0.34,erp corporate substrate row for Meridian Health; owner TEAM-MR-CORP-IT; review evidence lives in Discovery Kit source files.
MR-APP-ADP-TAX-SERVICES,ADP Tax Services,Workday,hr workforce,CDIO,TEAM-MR-WORKFORCE,cloud,invest,critical,585000,confidential,9,2025-06-20,0.18,hr workforce substrate row for Meridian Health; owner TEAM-MR-WORKFORCE; review evidence lives in Discovery Kit source files.
MR-APP-NURSE-FLOAT-POOL-PLANNER,Nurse Float Pool Planner,UKG,hr workforce,CMIO,TEAM-MR-WORKFORCE,on_prem,maintain,high,215000,internal,11,2025-08-20,0.22,hr workforce substrate row for Meridian Health; owner TEAM-MR-WORKFORCE; review evidence lives in Discovery Kit source files.
MR-APP-TRAVEL-NURSE-AGENCY-PORTAL,Travel Nurse Agency Portal,QGenda,hr workforce,CFO,TEAM-MR-WORKFORCE,hybrid,maintain,high,385000,confidential,13,2025-10-20,0.26,hr workforce substrate row for Meridian Health; owner TEAM-MR-WORKFORCE; review evidence lives in Discovery Kit source files.
MR-APP-EMPLOYEE-WELLNESS-PORTAL,Employee Wellness Portal,Symplr,hr workforce,COO,TEAM-MR-WORKFORCE,managed_service,contain,medium,555000,internal,15,2025-12-20,0.3,hr workforce substrate row for Meridian Health; owner TEAM-MR-WORKFORCE; review evidence lives in Discovery Kit source files.
MR-APP-PROVIDER-ONBOARDING-TRACKER,Provider Onboarding Tracker,HealthStream,hr workforce,CISO,TEAM-MR-WORKFORCE,cloud,invest,medium,725000,confidential,17,2025-02-20,0.34,hr workforce substrate row for Meridian Health; owner TEAM-MR-WORKFORCE; review evidence lives in Discovery Kit source files.
MR-APP-TWILIO-NOTIFY,Twilio Notify,Epic,patient experience,CDIO,TEAM-MR-DIGITAL,cloud,invest,critical,415000,phi,7,2025-04-20,0.18,patient experience substrate row for Meridian Health; owner TEAM-MR-DIGITAL; review evidence lives in Discovery Kit source files.
MR-APP-GET-WELL-NETWORK,Get Well Network,Luma Health,patient experience,CMIO,TEAM-MR-DIGITAL,on_prem,maintain,high,45000,phi,9,2025-06-20,0.22,patient experience substrate row for Meridian Health; owner TEAM-MR-DIGITAL; review evidence lives in Discovery Kit source files.
MR-APP-RELATECARE-CONTACT-CENTER,RelateCare Contact Center,Twilio,patient experience,CFO,TEAM-MR-DIGITAL,hybrid,maintain,high,215000,phi,11,2025-08-20,0.26,patient experience substrate row for Meridian Health; owner TEAM-MR-DIGITAL; review evidence lives in Discovery Kit source files.
MR-APP-WAYFINDING-KIOSK-MANAGER,Wayfinding Kiosk Manager,Press Ganey,patient experience,COO,TEAM-MR-DIGITAL,managed_service,contain,medium,385000,phi,13,2025-10-20,0.3,patient experience substrate row for Meridian Health; owner TEAM-MR-DIGITAL; review evidence lives in Discovery Kit source files.
