integration_id,source_system,target_system,interface_type,protocol_or_standard,cadence,data_domain,avg_daily_volume,latency_sla_minutes,failure_rate_30d_pct,owning_team,control_gap,evidence_id
MER-INT-0040,dbt semantic layer,Change Healthcare EDI gateway,FHIR API,FHIR R4,near_real_time,interoperability,324000,10,1.02,Data Platform Migration Office,scope_and_consent_controls_need_unification,MER-EVID-005
MER-INT-0041,Workday HCM,Medallia experience signals,FHIR API,FHIR R4,near_real_time,interoperability,329100,10,1.23,"Finance, ERP and Reporting",none_reported,MER-EVID-006
MER-INT-0042,Kyriba treasury,SAS Grid,FHIR API,FHIR R4,near_real_time,interoperability,334200,10,0.18,"Finance, ERP and Reporting",none_reported,MER-EVID-007
MER-INT-0043,CrowdStrike Falcon,Oracle Hyperion Planning,FHIR API,FHIR R4,near_real_time,interoperability,339300,10,0.39,"Security, Privacy and Resilience",none_reported,MER-EVID-008
MER-INT-0044,Proofpoint,Zscaler ZIA/ZPA,FHIR API,FHIR R4,near_real_time,interoperability,344400,10,0.60,"Security, Privacy and Resilience",none_reported,MER-EVID-009
MER-INT-0045,Meridian regional workflow app 60,Meridian regional workflow app 61,FHIR API,FHIR R4,near_real_time,interoperability,349500,10,0.81,Meridian platform services,none_reported,MER-EVID-010
MER-INT-0046,Meridian regional workflow app 64,Meridian regional workflow app 69,FHIR API,FHIR R4,near_real_time,interoperability,354600,10,1.02,Meridian platform services,none_reported,MER-EVID-011
MER-INT-0047,Meridian regional workflow app 68,Meridian regional workflow app 77,FHIR API,FHIR R4,near_real_time,interoperability,359700,10,1.23,Meridian platform services,none_reported,MER-EVID-012
MER-INT-0048,Meridian regional workflow app 72,Meridian regional workflow app 85,FHIR API,FHIR R4,near_real_time,interoperability,364800,10,0.18,Meridian platform services,scope_and_consent_controls_need_unification,MER-EVID-001
MER-INT-0049,Meridian regional workflow app 76,Epic Hyperspace,FHIR API,FHIR R4,near_real_time,interoperability,369900,10,0.39,Meridian platform services,none_reported,MER-EVID-002
MER-INT-0050,Meridian regional workflow app 80,Epic Caboodle,FHIR API,FHIR R4,near_real_time,interoperability,375000,10,0.60,Meridian platform services,none_reported,MER-EVID-003
MER-INT-0051,Meridian regional workflow app 84,Evolent care management,FHIR API,FHIR R4,near_real_time,interoperability,380100,10,0.81,Meridian platform services,none_reported,MER-EVID-004
MER-INT-0052,Meridian regional workflow app 88,Twilio Flex SMS,FHIR API,FHIR R4,near_real_time,interoperability,385200,10,1.02,Meridian platform services,none_reported,MER-EVID-005
MER-INT-0053,Meridian regional workflow app 92,Hadoop raw zone,FHIR API,FHIR R4,near_real_time,interoperability,390300,10,1.23,Meridian platform services,none_reported,MER-EVID-006
MER-INT-0054,Epic Resolute PB,Collibra catalog,FHIR API,FHIR R4,near_real_time,interoperability,395400,10,0.18,Epic and Clinical Systems,none_reported,MER-EVID-007
MER-INT-0055,Meridian regional workflow app 74,Genesys Cloud CX,EDI,X12 837/835/270/271/278,batch_intraday,claims,1505000,240,0.52,Meridian platform services,none_reported,MER-EVID-008
MER-INT-0056,Meridian regional workflow app 78,Oracle EDW clinical mart,EDI,X12 837/835/270/271/278,batch_intraday,claims,1520000,240,0.73,Meridian platform services,none_reported,MER-EVID-009
MER-INT-0057,Meridian regional workflow app 82,Unity Catalog,EDI,X12 837/835/270/271/278,batch_intraday,claims,1535000,240,0.94,Meridian platform services,none_reported,MER-EVID-010
MER-INT-0058,Meridian regional workflow app 86,Coupa procurement,EDI,X12 837/835/270/271/278,batch_intraday,claims,1550000,240,1.15,Meridian platform services,none_reported,MER-EVID-011
MER-INT-0059,Meridian regional workflow app 90,Splunk Cloud,EDI,X12 837/835/270/271/278,batch_intraday,claims,1565000,240,1.36,Meridian platform services,none_reported,MER-EVID-012
MER-INT-0060,Epic MyChart,Meridian regional workflow app 63,EDI,X12 837/835/270/271/278,batch_intraday,claims,1580000,240,0.31,Epic and Clinical Systems,claim_traceability_missing_between_edit_and_payment,MER-EVID-001
MER-INT-0061,Epic Healthy Planet,Meridian regional workflow app 71,EDI,X12 837/835/270/271/278,batch_intraday,claims,1595000,240,0.52,Epic and Clinical Systems,none_reported,MER-EVID-002
MER-INT-0062,Epic Cosmos connector,Meridian regional workflow app 79,EDI,X12 837/835/270/271/278,batch_intraday,claims,1610000,240,0.73,Epic and Clinical Systems,none_reported,MER-EVID-003
MER-INT-0063,Facets legacy claims,Meridian regional workflow app 87,EDI,X12 837/835/270/271/278,batch_intraday,claims,1625000,240,0.94,Health Plan Core and Claims Platforms,none_reported,MER-EVID-004
MER-INT-0064,InterQual authorization,Epic Cadence,EDI,X12 837/835/270/271/278,batch_intraday,claims,1640000,240,1.15,Health Plan Core and Claims Platforms,none_reported,MER-EVID-005
MER-INT-0065,Availity provider portal,Epic Beaker,EDI,X12 837/835/270/271/278,batch_intraday,claims,1655000,240,1.36,Health Plan Core and Claims Platforms,none_reported,MER-EVID-006
MER-INT-0066,Verint workforce management,MHK quality platform,EDI,X12 837/835/270/271/278,batch_intraday,claims,1670000,240,0.31,Contact Center and CRM Platforms,claim_traceability_missing_between_edit_and_payment,MER-EVID-007
MER-INT-0067,Luma Health scheduling,NICE call recording,EDI,X12 837/835/270/271/278,batch_intraday,claims,1685000,240,0.52,Contact Center and CRM Platforms,none_reported,MER-EVID-008
MER-INT-0068,Informatica PowerCenter,Tableau Server,EDI,X12 837/835/270/271/278,batch_intraday,claims,1700000,240,0.73,Data Platform Migration Office,none_reported,MER-EVID-009
MER-INT-0069,Databricks AWS Lakehouse,Workday Financials,EDI,X12 837/835/270/271/278,batch_intraday,claims,1715000,240,0.94,Data Platform Migration Office,none_reported,MER-EVID-010
MER-INT-0070,MuleSoft API analytics,Okta IAM,EDI,X12 837/835/270/271/278,batch_intraday,claims,1730000,240,1.15,Data Platform Migration Office,none_reported,MER-EVID-011
MER-INT-0071,BlackLine close,Meridian regional workflow app 59,EDI,X12 837/835/270/271/278,batch_intraday,claims,1745000,240,1.36,"Finance, ERP and Reporting",none_reported,MER-EVID-012
MER-INT-0072,Adaptive planning,Meridian regional workflow app 67,EDI,X12 837/835/270/271/278,batch_intraday,claims,1760000,240,0.31,"Finance, ERP and Reporting",claim_traceability_missing_between_edit_and_payment,MER-EVID-001
MER-INT-0073,Palo Alto Prisma,Meridian regional workflow app 75,EDI,X12 837/835/270/271/278,batch_intraday,claims,1775000,240,0.52,"Security, Privacy and Resilience",none_reported,MER-EVID-002
MER-INT-0074,BigID discovery,Meridian regional workflow app 83,EDI,X12 837/835/270/271/278,batch_intraday,claims,1790000,240,0.73,"Security, Privacy and Resilience",none_reported,MER-EVID-003
MER-INT-0075,Meridian regional workflow app 62,Meridian regional workflow app 91,EDI,X12 837/835/270/271/278,batch_intraday,claims,1805000,240,0.94,Meridian platform services,none_reported,MER-EVID-004
MER-INT-0076,Meridian regional workflow app 66,Epic Cogito,EDI,X12 837/835/270/271/278,batch_intraday,claims,1820000,240,1.15,Meridian platform services,none_reported,MER-EVID-005
MER-INT-0077,Meridian regional workflow app 70,QNXT Medicare Advantage,EDI,X12 837/835/270/271/278,batch_intraday,claims,1835000,240,1.36,Meridian platform services,none_reported,MER-EVID-006
MER-INT-0078,Meridian regional workflow app 74,Genesys Cloud CX,EDI,X12 837/835/270/271/278,batch_intraday,claims,1850000,240,0.31,Meridian platform services,claim_traceability_missing_between_edit_and_payment,MER-EVID-007
MER-INT-0079,Palo Alto Prisma,Epic Cogito,ETL,Informatica/Oracle extracts,nightly,analytics,6287000,1440,0.63,"Security, Privacy and Resilience",none_reported,MER-EVID-008
MER-INT-0080,BigID discovery,QNXT Medicare Advantage,ETL,Informatica/Oracle extracts,nightly,analytics,6340000,1440,0.84,"Security, Privacy and Resilience",batch_lineage_not_ready_for_ai,MER-EVID-009
MER-INT-0081,Meridian regional workflow app 62,Genesys Cloud CX,ETL,Informatica/Oracle extracts,nightly,analytics,6393000,1440,1.05,Meridian platform services,none_reported,MER-EVID-010
MER-INT-0082,Meridian regional workflow app 66,Oracle EDW clinical mart,ETL,Informatica/Oracle extracts,nightly,analytics,6446000,1440,1.26,Meridian platform services,none_reported,MER-EVID-011
MER-INT-0083,Meridian regional workflow app 70,Unity Catalog,ETL,Informatica/Oracle extracts,nightly,analytics,6499000,1440,1.47,Meridian platform services,none_reported,MER-EVID-012
MER-INT-0084,Meridian regional workflow app 74,Coupa procurement,ETL,Informatica/Oracle extracts,nightly,analytics,6552000,1440,0.42,Meridian platform services,none_reported,MER-EVID-001
MER-INT-0085,Meridian regional workflow app 78,Splunk Cloud,ETL,Informatica/Oracle extracts,nightly,analytics,6605000,1440,0.63,Meridian platform services,batch_lineage_not_ready_for_ai,MER-EVID-002
MER-INT-0086,Meridian regional workflow app 82,Meridian regional workflow app 63,ETL,Informatica/Oracle extracts,nightly,analytics,6658000,1440,0.84,Meridian platform services,none_reported,MER-EVID-003
MER-INT-0087,Meridian regional workflow app 86,Meridian regional workflow app 71,ETL,Informatica/Oracle extracts,nightly,analytics,6711000,1440,1.05,Meridian platform services,none_reported,MER-EVID-004
MER-INT-0088,Meridian regional workflow app 90,Meridian regional workflow app 79,ETL,Informatica/Oracle extracts,nightly,analytics,6764000,1440,1.26,Meridian platform services,none_reported,MER-EVID-005
MER-INT-0089,Epic MyChart,Meridian regional workflow app 87,ETL,Informatica/Oracle extracts,nightly,analytics,6817000,1440,1.47,Epic and Clinical Systems,none_reported,MER-EVID-006
MER-INT-0090,Epic Healthy Planet,Epic Cadence,ETL,Informatica/Oracle extracts,nightly,analytics,6870000,1440,0.42,Epic and Clinical Systems,batch_lineage_not_ready_for_ai,MER-EVID-007
MER-INT-0091,Epic Cosmos connector,Epic Beaker,ETL,Informatica/Oracle extracts,nightly,analytics,6923000,1440,0.63,Epic and Clinical Systems,none_reported,MER-EVID-008
MER-INT-0092,Facets legacy claims,MHK quality platform,ETL,Informatica/Oracle extracts,nightly,analytics,6976000,1440,0.84,Health Plan Core and Claims Platforms,none_reported,MER-EVID-009
MER-INT-0093,InterQual authorization,NICE call recording,ETL,Informatica/Oracle extracts,nightly,analytics,7029000,1440,1.05,Health Plan Core and Claims Platforms,none_reported,MER-EVID-010
MER-INT-0094,Availity provider portal,Tableau Server,ETL,Informatica/Oracle extracts,nightly,analytics,7082000,1440,1.26,Health Plan Core and Claims Platforms,none_reported,MER-EVID-011
MER-INT-0095,Verint workforce management,Workday Financials,ETL,Informatica/Oracle extracts,nightly,analytics,7135000,1440,1.47,Contact Center and CRM Platforms,batch_lineage_not_ready_for_ai,MER-EVID-012
MER-INT-0096,Luma Health scheduling,Okta IAM,ETL,Informatica/Oracle extracts,nightly,analytics,7188000,1440,0.42,Contact Center and CRM Platforms,none_reported,MER-EVID-001
MER-INT-0097,TriZetto provider pricing,Collibra catalog,streaming,Kafka/FHIR events target,event_driven,call_center,402100,5,0.37,Health Plan Core and Claims Platforms,none_reported,MER-EVID-002
MER-INT-0098,Optum payment integrity,ServiceNow SPM,streaming,Kafka/FHIR events target,event_driven,call_center,405400,5,0.58,Health Plan Core and Claims Platforms,real_time_identity_resolution_gap,MER-EVID-003
MER-INT-0099,Salesforce Health Cloud,ServiceNow IRM,streaming,Kafka/FHIR events target,event_driven,call_center,408700,5,0.79,Contact Center and CRM Platforms,none_reported,MER-EVID-004
MER-INT-0100,Sprinklr digital service,Meridian regional workflow app 65,streaming,Kafka/FHIR events target,event_driven,call_center,412000,5,1.00,Contact Center and CRM Platforms,none_reported,MER-EVID-005
MER-INT-0101,Teradata claims mart,Meridian regional workflow app 73,streaming,Kafka/FHIR events target,event_driven,call_center,415300,5,1.21,Data Platform Migration Office,none_reported,MER-EVID-006
MER-INT-0102,BusinessObjects,Meridian regional workflow app 81,streaming,Kafka/FHIR events target,event_driven,call_center,418600,5,0.16,Data Platform Migration Office,none_reported,MER-EVID-007
MER-INT-0103,dbt semantic layer,Meridian regional workflow app 89,streaming,Kafka/FHIR events target,event_driven,call_center,421900,5,0.37,Data Platform Migration Office,none_reported,MER-EVID-008
MER-INT-0104,Workday HCM,Epic Resolute HB,streaming,Kafka/FHIR events target,event_driven,call_center,425200,5,0.58,"Finance, ERP and Reporting",none_reported,MER-EVID-009
MER-INT-0105,Kyriba treasury,HealthRules Payor,streaming,Kafka/FHIR events target,event_driven,call_center,428500,5,0.79,"Finance, ERP and Reporting",real_time_identity_resolution_gap,MER-EVID-010
MER-INT-0106,CrowdStrike Falcon,Change Healthcare EDI gateway,streaming,Kafka/FHIR events target,event_driven,call_center,431800,5,1.00,"Security, Privacy and Resilience",none_reported,MER-EVID-011
MER-INT-0107,Proofpoint,Medallia experience signals,streaming,Kafka/FHIR events target,event_driven,call_center,435100,5,1.21,"Security, Privacy and Resilience",none_reported,MER-EVID-012
MER-INT-0108,Meridian regional workflow app 60,SAS Grid,streaming,Kafka/FHIR events target,event_driven,call_center,438400,5,0.16,Meridian platform services,none_reported,MER-EVID-001
MER-INT-0109,Meridian regional workflow app 64,Oracle Hyperion Planning,streaming,Kafka/FHIR events target,event_driven,call_center,441700,5,0.37,Meridian platform services,none_reported,MER-EVID-002
MER-INT-0110,Meridian regional workflow app 68,Zscaler ZIA/ZPA,streaming,Kafka/FHIR events target,event_driven,call_center,445000,5,0.58,Meridian platform services,none_reported,MER-EVID-003
MER-INT-0111,Meridian regional workflow app 72,Meridian regional workflow app 61,streaming,Kafka/FHIR events target,event_driven,call_center,448300,5,0.79,Meridian platform services,none_reported,MER-EVID-004
MER-INT-0112,Meridian regional workflow app 76,Meridian regional workflow app 69,streaming,Kafka/FHIR events target,event_driven,call_center,451600,5,1.00,Meridian platform services,real_time_identity_resolution_gap,MER-EVID-005
MER-INT-0113,Workday Financials,TriZetto provider pricing,batch_file,SFTP/CSV,daily,finance_operations,13249,720,0.45,"Finance, ERP and Reporting",none_reported,MER-EVID-006
MER-INT-0114,Oracle Hyperion Planning,Change Healthcare EDI gateway,batch_file,SFTP/CSV,daily,finance_operations,13322,720,0.54,"Finance, ERP and Reporting",none_reported,MER-EVID-007
MER-INT-0115,Coupa procurement,Verint workforce management,batch_file,SFTP/CSV,daily,finance_operations,13395,720,0.18,"Finance, ERP and Reporting",none_reported,MER-EVID-008
MER-INT-0116,ServiceNow SPM,Oracle EDW clinical mart,batch_file,SFTP/CSV,daily,finance_operations,13468,720,0.27,"Finance, ERP and Reporting",none_reported,MER-EVID-009
MER-INT-0117,Okta IAM,BusinessObjects,batch_file,SFTP/CSV,daily,finance_operations,13541,720,0.36,"Security, Privacy and Resilience",none_reported,MER-EVID-010
MER-INT-0118,Zscaler ZIA/ZPA,Collibra catalog,batch_file,SFTP/CSV,daily,finance_operations,13614,720,0.45,"Security, Privacy and Resilience",none_reported,MER-EVID-011
MER-INT-0119,Splunk Cloud,BlackLine close,batch_file,SFTP/CSV,daily,finance_operations,13687,720,0.54,"Security, Privacy and Resilience",lineage_not_captured,MER-EVID-012
MER-INT-0120,ServiceNow IRM,Okta IAM,batch_file,SFTP/CSV,daily,finance_operations,13760,720,0.18,"Security, Privacy and Resilience",none_reported,MER-EVID-001
MER-INT-0121,Meridian regional workflow app 59,Proofpoint,batch_file,SFTP/CSV,daily,finance_operations,13833,720,0.27,Meridian platform services,none_reported,MER-EVID-002
MER-INT-0122,Meridian regional workflow app 61,Meridian regional workflow app 61,batch_file,SFTP/CSV,daily,finance_operations,13906,720,0.36,Meridian platform services,none_reported,MER-EVID-003
MER-INT-0123,Meridian regional workflow app 63,Meridian regional workflow app 66,batch_file,SFTP/CSV,daily,finance_operations,13979,720,0.45,Meridian platform services,none_reported,MER-EVID-004
MER-INT-0124,Meridian regional workflow app 65,Meridian regional workflow app 71,batch_file,SFTP/CSV,daily,finance_operations,14052,720,0.54,Meridian platform services,none_reported,MER-EVID-005
MER-INT-0125,Meridian regional workflow app 67,Meridian regional workflow app 76,batch_file,SFTP/CSV,daily,finance_operations,14125,720,0.18,Meridian platform services,none_reported,MER-EVID-006
MER-INT-0126,Meridian regional workflow app 69,Meridian regional workflow app 81,batch_file,SFTP/CSV,daily,finance_operations,14198,720,0.27,Meridian platform services,none_reported,MER-EVID-007
MER-INT-0127,Meridian regional workflow app 71,Meridian regional workflow app 86,batch_file,SFTP/CSV,daily,finance_operations,14271,720,0.36,Meridian platform services,none_reported,MER-EVID-008
MER-INT-0128,Meridian regional workflow app 73,Meridian regional workflow app 91,batch_file,SFTP/CSV,daily,finance_operations,14344,720,0.45,Meridian platform services,none_reported,MER-EVID-009
MER-INT-0129,Meridian regional workflow app 75,Epic Resolute PB,batch_file,SFTP/CSV,daily,finance_operations,14417,720,0.54,Meridian platform services,none_reported,MER-EVID-010
MER-INT-0130,Meridian regional workflow app 77,Epic Caboodle,batch_file,SFTP/CSV,daily,finance_operations,14490,720,0.18,Meridian platform services,none_reported,MER-EVID-011
MER-INT-0131,Meridian regional workflow app 79,Facets legacy claims,batch_file,SFTP/CSV,daily,finance_operations,14563,720,0.27,Meridian platform services,none_reported,MER-EVID-012
MER-INT-0132,Meridian regional workflow app 81,MHK quality platform,batch_file,SFTP/CSV,daily,finance_operations,14636,720,0.36,Meridian platform services,none_reported,MER-EVID-001
MERIDIANHEALTH-INT-0133,Epic Resolute PB,HealthRules Payor,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,248200,15,0.43,Epic and Clinical Systems,none_reported,MER-EVID-002
MERIDIANHEALTH-INT-0134,Epic Clarity,Change Healthcare EDI gateway,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,256400,15,0.64,Epic and Clinical Systems,none_reported,MER-EVID-003
MERIDIANHEALTH-INT-0135,Epic Willow,Medallia experience signals,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,264600,15,0.85,Epic and Clinical Systems,none_reported,MER-EVID-004
MERIDIANHEALTH-INT-0136,TriZetto provider pricing,SAS Grid,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,272800,15,1.06,Health Plan Core and Claims Platforms,none_reported,MER-EVID-005
MERIDIANHEALTH-INT-0137,Optum payment integrity,Oracle Hyperion Planning,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,281000,15,1.27,Health Plan Core and Claims Platforms,none_reported,MER-EVID-006
MERIDIANHEALTH-INT-0138,Salesforce Health Cloud,Zscaler ZIA/ZPA,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,289200,15,0.22,Contact Center and CRM Platforms,none_reported,MER-EVID-007
MERIDIANHEALTH-INT-0139,Sprinklr digital service,Meridian regional workflow app 61,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,297400,15,0.43,Contact Center and CRM Platforms,none_reported,MER-EVID-008
MERIDIANHEALTH-INT-0140,Teradata claims mart,Meridian regional workflow app 69,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,305600,15,0.64,Data Platform Migration Office,none_reported,MER-EVID-009
MERIDIANHEALTH-INT-0141,BusinessObjects,Meridian regional workflow app 77,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,313800,15,0.85,Data Platform Migration Office,interface_ack_not_linked_to_data_quality_rule,MER-EVID-010
MERIDIANHEALTH-INT-0142,dbt semantic layer,Meridian regional workflow app 85,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,322000,15,1.06,Data Platform Migration Office,none_reported,MER-EVID-011
MERIDIANHEALTH-INT-0143,Workday HCM,Epic Hyperspace,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,330200,15,1.27,"Finance, ERP and Reporting",none_reported,MER-EVID-012
MERIDIANHEALTH-INT-0144,Kyriba treasury,Epic Caboodle,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,338400,15,0.22,"Finance, ERP and Reporting",none_reported,MER-EVID-001
MERIDIANHEALTH-INT-0145,CrowdStrike Falcon,Evolent care management,HL7,HL7 v2 ADT/ORM/ORU,near_real_time,clinical,346600,15,0.43,"Security, Privacy and Resilience",none_reported,MER-EVID-002
