layer,feed_name,client_owner_group,source_path,source_systems,native_grain,row_count,sha256,status
1_client_intake,DOC-CTR-090-SUPPORT-POLICY_Salesforce_SYNTHETIC.md,legal_ops,documents/DOC-CTR-090-SUPPORT-POLICY_Salesforce_SYNTHETIC.md,SharePoint contract repository,support_policy,,438510c35bc4847475208c58370ad7e3cbb7d6c240c2227685dcc93eb3d0459b,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-090-SECURITY-DPA_Salesforce_SYNTHETIC.md,legal_ops,documents/DOC-CTR-090-SECURITY-DPA_Salesforce_SYNTHETIC.md,SharePoint contract repository,security_data_processing_addendum,,744bb7802513af740c24eaac7687de17c6709bf3e7eb1af7dbaffaad88835d75,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-090-NOTICE-RENEWAL_Salesforce_SYNTHETIC.md,legal_ops,documents/DOC-CTR-090-NOTICE-RENEWAL_Salesforce_SYNTHETIC.md,SharePoint contract repository,renewal_notice,,9274e5ade8c9ca807105f9a2f4ddd387514c26032219e86d458d735b9e90748c,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-090-RENEWAL-QUOTE_Salesforce_SYNTHETIC.md,legal_ops,documents/DOC-CTR-090-RENEWAL-QUOTE_Salesforce_SYNTHETIC.md,SharePoint contract repository,renewal_quote,,c5c45582de1cbb16e225af21164d0035935498a21b121db1f2805dd55c03c1ea,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-090-SIDE-LETTER_Salesforce_SYNTHETIC.md,legal_ops,documents/DOC-CTR-090-SIDE-LETTER_Salesforce_SYNTHETIC.md,SharePoint contract repository,commercial_side_letter,,cce9dd587e34303cc3d0331a4ad5d0e3ec734a59d66b112fd9215178993d6d26,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-090-EXIT-PLAN_Salesforce_SYNTHETIC.md,legal_ops,documents/DOC-CTR-090-EXIT-PLAN_Salesforce_SYNTHETIC.md,SharePoint contract repository,transition_exit_plan,,c62e74f19e08323a72fcc20b7bd5652b1b5975cc4c2a0b802f6539509caeb14d,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-MSA_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-MSA_Microsoft_SYNTHETIC.md,SharePoint contract repository,master_services_agreement,,9146324e746da5f1a153381bfb91bb9c003cb12892b9281fab8232f244cef492,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-SOW-CORE_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-SOW-CORE_Microsoft_SYNTHETIC.md,SharePoint contract repository,statement_of_work_core,,d1cbdd08325d077327cb9c04f69e312bb2a12a04e0101d50254b909290acf806,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-SOW-TRANSITION_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-SOW-TRANSITION_Microsoft_SYNTHETIC.md,SharePoint contract repository,statement_of_work_transition,,3e7c3175efc61d2b56a390d228ae14fbfa072a2b018f7e97a877e83a287a0ff6,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-ORDER-BASE_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-ORDER-BASE_Microsoft_SYNTHETIC.md,SharePoint contract repository,order_form_base,,ecb256ee2bf228375975658072baf024e46abcbf055bf4c5dec2169cf77715d1,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-ORDER-TRUEUP_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-ORDER-TRUEUP_Microsoft_SYNTHETIC.md,SharePoint contract repository,order_form_true_up,,a64e3cb6be3d1f75478e976dc29038b02646222c02590db19c43ae4f2c6e4149,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-AMEND-001_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-AMEND-001_Microsoft_SYNTHETIC.md,SharePoint contract repository,amendment_pricing,,6604f965823251a21952ea8ab6c7f3af6f0146d5d3319f4c03afc7792d8f08d8,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-AMEND-002_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-AMEND-002_Microsoft_SYNTHETIC.md,SharePoint contract repository,amendment_service_scope,,0a5e4e08ef2353f98ee700b3d8d343e1896355a7be0cb245ae63277ba14557e2,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-PRICING-EXHIBIT_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-PRICING-EXHIBIT_Microsoft_SYNTHETIC.md,SharePoint contract repository,pricing_exhibit,,efd46e8e58c4f7b638e1cf78e9cced155f82dcdf5fae02ce7b4139a8be7a1757,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-SLA-SCHEDULE_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-SLA-SCHEDULE_Microsoft_SYNTHETIC.md,SharePoint contract repository,service_level_schedule,,0ba4f011a9b722f29a2e7791c807f28cb74e58f5272f479f03f9e7d4a5c9912e,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-SUPPORT-POLICY_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-SUPPORT-POLICY_Microsoft_SYNTHETIC.md,SharePoint contract repository,support_policy,,8207df87ee393fdc583ac4354639c49f681857deb727c2fc98dbeca45dd56889,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-SECURITY-DPA_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-SECURITY-DPA_Microsoft_SYNTHETIC.md,SharePoint contract repository,security_data_processing_addendum,,ded629d107042fdc8499b5b38d78bd355be52d325c2ec83a5e762d0bfc91de4b,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-NOTICE-RENEWAL_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-NOTICE-RENEWAL_Microsoft_SYNTHETIC.md,SharePoint contract repository,renewal_notice,,05071c000ab5bc7554219ffbee59c3f920034ad19d11fe51363388a7dc1723e7,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-RENEWAL-QUOTE_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-RENEWAL-QUOTE_Microsoft_SYNTHETIC.md,SharePoint contract repository,renewal_quote,,0e821278cd34b57660920410dd8deb7d2b2da65d15c46855abf62bd5475469b9,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-SIDE-LETTER_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-SIDE-LETTER_Microsoft_SYNTHETIC.md,SharePoint contract repository,commercial_side_letter,,ee5e9227ae65dbc39ac919cc26b535195757153bbee59d3e8d02d731b7f40330,copied_from_reviewed_synthetic_package
1_client_intake,DOC-CTR-061-EXIT-PLAN_Microsoft_SYNTHETIC.md,legal_ops,documents/DOC-CTR-061-EXIT-PLAN_Microsoft_SYNTHETIC.md,SharePoint contract repository,transition_exit_plan,,d8594f7ae48713a2e17e1e7298b34bcbc9446801a18caadeb2d619b27d41610e,copied_from_reviewed_synthetic_package
