tenant_key,contract_id,vendor_name,contract_archetype,period,evidence_class,measure_group,measure_name,measure_value,service_or_process,sku_or_service,opportunity_id,gate_state,source_record_count,source_records
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-06,ap_invoice_line,spend,invoice_net_amount_usd,4311210.67,,,,,4,AP-CTR-061-2027-06-1;AP-CTR-061-2027-06-2;AP-CTR-061-2027-06-3;AP-CTR-061-2027-06-4
skyharbor_global,CTR-061,Microsoft Corporation,cloud_and_saas,2027-06,ap_invoice_line,recovery,ap_exception_amount_usd,160552.0,,,,,4,AP-CTR-061-2027-06-1;AP-CTR-061-2027-06-2;AP-CTR-061-2027-06-3;AP-CTR-061-2027-06-4
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,sla_event,service_credit,service_credits_earned_usd,15104.17,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-07-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-07-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-07-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-07-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-07-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-07,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-07-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-08-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-08-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-08-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-08-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-08-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-08,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-08-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-09-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-09-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-09-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-09-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,sla_event,service_credit,service_credits_earned_usd,15104.17,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-09-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-09,sla_event,service_credit,service_credits_claimed_usd,9666.67,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-09-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-10-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-10-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,sla_event,service_credit,service_credits_earned_usd,15104.17,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-10-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,sla_event,service_credit,service_credits_claimed_usd,9666.67,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-10-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-10-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-10,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-10-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,sla_event,service_credit,service_credits_earned_usd,15104.17,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-11-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,sla_event,service_credit,service_credits_claimed_usd,9666.67,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-11-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-11-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-11-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-11-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-11,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-11-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-12-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2026-12-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-12-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2026-12-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-12-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2026-12,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2026-12-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-01-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-01-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-01-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-01-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,sla_event,service_credit,service_credits_earned_usd,15104.17,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-01-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-01,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-01-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-02-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-02-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,sla_event,service_credit,service_credits_earned_usd,15104.17,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-02-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-02-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-02-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-02,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-02-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,sla_event,service_credit,service_credits_earned_usd,15104.17,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-03-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-03-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-03-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-03-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-03-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-03,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-03-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-04-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-04-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-04-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-04-2
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-04-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-04,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM-INTEGRATION,,,,1,SLAEVT-CTR-090-2027-04-3
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-05,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-05-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-05,sla_event,service_credit,service_credits_claimed_usd,0.0,SVC-CUSTOMER-PLATFORM,,,,1,SLAEVT-CTR-090-2027-05-1
skyharbor_global,CTR-090,"Salesforce, Inc.",enterprise_saas,2027-05,sla_event,service_credit,service_credits_earned_usd,0.0,SVC-CUSTOMER-PLATFORM-SUPPORT,,,,1,SLAEVT-CTR-090-2027-05-2
