path,term,status,evidence,occurrences,visible_occurrences,classification,action
src/app/api/v1/agent/attachments/route.ts,V4,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/moves/board-grade-master-dossier/route.ts,dossier,WARN,21 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,21,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/body/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/client-final/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/generate/route.ts,substrate,WARN,7 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,7,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-comparison-xlsx/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-docx/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-pdf/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-xlsx/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/status/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/upload/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/artifacts/upload/route.ts,substrate,WARN,4 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,4,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/stage/route.ts,substrate,WARN,6 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,6,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/test-reset/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/events/[eventId]/approve/route.ts,substrate,WARN,5 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,5,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,projection,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/events/[eventId]/artifacts/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/tower/outcome-report/route.ts,substrate,WARN,3 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,3,0,allowed-api-implementation,wrap_or_rename_later
src/app/programs/expert-kernel/expert-review/export/route.ts,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/admin/AddConnectorPanel.tsx,substrate,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/AdminSetupExperience.tsx,tenant packet,WARN,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",2,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/AuditRibbon.tsx,substrate,WARN,"8 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",8,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/NotificationsPreferencesPage.tsx,substrate,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/PostureGrid.tsx,substrate,WARN,"10 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",10,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/StewardSetupControlCenter.tsx,projection,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,0,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/TrustStrip.tsx,substrate,WARN,"17 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",17,3,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/__tests__/AuditRibbon.test.tsx,substrate,WARN,5 occurrence(s) in test fixture or regression assertion; not runtime-visible.,5,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/PostureGrid.test.tsx,substrate,WARN,15 occurrence(s) in test fixture or regression assertion; not runtime-visible.,15,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/SetupAuditTabs.test.tsx,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/TrustStrip.test.tsx,substrate,WARN,21 occurrence(s) in test fixture or regression assertion; not runtime-visible.,21,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/skeletons.test.tsx,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/components/admin/agent-readiness-redesign/CapabilityGroundingSummary.tsx,substrate,WARN,"3 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",3,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/context-layer/CsvUploadConnector.tsx,record ID,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/context-layer/__tests__/CsvUploadConnector.test.tsx,record ID,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/admin/setup/SegmentDetailPage.tsx,substrate,WARN,"3 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",3,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/skeletons.tsx,substrate,WARN,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",2,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/tower/PortfolioSequenceView.tsx,substrate,WARN,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",2,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/tower/__tests__/PortfolioSequenceView.test.tsx,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/components/home/HomeOverviewV2.tsx,substrate,WARN,"7 visible occurrence(s), 12 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",12,7,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/HomeSurface.tsx,V6,WARN,1 occurrence(s) in wrapped internal storage/reader lineage code; not rendered language.,1,0,allowed-internal-storage-lineage,keep_wrapped
src/components/home/HomeSurface.tsx,storyForArea,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/home/HomeSurface.tsx,buildTenantTabStories,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/home/HomeSurface.tsx,synthetic demo,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/home/__tests__/HomeOverviewV2.dom-order.test.tsx,substrate,WARN,8 occurrence(s) in test fixture or regression assertion; not runtime-visible.,8,0,allowed-test-fixture,keep_internal
src/components/home/__tests__/HomeOverviewV2.empty-state.test.tsx,substrate,WARN,8 occurrence(s) in test fixture or regression assertion; not runtime-visible.,8,0,allowed-test-fixture,keep_internal
src/components/home/__tests__/HomeSurface.test.tsx,V4,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/home/__tests__/HomeSurface.test.tsx,V6,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/home/__tests__/HomeSurface.test.tsx,synthetic demo,WARN,3 occurrence(s) in test fixture or regression assertion; not runtime-visible.,3,0,allowed-test-fixture,keep_internal
src/components/home/decision/DecisionHomeView.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/home/decision/FunctionVitalsStrip.tsx,substrate,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/know/__tests__/HomeKnowAnswerRenderer.test.tsx,dossier,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/home/learn/CaseStudySection.tsx,projection,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/FirstMoveSection.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/home/learn/GlossarySection.tsx,substrate,WARN,"4 visible occurrence(s), 4 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",4,4,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/IntelligenceSection.tsx,substrate,WARN,"2 visible occurrence(s), 6 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",6,2,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/MovesOverviewSection.tsx,substrate,WARN,"1 visible occurrence(s), 3 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",3,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/MovesReferenceCard.tsx,projection,WARN,"2 visible occurrence(s), 2 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",2,2,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/PhaseSection.tsx,projection,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/PhaseSection.tsx,substrate,WARN,"4 visible occurrence(s), 9 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",9,4,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/SetupSection.tsx,substrate,WARN,"4 visible occurrence(s), 9 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",9,4,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/TowerSection.tsx,substrate,WARN,"1 visible occurrence(s), 2 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",2,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/WelcomeSection.tsx,substrate,WARN,"1 visible occurrence(s), 6 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",6,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/learn/intelligence/Ch01OwnedBrandChapter.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/home/learn/intelligence/Ch02DemandForecastChapter.tsx,substrate,WARN,"5 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",5,0,allowed-code-identifier-or-route,keep_internal
src/components/home/learn/intelligence/Ch03SupplyChainChapter.tsx,substrate,WARN,"3 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",3,0,allowed-code-identifier-or-route,keep_internal
src/components/home/learn/intelligence/Ch04WhatToWatchChapter.tsx,substrate,WARN,"1 visible occurrence(s), 6 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",6,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/intelligence-advisory/AdvisoryIntelligencePage.tsx,V6,WARN,"3 visible occurrence(s), 8 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",8,3,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/intelligence-v3/types.ts,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/product/ProductDiagrams.tsx,substrate,WARN,"1 visible occurrence(s), 3 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",3,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/product/ProductMarketingPage.tsx,substrate,WARN,"4 visible occurrence(s), 10 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",10,4,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/programs/ProgramCanonicalDetail.tsx,projection,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/setup/SetupAuditPage.tsx,substrate,WARN,"1 visible occurrence(s), 6 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",6,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/setup/__tests__/SetupAuditPage.filter.test.ts,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/components/source/EvidenceTraceDrawer.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/RenewalCockpitView.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/SourceDataReadinessPanel.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/SourceDecisionQueueView.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/SourcePortfolioBookPage.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/__tests__/EvidenceTab.test.tsx,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/source/__tests__/SourcePortfolioBookPage.honesty.test.tsx,substrate,WARN,3 occurrence(s) in test fixture or regression assertion; not runtime-visible.,3,0,allowed-test-fixture,keep_internal
src/components/source/canvas/CanvasGateSidebar.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/SentinelChatProportional.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/UniversalCanvasShell.tsx,dossier,WARN,"3 visible occurrence(s), 4 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",4,3,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/source/canvas/UniversalCanvasShell.tsx,substrate,WARN,"3 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",3,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/analytics/view-model.ts,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/contract-optimization/ContractOptimizationProfilePanel.tsx,synthetic demo,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/source/canvas/executive-decision/ExecutiveDecisionStageView.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/responses/VendorResponseProfilesPanel.tsx,synthetic demo,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/source/canvas/strategy/StrategyStageView.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/workspace-tabs/DocumentTab.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/workspace-tabs/EvidenceTab.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/workspace-tabs/GateTab.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/workspace-tabs/UploadEventDocumentButton.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/workspace-tabs/VendorPricingSubmissionsPanel.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/canvas/workspace-tabs/__tests__/DocumentTab.test.tsx,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/source/learn/SourceExportsSection.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/learn/SourceGatesSection.tsx,substrate,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/source/learn/SourceGlossarySection.tsx,substrate,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/source/learn/SourceSentinelSection.tsx,substrate,WARN,"4 visible occurrence(s), 9 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",9,4,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/source/learn/SourceWelcomeSection.tsx,substrate,WARN,"3 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",3,0,allowed-code-identifier-or-route,keep_internal
