path,term,previous_status,current_status,classification,action,evidence
src/app/(maestro)/source/__tests__/tenant-resolution-source-contract.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/events/[eventId]/page.tsx,substrate,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/(maestro)/source/optimize/__tests__/page.financial-access.test.tsx,V4,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/optimize/page.tsx,V4,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/(maestro)/source/preview/workspace/ContractAnatomy.tsx,projection,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/(maestro)/source/preview/workspace/WorkspaceExecutiveShell.tsx,projection,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/(maestro)/source/preview/workspace/WorkspaceExecutiveShell.tsx,substrate,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"7 visible occurrence(s), 35 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/source/preview/workspace/__tests__/ContractCanvas.executive-story.test.tsx,source_record_id,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceClient.ecl-browser.test.tsx,V4,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceClient.ecl-browser.test.tsx,projection,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceClient.ecl-browser.test.tsx,source_record_id,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/WorkspaceExecutiveShell.performance.test.ts,projection,FAIL,WARN,allowed-test-fixture,keep_internal,4 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/buildViewModel.numeric.test.ts,V4,FAIL,WARN,allowed-test-fixture,keep_internal,11 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/buildViewModel.numeric.test.ts,source_record_id,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/contractPerformanceCards.test.tsx,latest loaded,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/page-tenant-routing.test.ts,projection,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/portfolioAdapter.ecl.test.ts,V4,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/portfolioAdapter.ecl.test.ts,projection,FAIL,WARN,allowed-test-fixture,keep_internal,3 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/viewModel.explore.test.ts,V4,FAIL,WARN,allowed-test-fixture,keep_internal,4 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/__tests__/workspace-ava-contract.test.ts,V4,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/(maestro)/source/preview/workspace/buildViewModel.ts,V4,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"5 visible occurrence(s), 5 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/source/preview/workspace/buildViewModel.ts,projection,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/source/preview/workspace/lenses/ContextLens.tsx,V4,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,V4,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"1 visible occurrence(s), 3 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,projection,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"5 visible occurrence(s), 7 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,substrate,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/source/value/page.tsx,V4,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/(maestro)/source/workspace/page.tsx,V4,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/(maestro)/strategic-moves/expert-kernel/dossier/page.tsx,dossier,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"8 visible occurrence(s), 50 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/app/(maestro)/strategic-moves/page.tsx,projection,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/(maestro)/tower/page.tsx,projection,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/app/api/admin/context-layer/csv-upload/__tests__/route.test.ts,source_record_id,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/admin/home-knowledge-v4/approve/route.ts,V4,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,4 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/admin/home-knowledge-v4/history/route.ts,V4,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/admin/home-knowledge-v4/reject/route.ts,V4,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/admin/home-knowledge-v4/retire/route.ts,V4,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,3 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/admin/home-knowledge-v4/rollback/route.ts,V4,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/chat/agent/route.ts,dossier,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/chat/agent/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,5 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/debug/tower-substrate/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/home/know/ask/route.ts,V6,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/home/know/ask/route.ts,V7,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/home/know/ask/route.ts,dossier,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,V7,FAIL,WARN,allowed-test-fixture,keep_internal,6 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,dossier,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,5 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/intelligence/ask/route.ts,V6,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/intelligence/ask/route.ts,dossier,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/intelligence/ask/route.ts,projection,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/intelligence/ask/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,9 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/intelligence/ask/route.ts,source_record_id,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/programs/synthesis/__tests__/route.test.ts,V6,FAIL,WARN,allowed-test-fixture,keep_internal,9 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/programs/synthesis/route.ts,V6,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,6 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/reasoning/_auth.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/reasoning/audit/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/source/synthesis/__tests__/route.test.ts,V6,FAIL,WARN,allowed-test-fixture,keep_internal,16 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/source/synthesis/route.ts,V6,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,7 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/source/workspace/contract/[contractId]/__tests__/route.test.ts,projection,FAIL,WARN,allowed-test-fixture,keep_internal,3 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/source/workspace/portfolio/route.ts,V4,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/tower/ask/route.ts,V6,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/tower/ask/route.ts,V7,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/tower/initiative-detail/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/agent/attachments/route.ts,V4,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/moves/board-grade-master-dossier/route.ts,dossier,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,21 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/programs/[programId]/decision-options/route.ts,dossier,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/accept/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/body/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/client-final/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/generate/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,9 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-comparison-xlsx/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-docx/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-pdf/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-xlsx/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/safe-repair/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/safe-repair/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/status/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/artifacts/generate/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/[eventId]/artifacts/upload/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/[eventId]/artifacts/upload/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,4 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/evidence/[requirementId]/availability-review/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/[eventId]/evidence/[requirementId]/availability-review/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/evidence/[requirementId]/review/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,3 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/stage/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/[eventId]/stage/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,7 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/[eventId]/test-reset/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/events/[eventId]/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/events/[eventId]/approve/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/events/[eventId]/approve/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,5 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,projection,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/app/api/v1/source/events/[eventId]/artifacts/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/source/events/[eventId]/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/api/v1/tower/outcome-report/route.ts,substrate,FAIL,WARN,allowed-api-implementation,wrap_or_rename_later,3 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.
src/app/programs/expert-kernel/expert-review/export/route.ts,substrate,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/components/admin/AddConnectorPanel.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/AdminSetupExperience.tsx,tenant packet,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/AuditRibbon.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"8 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/NotificationsPreferencesPage.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/PostureGrid.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"10 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/StewardSetupControlCenter.tsx,projection,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/TrustStrip.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"17 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/__tests__/AuditRibbon.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,5 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/admin/__tests__/PostureGrid.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,15 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/admin/__tests__/SetupAuditTabs.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/admin/__tests__/TrustStrip.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,21 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/admin/__tests__/skeletons.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/admin/agent-readiness-redesign/CapabilityGroundingSummary.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"3 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/context-layer/CsvUploadConnector.tsx,record ID,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/context-layer/__tests__/CsvUploadConnector.test.tsx,record ID,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/admin/setup/SegmentDetailPage.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"3 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/skeletons.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/tower/PortfolioSequenceView.tsx,substrate,FAIL,WARN,allowed-internal-admin,rename_when_admin_copy_is_refreshed,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context."
src/components/admin/tower/__tests__/PortfolioSequenceView.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/agent-answer/__tests__/AgentAnswerRenderer.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/home/HomeEnterpriseBriefApp.tsx,V4,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"3 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/components/home/HomeOverviewV2.tsx,substrate,FAIL,WARN,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately,"6 visible occurrence(s), 12 total occurrence(s), in active runtime source outside generated CXO/context artifacts."
src/components/home/HomeSurface.tsx,V6,FAIL,WARN,allowed-internal-storage-lineage,keep_wrapped,1 occurrence(s) in wrapped internal storage/reader lineage code; not rendered language.
src/components/home/HomeSurface.tsx,storyForArea,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/components/home/HomeSurface.tsx,buildTenantTabStories,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/components/home/HomeSurface.tsx,synthetic demo,FAIL,WARN,allowed-code-identifier-or-route,keep_internal,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text."
src/components/home/__tests__/HomeOverviewV2.dom-order.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,8 occurrence(s) in test fixture or regression assertion; not runtime-visible.
src/components/home/__tests__/HomeOverviewV2.empty-state.test.tsx,substrate,FAIL,WARN,allowed-test-fixture,keep_internal,8 occurrence(s) in test fixture or regression assertion; not runtime-visible.
