path,term,status,evidence,occurrences,visible_occurrences,classification,action
src/app/(maestro)/source/preview/workspace/buildViewModel.ts,projection,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/app/(maestro)/source/preview/workspace/lenses/ContextLens.tsx,V4,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,V4,WARN,"1 visible occurrence(s), 3 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",3,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,projection,WARN,"5 visible occurrence(s), 7 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",7,5,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/app/(maestro)/source/preview/workspace/live/portfolioAdapter.ts,substrate,WARN,"1 visible occurrence(s), 1 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",1,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/app/(maestro)/source/value/page.tsx,V4,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/app/(maestro)/source/workspace/page.tsx,V4,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/app/(maestro)/strategic-moves/expert-kernel/dossier/page.tsx,dossier,WARN,"8 visible occurrence(s), 50 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",50,8,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/app/(maestro)/strategic-moves/page.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/app/(maestro)/tower/page.tsx,projection,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/app/api/admin/context-layer/csv-upload/__tests__/route.test.ts,source_record_id,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/app/api/admin/home-knowledge-v4/approve/route.ts,V4,WARN,4 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,4,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/admin/home-knowledge-v4/history/route.ts,V4,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/admin/home-knowledge-v4/reject/route.ts,V4,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/admin/home-knowledge-v4/retire/route.ts,V4,WARN,3 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,3,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/admin/home-knowledge-v4/rollback/route.ts,V4,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/chat/agent/route.ts,dossier,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/chat/agent/route.ts,substrate,WARN,5 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,5,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/debug/tower-substrate/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/home/know/ask/route.ts,V6,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/home/know/ask/route.ts,V7,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/home/know/ask/route.ts,dossier,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,V7,WARN,6 occurrence(s) in test fixture or regression assertion; not runtime-visible.,6,0,allowed-test-fixture,keep_internal
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,dossier,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/app/api/intelligence/ask/__tests__/route.telemetry.test.ts,substrate,WARN,5 occurrence(s) in test fixture or regression assertion; not runtime-visible.,5,0,allowed-test-fixture,keep_internal
src/app/api/intelligence/ask/route.ts,V6,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/intelligence/ask/route.ts,dossier,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/intelligence/ask/route.ts,projection,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/intelligence/ask/route.ts,substrate,WARN,9 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,9,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/intelligence/ask/route.ts,source_record_id,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/programs/synthesis/__tests__/route.test.ts,V6,WARN,9 occurrence(s) in test fixture or regression assertion; not runtime-visible.,9,0,allowed-test-fixture,keep_internal
src/app/api/programs/synthesis/route.ts,V6,WARN,6 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,6,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/reasoning/_auth.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/reasoning/audit/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/source/synthesis/__tests__/route.test.ts,V6,WARN,16 occurrence(s) in test fixture or regression assertion; not runtime-visible.,16,0,allowed-test-fixture,keep_internal
src/app/api/source/synthesis/route.ts,V6,WARN,7 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,7,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/source/workspace/contract/[contractId]/__tests__/route.test.ts,projection,WARN,3 occurrence(s) in test fixture or regression assertion; not runtime-visible.,3,0,allowed-test-fixture,keep_internal
src/app/api/source/workspace/portfolio/route.ts,V4,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/tower/ask/route.ts,V6,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/tower/ask/route.ts,V7,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/tower/initiative-detail/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/agent/attachments/route.ts,V4,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/moves/board-grade-master-dossier/route.ts,dossier,WARN,21 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,21,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/programs/[programId]/decision-options/route.ts,dossier,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/accept/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/body/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/client-final/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/generate/route.ts,substrate,WARN,9 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,9,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-comparison-xlsx/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-docx/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-pdf/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/render-xlsx/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/safe-repair/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/safe-repair/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/status/route.ts,substrate,WARN,2 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,2,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/artifacts/generate/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/artifacts/upload/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/artifacts/upload/route.ts,substrate,WARN,4 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,4,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/evidence/[requirementId]/availability-review/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/evidence/[requirementId]/availability-review/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/evidence/[requirementId]/review/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/route.ts,substrate,WARN,3 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,3,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/stage/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/[eventId]/stage/route.ts,substrate,WARN,7 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,7,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/[eventId]/test-reset/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/events/[eventId]/__tests__/route.test.ts,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/events/[eventId]/approve/__tests__/route.test.ts,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/events/[eventId]/approve/route.ts,substrate,WARN,5 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,5,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,projection,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/events/[eventId]/artifacts/__tests__/route.test.ts,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/app/api/v1/source/events/[eventId]/artifacts/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/source/events/[eventId]/route.ts,substrate,WARN,1 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,1,0,allowed-api-implementation,wrap_or_rename_later
src/app/api/v1/tower/outcome-report/route.ts,substrate,WARN,3 occurrence(s) in API implementation code; not selected by default Home/Knowledge rendering.,3,0,allowed-api-implementation,wrap_or_rename_later
src/app/programs/expert-kernel/expert-review/export/route.ts,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/admin/AddConnectorPanel.tsx,substrate,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/AdminSetupExperience.tsx,tenant packet,WARN,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",2,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/AuditRibbon.tsx,substrate,WARN,"8 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",8,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/NotificationsPreferencesPage.tsx,substrate,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/PostureGrid.tsx,substrate,WARN,"10 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",10,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/StewardSetupControlCenter.tsx,projection,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,0,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/TrustStrip.tsx,substrate,WARN,"17 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",17,3,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/__tests__/AuditRibbon.test.tsx,substrate,WARN,5 occurrence(s) in test fixture or regression assertion; not runtime-visible.,5,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/PostureGrid.test.tsx,substrate,WARN,15 occurrence(s) in test fixture or regression assertion; not runtime-visible.,15,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/SetupAuditTabs.test.tsx,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/TrustStrip.test.tsx,substrate,WARN,21 occurrence(s) in test fixture or regression assertion; not runtime-visible.,21,0,allowed-test-fixture,keep_internal
src/components/admin/__tests__/skeletons.test.tsx,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/components/admin/agent-readiness-redesign/CapabilityGroundingSummary.tsx,substrate,WARN,"3 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",3,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/context-layer/CsvUploadConnector.tsx,record ID,WARN,"1 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",1,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/context-layer/__tests__/CsvUploadConnector.test.tsx,record ID,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/admin/setup/SegmentDetailPage.tsx,substrate,WARN,"3 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",3,1,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/skeletons.tsx,substrate,WARN,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",2,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/tower/PortfolioSequenceView.tsx,substrate,WARN,"2 occurrence(s) in internal/admin control surface, not CXO-facing tenant context.",2,2,allowed-internal-admin,rename_when_admin_copy_is_refreshed
src/components/admin/tower/__tests__/PortfolioSequenceView.test.tsx,substrate,WARN,2 occurrence(s) in test fixture or regression assertion; not runtime-visible.,2,0,allowed-test-fixture,keep_internal
src/components/agent-answer/__tests__/AgentAnswerRenderer.test.tsx,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/home/HomeEnterpriseBriefApp.tsx,V4,WARN,"3 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",3,0,allowed-code-identifier-or-route,keep_internal
src/components/home/HomeOverviewV2.tsx,substrate,WARN,"6 visible occurrence(s), 12 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",12,6,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/home/HomeSurface.tsx,V6,WARN,1 occurrence(s) in wrapped internal storage/reader lineage code; not rendered language.,1,0,allowed-internal-storage-lineage,keep_wrapped
src/components/home/HomeSurface.tsx,storyForArea,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/home/HomeSurface.tsx,buildTenantTabStories,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/home/HomeSurface.tsx,synthetic demo,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/home/__tests__/HomeOverviewV2.dom-order.test.tsx,substrate,WARN,8 occurrence(s) in test fixture or regression assertion; not runtime-visible.,8,0,allowed-test-fixture,keep_internal
src/components/home/__tests__/HomeOverviewV2.empty-state.test.tsx,substrate,WARN,8 occurrence(s) in test fixture or regression assertion; not runtime-visible.,8,0,allowed-test-fixture,keep_internal
src/components/home/__tests__/HomeSurface.test.tsx,V4,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
