scorecard_id,domain,lead_time_for_change_hours,deploy_frequency_per_week,MTTR_hours,change_failure_rate_pct,automated_test_coverage_pct,environment_provisioning_time_hours,AI_tooling_adoption_pct,factory_throughput,client_id,client_key,segment_id,data_basis,source_artifact_path,source_ref,parser_used,approval_status,confidence,last_updated,drilldown_id,metric,baseline,target,insight
SHA-DORA-011,Security Engineering,36,8,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 12,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
SHA-DORA-012,Contact Center,36,8,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 13,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
SHA-DORA-013,MRO Tech,156,1,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 14,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
SHA-DORA-014,Cargo,159,1,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 15,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
SHA-DORA-015,Finance IT,162,1,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 16,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
SHA-DORA-016,GCC Delivery,165,1,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 17,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
SHA-DORA-017,Modernization Factory,168,1,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 18,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
SHA-DORA-018,DevEx Tooling,171,1,6,10,63,12,58,stable,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,row 19,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,,,,,
,Mobile Digital,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 2,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-001,test data wait,20,12,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Web Booking,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 3,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-002,environment queue,23,13,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Mainframe Core,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 4,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-003,defect leakage,26,14,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Crew Systems,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 5,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-004,manual regression hours,29,15,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Airport Ops,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 6,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-005,test data wait,32,16,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Baggage,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 7,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-006,environment queue,35,17,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Loyalty,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 8,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-007,defect leakage,38,18,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Revenue Accounting,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 9,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-008,manual regression hours,41,19,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,AWS Platform,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 10,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-009,test data wait,44,20,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Data Platform,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 11,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-010,environment queue,47,21,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Security Engineering,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 12,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-011,defect leakage,50,22,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Contact Center,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 13,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-012,manual regression hours,53,23,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,MRO Tech,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 14,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-013,test data wait,56,24,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Cargo,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 15,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-014,environment queue,59,25,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Finance IT,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 16,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-015,defect leakage,62,26,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,GCC Delivery,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 17,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-016,manual regression hours,65,27,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Modernization Factory,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 18,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-017,test data wait,68,28,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,DevEx Tooling,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 19,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-018,environment queue,71,29,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Mobile Digital,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 20,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-019,defect leakage,74,30,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Web Booking,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 21,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-020,manual regression hours,77,31,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Mainframe Core,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 22,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-021,test data wait,80,32,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Crew Systems,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 23,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-022,environment queue,83,33,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Airport Ops,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 24,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-023,defect leakage,86,34,Modernization factory speed is gated by non-coding constraints as much as code transformation.
,Baggage,,,,,,,,,6f3c8d21-9b45-4f12-8d61-4b8f7c2a9301,skyharbor-air,S09_ENGINEERING_PRODUCTIVITY,synthetic_comparable,source_uploads/dora_productivity_baseline.csv,drilldown 25,skyharbor-structured-template-parser-v1,approved_synthetic,0.88,2026-05-27,SHA-PROD-024,manual regression hours,89,35,Modernization factory speed is gated by non-coding constraints as much as code transformation.
