tenant_key,from_object_type,from_object_name,relationship_type,to_object_type,to_object_name,relationship_strength,evidence_basis,current_state_or_target_state,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,risk_control,baggage tracking platform,owned_by,metric,Finance and Procurement Spend Transparency,medium,SHA-EVID-07211,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00011,SHA-EVID-07211,SHA-12_RELATIONSHIPS-SRC-00011,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,metric,fuel management platform,supports,data_asset,Maintenance troubleshooting assistant,candidate,SHA-EVID-07212,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,operational resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00012,SHA-EVID-07212,SHA-12_RELATIONSHIPS-SRC-00012,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,system,ERP and finance platform,depends_on,program,Passenger Service Modernization,medium,SHA-EVID-07213,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00013,SHA-EVID-07213,SHA-12_RELATIONSHIPS-SRC-00013,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,data_asset,airline data lakehouse,feeds,ai_candidate,Passenger rebooking personalization,high,SHA-EVID-07214,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00014,SHA-EVID-07214,SHA-12_RELATIONSHIPS-SRC-00014,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,program,identity and access management,funds,control,Crew Operations Optimization,medium,SHA-EVID-07215,target_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00015,SHA-EVID-07215,SHA-12_RELATIONSHIPS-SRC-00015,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,vendor,service management platform,blocked_by,vendor,Airport turnaround risk predictor,candidate,SHA-EVID-07216,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00016,SHA-EVID-07216,SHA-12_RELATIONSHIPS-SRC-00016,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,risk_control,passenger service system,owned_by,metric,Airport Turnaround Performance Program,medium,SHA-EVID-07217,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00017,SHA-EVID-07217,SHA-12_RELATIONSHIPS-SRC-00017,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,metric,departure control system,supports,data_asset,Loyalty next-best-action assistant,high,SHA-EVID-07218,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00018,SHA-EVID-07218,SHA-12_RELATIONSHIPS-SRC-00018,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,system,crew scheduling platform,depends_on,program,Contact Center Experience Transformation,medium,SHA-EVID-07219,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00019,SHA-EVID-07219,SHA-12_RELATIONSHIPS-SRC-00019,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,data_asset,flight planning platform,feeds,ai_candidate,IT incident and change-risk copilot,candidate,SHA-EVID-07220,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00020,SHA-EVID-07220,SHA-12_RELATIONSHIPS-SRC-00020,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,program,operations control and IROPS platform,funds,control,Cloud Resilience and Cyber Program,medium,SHA-EVID-07221,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00021,SHA-EVID-07221,SHA-12_RELATIONSHIPS-SRC-00021,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,vendor,maintenance and MRO platform,blocked_by,vendor,IROPS recovery copilot,high,SHA-EVID-07222,target_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00022,SHA-EVID-07222,SHA-12_RELATIONSHIPS-SRC-00022,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,risk_control,cargo management platform,owned_by,metric,Finance and Procurement Spend Transparency,medium,SHA-EVID-07223,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00023,SHA-EVID-07223,SHA-12_RELATIONSHIPS-SRC-00023,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,metric,revenue management platform,supports,data_asset,Maintenance troubleshooting assistant,candidate,SHA-EVID-07224,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00024,SHA-EVID-07224,SHA-12_RELATIONSHIPS-SRC-00024,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,system,loyalty platform,depends_on,program,Passenger Service Modernization,medium,SHA-EVID-07225,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00025,SHA-EVID-07225,SHA-12_RELATIONSHIPS-SRC-00025,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,data_asset,ecommerce and mobile app,feeds,ai_candidate,Passenger rebooking personalization,high,SHA-EVID-07226,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00026,SHA-EVID-07226,SHA-12_RELATIONSHIPS-SRC-00026,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,program,customer CRM,funds,control,Crew Operations Optimization,medium,SHA-EVID-07227,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00027,SHA-EVID-07227,SHA-12_RELATIONSHIPS-SRC-00027,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,vendor,contact center platform,blocked_by,vendor,Airport turnaround risk predictor,candidate,SHA-EVID-07228,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00028,SHA-EVID-07228,SHA-12_RELATIONSHIPS-SRC-00028,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,risk_control,baggage tracking platform,owned_by,metric,Airport Turnaround Performance Program,medium,SHA-EVID-07229,target_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00029,SHA-EVID-07229,SHA-12_RELATIONSHIPS-SRC-00029,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,metric,fuel management platform,supports,data_asset,Loyalty next-best-action assistant,high,SHA-EVID-07230,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00030,SHA-EVID-07230,SHA-12_RELATIONSHIPS-SRC-00030,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,system,ERP and finance platform,depends_on,program,Contact Center Experience Transformation,medium,SHA-EVID-07231,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,PCI evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00031,SHA-EVID-07231,SHA-12_RELATIONSHIPS-SRC-00031,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,data_asset,airline data lakehouse,feeds,ai_candidate,IT incident and change-risk copilot,candidate,SHA-EVID-07232,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00032,SHA-EVID-07232,SHA-12_RELATIONSHIPS-SRC-00032,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,program,identity and access management,funds,control,Cloud Resilience and Cyber Program,medium,SHA-EVID-07233,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,identity and access evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00033,SHA-EVID-07233,SHA-12_RELATIONSHIPS-SRC-00033,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,vendor,service management platform,blocked_by,vendor,IROPS recovery copilot,high,SHA-EVID-07234,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00034,SHA-EVID-07234,SHA-12_RELATIONSHIPS-SRC-00034,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,risk_control,passenger service system,owned_by,metric,Finance and Procurement Spend Transparency,medium,SHA-EVID-07235,current_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,medium,model explainability evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00035,SHA-EVID-07235,SHA-12_RELATIONSHIPS-SRC-00035,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
skyharbor-air,metric,departure control system,supports,data_asset,Maintenance troubleshooting assistant,candidate,SHA-EVID-07236,target_state_planning_grade_active,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,SHA-12-00036,SHA-EVID-07236,SHA-12_RELATIONSHIPS-SRC-00036,12_relationships,Relationships,active_planning_grade,skyharbor-air-rich-standard-active-planning-20260721,SHA-RELATIONSHIP-PROMOTION-20260721,2026-07-21T16:51:28.062Z,validated_candidate_promotion,validated promotion from rich synthetic airline relationship candidate,Planning-grade synthetic airline relationship context; not real airline production data and not client-certified.
