tenant_key,process_name,business_function,process_owner,systems_used,volume_metric,cycle_time,pain_points,control_points,automation_candidate,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
skyharbor-air,INC-00030,,,APP-0164,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,31,APP-0164,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00031,,,APP-0192,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,32,APP-0192,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00032,,,APP-0529,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,33,APP-0529,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00033,,,APP-0474,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,34,APP-0474,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00034,,,APP-0382,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,35,APP-0382,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00035,,,APP-0278,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,36,APP-0278,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00036,,,APP-0217,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,37,APP-0217,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00037,,,APP-0036,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,38,APP-0036,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00038,,,APP-0445,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,39,APP-0445,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00039,,,APP-0235,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,40,APP-0235,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00040,,,APP-0278,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,41,APP-0278,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00041,,,APP-0464,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,42,APP-0464,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00042,,,APP-0495,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,43,APP-0495,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00043,,,APP-0330,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,44,APP-0330,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00044,,,APP-0221,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,45,APP-0221,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00045,,,APP-0352,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,46,APP-0352,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00046,,,APP-0291,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,47,APP-0291,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00047,,,APP-0562,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,48,APP-0562,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00048,,,APP-0337,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,49,APP-0337,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00049,,,APP-0411,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,50,APP-0411,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00050,,,APP-0155,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,51,APP-0155,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00051,,,APP-0177,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,52,APP-0177,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00052,,,APP-0012,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,53,APP-0012,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00053,,,APP-0261,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,54,APP-0261,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00054,,,APP-0482,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,55,APP-0482,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00055,,,APP-0315,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,56,APP-0315,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00056,,,APP-0310,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,57,APP-0310,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00057,,,APP-0570,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,58,APP-0570,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00058,,,APP-0252,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,59,APP-0252,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00059,,,APP-0193,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,60,APP-0193,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00060,,,APP-0228,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,61,APP-0228,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00061,,,APP-0029,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,62,APP-0029,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00062,,,APP-0592,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,63,APP-0592,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00063,,,APP-0031,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,64,APP-0031,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00064,,,APP-0073,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,65,APP-0073,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00065,,,APP-0422,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,66,APP-0422,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00066,,,APP-0268,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,67,APP-0268,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00067,,,APP-0409,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,68,APP-0409,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00068,,,APP-0584,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,69,APP-0584,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00069,,,APP-0590,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,70,APP-0590,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00070,,,APP-0159,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,71,APP-0159,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00071,,,APP-0491,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,72,APP-0491,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00072,,,APP-0220,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,73,APP-0220,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
skyharbor-air,INC-00073,,,APP-0409,,,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,,,,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,universal-standard-v3,74,APP-0409,synthetic-demo,3e71d2265681bdb67d21892b8a52a63cadb3548f335bde700d09e1c5fe3d39f9,retained_from_active_source,none
