tenant_key,persona_or_role,function_name,role_count,location_model,employment_type,vendor_supported,skills,pain_points,automation_opportunity,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_adapter_id,source_adapter_name,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,interview_id,interview_group,priority_theme,decision_supported,evidence_needed,system_or_vendor_mentioned,data_domain_mentioned,key_initiative,known_challenge,use_case,data_domain,systems,value_hypothesis,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,caveat,generated_fields,generation_basis,inherited_line_of_business,inherited_function_tier,inherited_segment_hops
meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,296,On-site,Contractor,,,No formal data governance,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0053,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0053,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,data,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Epic Clarity,data quality rules,Governed data foundation for AI / LLM automation,No formal data governance,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,CDAO / Data & Analytics: Call center optimization,,894,Remote,Employee,,,Real-time integration not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0054,MER-HS,CDAO / Data & Analytics: Call center optimization,"CDAO / Data & Analytics says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0054,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,modernization,Call center optimization phase-gate and evidence-readiness decision,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,CRM / member case management,transcripts,Call center optimization,Real-time integration not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,CDAO / Data & Analytics: Provider quality and performance,,49,Hybrid,Vendor-supplied,,,Provider contract linkage not certified,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0055,MER-HS,CDAO / Data & Analytics: Provider quality and performance,"CDAO / Data & Analytics says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0055,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,AI readiness,Provider quality and performance phase-gate and evidence-readiness decision,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Epic Clarity,STAR,Provider quality and performance,Provider contract linkage not certified,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,,891,Remote,Employee,,,Margin semantic model not certified,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0056,MER-HS,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0056,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,risk,End-to-end cost transparency phase-gate and evidence-readiness decision,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,SQL Server reporting marts,capitation,End-to-end cost transparency,Margin semantic model not certified,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,,176,Hybrid,Vendor-supplied,,,Rules and model lineage not governed,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0057,MER-HS,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0057,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,metrics,Payment integrity and leakage reduction phase-gate and evidence-readiness decision,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Claims administration platform,provider entity resolution,Payment integrity and leakage reduction,Rules and model lineage not governed,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,CDAO / Data & Analytics: Automated close and reporting,,809,Remote,Contractor,,,Certified finance semantic layer not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0058,MER-HS,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0058,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,value,Automated close and reporting phase-gate and evidence-readiness decision,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Power BI reporting estate,reconciliation exceptions,Automated close and reporting,Certified finance semantic layer not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,,53,Remote,Employee,,,Claims and pharmacy harmonization not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0059,MER-HS,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0059,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,sourcing,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Epic Clarity,EMR clinical,Unified clinical + claims lakehouse,Claims and pharmacy harmonization not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,416,Hybrid,Vendor-supplied,,,Data quality rules not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0060,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0060,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-05,CDAO / Data & Analytics,evidence,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Databricks on AWS,coding,Governed data foundation for AI / LLM automation,Data quality rules not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,157,On-site,Employee,,,Rules and model lineage not governed,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0061,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0061,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,strategy,Payment integrity and leakage reduction phase-gate and evidence-readiness decision,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Claims administration platform,claims anomalies,Payment integrity and leakage reduction,Rules and model lineage not governed,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,,880,Remote,Employee,,,Certified finance semantic layer not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0062,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but operating model is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0062,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,operating model,Automated close and reporting phase-gate and evidence-readiness decision,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Power BI reporting estate,close process,Automated close and reporting,Certified finance semantic layer not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,754,Remote,Contractor,,,Claims and pharmacy harmonization not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0063,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0063,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,vendor,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Claims administration platform,pharmacy,Unified clinical + claims lakehouse,Claims and pharmacy harmonization not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,827,On-site,Employee,,,Data quality rules not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0064,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but platform is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0064,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,platform,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Databricks on AWS,semantic layer,Governed data foundation for AI / LLM automation,Data quality rules not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Call center optimization,,749,Hybrid,Employee,,,Transcript governance not loaded,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0065,MER-HS,Chief Experience Officer / Member Experience: Call center optimization,"Chief Experience Officer / Member Experience says Call center optimization is promising, but data is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0065,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,data,Call center optimization phase-gate and evidence-readiness decision,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Contact center transcript and telephony platform,next-best-action content,Call center optimization,Transcript governance not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Provider quality and performance,,796,Hybrid,Employee,,,Attribution ownership not proven,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0066,MER-HS,Chief Experience Officer / Member Experience: Provider quality and performance,"Chief Experience Officer / Member Experience says Provider quality and performance is promising, but modernization is not decision-grade until Epic Caboodle evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0066,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,modernization,Provider quality and performance phase-gate and evidence-readiness decision,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,Epic Caboodle,HEDIS,Provider quality and performance,Attribution ownership not proven,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: End-to-end cost transparency,,21,Remote,Contractor,,,Cost allocation rules not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0067,MER-HS,Chief Experience Officer / Member Experience: End-to-end cost transparency,"Chief Experience Officer / Member Experience says End-to-end cost transparency is promising, but AI readiness is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0067,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,AI readiness,End-to-end cost transparency phase-gate and evidence-readiness decision,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,General ledger and close reporting,claims,End-to-end cost transparency,Cost allocation rules not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,70,Remote,Contractor,,,Recovery realization tracking not loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0068,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but risk is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0068,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,risk,Payment integrity and leakage reduction phase-gate and evidence-readiness decision,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Provider contract repository,billing patterns,Payment integrity and leakage reduction,Recovery realization tracking not loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,,800,On-site,Contractor,,,Manual reporting maintenance load,,,,medium,,MER-SA07-03_WORKFORCE_ROLES-0069,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but metrics is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0069,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,metrics,Automated close and reporting phase-gate and evidence-readiness decision,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,General ledger and close reporting,metric definitions,Automated close and reporting,Manual reporting maintenance load,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,280,On-site,Contractor,,,No patient/member identity spine loaded,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0070,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but value is not decision-grade until Databricks on AWS evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0070,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,value,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Databricks on AWS,longitudinal patient view,Unified clinical + claims lakehouse,No patient/member identity spine loaded,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,270,Remote,Contractor,,,No AI audit trail evidence,,,,high,,MER-SA07-03_WORKFORCE_ROLES-0071,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but sourcing is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",03_workforce_roles,MER-SA07-INT-EVID-0071,candidate,executive_interview,SA07,SA07 Executive Interview Insights,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,MER-INT-06,Chief Experience Officer / Member Experience,sourcing,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,SAS analytics estate,prior authorization,Governed data foundation for AI / LLM automation,No AI audit trail evidence,,,,,,,,,,,,,,,,,,,,,,,role_count;location_model;employment_type,synthetic_demo_attribute_generation_2026_08_not_client_evidence,UNDECLARED,UNDECLARED,
