tenant_key,program_name,business_sponsor,technology_owner,objective,scope,status,phase,target_outcomes,dependencies,risks,budget_usd,expected_value_usd,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,use_case,data_domain,systems,value_hypothesis,evidence_needed,legacy_row_flag,source_row_status,migration_action,initiative_status,funding_status,approved_funding_usd,requested_funding_usd,forecast_spend_usd,actual_spend_ytd_usd,planned_value_usd,target_value_usd,realized_value_usd,value_claim_status,executive_owner,finance_owner,tower_measurement_ready,program_code,initiative_id,linked_budget_record_ids,linked_sa02_records,ai_spend_flag,ai_spend_type,ai_spend_category,additive_status,duplicate_risk,caveat,linked_ai_spend_ids,ai_tagged_approved_funding_usd,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,amount_basis,finance_attestation_status,tower_claim_allowed,evidence_type,evidence_location,evidence_owner
meridian-health,Provider quality and performance: STAR,,,"Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0011,MER-HS,Provider quality and performance: STAR,Provider quality and performance: STAR,09_programs_initiatives,MER-V3-EVID-0110,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Provider quality and performance,STAR,Epic Caboodle; Epic Clarity; Tableau reporting estate; Power BI reporting estate; Provider contract repository,"Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff.",Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Provider quality and performance: provider attribution,,,"Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff.",,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0012,MER-HS,Provider quality and performance: provider attribution,Provider quality and performance: provider attribution,09_programs_initiatives,MER-V3-EVID-0111,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Provider quality and performance,provider attribution,Epic Caboodle; Epic Clarity; Tableau reporting estate; Power BI reporting estate; Provider contract repository,"Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff.",Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,End-to-end cost transparency: claims,,,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0013,MER-HS,End-to-end cost transparency: claims,End-to-end cost transparency: claims,09_programs_initiatives,MER-V3-EVID-0112,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,End-to-end cost transparency,claims,Claims administration platform; Provider contract repository; General ledger and close reporting; SQL Server reporting marts,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,End-to-end cost transparency: capitation,,,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0014,MER-HS,End-to-end cost transparency: capitation,End-to-end cost transparency: capitation,09_programs_initiatives,MER-V3-EVID-0113,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,End-to-end cost transparency,capitation,Claims administration platform; Provider contract repository; General ledger and close reporting; SQL Server reporting marts,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,End-to-end cost transparency: provider contracts,,,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0015,MER-HS,End-to-end cost transparency: provider contracts,End-to-end cost transparency: provider contracts,09_programs_initiatives,MER-V3-EVID-0114,candidate,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,End-to-end cost transparency,provider contracts,Claims administration platform; Provider contract repository; General ledger and close reporting; SQL Server reporting marts,"Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff.",Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Payment integrity and leakage reduction: claims anomalies,,,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0016,MER-HS,Payment integrity and leakage reduction: claims anomalies,Payment integrity and leakage reduction: claims anomalies,09_programs_initiatives,MER-V3-EVID-0115,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Payment integrity and leakage reduction,claims anomalies,Claims administration platform; SAS analytics estate; SQL Server reporting marts; Provider contract repository,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Payment integrity and leakage reduction: fraud waste abuse,,,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0017,MER-HS,Payment integrity and leakage reduction: fraud waste abuse,Payment integrity and leakage reduction: fraud waste abuse,09_programs_initiatives,MER-V3-EVID-0116,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Payment integrity and leakage reduction,fraud waste abuse,Claims administration platform; SAS analytics estate; SQL Server reporting marts; Provider contract repository,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Payment integrity and leakage reduction: billing patterns,,,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0018,MER-HS,Payment integrity and leakage reduction: billing patterns,Payment integrity and leakage reduction: billing patterns,09_programs_initiatives,MER-V3-EVID-0117,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Payment integrity and leakage reduction,billing patterns,Claims administration platform; SAS analytics estate; SQL Server reporting marts; Provider contract repository,"Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries.",Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Automated close and reporting: GL,,,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0019,MER-HS,Automated close and reporting: GL,Automated close and reporting: GL,09_programs_initiatives,MER-V3-EVID-0118,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Automated close and reporting,GL,General ledger and close reporting; Power BI reporting estate; Tableau reporting estate; SQL Server reporting marts,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Automated close and reporting: close process,,,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0020,MER-HS,Automated close and reporting: close process,Automated close and reporting: close process,09_programs_initiatives,MER-V3-EVID-0119,candidate,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Automated close and reporting,close process,General ledger and close reporting; Power BI reporting estate; Tableau reporting estate; SQL Server reporting marts,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Automated close and reporting: financial reporting,,,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-V3-0021,MER-HS,Automated close and reporting: financial reporting,Automated close and reporting: financial reporting,09_programs_initiatives,MER-V3-EVID-0120,active,synthetic_v3_context_generation,user_provided_context_plus_synthetic_demo_structuring,synthetic_demo,synthetic_demo_phi_free_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Automated close and reporting,financial reporting,General ledger and close reporting; Power BI reporting estate; Tableau reporting estate; SQL Server reporting marts,"Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff.",Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
