tenant_key,observation_id,business_case_id,project_id,reporting_month,baseline_value,target_value,actual_value,metric_unit,sponsor_claimed_value_usd,finance_reviewed_value_usd,finance_validated_value_usd,board_claimable_value_usd,validation_state,evidence_id,reviewer_role,source_system,source_record_id,extract_date,as_of_date,refresh_cadence,quality_state
meridian-health,VAL-BC-MER-002-2026-02,BC-MER-002,PRJ-MER-005,2026-02,0,3.2,1,percent,2085645,1459952,0,0,sponsor_claimed,EVID-BC-MER-002-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-002-2026-03,BC-MER-002,PRJ-MER-005,2026-03,0,3.2,1,percent,2607056,1824939,0,0,sponsor_claimed,EVID-BC-MER-002-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-002-2026-04,BC-MER-002,PRJ-MER-005,2026-04,0,3.2,2,percent,3128467,2189927,0,0,sponsor_claimed,EVID-BC-MER-002-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-002-2026-05,BC-MER-002,PRJ-MER-005,2026-05,0,3.2,2,percent,3649878,2554915,0,0,sponsor_claimed,EVID-BC-MER-002-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-002-2026-06,BC-MER-002,PRJ-MER-005,2026-06,0,3.2,2,percent,4171290,2919903,0,0,sponsor_claimed,EVID-BC-MER-002-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-002-2026-07,BC-MER-002,PRJ-MER-005,2026-07,0,3.2,2,percent,4171290,2919903,0,0,sponsor_claimed,EVID-BC-MER-002-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-002-2026-08,BC-MER-002,PRJ-MER-005,2026-08,0,3.2,2,percent,4171290,2919903,0,0,sponsor_claimed,EVID-BC-MER-002-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2025-09,BC-MER-003,PRJ-MER-006,2025-09,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-003-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2025-10,BC-MER-003,PRJ-MER-006,2025-10,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-003-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2025-11,BC-MER-003,PRJ-MER-006,2025-11,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-003-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2025-12,BC-MER-003,PRJ-MER-006,2025-12,41,27,40,usd,533128,415840,0,0,sponsor_claimed,EVID-BC-MER-003-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-01,BC-MER-003,PRJ-MER-006,2026-01,41,27,38,usd,1066257,831680,0,0,sponsor_claimed,EVID-BC-MER-003-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-02,BC-MER-003,PRJ-MER-006,2026-02,41,27,37,usd,1599385,1247520,0,0,sponsor_claimed,EVID-BC-MER-003-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-03,BC-MER-003,PRJ-MER-006,2026-03,41,27,36,usd,2132513,1663360,0,0,sponsor_claimed,EVID-BC-MER-003-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-04,BC-MER-003,PRJ-MER-006,2026-04,41,27,35,usd,2665642,2079201,0,0,sponsor_claimed,EVID-BC-MER-003-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-05,BC-MER-003,PRJ-MER-006,2026-05,41,27,33,usd,3198770,2495041,0,0,sponsor_claimed,EVID-BC-MER-003-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-06,BC-MER-003,PRJ-MER-006,2026-06,41,27,32,usd,3731898,2910880,0,0,sponsor_claimed,EVID-BC-MER-003-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-07,BC-MER-003,PRJ-MER-006,2026-07,41,27,31,usd,4265027,3326721,0,0,sponsor_claimed,EVID-BC-MER-003-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-003-2026-08,BC-MER-003,PRJ-MER-006,2026-08,41,27,31,usd,4265027,3326721,0,0,sponsor_claimed,EVID-BC-MER-003-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2025-09,BC-MER-004,PRJ-MER-007,2025-09,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-004-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2025-10,BC-MER-004,PRJ-MER-007,2025-10,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-004-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2025-11,BC-MER-004,PRJ-MER-007,2025-11,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-004-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2025-12,BC-MER-004,PRJ-MER-007,2025-12,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-004-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-01,BC-MER-004,PRJ-MER-007,2026-01,0,4.8,0,fte_equivalent,498134,308843,0,0,sponsor_claimed,EVID-BC-MER-004-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-02,BC-MER-004,PRJ-MER-007,2026-02,0,4.8,1,fte_equivalent,996268,617686,0,0,sponsor_claimed,EVID-BC-MER-004-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-03,BC-MER-004,PRJ-MER-007,2026-03,0,4.8,1,fte_equivalent,1494402,926529,0,0,sponsor_claimed,EVID-BC-MER-004-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-04,BC-MER-004,PRJ-MER-007,2026-04,0,4.8,2,fte_equivalent,1992536,1235372,0,0,sponsor_claimed,EVID-BC-MER-004-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-05,BC-MER-004,PRJ-MER-007,2026-05,0,4.8,2,fte_equivalent,2490670,1544215,0,0,sponsor_claimed,EVID-BC-MER-004-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-06,BC-MER-004,PRJ-MER-007,2026-06,0,4.8,3,fte_equivalent,2988804,1853058,0,0,sponsor_claimed,EVID-BC-MER-004-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-07,BC-MER-004,PRJ-MER-007,2026-07,0,4.8,3,fte_equivalent,3486937,2161901,0,0,sponsor_claimed,EVID-BC-MER-004-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-004-2026-08,BC-MER-004,PRJ-MER-007,2026-08,0,4.8,3,fte_equivalent,3985071,2470744,0,0,sponsor_claimed,EVID-BC-MER-004-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2025-09,BC-MER-005,PRJ-MER-008,2025-09,0,10,0,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2025-10,BC-MER-005,PRJ-MER-008,2025-10,0,10,1,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2025-11,BC-MER-005,PRJ-MER-008,2025-11,0,10,2,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2025-12,BC-MER-005,PRJ-MER-008,2025-12,0,10,3,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-01,BC-MER-005,PRJ-MER-008,2026-01,0,10,4,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-02,BC-MER-005,PRJ-MER-008,2026-02,0,10,5,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-03,BC-MER-005,PRJ-MER-008,2026-03,0,10,5,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-04,BC-MER-005,PRJ-MER-008,2026-04,0,10,6,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-05,BC-MER-005,PRJ-MER-008,2026-05,0,10,7,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-06,BC-MER-005,PRJ-MER-008,2026-06,0,10,7,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-07,BC-MER-005,PRJ-MER-008,2026-07,0,10,7,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-005-2026-08,BC-MER-005,PRJ-MER-008,2026-08,0,10,7,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-005-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2025-09,BC-MER-006,PRJ-MER-009,2025-09,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-006-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2025-10,BC-MER-006,PRJ-MER-009,2025-10,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-006-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2025-11,BC-MER-006,PRJ-MER-009,2025-11,41,27,40,usd,359883,280709,0,0,sponsor_claimed,EVID-BC-MER-006-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2025-12,BC-MER-006,PRJ-MER-009,2025-12,41,27,38,usd,719765,561417,0,0,sponsor_claimed,EVID-BC-MER-006-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-01,BC-MER-006,PRJ-MER-009,2026-01,41,27,37,usd,1079648,842125,0,0,sponsor_claimed,EVID-BC-MER-006-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-02,BC-MER-006,PRJ-MER-009,2026-02,41,27,36,usd,1439530,1122833,0,0,sponsor_claimed,EVID-BC-MER-006-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-03,BC-MER-006,PRJ-MER-009,2026-03,41,27,35,usd,1799413,1403542,0,0,sponsor_claimed,EVID-BC-MER-006-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-04,BC-MER-006,PRJ-MER-009,2026-04,41,27,33,usd,2159295,1684250,0,0,sponsor_claimed,EVID-BC-MER-006-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-05,BC-MER-006,PRJ-MER-009,2026-05,41,27,32,usd,2519178,1964959,0,0,sponsor_claimed,EVID-BC-MER-006-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-06,BC-MER-006,PRJ-MER-009,2026-06,41,27,31,usd,2879060,2245667,0,0,sponsor_claimed,EVID-BC-MER-006-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-07,BC-MER-006,PRJ-MER-009,2026-07,41,27,31,usd,2879060,2245667,0,0,sponsor_claimed,EVID-BC-MER-006-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-006-2026-08,BC-MER-006,PRJ-MER-009,2026-08,41,27,31,usd,2879060,2245667,0,0,sponsor_claimed,EVID-BC-MER-006-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2025-09,BC-MER-007,PRJ-MER-010,2025-09,1200,620,1200,hours_per_month,0,0,0,0,not_yet_measurable,EVID-BC-MER-007-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2025-10,BC-MER-007,PRJ-MER-010,2025-10,1200,620,1200,hours_per_month,0,0,0,0,not_yet_measurable,EVID-BC-MER-007-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2025-11,BC-MER-007,PRJ-MER-010,2025-11,1200,620,1200,hours_per_month,0,0,0,0,not_yet_measurable,EVID-BC-MER-007-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2025-12,BC-MER-007,PRJ-MER-010,2025-12,1200,620,1148,hours_per_month,297949,184728,0,0,sponsor_claimed,EVID-BC-MER-007-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-01,BC-MER-007,PRJ-MER-010,2026-01,1200,620,1096,hours_per_month,595899,369457,0,0,sponsor_claimed,EVID-BC-MER-007-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-02,BC-MER-007,PRJ-MER-010,2026-02,1200,620,1043,hours_per_month,893848,554186,0,0,sponsor_claimed,EVID-BC-MER-007-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-03,BC-MER-007,PRJ-MER-010,2026-03,1200,620,991,hours_per_month,1191797,738914,0,0,sponsor_claimed,EVID-BC-MER-007-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-04,BC-MER-007,PRJ-MER-010,2026-04,1200,620,939,hours_per_month,1489746,923643,0,0,sponsor_claimed,EVID-BC-MER-007-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-05,BC-MER-007,PRJ-MER-010,2026-05,1200,620,887,hours_per_month,1787696,1108372,0,0,sponsor_claimed,EVID-BC-MER-007-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-06,BC-MER-007,PRJ-MER-010,2026-06,1200,620,835,hours_per_month,2085645,1293100,0,0,sponsor_claimed,EVID-BC-MER-007-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-07,BC-MER-007,PRJ-MER-010,2026-07,1200,620,782,hours_per_month,2383594,1477828,0,0,sponsor_claimed,EVID-BC-MER-007-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-007-2026-08,BC-MER-007,PRJ-MER-010,2026-08,1200,620,782,hours_per_month,2383594,1477828,0,0,sponsor_claimed,EVID-BC-MER-007-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2025-09,BC-MER-008,PRJ-MER-011,2025-09,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-008-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2025-10,BC-MER-008,PRJ-MER-011,2025-10,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-008-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2025-11,BC-MER-008,PRJ-MER-011,2025-11,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-008-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
