canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,contract_family_id,commercial_instrument_id,document_id,parent_document_id,document_role,precedence_rank,execution_status,effective_from,effective_to,supersedes_document_id,conflict_group_id,source_file_name,source_file_path,sha256,mapping_status,review_state
ContractDocument,ContractDocument:DOCINV-DOC-CTR-090-SECURITY-DPA,source_system_extracts/contract_document_inventory.csv,12,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-090-SECURITY-DPA,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,CFAM-SALESFORCE-CX-001,CI-SFDC-ORDER-2025-001,DOC-CTR-090-SECURITY-DPA,DOC-CTR-090-MSA,security_data_processing_addendum,11,executed,2026-07-01,2027-12-31,,,DOC-CTR-090-SECURITY-DPA_Salesforce_SYNTHETIC.md,documents/DOC-CTR-090-SECURITY-DPA_Salesforce_SYNTHETIC.md,744bb7802513af740c24eaac7687de17c6709bf3e7eb1af7dbaffaad88835d75,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-090-NOTICE-RENEWAL,source_system_extracts/contract_document_inventory.csv,13,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-090-NOTICE-RENEWAL,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,CFAM-SALESFORCE-CX-001,CI-SFDC-ORDER-2025-001,DOC-CTR-090-NOTICE-RENEWAL,DOC-CTR-090-MSA,renewal_notice,12,executed,2026-07-01,2027-12-31,,,DOC-CTR-090-NOTICE-RENEWAL_Salesforce_SYNTHETIC.md,documents/DOC-CTR-090-NOTICE-RENEWAL_Salesforce_SYNTHETIC.md,9274e5ade8c9ca807105f9a2f4ddd387514c26032219e86d458d735b9e90748c,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-090-RENEWAL-QUOTE,source_system_extracts/contract_document_inventory.csv,14,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-090-RENEWAL-QUOTE,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,CFAM-SALESFORCE-CX-001,CI-SFDC-ORDER-2025-001,DOC-CTR-090-RENEWAL-QUOTE,DOC-CTR-090-MSA,renewal_quote,13,supplier_quote,2026-07-01,2027-12-31,,,DOC-CTR-090-RENEWAL-QUOTE_Salesforce_SYNTHETIC.md,documents/DOC-CTR-090-RENEWAL-QUOTE_Salesforce_SYNTHETIC.md,c5c45582de1cbb16e225af21164d0035935498a21b121db1f2805dd55c03c1ea,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-090-SIDE-LETTER,source_system_extracts/contract_document_inventory.csv,15,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-090-SIDE-LETTER,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,CFAM-SALESFORCE-CX-001,CI-SFDC-ORDER-2025-001,DOC-CTR-090-SIDE-LETTER,DOC-CTR-090-MSA,commercial_side_letter,14,executed,2026-07-01,2027-12-31,,CONFLICT-CTR-090-TERMS-PRECEDENCE,DOC-CTR-090-SIDE-LETTER_Salesforce_SYNTHETIC.md,documents/DOC-CTR-090-SIDE-LETTER_Salesforce_SYNTHETIC.md,cce9dd587e34303cc3d0331a4ad5d0e3ec734a59d66b112fd9215178993d6d26,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-090-EXIT-PLAN,source_system_extracts/contract_document_inventory.csv,16,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-090-EXIT-PLAN,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,CFAM-SALESFORCE-CX-001,CI-SFDC-ORDER-2025-001,DOC-CTR-090-EXIT-PLAN,DOC-CTR-090-MSA,transition_exit_plan,15,executed,2026-07-01,2027-12-31,,,DOC-CTR-090-EXIT-PLAN_Salesforce_SYNTHETIC.md,documents/DOC-CTR-090-EXIT-PLAN_Salesforce_SYNTHETIC.md,c62e74f19e08323a72fcc20b7bd5652b1b5975cc4c2a0b802f6539509caeb14d,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-MSA,source_system_extracts/contract_document_inventory.csv,17,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-MSA,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-MSA,,master_services_agreement,1,executed,2023-01-29,2027-01-28,,,DOC-CTR-061-MSA_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-MSA_Microsoft_SYNTHETIC.md,9146324e746da5f1a153381bfb91bb9c003cb12892b9281fab8232f244cef492,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-SOW-CORE,source_system_extracts/contract_document_inventory.csv,18,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-SOW-CORE,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-SOW-CORE,DOC-CTR-061-MSA,statement_of_work_core,2,executed,2023-01-29,2027-01-28,,,DOC-CTR-061-SOW-CORE_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-SOW-CORE_Microsoft_SYNTHETIC.md,d1cbdd08325d077327cb9c04f69e312bb2a12a04e0101d50254b909290acf806,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-SOW-TRANSITION,source_system_extracts/contract_document_inventory.csv,19,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-SOW-TRANSITION,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-SOW-TRANSITION,DOC-CTR-061-MSA,statement_of_work_transition,3,executed,2023-01-29,2027-01-28,,,DOC-CTR-061-SOW-TRANSITION_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-SOW-TRANSITION_Microsoft_SYNTHETIC.md,3e7c3175efc61d2b56a390d228ae14fbfa072a2b018f7e97a877e83a287a0ff6,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-ORDER-BASE,source_system_extracts/contract_document_inventory.csv,20,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-ORDER-BASE,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-ORDER-BASE,DOC-CTR-061-MSA,order_form_base,4,executed,2023-01-29,2027-01-28,,,DOC-CTR-061-ORDER-BASE_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-ORDER-BASE_Microsoft_SYNTHETIC.md,ecb256ee2bf228375975658072baf024e46abcbf055bf4c5dec2169cf77715d1,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-ORDER-TRUEUP,source_system_extracts/contract_document_inventory.csv,21,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-ORDER-TRUEUP,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-ORDER-TRUEUP,DOC-CTR-061-MSA,order_form_true_up,5,executed,2023-01-29,2027-01-28,,,DOC-CTR-061-ORDER-TRUEUP_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-ORDER-TRUEUP_Microsoft_SYNTHETIC.md,a64e3cb6be3d1f75478e976dc29038b02646222c02590db19c43ae4f2c6e4149,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-AMEND-001,source_system_extracts/contract_document_inventory.csv,22,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-AMEND-001,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-AMEND-001,DOC-CTR-061-MSA,amendment_pricing,6,executed,2026-07-01,2027-01-28,DOC-CTR-061-ORDER-BASE,,DOC-CTR-061-AMEND-001_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-AMEND-001_Microsoft_SYNTHETIC.md,6604f965823251a21952ea8ab6c7f3af6f0146d5d3319f4c03afc7792d8f08d8,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-AMEND-002,source_system_extracts/contract_document_inventory.csv,23,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-AMEND-002,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-AMEND-002,DOC-CTR-061-MSA,amendment_service_scope,7,executed,2026-07-01,2027-01-28,DOC-CTR-061-SOW-CORE,,DOC-CTR-061-AMEND-002_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-AMEND-002_Microsoft_SYNTHETIC.md,0a5e4e08ef2353f98ee700b3d8d343e1896355a7be0cb245ae63277ba14557e2,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-PRICING-EXHIBIT,source_system_extracts/contract_document_inventory.csv,24,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-PRICING-EXHIBIT,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-PRICING-EXHIBIT,DOC-CTR-061-MSA,pricing_exhibit,8,executed,2026-07-01,2027-01-28,,,DOC-CTR-061-PRICING-EXHIBIT_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-PRICING-EXHIBIT_Microsoft_SYNTHETIC.md,efd46e8e58c4f7b638e1cf78e9cced155f82dcdf5fae02ce7b4139a8be7a1757,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-SLA-SCHEDULE,source_system_extracts/contract_document_inventory.csv,25,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-SLA-SCHEDULE,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-SLA-SCHEDULE,DOC-CTR-061-MSA,service_level_schedule,9,executed,2026-07-01,2027-01-28,,,DOC-CTR-061-SLA-SCHEDULE_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-SLA-SCHEDULE_Microsoft_SYNTHETIC.md,0ba4f011a9b722f29a2e7791c807f28cb74e58f5272f479f03f9e7d4a5c9912e,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-SUPPORT-POLICY,source_system_extracts/contract_document_inventory.csv,26,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-SUPPORT-POLICY,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-SUPPORT-POLICY,DOC-CTR-061-MSA,support_policy,10,executed,2026-07-01,2027-01-28,,,DOC-CTR-061-SUPPORT-POLICY_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-SUPPORT-POLICY_Microsoft_SYNTHETIC.md,8207df87ee393fdc583ac4354639c49f681857deb727c2fc98dbeca45dd56889,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-SECURITY-DPA,source_system_extracts/contract_document_inventory.csv,27,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-SECURITY-DPA,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-SECURITY-DPA,DOC-CTR-061-MSA,security_data_processing_addendum,11,executed,2026-07-01,2027-01-28,,,DOC-CTR-061-SECURITY-DPA_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-SECURITY-DPA_Microsoft_SYNTHETIC.md,ded629d107042fdc8499b5b38d78bd355be52d325c2ec83a5e762d0bfc91de4b,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-NOTICE-RENEWAL,source_system_extracts/contract_document_inventory.csv,28,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-NOTICE-RENEWAL,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-NOTICE-RENEWAL,DOC-CTR-061-MSA,renewal_notice,12,executed,2026-07-01,2027-01-28,,,DOC-CTR-061-NOTICE-RENEWAL_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-NOTICE-RENEWAL_Microsoft_SYNTHETIC.md,05071c000ab5bc7554219ffbee59c3f920034ad19d11fe51363388a7dc1723e7,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-RENEWAL-QUOTE,source_system_extracts/contract_document_inventory.csv,29,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-RENEWAL-QUOTE,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-RENEWAL-QUOTE,DOC-CTR-061-MSA,renewal_quote,13,supplier_quote,2026-07-01,2027-01-28,,,DOC-CTR-061-RENEWAL-QUOTE_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-RENEWAL-QUOTE_Microsoft_SYNTHETIC.md,0e821278cd34b57660920410dd8deb7d2b2da65d15c46855abf62bd5475469b9,mapped_to_register_contract,accepted
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-SIDE-LETTER,source_system_extracts/contract_document_inventory.csv,30,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-SIDE-LETTER,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-SIDE-LETTER,DOC-CTR-061-MSA,commercial_side_letter,14,executed,2026-07-01,2027-01-28,,CONFLICT-CTR-061-TERMS-PRECEDENCE,DOC-CTR-061-SIDE-LETTER_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-SIDE-LETTER_Microsoft_SYNTHETIC.md,ee5e9227ae65dbc39ac919cc26b535195757153bbee59d3e8d02d731b7f40330,mapped_to_register_contract,preserve_for_legal_review
ContractDocument,ContractDocument:DOCINV-DOC-CTR-061-EXIT-PLAN,source_system_extracts/contract_document_inventory.csv,31,skyharbor_global,SharePoint contract repository,Executed contract document library export,DOCINV-DOC-CTR-061-EXIT-PLAN,extract-docs-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,CFAM-MICROSOFT-CLOUD-001,CI-MSFT-EA-2023-001,DOC-CTR-061-EXIT-PLAN,DOC-CTR-061-MSA,transition_exit_plan,15,executed,2026-07-01,2027-01-28,,,DOC-CTR-061-EXIT-PLAN_Microsoft_SYNTHETIC.md,documents/DOC-CTR-061-EXIT-PLAN_Microsoft_SYNTHETIC.md,d8594f7ae48713a2e17e1e7298b34bcbc9446801a18caadeb2d619b27d41610e,mapped_to_register_contract,accepted
