canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,document_id,concept_ref,source_page,span_start,span_end,extracted_text,extraction_method,confidence,conflict_group_id,review_state,row_hash
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-MSA-01,source_system_extracts/document_clause_extractions.csv,2,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-MSA-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-MSA,audit.records,1,120,190,audit.records extracted from DOC-CTR-090-MSA; page 1; role master_services_agreement.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,4d56ad92800daedb7f6eea589a82f1d7dbff4b7763bcea2e0533a3c22d60bf7c
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-ORDER-BASE-04,source_system_extracts/document_clause_extractions.csv,17,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-ORDER-BASE-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-ORDER-BASE,true_up.rule,4,360,430,true_up.rule extracted from DOC-CTR-090-ORDER-BASE; page 4; role order_form_base.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,0a811031a9a97b96563061c84b9ad2b53d9f303abf3d824773ab5d8fa9943258
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-ORDER-TRUEUP-01,source_system_extracts/document_clause_extractions.csv,18,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-ORDER-TRUEUP-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-ORDER-TRUEUP,true_up.trigger,1,120,190,true_up.trigger extracted from DOC-CTR-090-ORDER-TRUEUP; page 1; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,ade2694ccb34f83dccbe814324f50efab96c3eefdc3629429ae3cad81af4d719
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-ORDER-TRUEUP-02,source_system_extracts/document_clause_extractions.csv,19,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-ORDER-TRUEUP-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-ORDER-TRUEUP,true_up.evidence,2,200,270,true_up.evidence extracted from DOC-CTR-090-ORDER-TRUEUP; page 2; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,bdeabc4c9603892c97f9338a8ce8caa13858a8b5118ae2e980d976c69966dbd2
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-ORDER-TRUEUP-03,source_system_extracts/document_clause_extractions.csv,20,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-ORDER-TRUEUP-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-ORDER-TRUEUP,true_up.exclusion,3,280,350,true_up.exclusion extracted from DOC-CTR-090-ORDER-TRUEUP; page 3; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,33689af89c110ce95d3e38b42b0c66158dfb7d02b32885c3bf12b8ce86d82a8d
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-ORDER-TRUEUP-04,source_system_extracts/document_clause_extractions.csv,21,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-ORDER-TRUEUP-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-ORDER-TRUEUP,true_up.review,4,360,430,true_up.review extracted from DOC-CTR-090-ORDER-TRUEUP; page 4; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,c2305b740a3a88136c5ad2ad313ee43b23eaa10998323fad2db9f8d2e761bbd8
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-001-01,source_system_extracts/document_clause_extractions.csv,22,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-001-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-001,pricing.supersession,1,120,190,pricing.supersession extracted from DOC-CTR-090-AMEND-001; page 1; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,cb76cfd04bead27095ce0940cc53f66e88f188beba20d5b2fd3c624143c1b83e
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-001-02,source_system_extracts/document_clause_extractions.csv,23,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-001-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-001,pricing.current_rate,2,200,270,pricing.current_rate extracted from DOC-CTR-090-AMEND-001; page 2; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,b38957b9ecfcd9feeaa7689501cdbc0888070ad3d2bbaf5ea23da6ce0a6e475e
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-001-03,source_system_extracts/document_clause_extractions.csv,24,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-001-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-001,scope.no_implied_expansion,3,280,350,scope.no_implied_expansion extracted from DOC-CTR-090-AMEND-001; page 3; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,ca55814f3759bcc481ff1ee56a40ec665cb3087c7f93c69c94c39dbc72f2738b
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-001-04,source_system_extracts/document_clause_extractions.csv,25,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-001-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-001,invoice.evidence_requirement,4,360,430,invoice.evidence_requirement extracted from DOC-CTR-090-AMEND-001; page 4; role amendment_pricing.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,979e9a271f6d04232087024e01cf028dc7e9cb63f29531a49236a2c5b7798ff5
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-002-01,source_system_extracts/document_clause_extractions.csv,26,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-002-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-002,scope.supersession,1,120,190,scope.supersession extracted from DOC-CTR-090-AMEND-002; page 1; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,48f6f84278a6fa8bc9f53c62bdfc4e14c0c4a9524b40c1f193038e6390e82c8c
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-002-02,source_system_extracts/document_clause_extractions.csv,27,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-002-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-002,scope.application,2,200,270,scope.application extracted from DOC-CTR-090-AMEND-002; page 2; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,f0c97e1f7add59aaeba3522b83b0c43fb2b178e607c0982cb39f1ab8a20504c7
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-002-03,source_system_extracts/document_clause_extractions.csv,28,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-002-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-002,scope.affiliate,3,280,350,scope.affiliate extracted from DOC-CTR-090-AMEND-002; page 3; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,4ecb6e7d1b648e40f2640eca3c048ff35f20a59a6b4c83b93e466c29318a34af
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-AMEND-002-04,source_system_extracts/document_clause_extractions.csv,29,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-AMEND-002-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-AMEND-002,new_event.scope_control,4,360,430,new_event.scope_control extracted from DOC-CTR-090-AMEND-002; page 4; role amendment_service_scope.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,5ffe6f29c88f8919b7e04f742cff321fad629576dcfe37e29d130da1c1734ca8
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-01,source_system_extracts/document_clause_extractions.csv,30,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-PRICING-EXHIBIT,pricing.sku_table,1,120,190,pricing.sku_table extracted from DOC-CTR-090-PRICING-EXHIBIT; page 1; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,0dd63036012a8be4882ab0e2c7b4b8829fe763c6ebb77c9e22a2a2110871d095
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-02,source_system_extracts/document_clause_extractions.csv,31,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-PRICING-EXHIBIT,pricing.uplift_cap,2,200,270,pricing.uplift_cap extracted from DOC-CTR-090-PRICING-EXHIBIT; page 2; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,3b18f03960462df1cd878ee960953a5459c3ac534ac35cb075851fff7a14e272
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-03,source_system_extracts/document_clause_extractions.csv,32,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-PRICING-EXHIBIT,finance.credit_proof,3,280,350,finance.credit_proof extracted from DOC-CTR-090-PRICING-EXHIBIT; page 3; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,e4f2018b1131261d4fb0cbb68054e297d89809915fb946c6efa8a5ebf7f0d58d
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-04,source_system_extracts/document_clause_extractions.csv,33,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-PRICING-EXHIBIT-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-PRICING-EXHIBIT,pricing.normalization,4,360,430,pricing.normalization extracted from DOC-CTR-090-PRICING-EXHIBIT; page 4; role pricing_exhibit.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,6cb55ee0464d522f0d83db039fd643b19d8da9cf3e5392c189ad13d8fd211d8d
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SLA-SCHEDULE-01,source_system_extracts/document_clause_extractions.csv,34,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SLA-SCHEDULE-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SLA-SCHEDULE,sla.target,1,120,190,sla.target extracted from DOC-CTR-090-SLA-SCHEDULE; page 1; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,d9161e08bf9ef7ff3b37a3039d21455b077baa7a2f9c738d54f2e9b2b57e45fc
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SLA-SCHEDULE-02,source_system_extracts/document_clause_extractions.csv,35,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SLA-SCHEDULE-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SLA-SCHEDULE,sla.fee_base,2,200,270,sla.fee_base extracted from DOC-CTR-090-SLA-SCHEDULE; page 2; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,844c7397ee142bc59a5b006076fef44e033b54786f95d9c4010bfb6baa9c6b3e
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SLA-SCHEDULE-03,source_system_extracts/document_clause_extractions.csv,36,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SLA-SCHEDULE-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SLA-SCHEDULE,sla.claim_window,3,280,350,sla.claim_window extracted from DOC-CTR-090-SLA-SCHEDULE; page 3; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,b7bf4f4edbe55b8fdc8b4ef2bed3232b26bb2e8583b4bc64aa7cac3790640867
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SLA-SCHEDULE-04,source_system_extracts/document_clause_extractions.csv,37,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SLA-SCHEDULE-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SLA-SCHEDULE,sla.credit_formula,4,360,430,sla.credit_formula extracted from DOC-CTR-090-SLA-SCHEDULE; page 4; role service_level_schedule.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,b4c32cd16e5f23e571edd3e67608ed9b65c4b9c5702acd526d074c3da6774c8e
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SUPPORT-POLICY-01,source_system_extracts/document_clause_extractions.csv,38,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SUPPORT-POLICY-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SUPPORT-POLICY,support.tier,1,120,190,support.tier extracted from DOC-CTR-090-SUPPORT-POLICY; page 1; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,b81169deaa7c181cb8b2626f099489db0c577e4c967c0640733d13307eb9dee6
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SUPPORT-POLICY-02,source_system_extracts/document_clause_extractions.csv,39,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SUPPORT-POLICY-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SUPPORT-POLICY,support.response_commitment,2,200,270,support.response_commitment extracted from DOC-CTR-090-SUPPORT-POLICY; page 2; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,d549545a4f465ab52347df88b252dfcc78e9b48bfaf01ecf238b7a82ded9aa84
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SUPPORT-POLICY-03,source_system_extracts/document_clause_extractions.csv,40,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SUPPORT-POLICY-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SUPPORT-POLICY,support.escalation,3,280,350,support.escalation extracted from DOC-CTR-090-SUPPORT-POLICY; page 3; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,49e89962953c88ac5a49a508b39bb0d183494e1da41e53b8ccea9212b54ea069
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SUPPORT-POLICY-04,source_system_extracts/document_clause_extractions.csv,41,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SUPPORT-POLICY-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SUPPORT-POLICY,support.reporting,4,360,430,support.reporting extracted from DOC-CTR-090-SUPPORT-POLICY; page 4; role support_policy.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,aaf6ff8a0243ea84f87b7644097885033c07447ddd69e8c2c2e9748c87a71566
