canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,contract_id,opportunity_id,calculation_run_id,input_name,input_value_numeric,input_value_text,input_unit,source_record_id,source_system,inclusion_state,review_state,input_rank
CalculationInput,CalculationInput:SLAEVT-CTR-090-2026-09-3,source_system_extracts/calculation_inputs.csv,12,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,5437.5,SLAEVT-CTR-090-2026-09-3,USD,SLAEVT-CTR-090-2026-09-3,ServiceNow,included,accepted,11
CalculationInput,CalculationInput:SLAEVT-CTR-090-2026-10-2,source_system_extracts/calculation_inputs.csv,13,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,5437.5,SLAEVT-CTR-090-2026-10-2,USD,SLAEVT-CTR-090-2026-10-2,ServiceNow,included,accepted,12
CalculationInput,CalculationInput:SLAEVT-CTR-090-2026-11-1,source_system_extracts/calculation_inputs.csv,14,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,5437.5,SLAEVT-CTR-090-2026-11-1,USD,SLAEVT-CTR-090-2026-11-1,ServiceNow,included,accepted,13
CalculationInput,CalculationInput:SLAEVT-CTR-090-2027-01-3,source_system_extracts/calculation_inputs.csv,15,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,15104.17,SLAEVT-CTR-090-2027-01-3,USD,SLAEVT-CTR-090-2027-01-3,ServiceNow,included,accepted,14
CalculationInput,CalculationInput:SLAEVT-CTR-090-2027-02-2,source_system_extracts/calculation_inputs.csv,16,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,15104.17,SLAEVT-CTR-090-2027-02-2,USD,SLAEVT-CTR-090-2027-02-2,ServiceNow,included,accepted,15
CalculationInput,CalculationInput:SLAEVT-CTR-090-2027-03-1,source_system_extracts/calculation_inputs.csv,17,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,15104.17,SLAEVT-CTR-090-2027-03-1,USD,SLAEVT-CTR-090-2027-03-1,ServiceNow,included,accepted,16
CalculationInput,CalculationInput:SLAEVT-CTR-090-2027-05-3,source_system_extracts/calculation_inputs.csv,18,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,5437.5,SLAEVT-CTR-090-2027-05-3,USD,SLAEVT-CTR-090-2027-05-3,ServiceNow,included,accepted,17
CalculationInput,CalculationInput:SLAEVT-CTR-090-2027-06-2,source_system_extracts/calculation_inputs.csv,19,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,sla_credit_gap_event,5437.5,SLAEVT-CTR-090-2027-06-2,USD,SLAEVT-CTR-090-2027-06-2,ServiceNow,included,accepted,18
CalculationInput,CalculationInput:VMS-CTR-090-001,source_system_extracts/calculation_inputs.csv,20,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,vms_rate_variance_line,2160,VMS-CTR-090-001,USD,VMS-CTR-090-001,SAP Fieldglass,included,accepted,19
CalculationInput,CalculationInput:VMS-CTR-090-007,source_system_extracts/calculation_inputs.csv,21,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,vms_rate_variance_line,4752,VMS-CTR-090-007,USD,VMS-CTR-090-007,SAP Fieldglass,included,accepted,20
CalculationInput,CalculationInput:VMS-CTR-090-013,source_system_extracts/calculation_inputs.csv,22,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,vms_rate_variance_line,3888,VMS-CTR-090-013,USD,VMS-CTR-090-013,SAP Fieldglass,included,accepted,21
CalculationInput,CalculationInput:VMS-CTR-090-019,source_system_extracts/calculation_inputs.csv,23,skyharbor_global,CTR-090,OP-CTR-090-RECOVERY-001,CALC-OP-CTR-090-RECOVERY-001,vms_rate_variance_line,3024,VMS-CTR-090-019,USD,VMS-CTR-090-019,SAP Fieldglass,included,accepted,22
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-DC-ENT-crew_ops,source_system_extracts/calculation_inputs.csv,24,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,1365,USAGE-CTR-090-2026-07-SF-DC-ENT-crew_ops,inactive_quantity,USAGE-CTR-090-2026-07-SF-DC-ENT-crew_ops,Salesforce Admin,included,accepted,1
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-DC-ENT-airport_ops,source_system_extracts/calculation_inputs.csv,25,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,1234,USAGE-CTR-090-2026-07-SF-DC-ENT-airport_ops,inactive_quantity,USAGE-CTR-090-2026-07-SF-DC-ENT-airport_ops,Salesforce Admin,included,accepted,2
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-DC-ENT-corporate,source_system_extracts/calculation_inputs.csv,26,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,1102,USAGE-CTR-090-2026-07-SF-DC-ENT-corporate,inactive_quantity,USAGE-CTR-090-2026-07-SF-DC-ENT-corporate,Salesforce Admin,included,accepted,3
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-DC-ENT-engineering,source_system_extracts/calculation_inputs.csv,27,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,971,USAGE-CTR-090-2026-07-SF-DC-ENT-engineering,inactive_quantity,USAGE-CTR-090-2026-07-SF-DC-ENT-engineering,Salesforce Admin,included,accepted,4
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-MKT-ENT-crew_ops,source_system_extracts/calculation_inputs.csv,28,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,598,USAGE-CTR-090-2026-07-SF-MKT-ENT-crew_ops,inactive_quantity,USAGE-CTR-090-2026-07-SF-MKT-ENT-crew_ops,Salesforce Admin,included,accepted,5
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-MKT-ENT-airport_ops,source_system_extracts/calculation_inputs.csv,29,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,540,USAGE-CTR-090-2026-07-SF-MKT-ENT-airport_ops,inactive_quantity,USAGE-CTR-090-2026-07-SF-MKT-ENT-airport_ops,Salesforce Admin,included,accepted,6
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-MKT-ENT-corporate,source_system_extracts/calculation_inputs.csv,30,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,483,USAGE-CTR-090-2026-07-SF-MKT-ENT-corporate,inactive_quantity,USAGE-CTR-090-2026-07-SF-MKT-ENT-corporate,Salesforce Admin,included,accepted,7
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-MKT-ENT-engineering,source_system_extracts/calculation_inputs.csv,31,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,425,USAGE-CTR-090-2026-07-SF-MKT-ENT-engineering,inactive_quantity,USAGE-CTR-090-2026-07-SF-MKT-ENT-engineering,Salesforce Admin,included,accepted,8
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-SERVICE-crew_ops,source_system_extracts/calculation_inputs.csv,32,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,780,USAGE-CTR-090-2026-07-SF-SERVICE-crew_ops,inactive_quantity,USAGE-CTR-090-2026-07-SF-SERVICE-crew_ops,Salesforce Admin,included,accepted,9
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-SERVICE-airport_ops,source_system_extracts/calculation_inputs.csv,33,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,705,USAGE-CTR-090-2026-07-SF-SERVICE-airport_ops,inactive_quantity,USAGE-CTR-090-2026-07-SF-SERVICE-airport_ops,Salesforce Admin,included,accepted,10
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-SERVICE-corporate,source_system_extracts/calculation_inputs.csv,34,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,630,USAGE-CTR-090-2026-07-SF-SERVICE-corporate,inactive_quantity,USAGE-CTR-090-2026-07-SF-SERVICE-corporate,Salesforce Admin,included,accepted,11
CalculationInput,CalculationInput:USAGE-CTR-090-2026-07-SF-SERVICE-engineering,source_system_extracts/calculation_inputs.csv,35,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,555,USAGE-CTR-090-2026-07-SF-SERVICE-engineering,inactive_quantity,USAGE-CTR-090-2026-07-SF-SERVICE-engineering,Salesforce Admin,included,accepted,12
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-DC-ENT-crew_ops,source_system_extracts/calculation_inputs.csv,36,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,1234,USAGE-CTR-090-2026-08-SF-DC-ENT-crew_ops,inactive_quantity,USAGE-CTR-090-2026-08-SF-DC-ENT-crew_ops,Salesforce Admin,included,accepted,13
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-DC-ENT-airport_ops,source_system_extracts/calculation_inputs.csv,37,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,1102,USAGE-CTR-090-2026-08-SF-DC-ENT-airport_ops,inactive_quantity,USAGE-CTR-090-2026-08-SF-DC-ENT-airport_ops,Salesforce Admin,included,accepted,14
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-DC-ENT-corporate,source_system_extracts/calculation_inputs.csv,38,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,971,USAGE-CTR-090-2026-08-SF-DC-ENT-corporate,inactive_quantity,USAGE-CTR-090-2026-08-SF-DC-ENT-corporate,Salesforce Admin,included,accepted,15
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-MKT-ENT-crew_ops,source_system_extracts/calculation_inputs.csv,39,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,540,USAGE-CTR-090-2026-08-SF-MKT-ENT-crew_ops,inactive_quantity,USAGE-CTR-090-2026-08-SF-MKT-ENT-crew_ops,Salesforce Admin,included,accepted,16
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-MKT-ENT-airport_ops,source_system_extracts/calculation_inputs.csv,40,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,483,USAGE-CTR-090-2026-08-SF-MKT-ENT-airport_ops,inactive_quantity,USAGE-CTR-090-2026-08-SF-MKT-ENT-airport_ops,Salesforce Admin,included,accepted,17
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-MKT-ENT-corporate,source_system_extracts/calculation_inputs.csv,41,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,425,USAGE-CTR-090-2026-08-SF-MKT-ENT-corporate,inactive_quantity,USAGE-CTR-090-2026-08-SF-MKT-ENT-corporate,Salesforce Admin,included,accepted,18
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-SERVICE-crew_ops,source_system_extracts/calculation_inputs.csv,42,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,705,USAGE-CTR-090-2026-08-SF-SERVICE-crew_ops,inactive_quantity,USAGE-CTR-090-2026-08-SF-SERVICE-crew_ops,Salesforce Admin,included,accepted,19
CalculationInput,CalculationInput:USAGE-CTR-090-2026-08-SF-SERVICE-airport_ops,source_system_extracts/calculation_inputs.csv,43,skyharbor_global,CTR-090,OP-CTR-090-AVOID-001,CALC-OP-CTR-090-AVOID-001,usage_shelfware_cohort,630,USAGE-CTR-090-2026-08-SF-SERVICE-airport_ops,inactive_quantity,USAGE-CTR-090-2026-08-SF-SERVICE-airport_ops,Salesforce Admin,included,accepted,20
CalculationInput,CalculationInput:OP-CTR-090-CONTROL-001,source_system_extracts/calculation_inputs.csv,44,skyharbor_global,CTR-090,OP-CTR-090-NEGOTIATE-001,CALC-OP-CTR-090-NEGOTIATE-001,governance_control_no_financial_input,0,Control evidence only,none,OP-CTR-090-CONTROL-001,AbarVa Source workflow,excluded_pending_conflict,blocked_by_fact_conflict,1
CalculationInput,CalculationInput:OP-CTR-090-CONTROL-001,source_system_extracts/calculation_inputs.csv,45,skyharbor_global,CTR-090,OP-CTR-090-CONTROL-001,CALC-OP-CTR-090-CONTROL-001,governance_control_no_financial_input,0,Control evidence only,none,OP-CTR-090-CONTROL-001,AbarVa Source workflow,non_financial_control,accepted,1
CalculationInput,CalculationInput:AP-CTR-061-2027-03-2,source_system_extracts/calculation_inputs.csv,46,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,ap_rate_variance_line,159424,AP-CTR-061-2027-03-2,USD,AP-CTR-061-2027-03-2,SAP S/4HANA,excluded_pending_conflict,blocked_by_fact_conflict,1
CalculationInput,CalculationInput:AP-CTR-061-2027-04-2,source_system_extracts/calculation_inputs.csv,47,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,ap_rate_variance_line,159800,AP-CTR-061-2027-04-2,USD,AP-CTR-061-2027-04-2,SAP S/4HANA,excluded_pending_conflict,blocked_by_fact_conflict,2
CalculationInput,CalculationInput:AP-CTR-061-2027-05-2,source_system_extracts/calculation_inputs.csv,48,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,ap_rate_variance_line,160176,AP-CTR-061-2027-05-2,USD,AP-CTR-061-2027-05-2,SAP S/4HANA,excluded_pending_conflict,blocked_by_fact_conflict,3
CalculationInput,CalculationInput:AP-CTR-061-2027-06-2,source_system_extracts/calculation_inputs.csv,49,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,ap_rate_variance_line,160552,AP-CTR-061-2027-06-2,USD,AP-CTR-061-2027-06-2,SAP S/4HANA,excluded_pending_conflict,blocked_by_fact_conflict,4
CalculationInput,CalculationInput:SLAEVT-CTR-061-2026-07-1,source_system_extracts/calculation_inputs.csv,50,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2026-07-1,USD,SLAEVT-CTR-061-2026-07-1,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,5
CalculationInput,CalculationInput:SLAEVT-CTR-061-2026-09-3,source_system_extracts/calculation_inputs.csv,51,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2026-09-3,USD,SLAEVT-CTR-061-2026-09-3,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,6
CalculationInput,CalculationInput:SLAEVT-CTR-061-2026-10-2,source_system_extracts/calculation_inputs.csv,52,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2026-10-2,USD,SLAEVT-CTR-061-2026-10-2,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,7
CalculationInput,CalculationInput:SLAEVT-CTR-061-2026-11-1,source_system_extracts/calculation_inputs.csv,53,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2026-11-1,USD,SLAEVT-CTR-061-2026-11-1,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,8
CalculationInput,CalculationInput:SLAEVT-CTR-061-2027-01-3,source_system_extracts/calculation_inputs.csv,54,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2027-01-3,USD,SLAEVT-CTR-061-2027-01-3,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,9
CalculationInput,CalculationInput:SLAEVT-CTR-061-2027-02-2,source_system_extracts/calculation_inputs.csv,55,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2027-02-2,USD,SLAEVT-CTR-061-2027-02-2,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,10
CalculationInput,CalculationInput:SLAEVT-CTR-061-2027-03-1,source_system_extracts/calculation_inputs.csv,56,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2027-03-1,USD,SLAEVT-CTR-061-2027-03-1,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,11
CalculationInput,CalculationInput:SLAEVT-CTR-061-2027-05-3,source_system_extracts/calculation_inputs.csv,57,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2027-05-3,USD,SLAEVT-CTR-061-2027-05-3,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,12
CalculationInput,CalculationInput:SLAEVT-CTR-061-2027-06-2,source_system_extracts/calculation_inputs.csv,58,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,sla_credit_gap_event,12430.56,SLAEVT-CTR-061-2027-06-2,USD,SLAEVT-CTR-061-2027-06-2,ServiceNow,excluded_pending_conflict,blocked_by_fact_conflict,13
CalculationInput,CalculationInput:VMS-CTR-061-001,source_system_extracts/calculation_inputs.csv,59,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,vms_rate_variance_line,2160,VMS-CTR-061-001,USD,VMS-CTR-061-001,SAP Fieldglass,excluded_pending_conflict,blocked_by_fact_conflict,14
CalculationInput,CalculationInput:VMS-CTR-061-007,source_system_extracts/calculation_inputs.csv,60,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,vms_rate_variance_line,4752,VMS-CTR-061-007,USD,VMS-CTR-061-007,SAP Fieldglass,excluded_pending_conflict,blocked_by_fact_conflict,15
CalculationInput,CalculationInput:VMS-CTR-061-013,source_system_extracts/calculation_inputs.csv,61,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,vms_rate_variance_line,3888,VMS-CTR-061-013,USD,VMS-CTR-061-013,SAP Fieldglass,excluded_pending_conflict,blocked_by_fact_conflict,16
CalculationInput,CalculationInput:VMS-CTR-061-019,source_system_extracts/calculation_inputs.csv,62,skyharbor_global,CTR-061,OP-CTR-061-RECOVERY-001,CALC-OP-CTR-061-RECOVERY-001,vms_rate_variance_line,3024,VMS-CTR-061-019,USD,VMS-CTR-061-019,SAP Fieldglass,excluded_pending_conflict,blocked_by_fact_conflict,17
CalculationInput,CalculationInput:OP-CTR-061-CONTROL-001,source_system_extracts/calculation_inputs.csv,63,skyharbor_global,CTR-061,OP-CTR-061-AVOID-001,CALC-OP-CTR-061-AVOID-001,governance_control_no_financial_input,0,Control evidence only,none,OP-CTR-061-CONTROL-001,AbarVa Source workflow,excluded_pending_conflict,blocked_by_fact_conflict,1
CalculationInput,CalculationInput:OP-CTR-061-CONTROL-001,source_system_extracts/calculation_inputs.csv,64,skyharbor_global,CTR-061,OP-CTR-061-NEGOTIATE-001,CALC-OP-CTR-061-NEGOTIATE-001,governance_control_no_financial_input,0,Control evidence only,none,OP-CTR-061-CONTROL-001,AbarVa Source workflow,excluded_pending_conflict,blocked_by_fact_conflict,1
CalculationInput,CalculationInput:OP-CTR-061-CONTROL-001,source_system_extracts/calculation_inputs.csv,65,skyharbor_global,CTR-061,OP-CTR-061-CONTROL-001,CALC-OP-CTR-061-CONTROL-001,governance_control_no_financial_input,0,Control evidence only,none,OP-CTR-061-CONTROL-001,AbarVa Source workflow,non_financial_control,accepted,1
