canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,service_id,application_id,incident_id,event_date,severity,sla_name,target_attainment_rate,actual_attainment_rate,breach_state,fee_base_usd,credit_formula,exclusion_code,vendor_responsibility_state,claim_window_deadline,service_credits_earned_usd,service_credits_claimed_usd,service_credits_received_usd,dispute_state,review_state,row_hash
SlaEvent,SlaEvent:SLAEVT-CTR-090-2026-10-3,source_system_extracts/sla_event_extract.csv,13,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2026-10-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-32,2026-10-12,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2026-11-15,0,0,0,,accepted,03fe1eecc99e70baacdfd3117d0cb1407607ed00c545dc623250f71343a2082f
SlaEvent,SlaEvent:SLAEVT-CTR-090-2026-11-1,source_system_extracts/sla_event_extract.csv,14,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2026-11-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-40,2026-11-10,sev1,Platform availability,0.99,0.965,breached,1208333.33,1.25% of monthly fee base for qualifying breach,,accepted,2026-12-15,15104.17,9666.67,6041.67,,claim_review_ready,3a932e2d920e8492fbd657fd1c995c515879ec76967c5e4e4ba220be5a1d6488
SlaEvent,SlaEvent:SLAEVT-CTR-090-2026-11-2,source_system_extracts/sla_event_extract.csv,15,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2026-11-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-41,2026-11-11,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2026-12-15,0,0,0,,accepted,5a136a3382e1786a455311daa2a5bdb98ea86f6a72a03c0a7c07fcbb26db3151
SlaEvent,SlaEvent:SLAEVT-CTR-090-2026-11-3,source_system_extracts/sla_event_extract.csv,16,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2026-11-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-42,2026-11-12,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2026-12-15,0,0,0,,accepted,387a073551430e828ff3b0b40d22b28e60b3da1317bba5abb20623293573e9c2
SlaEvent,SlaEvent:SLAEVT-CTR-090-2026-12-1,source_system_extracts/sla_event_extract.csv,17,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2026-12-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-50,2026-12-10,sev3,Platform availability,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-01-15,0,0,0,,accepted,3fbc836ba6a8d705c22f1909c59f4ba6f66e3f62a855b72b85ba7f7a37f57542
SlaEvent,SlaEvent:SLAEVT-CTR-090-2026-12-2,source_system_extracts/sla_event_extract.csv,18,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2026-12-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-51,2026-12-11,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-01-15,0,0,0,,accepted,3244ca1ba6fa29228bc7681e307f1493819967bf2719acfbade7cfcbf0e5eb80
SlaEvent,SlaEvent:SLAEVT-CTR-090-2026-12-3,source_system_extracts/sla_event_extract.csv,19,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2026-12-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-52,2026-12-12,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-01-15,0,0,0,,accepted,0c97615b45f1320d782c9ac84eac6c6938566cd68e3160688ba6a1180b1c66e4
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-01-1,source_system_extracts/sla_event_extract.csv,20,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-01-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-60,2027-01-10,sev3,Platform availability,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-02-15,0,0,0,,accepted,3442c7294991ef69b3c9a22c6e53c152b4be04a585bcb63e6960a6dd633b9a21
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-01-2,source_system_extracts/sla_event_extract.csv,21,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-01-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-61,2027-01-11,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-02-15,0,0,0,,accepted,d26576ec6feac5e6a9b407f226839100a825a4d838defef78f128d8cb8e5b92e
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-01-3,source_system_extracts/sla_event_extract.csv,22,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-01-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-62,2027-01-12,sev2,Priority incident response,0.99,0.973,breached,1208333.33,1.25% of monthly fee base for qualifying breach,planned_maintenance_review,supplier_disputed,2027-02-15,15104.17,0,0,supplier_disputed,disputed,58227da55f11c4d74ac2fd9a1d4dc4e5382c4d789f1a97f398ede6b5d2ae5ecb
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-02-1,source_system_extracts/sla_event_extract.csv,23,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-02-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-70,2027-02-10,sev3,Platform availability,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-03-15,0,0,0,,accepted,2c404191c3fcb26d0bbff32251fa0cf652f5a720790a5fc02623ef6ccfd932b5
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-02-2,source_system_extracts/sla_event_extract.csv,24,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-02-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-71,2027-02-11,sev2,Priority incident response,0.99,0.969,breached,1208333.33,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2027-03-15,15104.17,0,0,supplier_disputed,disputed,2d503d9e68b8affe7e371714288acfd528e52ecb25894e5914f64e9d4b572be5
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-02-3,source_system_extracts/sla_event_extract.csv,25,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-02-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-72,2027-02-12,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-03-15,0,0,0,,accepted,9cc3076045d6254d8212f6b0f65f2877c30956ae7e4e3b93176fc000f3adbacc
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-03-1,source_system_extracts/sla_event_extract.csv,26,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-03-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-80,2027-03-10,sev1,Platform availability,0.99,0.965,breached,1208333.33,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2027-04-15,15104.17,0,0,supplier_disputed,disputed,c07134e4a4337062bf009ddf37a06e70a568336a2290b83db033482a024f6289
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-03-2,source_system_extracts/sla_event_extract.csv,27,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-03-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-81,2027-03-11,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-04-15,0,0,0,,accepted,5b4a197eba5dc8931659f2b74640896b249ea3cb97d9de88e7d722c03baea94e
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-03-3,source_system_extracts/sla_event_extract.csv,28,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-03-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-82,2027-03-12,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-04-15,0,0,0,,accepted,fa030f4a2af0b61e3e13610eb0b0f28fcaae6158e6e430c5becb95d5dbf920bc
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-04-1,source_system_extracts/sla_event_extract.csv,29,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-04-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-90,2027-04-10,sev3,Platform availability,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-05-15,0,0,0,,accepted,5b16f2fdc721336898ada574e47deda624f471ec1e3eae1e38d2f1a98cee5177
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-04-2,source_system_extracts/sla_event_extract.csv,30,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-04-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-91,2027-04-11,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-05-15,0,0,0,,accepted,6b09df71906b705f37557377dfbdab50657bec9a6bcb9d6b7064eb930115162a
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-04-3,source_system_extracts/sla_event_extract.csv,31,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-04-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-92,2027-04-12,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-05-15,0,0,0,,accepted,df7f9e7a3b4467d93b512165bd8bb06c3fba46f50e3e67d77b3ae3a4490121d6
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-05-1,source_system_extracts/sla_event_extract.csv,32,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-05-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-100,2027-05-10,sev3,Platform availability,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-06-15,0,0,0,,accepted,7ec3374931dd284ac7b5311c9425ee9cf4666e52bc32112e87752dea6c1d663e
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-05-2,source_system_extracts/sla_event_extract.csv,33,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-05-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-101,2027-05-11,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-06-15,0,0,0,,accepted,1b6440c19dfb9057c5768bc8ae69f44e739d2e092c674f97bf4554a581f03fa3
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-05-3,source_system_extracts/sla_event_extract.csv,34,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-05-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-102,2027-05-12,sev2,Priority incident response,0.99,0.973,breached,1208333.33,1.25% of monthly fee base for qualifying breach,planned_maintenance_review,accepted,2027-06-15,15104.17,9666.67,0,,claim_review_ready,4ac0a4c4341580447f3efa30cdc5b79da225d307e2c4f3478c70429f8377c99d
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-06-1,source_system_extracts/sla_event_extract.csv,35,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-06-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM,APP-CX-360,INC-CTR-090-110,2027-06-10,sev3,Platform availability,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-06-30,0,0,0,,accepted,34c0450deb7ae2b7a690e1c1e5e92208235eb8dc5874335e64aee38e7206a8f1
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-06-2,source_system_extracts/sla_event_extract.csv,36,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-06-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-SUPPORT,APP-CX-360-1,INC-CTR-090-111,2027-06-11,sev2,Priority incident response,0.99,0.969,breached,1208333.33,1.25% of monthly fee base for qualifying breach,,accepted,2027-06-30,15104.17,9666.67,0,,claim_review_ready,717eaa5bbae180a5366dde5dca5802192b11c8c15b8479f729b8a6354f952db2
SlaEvent,SlaEvent:SLAEVT-CTR-090-2027-06-3,source_system_extracts/sla_event_extract.csv,37,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-090-2027-06-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SVC-CUSTOMER-PLATFORM-INTEGRATION,APP-CX-360-2,INC-CTR-090-112,2027-06-12,sev3,Priority incident response,0.99,0.995,met,1208333.33,1.25% of monthly fee base for qualifying breach,,,2027-06-30,0,0,0,,accepted,0094e7df6a2037f9b20695b43f2718823711516fb328ab8e968ca4d5cf4b3466
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-07-1,source_system_extracts/sla_event_extract.csv,38,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-07-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-00,2026-07-10,sev1,Platform availability,0.99,0.965,breached,994444.44,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2026-08-15,12430.56,0,0,supplier_disputed,disputed,0709d062e5216674d91135d95078c38fb7338bf23f134cd0eed3e072bb8ddc9e
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-07-2,source_system_extracts/sla_event_extract.csv,39,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-07-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-01,2026-07-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-08-15,0,0,0,,accepted,d0e0d3994098635b33f594f398ec263592d91d9ab3cb48f45253acc675e82546
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-07-3,source_system_extracts/sla_event_extract.csv,40,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-07-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-02,2026-07-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-08-15,0,0,0,,accepted,802280438e7bfe6d81719872bb929c22c3b6aa381104bbbeea85ec0e84d612a1
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-08-1,source_system_extracts/sla_event_extract.csv,41,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-08-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-10,2026-08-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-09-15,0,0,0,,accepted,1f18409b311e74229b53055eb7a7c24d467946f0e858f22a2f381efd2df403e3
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-08-2,source_system_extracts/sla_event_extract.csv,42,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-08-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-11,2026-08-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-09-15,0,0,0,,accepted,26f540e1814d54eada02367a1d4fff59a2e80ea36537a6a17e989898392ffab9
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-08-3,source_system_extracts/sla_event_extract.csv,43,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-08-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-12,2026-08-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-09-15,0,0,0,,accepted,d6021c925b3f19ea96e58a5382365c9538ac111dd617602474b6624d8bcd211a
