tenant_key,entity_id,entity_name,entity_scope,asset_id,asset_name,hosting_model,platform,region_or_datacenter,annual_cost_usd,resilience_tier,owner_team,modernization_note,source_file,source_row,value_source,source_basis
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-001-infra-0,Brightmark Azure landing zone,cloud,cloud,mixed portfolio locations,,critical,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,34,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-002-infra-1,Brightmark AWS workload account,network,network,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,35,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-003-infra-2,Brightmark plant network segment,endpoint,endpoint,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,36,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-004-infra-3,Brightmark endpoint fleet,identity,identity,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,37,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-005-infra-4,Brightmark identity tenant,backup,backup,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,38,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-006-infra-5,Brightmark backup vault,integration,integration,mixed portfolio locations,,critical,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,39,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-007-infra-6,Brightmark data gateway,security,security,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,40,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-008-infra-7,Brightmark API gateway,observability,observability,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,41,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-009-infra-8,Brightmark VDI pool,cloud,cloud,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,42,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-010-infra-9,Brightmark warehouse Wi-Fi,network,network,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,43,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-011-infra-10,Brightmark OT firewall,endpoint,endpoint,mixed portfolio locations,,critical,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,44,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-012-infra-11,Brightmark monitoring workspace,identity,identity,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,45,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-013-infra-12,Brightmark branch SD-WAN,backup,backup,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,46,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-014-infra-13,Brightmark mobile device fleet,integration,integration,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,47,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-015-infra-14,Brightmark secrets vault,security,security,mixed portfolio locations,,high,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,48,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,INFRA-OPCO-BMS-016-infra-15,Brightmark observability collector,observability,observability,mixed portfolio locations,,critical,Brightmark Marketing Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,49,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-001-infra-0,Forge & Field Azure landing zone,cloud,cloud,mixed portfolio locations,,critical,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,50,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-002-infra-1,Forge & Field AWS workload account,network,network,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,51,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-003-infra-2,Forge & Field plant network segment,endpoint,endpoint,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,52,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-004-infra-3,Forge & Field endpoint fleet,identity,identity,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,53,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-005-infra-4,Forge & Field identity tenant,backup,backup,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,54,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-006-infra-5,Forge & Field backup vault,integration,integration,mixed portfolio locations,,critical,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,55,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-007-infra-6,Forge & Field data gateway,security,security,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,56,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-008-infra-7,Forge & Field API gateway,observability,observability,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,57,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-009-infra-8,Forge & Field VDI pool,cloud,cloud,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,58,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-010-infra-9,Forge & Field warehouse Wi-Fi,network,network,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,59,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-011-infra-10,Forge & Field OT firewall,endpoint,endpoint,mixed portfolio locations,,critical,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,60,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-012-infra-11,Forge & Field monitoring workspace,identity,identity,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,61,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-013-infra-12,Forge & Field branch SD-WAN,backup,backup,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,62,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-014-infra-13,Forge & Field mobile device fleet,integration,integration,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,63,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-015-infra-14,Forge & Field secrets vault,security,security,mixed portfolio locations,,high,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,64,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,INFRA-OPCO-FFF-016-infra-15,Forge & Field observability collector,observability,observability,mixed portfolio locations,,critical,Forge & Field Consumer Products,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,65,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-001-infra-0,Great Lakes Pantry Azure landing zone,cloud,cloud,mixed portfolio locations,,critical,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,66,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-002-infra-1,Great Lakes Pantry AWS workload account,network,network,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,67,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-003-infra-2,Great Lakes Pantry plant network segment,endpoint,endpoint,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,68,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-004-infra-3,Great Lakes Pantry endpoint fleet,identity,identity,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,69,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
