tenant,decision_id,object_type,endpoint_label_hash,endpoint_label,unresolved_endpoint_occurrences,affected_relationship_rows,first_source_row_number,proposed_decision_required,allowed_decision_one,allowed_decision_two,blocked_decision,hard_gate_required_before_write,report_only
tenant-06,sdg-0f7b0c7e5691618d,application_system,0f7b0c7e5691618d,,33,33,56,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-2ca984d7b8eb21e7,application_system,2ca984d7b8eb21e7,,33,33,12,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-b95191cae47ffef1,application_system,b95191cae47ffef1,,33,33,108,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-cd0ff6c2f9917a72,ai_use_case,cd0ff6c2f9917a72,,32,32,9,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-fa7b3bed6a2e06f5,ai_use_case,fa7b3bed6a2e06f5,,32,32,3,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-f7730fff2694092f,data_asset,f7730fff2694092f,,32,32,7,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-66e32c14c5b41062,metric_outcome,66e32c14c5b41062,,32,32,6,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-0b89a63c1bed33fb,program_initiative,0b89a63c1bed33fb,,32,32,2,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-9964513941eb8ebc,program_initiative,9964513941eb8ebc,,32,32,8,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-c8ca41193c8dfd62,risk_control,c8ca41193c8dfd62,,32,32,4,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-c909f12de43ff0d6,vendor_contract,c909f12de43ff0d6,,32,32,5,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-71a99840e6e24756,application_system,71a99840e6e24756,,32,32,191,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-8072dda2a1cb8d4d,data_asset,8072dda2a1cb8d4d,,31,31,13,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-162704ab454867f4,metric_outcome,162704ab454867f4,,31,31,12,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-6cd78a61084c0936,risk_control,6cd78a61084c0936,,31,31,10,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-822c0a614dd5a602,vendor_contract,822c0a614dd5a602,,31,31,11,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-8f9a76bfefbe981f,data_asset,8f9a76bfefbe981f,,28,28,31,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-07,sdg-747b2fc47c0905ea,program_initiative,747b2fc47c0905ea,,26,26,3188,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-7c573fd2aa7cc919,application_system,7c573fd2aa7cc919,,25,25,99,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-1a91cd25a4d15bdb,workforce_role,1a91cd25a4d15bdb,,24,24,2,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-03,sdg-e37c18fb1910f0b3,workforce_role,e37c18fb1910f0b3,,24,24,1143,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-2f7967dcf2bc29b1,application_system,2f7967dcf2bc29b1,,24,24,48,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-6c4838856a1aad37,application_system,6c4838856a1aad37,,24,24,21,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-77fdfbfd77b3e99b,application_system,77fdfbfd77b3e99b,,24,24,40,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-5127be4e772f0df4,workforce_role,5127be4e772f0df4,,23,23,4,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-9e4d86c48ebf1784,workforce_role,9e4d86c48ebf1784,,23,23,8,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-75a68aaf22504bd1,application_system,75a68aaf22504bd1,,22,22,2,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-2850ceb965ad942c,data_asset,2850ceb965ad942c,,22,22,3,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-c7a30e3954572464,application_system,c7a30e3954572464,,22,22,123,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-7c5590b96574298f,workforce_role,7c5590b96574298f,,21,21,5,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-857882326e195d06,application_system,857882326e195d06,,21,21,14,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-c8d0e783e4c11521,application_system,c8d0e783e4c11521,,21,21,8,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-48e1b1991fb9ac41,data_asset,48e1b1991fb9ac41,,21,21,15,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-b05e0813d766a328,data_asset,b05e0813d766a328,,21,21,9,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-152247704492f198,metric_outcome,152247704492f198,,21,21,7,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-49aae493864885cb,metric_outcome,49aae493864885cb,,21,21,19,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-f9dc9bae9a9425fc,metric_outcome,f9dc9bae9a9425fc,,21,21,13,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-914389919131d7e6,program_initiative,914389919131d7e6,,21,21,10,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-c5d0359c231bd05f,program_initiative,c5d0359c231bd05f,,21,21,4,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-ffd4f800432bccd0,program_initiative,ffd4f800432bccd0,,21,21,16,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-5602ea016cb5b655,risk_control,5602ea016cb5b655,,21,21,18,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-ac479177a95e5f44,risk_control,ac479177a95e5f44,,21,21,6,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-de3de809ca642558,risk_control,de3de809ca642558,,21,21,12,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-c0946398d0772e46,vendor_contract,c0946398d0772e46,,21,21,11,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-f0eca5c40fa8a1b6,vendor_contract,f0eca5c40fa8a1b6,,21,21,17,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-02,sdg-f3524f4736e7a1e2,vendor_contract,f3524f4736e7a1e2,,21,21,5,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-2c5a77676a73b455,data_asset,2c5a77676a73b455,,20,20,43,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-30b26f4b26db6107,workforce_role,30b26f4b26db6107,,20,20,41,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-03,sdg-1d3abd1ee49bbe0a,application_system,1d3abd1ee49bbe0a,,20,20,1569,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-303865baca059895,application_system,303865baca059895,,20,20,283,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-790d5903f0693a60,workforce_role,790d5903f0693a60,,19,19,65,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-03,sdg-827097e56b7683f9,workforce_role,827097e56b7683f9,,19,19,374,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-03,sdg-49a0cdc03d499bff,workforce_role,49a0cdc03d499bff,,17,17,340,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-7101e60109e3ce5c,application_system,7101e60109e3ce5c,,17,17,90,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-03,sdg-0f5df277ebcaabce,workforce_role,0f5df277ebcaabce,,16,16,285,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-4193dafcff681ff6,application_system,4193dafcff681ff6,,16,16,82,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-c074f682421a261b,application_system,c074f682421a261b,,16,16,74,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-03,sdg-08b359a2cd622876,workforce_role,08b359a2cd622876,,15,15,341,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-0d949aa73005cb4f,workforce_role,0d949aa73005cb4f,,14,14,563,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-e1778995a4fdc739,workforce_role,e1778995a4fdc739,,14,14,1387,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-06,sdg-fb32380891ee7500,data_asset,fb32380891ee7500,,14,14,177,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-07,sdg-c01fc8b1c820cd12,workforce_role,c01fc8b1c820cd12,,14,14,566,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-5f0361efbc50423c,workforce_role,5f0361efbc50423c,,13,13,3,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-01,sdg-a3e908a8c87b7d1d,workforce_role,a3e908a8c87b7d1d,,13,13,7,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
tenant-03,sdg-2cd8457da22fc5b0,workforce_role,2cd8457da22fc5b0,,13,13,284,catalogue-object-from-real-evidence-or-retire-edge-never-create-node-to-satisfy-edge,catalogue_existing_or_new_canonical_object_from_source_evidence,retire_or_correct_relationship_edge_with_source_owner_approval,never_create_placeholder_node_to_satisfy_edge,true,true
