change_id,planned_start,planned_end,ci_id,business_service,change_type,risk_level,approval_group,implementation_owner,status,backout_plan_tested,caused_incident_id,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
CHG0048010,2026-05-11,2026-05-11,CI-SVC-035,Telehealth Platform,Normal,Medium,Enterprise CAB,Payer Platform Operations,Scheduled,true,,ServiceNow,CHG48010,Change Management,2026-05-01,0.83,true,
CHG0048011,2026-06-12,2026-06-12,CI-APP-040,Contract Lifecycle Management,Normal,Low,Enterprise CAB,Integration Operations,Failed,true,INC0120011,ServiceNow,CHG48011,Change Management,2026-05-01,0.83,false,
CHG0048012,2026-01-13,2026-01-13,CI-DATA-045,Referral Management,Standard,Low,Clinical Change Advisory Board,Payer Platform Operations,Implemented,true,,ServiceNow,CHG48012,Change Management,2026-05-01,0.83,true,
CHG0048013,2026-02-14,2026-02-14,CI-SVC-050,Clinical Trial Matching,Normal,Low,Enterprise CAB,Integration Operations,Scheduled,true,,ServiceNow,CHG48013,Change Management,2026-05-01,0.83,true,
CHG0048014,2026-03-15,2026-03-15,CI-APP-055,Telehealth Platform,Normal,Low,Enterprise CAB,Payer Platform Operations,Scheduled,false,,ServiceNow,CHG48014,Change Management,2026-05-01,0.83,true,
CHG0048015,2026-04-16,2026-04-16,CI-DATA-060,Contract Lifecycle Management,Normal,Medium,Clinical Change Advisory Board,Integration Operations,Implemented,true,,ServiceNow,CHG48015,Change Management,2026-05-01,0.83,true,
CHG0048016,2026-05-17,2026-05-17,CI-SVC-065,Referral Management,Standard,Low,Enterprise CAB,Payer Platform Operations,Scheduled,true,,ServiceNow,CHG48016,Change Management,2026-05-01,0.83,true,
CHG0048017,2026-06-18,2026-06-18,CI-SVC-CONTACT-CENTER,Contact Center Operations,Emergency,High,Enterprise CAB,Contact Center Technology,Scheduled,true,,ServiceNow,CHG48017,Change Management,2026-05-01,0.83,true,
CHG0048018,2026-01-19,2026-01-19,CI-DATA-RESEARCH-LAKE,Research Analytics,Normal,Low,Clinical Change Advisory Board,IT Sourcing,Implemented,true,,ServiceNow,CHG48018,Change Management,2026-05-01,0.83,true,
CHG0048019,2026-02-20,2026-02-20,CI-CLOUD-AWS-PROD,Cloud Hosting,Normal,Low,Enterprise CAB,Contact Center Technology,Scheduled,true,,ServiceNow,CHG48019,Change Management,2026-05-01,0.83,true,
CHG0048020,2026-03-21,2026-03-21,CI-DATA-003,Pharmacy Dispensing,Standard,Medium,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48020,Change Management,2026-05-01,0.83,true,
CHG0048021,2026-04-22,2026-04-22,CI-SVC-008,Provider Directory,Normal,Low,Clinical Change Advisory Board,EHR Platform Engineering,Implemented,false,,ServiceNow,CHG48021,Change Management,2026-05-01,0.83,true,
CHG0048022,2026-05-23,2026-05-23,CI-APP-013,Secure Research Workspace,Normal,Low,Enterprise CAB,Cloud Platform Services,Failed,true,INC0120022,ServiceNow,CHG48022,Change Management,2026-05-01,0.83,false,
CHG0048023,2026-06-24,2026-06-24,CI-DATA-018,Master Data Management,Normal,Low,Enterprise CAB,EHR Platform Engineering,Scheduled,true,,ServiceNow,CHG48023,Change Management,2026-05-01,0.83,true,
CHG0048024,2026-01-25,2026-01-25,CI-SVC-023,Pharmacy Dispensing,Standard,Low,Clinical Change Advisory Board,Cloud Platform Services,Implemented,true,,ServiceNow,CHG48024,Change Management,2026-05-01,0.83,true,
CHG0048025,2026-02-26,2026-02-26,CI-APP-028,Provider Directory,Normal,Medium,Enterprise CAB,EHR Platform Engineering,Scheduled,true,,ServiceNow,CHG48025,Change Management,2026-05-01,0.83,true,
CHG0048026,2026-03-01,2026-03-01,CI-DATA-033,Secure Research Workspace,Normal,Low,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48026,Change Management,2026-05-01,0.83,true,
CHG0048027,2026-04-02,2026-04-02,CI-SVC-038,Master Data Management,Normal,Low,Clinical Change Advisory Board,EHR Platform Engineering,Implemented,true,,ServiceNow,CHG48027,Change Management,2026-05-01,0.83,true,
CHG0048028,2026-05-03,2026-05-03,CI-APP-043,Pharmacy Dispensing,Standard,Low,Enterprise CAB,Cloud Platform Services,Scheduled,false,,ServiceNow,CHG48028,Change Management,2026-05-01,0.83,true,
CHG0048029,2026-06-04,2026-06-04,CI-DATA-048,Provider Directory,Normal,Low,Enterprise CAB,EHR Platform Engineering,Scheduled,true,,ServiceNow,CHG48029,Change Management,2026-05-01,0.83,true,
CHG0048030,2026-01-05,2026-01-05,CI-SVC-053,Secure Research Workspace,Normal,Medium,Clinical Change Advisory Board,Cloud Platform Services,Implemented,true,,ServiceNow,CHG48030,Change Management,2026-05-01,0.83,true,
CHG0048031,2026-02-06,2026-02-06,CI-APP-058,Master Data Management,Normal,Low,Enterprise CAB,EHR Platform Engineering,Scheduled,true,,ServiceNow,CHG48031,Change Management,2026-05-01,0.83,true,
CHG0048032,2026-03-07,2026-03-07,CI-DATA-063,Pharmacy Dispensing,Standard,Low,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48032,Change Management,2026-05-01,0.83,true,
CHG0048033,2026-04-08,2026-04-08,CI-APP-EPIC-CABOODLE,Clinical Analytics,Normal,Low,Clinical Change Advisory Board,Integration Operations,Failed,true,INC0120033,ServiceNow,CHG48033,Change Management,2026-05-01,0.83,false,
CHG0048034,2026-05-09,2026-05-09,CI-APP-ORACLE-ERP,Finance and Procurement,Emergency,High,Enterprise CAB,Payer Platform Operations,Scheduled,true,,ServiceNow,CHG48034,Change Management,2026-05-01,0.83,true,
CHG0048035,2026-06-10,2026-06-10,CI-SEC-OKTA,Identity and Access,Normal,Medium,Enterprise CAB,Integration Operations,Scheduled,false,,ServiceNow,CHG48035,Change Management,2026-05-01,0.83,true,
CHG0048036,2026-01-11,2026-01-11,CI-APP-001,PACS Imaging,Standard,Low,Clinical Change Advisory Board,Revenue Cycle Technology,Implemented,true,,ServiceNow,CHG48036,Change Management,2026-05-01,0.83,true,
CHG0048037,2026-02-12,2026-02-12,CI-DATA-006,Claims Gateway,Normal,Low,Enterprise CAB,Cybersecurity Governance,Scheduled,true,,ServiceNow,CHG48037,Change Management,2026-05-01,0.83,true,
CHG0048038,2026-03-13,2026-03-13,CI-SVC-011,Bioinformatics Pipeline,Normal,Low,Enterprise CAB,Revenue Cycle Technology,Scheduled,true,,ServiceNow,CHG48038,Change Management,2026-05-01,0.83,true,
CHG0048039,2026-04-14,2026-04-14,CI-APP-016,Patient Messaging,Normal,Low,Clinical Change Advisory Board,Cybersecurity Governance,Implemented,true,,ServiceNow,CHG48039,Change Management,2026-05-01,0.83,true,
CHG0048040,2026-05-15,2026-05-15,CI-DATA-021,PACS Imaging,Standard,Medium,Enterprise CAB,Revenue Cycle Technology,Scheduled,true,,ServiceNow,CHG48040,Change Management,2026-05-01,0.83,true,
CHG0048041,2026-06-16,2026-06-16,CI-SVC-026,Claims Gateway,Normal,Low,Enterprise CAB,Cybersecurity Governance,Scheduled,true,,ServiceNow,CHG48041,Change Management,2026-05-01,0.83,true,
CHG0048042,2026-01-17,2026-01-17,CI-APP-031,Bioinformatics Pipeline,Normal,Low,Clinical Change Advisory Board,Revenue Cycle Technology,Implemented,false,,ServiceNow,CHG48042,Change Management,2026-05-01,0.83,true,
CHG0048043,2026-02-18,2026-02-18,CI-DATA-036,Patient Messaging,Normal,Low,Enterprise CAB,Cybersecurity Governance,Scheduled,true,,ServiceNow,CHG48043,Change Management,2026-05-01,0.83,true,
CHG0048044,2026-03-19,2026-03-19,CI-SVC-041,PACS Imaging,Standard,Low,Enterprise CAB,Revenue Cycle Technology,Failed,true,INC0120044,ServiceNow,CHG48044,Change Management,2026-05-01,0.83,false,
CHG0048045,2026-04-20,2026-04-20,CI-APP-046,Claims Gateway,Normal,Medium,Clinical Change Advisory Board,Cybersecurity Governance,Implemented,true,,ServiceNow,CHG48045,Change Management,2026-05-01,0.83,true,
CHG0048046,2026-05-21,2026-05-21,CI-DATA-051,Bioinformatics Pipeline,Normal,Low,Enterprise CAB,Revenue Cycle Technology,Scheduled,true,,ServiceNow,CHG48046,Change Management,2026-05-01,0.83,true,
CHG0048047,2026-06-22,2026-06-22,CI-SVC-056,Patient Messaging,Normal,Low,Enterprise CAB,Cybersecurity Governance,Scheduled,true,,ServiceNow,CHG48047,Change Management,2026-05-01,0.83,true,
CHG0048048,2026-01-23,2026-01-23,CI-APP-061,PACS Imaging,Standard,Low,Clinical Change Advisory Board,Revenue Cycle Technology,Implemented,true,,ServiceNow,CHG48048,Change Management,2026-05-01,0.83,true,
CHG0048049,2026-02-24,2026-02-24,CI-DATA-066,Claims Gateway,Normal,Low,Enterprise CAB,Cybersecurity Governance,Scheduled,false,,ServiceNow,CHG48049,Change Management,2026-05-01,0.83,true,
CHG0048050,2026-03-25,2026-03-25,CI-APP-SALESFORCE-HEALTH,CRM and Care Navigation,Normal,Medium,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48050,Change Management,2026-05-01,0.83,true,
CHG0048051,2026-04-26,2026-04-26,CI-PLAT-DATABRICKS,Advanced Analytics,Emergency,High,Clinical Change Advisory Board,EHR Platform Engineering,Implemented,true,,ServiceNow,CHG48051,Change Management,2026-05-01,0.83,true,
CHG0048052,2026-05-01,2026-05-01,CI-CLOUD-AZURE-PROD,Cloud Hosting,Standard,Low,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48052,Change Management,2026-05-01,0.83,true,
CHG0048053,2026-06-02,2026-06-02,CI-APP-004,Provider Scheduling,Normal,Low,Enterprise CAB,Research Technology Office,Scheduled,true,,ServiceNow,CHG48053,Change Management,2026-05-01,0.83,true,
CHG0048054,2026-01-03,2026-01-03,CI-DATA-009,Utilization Management,Normal,Low,Clinical Change Advisory Board,Clinical Informatics,Implemented,true,,ServiceNow,CHG48054,Change Management,2026-05-01,0.83,true,
CHG0048055,2026-02-04,2026-02-04,CI-SVC-014,Nurse Triage Platform,Normal,Medium,Enterprise CAB,Research Technology Office,Failed,true,INC0120055,ServiceNow,CHG48055,Change Management,2026-05-01,0.83,false,
CHG0048056,2026-03-05,2026-03-05,CI-APP-019,Document Management,Standard,Low,Enterprise CAB,Clinical Informatics,Scheduled,false,,ServiceNow,CHG48056,Change Management,2026-05-01,0.83,true,
CHG0048057,2026-04-06,2026-04-06,CI-DATA-024,Provider Scheduling,Normal,Low,Clinical Change Advisory Board,Research Technology Office,Implemented,true,,ServiceNow,CHG48057,Change Management,2026-05-01,0.83,true,
CHG0048058,2026-05-07,2026-05-07,CI-SVC-029,Utilization Management,Normal,Low,Enterprise CAB,Clinical Informatics,Scheduled,true,,ServiceNow,CHG48058,Change Management,2026-05-01,0.83,true,
CHG0048059,2026-06-08,2026-06-08,CI-APP-034,Nurse Triage Platform,Normal,Low,Enterprise CAB,Research Technology Office,Scheduled,true,,ServiceNow,CHG48059,Change Management,2026-05-01,0.83,true,
CHG0048060,2026-01-09,2026-01-09,CI-DATA-039,Document Management,Standard,Medium,Clinical Change Advisory Board,Clinical Informatics,Implemented,true,,ServiceNow,CHG48060,Change Management,2026-05-01,0.83,true,
CHG0048061,2026-02-10,2026-02-10,CI-SVC-044,Provider Scheduling,Normal,Low,Enterprise CAB,Research Technology Office,Scheduled,true,,ServiceNow,CHG48061,Change Management,2026-05-01,0.83,true,
CHG0048062,2026-03-11,2026-03-11,CI-APP-049,Utilization Management,Normal,Low,Enterprise CAB,Clinical Informatics,Scheduled,true,,ServiceNow,CHG48062,Change Management,2026-05-01,0.83,true,
CHG0048063,2026-04-12,2026-04-12,CI-DATA-054,Nurse Triage Platform,Normal,Low,Clinical Change Advisory Board,Research Technology Office,Implemented,false,,ServiceNow,CHG48063,Change Management,2026-05-01,0.83,true,
CHG0048064,2026-05-13,2026-05-13,CI-SVC-059,Document Management,Standard,Low,Enterprise CAB,Clinical Informatics,Scheduled,true,,ServiceNow,CHG48064,Change Management,2026-05-01,0.83,true,
CHG0048065,2026-06-14,2026-06-14,CI-APP-064,Provider Scheduling,Normal,Medium,Enterprise CAB,Research Technology Office,Scheduled,true,,ServiceNow,CHG48065,Change Management,2026-05-01,0.83,true,
CHG0048066,2026-01-15,2026-01-15,CI-INT-MIRTH,Clinical Integration,Normal,Low,Clinical Change Advisory Board,Revenue Cycle Technology,Failed,true,INC0120066,ServiceNow,CHG48066,Change Management,2026-05-01,0.83,false,
CHG0048067,2026-02-16,2026-02-16,CI-APP-WORKDAY-HCM,Workforce Management,Normal,Low,Enterprise CAB,Cybersecurity Governance,Scheduled,true,,ServiceNow,CHG48067,Change Management,2026-05-01,0.83,true,
CHG0048068,2026-03-17,2026-03-17,CI-SEC-IMPRIVATA,Clinical Identity,Emergency,High,Enterprise CAB,Revenue Cycle Technology,Scheduled,true,,ServiceNow,CHG48068,Change Management,2026-05-01,0.83,true,
CHG0048069,2026-04-18,2026-04-18,CI-SVC-002,Laboratory Information System,Normal,Low,Clinical Change Advisory Board,Contact Center Technology,Implemented,true,,ServiceNow,CHG48069,Change Management,2026-05-01,0.83,true,
CHG0048070,2026-05-19,2026-05-19,CI-APP-007,Member Portal,Normal,Medium,Enterprise CAB,IT Sourcing,Scheduled,false,,ServiceNow,CHG48070,Change Management,2026-05-01,0.83,true,
CHG0048071,2026-06-20,2026-06-20,CI-DATA-012,Data De-identification Service,Normal,Low,Enterprise CAB,Contact Center Technology,Scheduled,true,,ServiceNow,CHG48071,Change Management,2026-05-01,0.83,true,
CHG0048072,2026-01-21,2026-01-21,CI-SVC-017,Enterprise API Gateway,Standard,Low,Clinical Change Advisory Board,IT Sourcing,Implemented,true,,ServiceNow,CHG48072,Change Management,2026-05-01,0.83,true,
CHG0048073,2026-02-22,2026-02-22,CI-APP-022,Laboratory Information System,Normal,Low,Enterprise CAB,Contact Center Technology,Scheduled,true,,ServiceNow,CHG48073,Change Management,2026-05-01,0.83,true,
CHG0048074,2026-03-23,2026-03-23,CI-DATA-027,Member Portal,Normal,Low,Enterprise CAB,IT Sourcing,Scheduled,true,,ServiceNow,CHG48074,Change Management,2026-05-01,0.83,true,
CHG0048075,2026-04-24,2026-04-24,CI-SVC-032,Data De-identification Service,Normal,Medium,Clinical Change Advisory Board,Contact Center Technology,Implemented,true,,ServiceNow,CHG48075,Change Management,2026-05-01,0.83,true,
CHG0048076,2026-05-25,2026-05-25,CI-APP-037,Enterprise API Gateway,Standard,Low,Enterprise CAB,IT Sourcing,Scheduled,true,,ServiceNow,CHG48076,Change Management,2026-05-01,0.83,true,
CHG0048077,2026-06-26,2026-06-26,CI-DATA-042,Laboratory Information System,Normal,Low,Enterprise CAB,Contact Center Technology,Failed,false,INC0120077,ServiceNow,CHG48077,Change Management,2026-05-01,0.83,false,
CHG0048078,2026-01-01,2026-01-01,CI-SVC-047,Member Portal,Normal,Low,Clinical Change Advisory Board,IT Sourcing,Implemented,true,,ServiceNow,CHG48078,Change Management,2026-05-01,0.83,true,
CHG0048079,2026-02-02,2026-02-02,CI-APP-052,Data De-identification Service,Normal,Low,Enterprise CAB,Contact Center Technology,Scheduled,true,,ServiceNow,CHG48079,Change Management,2026-05-01,0.83,true,
CHG0048080,2026-03-03,2026-03-03,CI-DATA-057,Enterprise API Gateway,Standard,Medium,Enterprise CAB,IT Sourcing,Scheduled,true,,ServiceNow,CHG48080,Change Management,2026-05-01,0.83,true,
CHG0048081,2026-04-04,2026-04-04,CI-SVC-062,Laboratory Information System,Normal,Low,Clinical Change Advisory Board,Contact Center Technology,Implemented,true,,ServiceNow,CHG48081,Change Management,2026-05-01,0.83,true,
CHG0048082,2026-05-05,2026-05-05,CI-APP-EPIC-HYPERSPACE,Clinical Documentation,Normal,Low,Enterprise CAB,Clinical Informatics,Scheduled,true,,ServiceNow,CHG48082,Change Management,2026-05-01,0.83,true,
CHG0048083,2026-06-06,2026-06-06,CI-APP-SERVICENOW,IT Service Management,Normal,Low,Enterprise CAB,Research Technology Office,Scheduled,true,,ServiceNow,CHG48083,Change Management,2026-05-01,0.83,true,
CHG0048084,2026-01-07,2026-01-07,CI-WH-SNOWFLAKE,Enterprise Reporting,Standard,Low,Clinical Change Advisory Board,Clinical Informatics,Implemented,false,,ServiceNow,CHG48084,Change Management,2026-05-01,0.83,true,
CHG0048085,2026-02-08,2026-02-08,CI-APP-ENSEMBLE-RCM,Revenue Cycle Operations,Emergency,High,Enterprise CAB,Research Technology Office,Scheduled,true,,ServiceNow,CHG48085,Change Management,2026-05-01,0.83,true,
CHG0048086,2026-03-09,2026-03-09,CI-SVC-005,Referral Management,Normal,Low,Enterprise CAB,Payer Platform Operations,Scheduled,true,,ServiceNow,CHG48086,Change Management,2026-05-01,0.83,true,
CHG0048087,2026-04-10,2026-04-10,CI-APP-010,Clinical Trial Matching,Normal,Low,Clinical Change Advisory Board,Integration Operations,Implemented,true,,ServiceNow,CHG48087,Change Management,2026-05-01,0.83,true,
CHG0048088,2026-05-11,2026-05-11,CI-DATA-015,Telehealth Platform,Standard,Low,Enterprise CAB,Payer Platform Operations,Failed,true,INC0120088,ServiceNow,CHG48088,Change Management,2026-05-01,0.83,false,
CHG0048089,2026-06-12,2026-06-12,CI-SVC-020,Contract Lifecycle Management,Normal,Low,Enterprise CAB,Integration Operations,Scheduled,true,,ServiceNow,CHG48089,Change Management,2026-05-01,0.83,true,
