data_domain_id,domain_name,data_owner,data_steward,source_systems,critical_data_elements,classification,quality_score,retention_policy,ai_use_allowed,last_quality_review,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
DATA-MH-012,Identity Domain 1,CRO,Revenue Cycle Analytics,CI-DATA-COLLIBRA|CI-SVC-141,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.8,Enterprise healthcare retention schedule,Restricted,2026-02-22,Data catalog,DATA-MH-012,Data Governance,2026-06-04,0.82,true,
DATA-MH-013,Security Domain 1,Health Plan President,Health Plan Analytics,CI-IAM-ENTRA|CI-SVC-154,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.81,Enterprise healthcare retention schedule,Allowed with governance,2026-02-23,Data catalog,DATA-MH-013,Data Governance,2026-06-04,0.82,true,
DATA-MH-014,Cloud FinOps Domain 1,CFO,Cloud Data Platform,CI-SEC-CROWDSTRIKE|CI-SVC-167,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.82,Enterprise healthcare retention schedule,Allowed with governance,2026-02-24,Data catalog,DATA-MH-014,Data Governance,2026-06-04,0.82,true,
DATA-MH-015,Workforce Domain 1,CDAO,Data Governance,CI-AWS-LANDING-ZONE|CI-SVC-180,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.83,Enterprise healthcare retention schedule,Restricted,2026-02-25,Data catalog,DATA-MH-015,Data Governance,2026-06-04,0.82,true,
DATA-MH-016,Patient Experience Domain 1,CMO,Epic Analytics,CI-LEGACY-VM-001|CI-SVC-193,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.84,Enterprise healthcare retention schedule,Allowed with governance,2026-02-26,Data catalog,DATA-MH-016,Data Governance,2026-06-04,0.82,true,
DATA-MH-017,Population Health Domain 1,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-002|CI-SVC-206,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.85,Enterprise healthcare retention schedule,Allowed with governance,2026-02-27,Data catalog,DATA-MH-017,Data Governance,2026-06-04,0.82,true,
DATA-MH-018,Clinical Encounter Domain 2,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-003|CI-SVC-219,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.86,Enterprise healthcare retention schedule,Restricted,2026-02-28,Data catalog,DATA-MH-018,Data Governance,2026-06-04,0.82,true,
DATA-MH-019,Orders Domain 2,CFO,Cloud Data Platform,CI-LEGACY-VM-004|CI-API-FHIR-GATEWAY,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.87,Enterprise healthcare retention schedule,Allowed with governance,2026-03-01,Data catalog,DATA-MH-019,Data Governance,2026-06-04,0.82,true,
DATA-MH-020,Medication Domain 2,CDAO,Data Governance,CI-LEGACY-VM-005|CI-LEGACY-VM-005,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.88,Enterprise healthcare retention schedule,Allowed with governance,2026-03-02,Data catalog,DATA-MH-020,Data Governance,2026-06-04,0.82,true,
DATA-MH-021,Revenue Cycle Domain 2,CMO,Epic Analytics,CI-LEGACY-VM-006|CI-LEGACY-VM-018,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.89,Enterprise healthcare retention schedule,Restricted,2026-03-03,Data catalog,DATA-MH-021,Data Governance,2026-06-04,0.82,true,
DATA-MH-022,Claims Domain 2,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-007|CI-LEGACY-VM-031,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.9,Enterprise healthcare retention schedule,Allowed with governance,2026-03-04,Data catalog,DATA-MH-022,Data Governance,2026-06-04,0.82,true,
DATA-MH-023,Member Domain 2,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-008|CI-LEGACY-VM-044,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.91,Enterprise healthcare retention schedule,Allowed with governance,2026-03-05,Data catalog,DATA-MH-023,Data Governance,2026-06-04,0.82,true,
DATA-MH-024,Provider Domain 2,CFO,Cloud Data Platform,CI-LEGACY-VM-009|CI-LEGACY-VM-057,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.92,Enterprise healthcare retention schedule,Restricted,2026-03-06,Data catalog,DATA-MH-024,Data Governance,2026-06-04,0.82,true,
DATA-MH-025,Access Domain 2,CDAO,Data Governance,CI-LEGACY-VM-010|CI-LEGACY-VM-070,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.68,Enterprise healthcare retention schedule,Allowed with governance,2026-03-07,Data catalog,DATA-MH-025,Data Governance,2026-06-04,0.82,true,
DATA-MH-026,Care Management Domain 2,CMO,Epic Analytics,CI-LEGACY-VM-011|CI-LEGACY-VM-083,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.69,Enterprise healthcare retention schedule,Allowed with governance,2026-03-08,Data catalog,DATA-MH-026,Data Governance,2026-06-04,0.82,true,
DATA-MH-027,Quality Domain 2,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-012|CI-LEGACY-VM-096,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.7,Enterprise healthcare retention schedule,Restricted,2026-03-09,Data catalog,DATA-MH-027,Data Governance,2026-06-04,0.82,true,
DATA-MH-028,Finance Domain 2,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-013|CI-LEGACY-VM-109,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.71,Enterprise healthcare retention schedule,Allowed with governance,2026-03-10,Data catalog,DATA-MH-028,Data Governance,2026-06-04,0.82,true,
DATA-MH-029,Supply Chain Domain 2,CFO,Cloud Data Platform,CI-LEGACY-VM-014|CI-LEGACY-VM-122,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.72,Enterprise healthcare retention schedule,Allowed with governance,2026-03-11,Data catalog,DATA-MH-029,Data Governance,2026-06-04,0.82,true,
DATA-MH-030,Identity Domain 2,CDAO,Data Governance,CI-LEGACY-VM-015|CI-SVC-135,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.73,Enterprise healthcare retention schedule,Restricted,2026-03-12,Data catalog,DATA-MH-030,Data Governance,2026-06-04,0.82,true,
DATA-MH-031,Security Domain 2,CMO,Epic Analytics,CI-LEGACY-VM-016|CI-SVC-148,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.74,Enterprise healthcare retention schedule,Allowed with governance,2026-03-13,Data catalog,DATA-MH-031,Data Governance,2026-06-04,0.82,true,
DATA-MH-032,Cloud FinOps Domain 2,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-017|CI-SVC-161,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.75,Enterprise healthcare retention schedule,Allowed with governance,2026-03-14,Data catalog,DATA-MH-032,Data Governance,2026-06-04,0.82,true,
DATA-MH-033,Workforce Domain 2,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-018|CI-SVC-174,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.76,Enterprise healthcare retention schedule,Restricted,2026-03-15,Data catalog,DATA-MH-033,Data Governance,2026-06-04,0.82,true,
DATA-MH-034,Patient Experience Domain 2,CFO,Cloud Data Platform,CI-LEGACY-VM-019|CI-SVC-187,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.77,Enterprise healthcare retention schedule,Allowed with governance,2026-03-16,Data catalog,DATA-MH-034,Data Governance,2026-06-04,0.82,true,
DATA-MH-035,Population Health Domain 2,CDAO,Data Governance,CI-LEGACY-VM-020|CI-SVC-200,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.78,Enterprise healthcare retention schedule,Allowed with governance,2026-03-17,Data catalog,DATA-MH-035,Data Governance,2026-06-04,0.82,true,
DATA-MH-036,Clinical Encounter Domain 3,CMO,Epic Analytics,CI-LEGACY-VM-021|CI-SVC-213,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.79,Enterprise healthcare retention schedule,Restricted,2026-03-18,Data catalog,DATA-MH-036,Data Governance,2026-06-04,0.82,true,
DATA-MH-037,Orders Domain 3,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-022|CI-APP-EPIC-CABOODLE,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.8,Enterprise healthcare retention schedule,Allowed with governance,2026-03-19,Data catalog,DATA-MH-037,Data Governance,2026-06-04,0.82,true,
DATA-MH-038,Medication Domain 3,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-023|CI-SEC-CROWDSTRIKE,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.81,Enterprise healthcare retention schedule,Allowed with governance,2026-03-20,Data catalog,DATA-MH-038,Data Governance,2026-06-04,0.82,true,
DATA-MH-039,Revenue Cycle Domain 3,CFO,Cloud Data Platform,CI-LEGACY-VM-024|CI-LEGACY-VM-012,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.82,Enterprise healthcare retention schedule,Restricted,2026-03-21,Data catalog,DATA-MH-039,Data Governance,2026-06-04,0.82,true,
DATA-MH-040,Claims Domain 3,CDAO,Data Governance,CI-LEGACY-VM-025|CI-LEGACY-VM-025,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.83,Enterprise healthcare retention schedule,Allowed with governance,2026-03-22,Data catalog,DATA-MH-040,Data Governance,2026-06-04,0.82,true,
DATA-MH-041,Member Domain 3,CMO,Epic Analytics,CI-LEGACY-VM-026|CI-LEGACY-VM-038,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.84,Enterprise healthcare retention schedule,Allowed with governance,2026-03-23,Data catalog,DATA-MH-041,Data Governance,2026-06-04,0.82,true,
DATA-MH-042,Provider Domain 3,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-027|CI-LEGACY-VM-051,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.85,Enterprise healthcare retention schedule,Restricted,2026-03-24,Data catalog,DATA-MH-042,Data Governance,2026-06-04,0.82,true,
DATA-MH-043,Access Domain 3,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-028|CI-LEGACY-VM-064,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.86,Enterprise healthcare retention schedule,Allowed with governance,2026-03-25,Data catalog,DATA-MH-043,Data Governance,2026-06-04,0.82,true,
DATA-MH-044,Care Management Domain 3,CFO,Cloud Data Platform,CI-LEGACY-VM-029|CI-LEGACY-VM-077,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.87,Enterprise healthcare retention schedule,Allowed with governance,2026-03-26,Data catalog,DATA-MH-044,Data Governance,2026-06-04,0.82,true,
DATA-MH-045,Quality Domain 3,CDAO,Data Governance,CI-LEGACY-VM-030|CI-LEGACY-VM-090,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.88,Enterprise healthcare retention schedule,Restricted,2026-03-27,Data catalog,DATA-MH-045,Data Governance,2026-06-04,0.82,true,
DATA-MH-046,Finance Domain 3,CMO,Epic Analytics,CI-LEGACY-VM-031|CI-LEGACY-VM-103,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.89,Enterprise healthcare retention schedule,Allowed with governance,2026-03-28,Data catalog,DATA-MH-046,Data Governance,2026-06-04,0.82,true,
DATA-MH-047,Supply Chain Domain 3,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-032|CI-LEGACY-VM-116,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.9,Enterprise healthcare retention schedule,Allowed with governance,2026-03-29,Data catalog,DATA-MH-047,Data Governance,2026-06-04,0.82,true,
DATA-MH-048,Identity Domain 3,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-033|CI-LEGACY-VM-129,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.91,Enterprise healthcare retention schedule,Restricted,2026-03-30,Data catalog,DATA-MH-048,Data Governance,2026-06-04,0.82,true,
DATA-MH-049,Security Domain 3,CFO,Cloud Data Platform,CI-LEGACY-VM-034|CI-SVC-142,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.92,Enterprise healthcare retention schedule,Allowed with governance,2026-03-31,Data catalog,DATA-MH-049,Data Governance,2026-06-04,0.82,true,
DATA-MH-050,Cloud FinOps Domain 3,CDAO,Data Governance,CI-LEGACY-VM-035|CI-SVC-155,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.68,Enterprise healthcare retention schedule,Allowed with governance,2026-04-01,Data catalog,DATA-MH-050,Data Governance,2026-06-04,0.82,true,
DATA-MH-051,Workforce Domain 3,CMO,Epic Analytics,CI-LEGACY-VM-036|CI-SVC-168,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.69,Enterprise healthcare retention schedule,Restricted,2026-04-02,Data catalog,DATA-MH-051,Data Governance,2026-06-04,0.82,true,
DATA-MH-052,Patient Experience Domain 3,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-037|CI-SVC-181,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.7,Enterprise healthcare retention schedule,Allowed with governance,2026-04-03,Data catalog,DATA-MH-052,Data Governance,2026-06-04,0.82,true,
DATA-MH-053,Population Health Domain 3,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-038|CI-SVC-194,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.71,Enterprise healthcare retention schedule,Allowed with governance,2026-04-04,Data catalog,DATA-MH-053,Data Governance,2026-06-04,0.82,true,
DATA-MH-054,Clinical Encounter Domain 4,CFO,Cloud Data Platform,CI-LEGACY-VM-039|CI-SVC-207,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.72,Enterprise healthcare retention schedule,Restricted,2026-04-05,Data catalog,DATA-MH-054,Data Governance,2026-06-04,0.82,true,
DATA-MH-055,Orders Domain 4,CDAO,Data Governance,CI-LEGACY-VM-040|CI-SVC-220,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.73,Enterprise healthcare retention schedule,Allowed with governance,2026-04-06,Data catalog,DATA-MH-055,Data Governance,2026-06-04,0.82,true,
DATA-MH-056,Medication Domain 4,CMO,Epic Analytics,CI-LEGACY-VM-041|CI-ERP-ORACLE,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.74,Enterprise healthcare retention schedule,Allowed with governance,2026-04-07,Data catalog,DATA-MH-056,Data Governance,2026-06-04,0.82,true,
DATA-MH-057,Revenue Cycle Domain 4,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-042|CI-LEGACY-VM-006,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.75,Enterprise healthcare retention schedule,Restricted,2026-04-08,Data catalog,DATA-MH-057,Data Governance,2026-06-04,0.82,true,
DATA-MH-058,Claims Domain 4,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-043|CI-LEGACY-VM-019,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.76,Enterprise healthcare retention schedule,Allowed with governance,2026-04-09,Data catalog,DATA-MH-058,Data Governance,2026-06-04,0.82,true,
DATA-MH-059,Member Domain 4,CFO,Cloud Data Platform,CI-LEGACY-VM-044|CI-LEGACY-VM-032,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.77,Enterprise healthcare retention schedule,Allowed with governance,2026-04-10,Data catalog,DATA-MH-059,Data Governance,2026-06-04,0.82,true,
DATA-MH-060,Provider Domain 4,CDAO,Data Governance,CI-LEGACY-VM-045|CI-LEGACY-VM-045,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.78,Enterprise healthcare retention schedule,Restricted,2026-04-11,Data catalog,DATA-MH-060,Data Governance,2026-06-04,0.82,true,
DATA-MH-061,Access Domain 4,CMO,Epic Analytics,CI-LEGACY-VM-046|CI-LEGACY-VM-058,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.79,Enterprise healthcare retention schedule,Allowed with governance,2026-04-12,Data catalog,DATA-MH-061,Data Governance,2026-06-04,0.82,true,
DATA-MH-062,Care Management Domain 4,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-047|CI-LEGACY-VM-071,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.8,Enterprise healthcare retention schedule,Allowed with governance,2026-04-13,Data catalog,DATA-MH-062,Data Governance,2026-06-04,0.82,true,
DATA-MH-063,Quality Domain 4,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-048|CI-LEGACY-VM-084,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.81,Enterprise healthcare retention schedule,Restricted,2026-04-14,Data catalog,DATA-MH-063,Data Governance,2026-06-04,0.82,true,
DATA-MH-064,Finance Domain 4,CFO,Cloud Data Platform,CI-LEGACY-VM-049|CI-LEGACY-VM-097,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.82,Enterprise healthcare retention schedule,Allowed with governance,2026-04-15,Data catalog,DATA-MH-064,Data Governance,2026-06-04,0.82,true,
DATA-MH-065,Supply Chain Domain 4,CDAO,Data Governance,CI-LEGACY-VM-050|CI-LEGACY-VM-110,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.83,Enterprise healthcare retention schedule,Allowed with governance,2026-04-16,Data catalog,DATA-MH-065,Data Governance,2026-06-04,0.82,true,
DATA-MH-066,Identity Domain 4,CMO,Epic Analytics,CI-LEGACY-VM-051|CI-LEGACY-VM-123,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.84,Enterprise healthcare retention schedule,Restricted,2026-04-17,Data catalog,DATA-MH-066,Data Governance,2026-06-04,0.82,true,
DATA-MH-067,Security Domain 4,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-052|CI-SVC-136,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.85,Enterprise healthcare retention schedule,Allowed with governance,2026-04-18,Data catalog,DATA-MH-067,Data Governance,2026-06-04,0.82,true,
DATA-MH-068,Cloud FinOps Domain 4,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-053|CI-SVC-149,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.86,Enterprise healthcare retention schedule,Allowed with governance,2026-04-19,Data catalog,DATA-MH-068,Data Governance,2026-06-04,0.82,true,
DATA-MH-069,Workforce Domain 4,CFO,Cloud Data Platform,CI-LEGACY-VM-054|CI-SVC-162,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.87,Enterprise healthcare retention schedule,Restricted,2026-04-20,Data catalog,DATA-MH-069,Data Governance,2026-06-04,0.82,true,
DATA-MH-070,Patient Experience Domain 4,CDAO,Data Governance,CI-LEGACY-VM-055|CI-SVC-175,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.88,Enterprise healthcare retention schedule,Allowed with governance,2026-04-21,Data catalog,DATA-MH-070,Data Governance,2026-06-04,0.82,true,
DATA-MH-071,Population Health Domain 4,CMO,Epic Analytics,CI-LEGACY-VM-056|CI-SVC-188,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.89,Enterprise healthcare retention schedule,Allowed with governance,2026-04-22,Data catalog,DATA-MH-071,Data Governance,2026-06-04,0.82,true,
DATA-MH-072,Clinical Encounter Domain 5,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-057|CI-SVC-201,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.9,Enterprise healthcare retention schedule,Restricted,2026-04-23,Data catalog,DATA-MH-072,Data Governance,2026-06-04,0.82,true,
DATA-MH-073,Orders Domain 5,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-058|CI-SVC-214,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.91,Enterprise healthcare retention schedule,Allowed with governance,2026-04-24,Data catalog,DATA-MH-073,Data Governance,2026-06-04,0.82,true,
DATA-MH-074,Medication Domain 5,CFO,Cloud Data Platform,CI-LEGACY-VM-059|CI-APP-EPIC-CLARITY,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.92,Enterprise healthcare retention schedule,Allowed with governance,2026-04-25,Data catalog,DATA-MH-074,Data Governance,2026-06-04,0.82,true,
DATA-MH-075,Revenue Cycle Domain 5,CDAO,Data Governance,CI-LEGACY-VM-060|CI-AWS-LANDING-ZONE,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.68,Enterprise healthcare retention schedule,Restricted,2026-04-26,Data catalog,DATA-MH-075,Data Governance,2026-06-04,0.82,true,
DATA-MH-076,Claims Domain 5,CMO,Epic Analytics,CI-LEGACY-VM-061|CI-LEGACY-VM-013,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.69,Enterprise healthcare retention schedule,Allowed with governance,2026-04-27,Data catalog,DATA-MH-076,Data Governance,2026-06-04,0.82,true,
DATA-MH-077,Member Domain 5,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-062|CI-LEGACY-VM-026,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.7,Enterprise healthcare retention schedule,Allowed with governance,2026-04-28,Data catalog,DATA-MH-077,Data Governance,2026-06-04,0.82,true,
DATA-MH-078,Provider Domain 5,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-063|CI-LEGACY-VM-039,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.71,Enterprise healthcare retention schedule,Restricted,2026-04-29,Data catalog,DATA-MH-078,Data Governance,2026-06-04,0.82,true,
DATA-MH-079,Access Domain 5,CFO,Cloud Data Platform,CI-LEGACY-VM-064|CI-LEGACY-VM-052,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.72,Enterprise healthcare retention schedule,Allowed with governance,2026-04-30,Data catalog,DATA-MH-079,Data Governance,2026-06-04,0.82,true,
DATA-MH-080,Care Management Domain 5,CDAO,Data Governance,CI-LEGACY-VM-065|CI-LEGACY-VM-065,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.73,Enterprise healthcare retention schedule,Allowed with governance,2026-05-01,Data catalog,DATA-MH-080,Data Governance,2026-06-04,0.82,true,
DATA-MH-081,Quality Domain 5,CMO,Epic Analytics,CI-LEGACY-VM-066|CI-LEGACY-VM-078,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.74,Enterprise healthcare retention schedule,Restricted,2026-05-02,Data catalog,DATA-MH-081,Data Governance,2026-06-04,0.82,true,
DATA-MH-082,Finance Domain 5,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-067|CI-LEGACY-VM-091,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.75,Enterprise healthcare retention schedule,Allowed with governance,2026-05-03,Data catalog,DATA-MH-082,Data Governance,2026-06-04,0.82,true,
DATA-MH-083,Supply Chain Domain 5,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-068|CI-LEGACY-VM-104,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.76,Enterprise healthcare retention schedule,Allowed with governance,2026-05-04,Data catalog,DATA-MH-083,Data Governance,2026-06-04,0.82,true,
DATA-MH-084,Identity Domain 5,CFO,Cloud Data Platform,CI-LEGACY-VM-069|CI-LEGACY-VM-117,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.77,Enterprise healthcare retention schedule,Restricted,2026-05-05,Data catalog,DATA-MH-084,Data Governance,2026-06-04,0.82,true,
DATA-MH-085,Security Domain 5,CDAO,Data Governance,CI-LEGACY-VM-070|CI-LEGACY-VM-130,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.78,Enterprise healthcare retention schedule,Allowed with governance,2026-05-06,Data catalog,DATA-MH-085,Data Governance,2026-06-04,0.82,true,
DATA-MH-086,Cloud FinOps Domain 5,CMO,Epic Analytics,CI-LEGACY-VM-071|CI-SVC-143,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.79,Enterprise healthcare retention schedule,Allowed with governance,2026-05-07,Data catalog,DATA-MH-086,Data Governance,2026-06-04,0.82,true,
