change_id,planned_start,planned_end,ci_id,business_service,change_type,risk_level,approval_group,implementation_owner,status,backout_plan_tested,caused_incident_id,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
CHG-MH-00020,2026-04-01,2026-04-02,CI-LEGACY-VM-005,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00020,Change Management,2026-06-04,0.84,true,
CHG-MH-00021,2026-04-02,2026-04-03,CI-LEGACY-VM-006,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00021,Change Management,2026-06-04,0.84,true,
CHG-MH-00022,2026-04-03,2026-04-04,CI-LEGACY-VM-007,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00022,Change Management,2026-06-04,0.84,true,
CHG-MH-00023,2026-04-04,2026-04-05,CI-LEGACY-VM-008,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00023,Change Management,2026-06-04,0.84,true,
CHG-MH-00024,2026-04-05,2026-04-06,CI-LEGACY-VM-009,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00024,Change Management,2026-06-04,0.84,true,
CHG-MH-00025,2026-04-06,2026-04-07,CI-LEGACY-VM-010,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00025,Change Management,2026-06-04,0.84,true,
CHG-MH-00026,2026-04-07,2026-04-08,CI-LEGACY-VM-011,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00026,Change Management,2026-06-04,0.84,true,
CHG-MH-00027,2026-04-08,2026-04-09,CI-LEGACY-VM-012,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00027,Change Management,2026-06-04,0.84,true,
CHG-MH-00028,2026-04-09,2026-04-10,CI-LEGACY-VM-013,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00028,Change Management,2026-06-04,0.84,true,
CHG-MH-00029,2026-04-10,2026-04-11,CI-LEGACY-VM-014,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,INC-MH-00029,ServiceNow Change,CHG-MH-00029,Change Management,2026-06-04,0.84,true,
CHG-MH-00030,2026-04-11,2026-04-12,CI-LEGACY-VM-015,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00030,Change Management,2026-06-04,0.84,true,
CHG-MH-00031,2026-04-12,2026-04-13,CI-LEGACY-VM-016,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00031,Change Management,2026-06-04,0.84,true,
CHG-MH-00032,2026-04-13,2026-04-14,CI-LEGACY-VM-017,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00032,Change Management,2026-06-04,0.84,true,
CHG-MH-00033,2026-04-14,2026-04-15,CI-LEGACY-VM-018,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00033,Change Management,2026-06-04,0.84,true,
CHG-MH-00034,2026-04-15,2026-04-16,CI-LEGACY-VM-019,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00034,Change Management,2026-06-04,0.84,true,
CHG-MH-00035,2026-04-16,2026-04-17,CI-LEGACY-VM-020,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00035,Change Management,2026-06-04,0.84,true,
CHG-MH-00036,2026-04-17,2026-04-18,CI-LEGACY-VM-021,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00036,Change Management,2026-06-04,0.84,true,
CHG-MH-00037,2026-04-18,2026-04-19,CI-LEGACY-VM-022,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00037,Change Management,2026-06-04,0.84,true,
CHG-MH-00038,2026-04-19,2026-04-20,CI-LEGACY-VM-023,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00038,Change Management,2026-06-04,0.84,true,
CHG-MH-00039,2026-04-20,2026-04-21,CI-LEGACY-VM-024,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00039,Change Management,2026-06-04,0.84,true,
CHG-MH-00040,2026-04-21,2026-04-22,CI-LEGACY-VM-025,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00040,Change Management,2026-06-04,0.84,true,
CHG-MH-00041,2026-04-22,2026-04-23,CI-LEGACY-VM-026,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00041,Change Management,2026-06-04,0.84,true,
CHG-MH-00042,2026-04-23,2026-04-24,CI-LEGACY-VM-027,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00042,Change Management,2026-06-04,0.84,true,
CHG-MH-00043,2026-04-24,2026-04-25,CI-LEGACY-VM-028,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00043,Change Management,2026-06-04,0.84,true,
CHG-MH-00044,2026-04-25,2026-04-26,CI-LEGACY-VM-029,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00044,Change Management,2026-06-04,0.84,true,
CHG-MH-00045,2026-04-26,2026-04-27,CI-LEGACY-VM-030,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00045,Change Management,2026-06-04,0.84,true,
CHG-MH-00046,2026-04-27,2026-04-28,CI-LEGACY-VM-031,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00046,Change Management,2026-06-04,0.84,true,
CHG-MH-00047,2026-04-28,2026-04-29,CI-LEGACY-VM-032,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00047,Change Management,2026-06-04,0.84,true,
CHG-MH-00048,2026-04-29,2026-04-30,CI-LEGACY-VM-033,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00048,Change Management,2026-06-04,0.84,true,
CHG-MH-00049,2026-04-30,2026-05-01,CI-LEGACY-VM-034,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00049,Change Management,2026-06-04,0.84,true,
CHG-MH-00050,2026-05-01,2026-05-02,CI-LEGACY-VM-035,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00050,Change Management,2026-06-04,0.84,true,
CHG-MH-00051,2026-05-02,2026-05-03,CI-LEGACY-VM-036,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00051,Change Management,2026-06-04,0.84,true,
CHG-MH-00052,2026-05-03,2026-05-04,CI-LEGACY-VM-037,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00052,Change Management,2026-06-04,0.84,true,
CHG-MH-00053,2026-05-04,2026-05-05,CI-LEGACY-VM-038,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00053,Change Management,2026-06-04,0.84,true,
CHG-MH-00054,2026-05-05,2026-05-06,CI-LEGACY-VM-039,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00054,Change Management,2026-06-04,0.84,true,
CHG-MH-00055,2026-05-06,2026-05-07,CI-LEGACY-VM-040,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00055,Change Management,2026-06-04,0.84,true,
CHG-MH-00056,2026-05-07,2026-05-08,CI-LEGACY-VM-041,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00056,Change Management,2026-06-04,0.84,true,
CHG-MH-00057,2026-05-08,2026-05-09,CI-LEGACY-VM-042,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00057,Change Management,2026-06-04,0.84,true,
CHG-MH-00058,2026-05-09,2026-05-10,CI-LEGACY-VM-043,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,INC-MH-00058,ServiceNow Change,CHG-MH-00058,Change Management,2026-06-04,0.84,true,
CHG-MH-00059,2026-05-10,2026-05-11,CI-LEGACY-VM-044,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00059,Change Management,2026-06-04,0.84,true,
CHG-MH-00060,2026-05-11,2026-05-12,CI-LEGACY-VM-045,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00060,Change Management,2026-06-04,0.84,true,
CHG-MH-00061,2026-05-12,2026-05-13,CI-LEGACY-VM-046,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00061,Change Management,2026-06-04,0.84,true,
CHG-MH-00062,2026-05-13,2026-05-14,CI-LEGACY-VM-047,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00062,Change Management,2026-06-04,0.84,true,
CHG-MH-00063,2026-05-14,2026-05-15,CI-LEGACY-VM-048,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00063,Change Management,2026-06-04,0.84,true,
CHG-MH-00064,2026-05-15,2026-05-16,CI-LEGACY-VM-049,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00064,Change Management,2026-06-04,0.84,true,
CHG-MH-00065,2026-05-16,2026-05-17,CI-LEGACY-VM-050,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00065,Change Management,2026-06-04,0.84,true,
CHG-MH-00066,2026-05-17,2026-05-18,CI-LEGACY-VM-051,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00066,Change Management,2026-06-04,0.84,true,
CHG-MH-00067,2026-05-18,2026-05-19,CI-LEGACY-VM-052,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00067,Change Management,2026-06-04,0.84,true,
CHG-MH-00068,2026-05-19,2026-05-20,CI-LEGACY-VM-053,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00068,Change Management,2026-06-04,0.84,true,
CHG-MH-00069,2026-05-20,2026-05-21,CI-LEGACY-VM-054,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00069,Change Management,2026-06-04,0.84,true,
CHG-MH-00070,2026-05-21,2026-05-22,CI-LEGACY-VM-055,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00070,Change Management,2026-06-04,0.84,true,
CHG-MH-00071,2026-05-22,2026-05-23,CI-LEGACY-VM-056,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00071,Change Management,2026-06-04,0.84,true,
CHG-MH-00072,2026-05-23,2026-05-24,CI-LEGACY-VM-057,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00072,Change Management,2026-06-04,0.84,true,
CHG-MH-00073,2026-05-24,2026-05-25,CI-LEGACY-VM-058,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00073,Change Management,2026-06-04,0.84,true,
CHG-MH-00074,2026-05-25,2026-05-26,CI-LEGACY-VM-059,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00074,Change Management,2026-06-04,0.84,true,
CHG-MH-00075,2026-05-26,2026-05-27,CI-LEGACY-VM-060,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00075,Change Management,2026-06-04,0.84,true,
CHG-MH-00076,2026-05-27,2026-05-28,CI-LEGACY-VM-061,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00076,Change Management,2026-06-04,0.84,true,
CHG-MH-00077,2026-05-28,2026-05-29,CI-LEGACY-VM-062,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00077,Change Management,2026-06-04,0.84,true,
CHG-MH-00078,2026-05-29,2026-05-30,CI-LEGACY-VM-063,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00078,Change Management,2026-06-04,0.84,true,
CHG-MH-00079,2026-05-30,2026-05-31,CI-LEGACY-VM-064,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00079,Change Management,2026-06-04,0.84,true,
CHG-MH-00080,2026-05-31,2026-06-01,CI-LEGACY-VM-065,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00080,Change Management,2026-06-04,0.84,true,
CHG-MH-00081,2026-06-01,2026-06-02,CI-LEGACY-VM-066,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00081,Change Management,2026-06-04,0.84,true,
CHG-MH-00082,2026-06-02,2026-06-03,CI-LEGACY-VM-067,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00082,Change Management,2026-06-04,0.84,true,
CHG-MH-00083,2026-06-03,2026-06-04,CI-LEGACY-VM-068,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00083,Change Management,2026-06-04,0.84,true,
CHG-MH-00084,2026-06-04,2026-06-05,CI-LEGACY-VM-069,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00084,Change Management,2026-06-04,0.84,true,
CHG-MH-00085,2026-06-05,2026-06-06,CI-LEGACY-VM-070,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00085,Change Management,2026-06-04,0.84,true,
CHG-MH-00086,2026-06-06,2026-06-07,CI-LEGACY-VM-071,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00086,Change Management,2026-06-04,0.84,true,
CHG-MH-00087,2026-06-07,2026-06-08,CI-LEGACY-VM-072,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,INC-MH-00087,ServiceNow Change,CHG-MH-00087,Change Management,2026-06-04,0.84,true,
CHG-MH-00088,2026-06-08,2026-06-09,CI-LEGACY-VM-073,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00088,Change Management,2026-06-04,0.84,true,
CHG-MH-00089,2026-06-09,2026-06-10,CI-LEGACY-VM-074,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00089,Change Management,2026-06-04,0.84,true,
CHG-MH-00090,2026-06-10,2026-06-11,CI-LEGACY-VM-075,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00090,Change Management,2026-06-04,0.84,true,
CHG-MH-00091,2026-06-11,2026-06-12,CI-LEGACY-VM-076,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00091,Change Management,2026-06-04,0.84,true,
CHG-MH-00092,2026-06-12,2026-06-13,CI-LEGACY-VM-077,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00092,Change Management,2026-06-04,0.84,true,
CHG-MH-00093,2026-06-13,2026-06-14,CI-LEGACY-VM-078,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00093,Change Management,2026-06-04,0.84,true,
CHG-MH-00094,2026-06-14,2026-06-15,CI-LEGACY-VM-079,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00094,Change Management,2026-06-04,0.84,true,
CHG-MH-00095,2026-06-15,2026-06-16,CI-LEGACY-VM-080,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00095,Change Management,2026-06-04,0.84,true,
CHG-MH-00096,2026-06-16,2026-06-17,CI-LEGACY-VM-081,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00096,Change Management,2026-06-04,0.84,true,
CHG-MH-00097,2026-06-17,2026-06-18,CI-LEGACY-VM-082,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00097,Change Management,2026-06-04,0.84,true,
CHG-MH-00098,2026-06-18,2026-06-19,CI-LEGACY-VM-083,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00098,Change Management,2026-06-04,0.84,true,
CHG-MH-00099,2026-06-19,2026-06-20,CI-LEGACY-VM-084,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00099,Change Management,2026-06-04,0.84,true,
CHG-MH-00100,2026-06-20,2026-06-21,CI-LEGACY-VM-085,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00100,Change Management,2026-06-04,0.84,true,
CHG-MH-00101,2026-06-21,2026-06-22,CI-LEGACY-VM-086,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00101,Change Management,2026-06-04,0.84,true,
CHG-MH-00102,2026-06-22,2026-06-23,CI-LEGACY-VM-087,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00102,Change Management,2026-06-04,0.84,true,
CHG-MH-00103,2026-06-23,2026-06-24,CI-LEGACY-VM-088,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00103,Change Management,2026-06-04,0.84,true,
CHG-MH-00104,2026-06-24,2026-06-25,CI-LEGACY-VM-089,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00104,Change Management,2026-06-04,0.84,true,
CHG-MH-00105,2026-06-25,2026-06-26,CI-LEGACY-VM-090,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00105,Change Management,2026-06-04,0.84,true,
CHG-MH-00106,2026-06-26,2026-06-27,CI-LEGACY-VM-091,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00106,Change Management,2026-06-04,0.84,true,
CHG-MH-00107,2026-06-27,2026-06-28,CI-LEGACY-VM-092,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00107,Change Management,2026-06-04,0.84,true,
CHG-MH-00108,2026-06-28,2026-06-29,CI-LEGACY-VM-093,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00108,Change Management,2026-06-04,0.84,true,
CHG-MH-00109,2026-06-29,2026-06-30,CI-LEGACY-VM-094,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00109,Change Management,2026-06-04,0.84,true,
CHG-MH-00110,2026-06-30,2026-07-01,CI-LEGACY-VM-095,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00110,Change Management,2026-06-04,0.84,true,
CHG-MH-00111,2026-07-01,2026-07-02,CI-LEGACY-VM-096,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00111,Change Management,2026-06-04,0.84,true,
CHG-MH-00112,2026-07-02,2026-07-03,CI-LEGACY-VM-097,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00112,Change Management,2026-06-04,0.84,true,
CHG-MH-00113,2026-07-03,2026-07-04,CI-LEGACY-VM-098,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00113,Change Management,2026-06-04,0.84,true,
CHG-MH-00114,2026-07-04,2026-07-05,CI-LEGACY-VM-099,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00114,Change Management,2026-06-04,0.84,true,
CHG-MH-00115,2026-07-05,2026-07-06,CI-LEGACY-VM-100,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00115,Change Management,2026-06-04,0.84,true,
