incident_id,opened_at,closed_at,ci_id,business_service,priority,severity,assignment_group,short_description,resolution_code,breach_sla,related_problem_id,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
INC-MH-00013,2026-02-13,2026-02-14,CI-IAM-ENTRA,Enterprise Analytics,P2,High,Integration Operations,Enterprise Analytics disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00013,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00014,2026-02-14,,CI-SEC-CROWDSTRIKE,Clinical Documentation,P3,Medium,Cloud Migration Factory,Clinical Documentation disruption during AWS-hosted transition wave 6,,false,PRB-MH-0015,ServiceNow ITSM,INC-MH-00014,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00015,2026-02-15,2026-02-16,CI-AWS-LANDING-ZONE,Revenue Cycle,P4,Low,Service Desk,Revenue Cycle disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00015,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00016,2026-02-16,2026-02-17,CI-LEGACY-VM-001,Patient Access,P1,Critical,Epic Platform Operations,Patient Access disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0017,ServiceNow ITSM,INC-MH-00016,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00017,2026-02-17,2026-02-18,CI-LEGACY-VM-002,Claims,P2,High,Integration Operations,Claims disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00017,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00018,2026-02-18,2026-02-19,CI-LEGACY-VM-003,Care Management,P3,Medium,Cloud Migration Factory,Care Management disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0019,ServiceNow ITSM,INC-MH-00018,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00019,2026-02-19,2026-02-20,CI-LEGACY-VM-004,Cloud Hosting,P4,Low,Service Desk,Cloud Hosting disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00019,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00020,2026-02-20,2026-02-21,CI-LEGACY-VM-005,Enterprise Analytics,P1,Critical,Epic Platform Operations,Enterprise Analytics disruption during AWS-hosted transition wave 4,Monitoring restored,false,PRB-MH-0021,ServiceNow ITSM,INC-MH-00020,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00021,2026-02-21,,CI-LEGACY-VM-006,Clinical Documentation,P2,High,Integration Operations,Clinical Documentation disruption during AWS-hosted transition wave 5,,false,,ServiceNow ITSM,INC-MH-00021,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00022,2026-02-22,2026-02-23,CI-LEGACY-VM-007,Revenue Cycle,P3,Medium,Cloud Migration Factory,Revenue Cycle disruption during AWS-hosted transition wave 6,Monitoring restored,true,PRB-MH-0023,ServiceNow ITSM,INC-MH-00022,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00023,2026-02-23,2026-02-24,CI-LEGACY-VM-008,Patient Access,P4,Low,Service Desk,Patient Access disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00023,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00024,2026-02-24,2026-02-25,CI-LEGACY-VM-009,Claims,P1,Critical,Epic Platform Operations,Claims disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0025,ServiceNow ITSM,INC-MH-00024,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00025,2026-02-25,2026-02-26,CI-LEGACY-VM-010,Care Management,P2,High,Integration Operations,Care Management disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00025,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00026,2026-02-26,2026-02-27,CI-LEGACY-VM-011,Cloud Hosting,P3,Medium,Cloud Migration Factory,Cloud Hosting disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0027,ServiceNow ITSM,INC-MH-00026,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00027,2026-02-27,2026-02-28,CI-LEGACY-VM-012,Enterprise Analytics,P4,Low,Service Desk,Enterprise Analytics disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00027,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00028,2026-02-28,,CI-LEGACY-VM-013,Clinical Documentation,P1,Critical,Epic Platform Operations,Clinical Documentation disruption during AWS-hosted transition wave 4,,false,PRB-MH-0029,ServiceNow ITSM,INC-MH-00028,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00029,2026-03-01,2026-03-02,CI-LEGACY-VM-014,Revenue Cycle,P2,High,Integration Operations,Revenue Cycle disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00029,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00030,2026-03-02,2026-03-03,CI-LEGACY-VM-015,Patient Access,P3,Medium,Cloud Migration Factory,Patient Access disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0031,ServiceNow ITSM,INC-MH-00030,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00031,2026-03-03,2026-03-04,CI-LEGACY-VM-016,Claims,P4,Low,Service Desk,Claims disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00031,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00032,2026-03-04,2026-03-05,CI-LEGACY-VM-017,Care Management,P1,Critical,Epic Platform Operations,Care Management disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0033,ServiceNow ITSM,INC-MH-00032,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00033,2026-03-05,2026-03-06,CI-LEGACY-VM-018,Cloud Hosting,P2,High,Integration Operations,Cloud Hosting disruption during AWS-hosted transition wave 1,Monitoring restored,true,,ServiceNow ITSM,INC-MH-00033,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00034,2026-03-06,2026-03-07,CI-LEGACY-VM-019,Enterprise Analytics,P3,Medium,Cloud Migration Factory,Enterprise Analytics disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0035,ServiceNow ITSM,INC-MH-00034,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00035,2026-03-07,,CI-LEGACY-VM-020,Clinical Documentation,P4,Low,Service Desk,Clinical Documentation disruption during AWS-hosted transition wave 3,,false,,ServiceNow ITSM,INC-MH-00035,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00036,2026-03-08,2026-03-09,CI-LEGACY-VM-021,Revenue Cycle,P1,Critical,Epic Platform Operations,Revenue Cycle disruption during AWS-hosted transition wave 4,Monitoring restored,false,PRB-MH-0037,ServiceNow ITSM,INC-MH-00036,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00037,2026-03-09,2026-03-10,CI-LEGACY-VM-022,Patient Access,P2,High,Integration Operations,Patient Access disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00037,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00038,2026-03-10,2026-03-11,CI-LEGACY-VM-023,Claims,P3,Medium,Cloud Migration Factory,Claims disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0039,ServiceNow ITSM,INC-MH-00038,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00039,2026-03-11,2026-03-12,CI-LEGACY-VM-024,Care Management,P4,Low,Service Desk,Care Management disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00039,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00040,2026-03-12,2026-03-13,CI-LEGACY-VM-025,Cloud Hosting,P1,Critical,Epic Platform Operations,Cloud Hosting disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0041,ServiceNow ITSM,INC-MH-00040,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00041,2026-03-13,2026-03-14,CI-LEGACY-VM-026,Enterprise Analytics,P2,High,Integration Operations,Enterprise Analytics disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00041,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00042,2026-03-14,,CI-LEGACY-VM-027,Clinical Documentation,P3,Medium,Cloud Migration Factory,Clinical Documentation disruption during AWS-hosted transition wave 2,,false,PRB-MH-0043,ServiceNow ITSM,INC-MH-00042,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00043,2026-03-15,2026-03-16,CI-LEGACY-VM-028,Revenue Cycle,P4,Low,Service Desk,Revenue Cycle disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00043,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00044,2026-03-16,2026-03-17,CI-LEGACY-VM-029,Patient Access,P1,Critical,Epic Platform Operations,Patient Access disruption during AWS-hosted transition wave 4,Monitoring restored,true,PRB-MH-0045,ServiceNow ITSM,INC-MH-00044,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00045,2026-03-17,2026-03-18,CI-LEGACY-VM-030,Claims,P2,High,Integration Operations,Claims disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00045,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00046,2026-03-18,2026-03-19,CI-LEGACY-VM-031,Care Management,P3,Medium,Cloud Migration Factory,Care Management disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0047,ServiceNow ITSM,INC-MH-00046,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00047,2026-03-19,2026-03-20,CI-LEGACY-VM-032,Cloud Hosting,P4,Low,Service Desk,Cloud Hosting disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00047,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00048,2026-03-20,2026-03-21,CI-LEGACY-VM-033,Enterprise Analytics,P1,Critical,Epic Platform Operations,Enterprise Analytics disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0049,ServiceNow ITSM,INC-MH-00048,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00049,2026-03-21,,CI-LEGACY-VM-034,Clinical Documentation,P2,High,Integration Operations,Clinical Documentation disruption during AWS-hosted transition wave 1,,false,,ServiceNow ITSM,INC-MH-00049,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00050,2026-03-22,2026-03-23,CI-LEGACY-VM-035,Revenue Cycle,P3,Medium,Cloud Migration Factory,Revenue Cycle disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0051,ServiceNow ITSM,INC-MH-00050,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00051,2026-03-23,2026-03-24,CI-LEGACY-VM-036,Patient Access,P4,Low,Service Desk,Patient Access disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00051,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00052,2026-03-24,2026-03-25,CI-LEGACY-VM-037,Claims,P1,Critical,Epic Platform Operations,Claims disruption during AWS-hosted transition wave 4,Monitoring restored,false,PRB-MH-0053,ServiceNow ITSM,INC-MH-00052,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00053,2026-03-25,2026-03-26,CI-LEGACY-VM-038,Care Management,P2,High,Integration Operations,Care Management disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00053,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00054,2026-03-26,2026-03-27,CI-LEGACY-VM-039,Cloud Hosting,P3,Medium,Cloud Migration Factory,Cloud Hosting disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0055,ServiceNow ITSM,INC-MH-00054,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00055,2026-03-27,2026-03-28,CI-LEGACY-VM-040,Enterprise Analytics,P4,Low,Service Desk,Enterprise Analytics disruption during AWS-hosted transition wave 7,Monitoring restored,true,,ServiceNow ITSM,INC-MH-00055,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00056,2026-03-28,,CI-LEGACY-VM-041,Clinical Documentation,P1,Critical,Epic Platform Operations,Clinical Documentation disruption during AWS-hosted transition wave 0,,false,PRB-MH-0057,ServiceNow ITSM,INC-MH-00056,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00057,2026-03-29,2026-03-30,CI-LEGACY-VM-042,Revenue Cycle,P2,High,Integration Operations,Revenue Cycle disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00057,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00058,2026-03-30,2026-03-31,CI-LEGACY-VM-043,Patient Access,P3,Medium,Cloud Migration Factory,Patient Access disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0059,ServiceNow ITSM,INC-MH-00058,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00059,2026-03-31,2026-04-01,CI-LEGACY-VM-044,Claims,P4,Low,Service Desk,Claims disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00059,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00060,2026-04-01,2026-04-02,CI-LEGACY-VM-045,Care Management,P1,Critical,Epic Platform Operations,Care Management disruption during AWS-hosted transition wave 4,Monitoring restored,false,PRB-MH-0061,ServiceNow ITSM,INC-MH-00060,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00061,2026-04-02,2026-04-03,CI-LEGACY-VM-046,Cloud Hosting,P2,High,Integration Operations,Cloud Hosting disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00061,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00062,2026-04-03,2026-04-04,CI-LEGACY-VM-047,Enterprise Analytics,P3,Medium,Cloud Migration Factory,Enterprise Analytics disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0063,ServiceNow ITSM,INC-MH-00062,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00063,2026-04-04,,CI-LEGACY-VM-048,Clinical Documentation,P4,Low,Service Desk,Clinical Documentation disruption during AWS-hosted transition wave 7,,false,,ServiceNow ITSM,INC-MH-00063,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00064,2026-04-05,2026-04-06,CI-LEGACY-VM-049,Revenue Cycle,P1,Critical,Epic Platform Operations,Revenue Cycle disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0065,ServiceNow ITSM,INC-MH-00064,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00065,2026-04-06,2026-04-07,CI-LEGACY-VM-050,Patient Access,P2,High,Integration Operations,Patient Access disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00065,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00066,2026-04-07,2026-04-08,CI-LEGACY-VM-051,Claims,P3,Medium,Cloud Migration Factory,Claims disruption during AWS-hosted transition wave 2,Monitoring restored,true,PRB-MH-0067,ServiceNow ITSM,INC-MH-00066,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00067,2026-04-08,2026-04-09,CI-LEGACY-VM-052,Care Management,P4,Low,Service Desk,Care Management disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00067,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00068,2026-04-09,2026-04-10,CI-LEGACY-VM-053,Cloud Hosting,P1,Critical,Epic Platform Operations,Cloud Hosting disruption during AWS-hosted transition wave 4,Monitoring restored,false,PRB-MH-0069,ServiceNow ITSM,INC-MH-00068,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00069,2026-04-10,2026-04-11,CI-LEGACY-VM-054,Enterprise Analytics,P2,High,Integration Operations,Enterprise Analytics disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00069,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00070,2026-04-11,,CI-LEGACY-VM-055,Clinical Documentation,P3,Medium,Cloud Migration Factory,Clinical Documentation disruption during AWS-hosted transition wave 6,,false,PRB-MH-0071,ServiceNow ITSM,INC-MH-00070,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00071,2026-04-12,2026-04-13,CI-LEGACY-VM-056,Revenue Cycle,P4,Low,Service Desk,Revenue Cycle disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00071,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00072,2026-04-13,2026-04-14,CI-LEGACY-VM-057,Patient Access,P1,Critical,Epic Platform Operations,Patient Access disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0073,ServiceNow ITSM,INC-MH-00072,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00073,2026-04-14,2026-04-15,CI-LEGACY-VM-058,Claims,P2,High,Integration Operations,Claims disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00073,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00074,2026-04-15,2026-04-16,CI-LEGACY-VM-059,Care Management,P3,Medium,Cloud Migration Factory,Care Management disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0075,ServiceNow ITSM,INC-MH-00074,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00075,2026-04-16,2026-04-17,CI-LEGACY-VM-060,Cloud Hosting,P4,Low,Service Desk,Cloud Hosting disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00075,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00076,2026-04-17,2026-04-18,CI-LEGACY-VM-061,Enterprise Analytics,P1,Critical,Epic Platform Operations,Enterprise Analytics disruption during AWS-hosted transition wave 4,Monitoring restored,false,PRB-MH-0077,ServiceNow ITSM,INC-MH-00076,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00077,2026-04-18,,CI-LEGACY-VM-062,Clinical Documentation,P2,High,Integration Operations,Clinical Documentation disruption during AWS-hosted transition wave 5,,true,,ServiceNow ITSM,INC-MH-00077,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00078,2026-04-19,2026-04-20,CI-LEGACY-VM-063,Revenue Cycle,P3,Medium,Cloud Migration Factory,Revenue Cycle disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0079,ServiceNow ITSM,INC-MH-00078,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00079,2026-04-20,2026-04-21,CI-LEGACY-VM-064,Patient Access,P4,Low,Service Desk,Patient Access disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00079,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00080,2026-04-21,2026-04-22,CI-LEGACY-VM-065,Claims,P1,Critical,Epic Platform Operations,Claims disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0081,ServiceNow ITSM,INC-MH-00080,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00081,2026-04-22,2026-04-23,CI-LEGACY-VM-066,Care Management,P2,High,Integration Operations,Care Management disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00081,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00082,2026-04-23,2026-04-24,CI-LEGACY-VM-067,Cloud Hosting,P3,Medium,Cloud Migration Factory,Cloud Hosting disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0083,ServiceNow ITSM,INC-MH-00082,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00083,2026-04-24,2026-04-25,CI-LEGACY-VM-068,Enterprise Analytics,P4,Low,Service Desk,Enterprise Analytics disruption during AWS-hosted transition wave 3,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00083,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00084,2026-04-25,,CI-LEGACY-VM-069,Clinical Documentation,P1,Critical,Epic Platform Operations,Clinical Documentation disruption during AWS-hosted transition wave 4,,false,PRB-MH-0085,ServiceNow ITSM,INC-MH-00084,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00085,2026-04-26,2026-04-27,CI-LEGACY-VM-070,Revenue Cycle,P2,High,Integration Operations,Revenue Cycle disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00085,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00086,2026-04-27,2026-04-28,CI-LEGACY-VM-071,Patient Access,P3,Medium,Cloud Migration Factory,Patient Access disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0087,ServiceNow ITSM,INC-MH-00086,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00087,2026-04-28,2026-04-29,CI-LEGACY-VM-072,Claims,P4,Low,Service Desk,Claims disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00087,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00088,2026-04-29,2026-04-30,CI-LEGACY-VM-073,Care Management,P1,Critical,Epic Platform Operations,Care Management disruption during AWS-hosted transition wave 0,Monitoring restored,true,PRB-MH-0089,ServiceNow ITSM,INC-MH-00088,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00089,2026-04-30,2026-05-01,CI-LEGACY-VM-074,Cloud Hosting,P2,High,Integration Operations,Cloud Hosting disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00089,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00090,2026-05-01,2026-05-02,CI-LEGACY-VM-075,Enterprise Analytics,P3,Medium,Cloud Migration Factory,Enterprise Analytics disruption during AWS-hosted transition wave 2,Monitoring restored,false,PRB-MH-0091,ServiceNow ITSM,INC-MH-00090,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00091,2026-05-02,,CI-LEGACY-VM-076,Clinical Documentation,P4,Low,Service Desk,Clinical Documentation disruption during AWS-hosted transition wave 3,,false,,ServiceNow ITSM,INC-MH-00091,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00092,2026-05-03,2026-05-04,CI-LEGACY-VM-077,Revenue Cycle,P1,Critical,Epic Platform Operations,Revenue Cycle disruption during AWS-hosted transition wave 4,Monitoring restored,false,PRB-MH-0093,ServiceNow ITSM,INC-MH-00092,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00093,2026-05-04,2026-05-05,CI-LEGACY-VM-078,Patient Access,P2,High,Integration Operations,Patient Access disruption during AWS-hosted transition wave 5,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00093,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00094,2026-05-05,2026-05-06,CI-LEGACY-VM-079,Claims,P3,Medium,Cloud Migration Factory,Claims disruption during AWS-hosted transition wave 6,Monitoring restored,false,PRB-MH-0095,ServiceNow ITSM,INC-MH-00094,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00095,2026-05-06,2026-05-07,CI-LEGACY-VM-080,Care Management,P4,Low,Service Desk,Care Management disruption during AWS-hosted transition wave 7,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00095,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00096,2026-05-07,2026-05-08,CI-LEGACY-VM-081,Cloud Hosting,P1,Critical,Epic Platform Operations,Cloud Hosting disruption during AWS-hosted transition wave 0,Monitoring restored,false,PRB-MH-0097,ServiceNow ITSM,INC-MH-00096,ITSM Stewardship,2026-06-04,0.82,true,
INC-MH-00097,2026-05-08,2026-05-09,CI-LEGACY-VM-082,Enterprise Analytics,P2,High,Integration Operations,Enterprise Analytics disruption during AWS-hosted transition wave 1,Monitoring restored,false,,ServiceNow ITSM,INC-MH-00097,ITSM Stewardship,2026-06-04,0.82,true,
