problem_id,opened_at,closed_at,ci_id,business_service,priority,root_cause_category,known_error,status,owner,linked_incident_count,workaround_available,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
PRB-MH-0064,2026-03-26,,CI-LEGACY-VM-049,Revenue Cycle,P2,Vendor AMS transition,true,Open,Integration Operations,15,true,ServiceNow ITSM,PRB-MH-0064,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0065,2026-03-27,2026-05-26,CI-LEGACY-VM-050,Patient Access,P3,Legacy batch dependency,false,Resolved,Cloud Migration Factory,16,true,ServiceNow ITSM,PRB-MH-0065,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0066,2026-03-28,,CI-LEGACY-VM-051,Claims,P1,AWS rehost performance,false,Open,Epic Platform Operations,17,false,ServiceNow ITSM,PRB-MH-0066,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0067,2026-03-29,,CI-LEGACY-VM-052,Care Management,P2,Epic interface backlog,false,Open,Data Quality Observability,18,true,ServiceNow ITSM,PRB-MH-0067,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0068,2026-03-30,,CI-LEGACY-VM-053,Cloud Hosting,P3,Data quality,true,Open,Integration Operations,2,true,ServiceNow ITSM,PRB-MH-0068,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0069,2026-03-31,,CI-LEGACY-VM-054,Enterprise Analytics,P1,Identity sync,false,Open,Cloud Migration Factory,3,false,ServiceNow ITSM,PRB-MH-0069,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0070,2026-04-01,2026-05-31,CI-LEGACY-VM-055,Clinical Documentation,P2,Vendor AMS transition,false,Resolved,Epic Platform Operations,4,true,ServiceNow ITSM,PRB-MH-0070,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0071,2026-04-02,,CI-LEGACY-VM-056,Revenue Cycle,P3,Legacy batch dependency,false,Open,Data Quality Observability,5,true,ServiceNow ITSM,PRB-MH-0071,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0072,2026-04-03,,CI-LEGACY-VM-057,Patient Access,P1,AWS rehost performance,true,Open,Integration Operations,6,false,ServiceNow ITSM,PRB-MH-0072,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0073,2026-04-04,,CI-LEGACY-VM-058,Claims,P2,Epic interface backlog,false,Open,Cloud Migration Factory,7,true,ServiceNow ITSM,PRB-MH-0073,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0074,2026-04-05,,CI-LEGACY-VM-059,Care Management,P3,Data quality,false,Open,Epic Platform Operations,8,true,ServiceNow ITSM,PRB-MH-0074,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0075,2026-04-06,2026-06-05,CI-LEGACY-VM-060,Cloud Hosting,P1,Identity sync,false,Resolved,Data Quality Observability,9,false,ServiceNow ITSM,PRB-MH-0075,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0076,2026-04-07,,CI-LEGACY-VM-061,Enterprise Analytics,P2,Vendor AMS transition,true,Open,Integration Operations,10,true,ServiceNow ITSM,PRB-MH-0076,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0077,2026-04-08,,CI-LEGACY-VM-062,Clinical Documentation,P3,Legacy batch dependency,false,Open,Cloud Migration Factory,11,true,ServiceNow ITSM,PRB-MH-0077,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0078,2026-04-09,,CI-LEGACY-VM-063,Revenue Cycle,P1,AWS rehost performance,false,Open,Epic Platform Operations,12,false,ServiceNow ITSM,PRB-MH-0078,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0079,2026-04-10,,CI-LEGACY-VM-064,Patient Access,P2,Epic interface backlog,false,Open,Data Quality Observability,13,true,ServiceNow ITSM,PRB-MH-0079,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0080,2026-04-11,2026-06-10,CI-LEGACY-VM-065,Claims,P3,Data quality,true,Resolved,Integration Operations,14,true,ServiceNow ITSM,PRB-MH-0080,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0081,2026-04-12,,CI-LEGACY-VM-066,Care Management,P1,Identity sync,false,Open,Cloud Migration Factory,15,false,ServiceNow ITSM,PRB-MH-0081,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0082,2026-04-13,,CI-LEGACY-VM-067,Cloud Hosting,P2,Vendor AMS transition,false,Open,Epic Platform Operations,16,true,ServiceNow ITSM,PRB-MH-0082,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0083,2026-04-14,,CI-LEGACY-VM-068,Enterprise Analytics,P3,Legacy batch dependency,false,Open,Data Quality Observability,17,true,ServiceNow ITSM,PRB-MH-0083,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0084,2026-04-15,,CI-LEGACY-VM-069,Clinical Documentation,P1,AWS rehost performance,true,Open,Integration Operations,18,false,ServiceNow ITSM,PRB-MH-0084,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0085,2026-04-16,2026-06-15,CI-LEGACY-VM-070,Revenue Cycle,P2,Epic interface backlog,false,Resolved,Cloud Migration Factory,2,true,ServiceNow ITSM,PRB-MH-0085,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0086,2026-04-17,,CI-LEGACY-VM-071,Patient Access,P3,Data quality,false,Open,Epic Platform Operations,3,true,ServiceNow ITSM,PRB-MH-0086,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0087,2026-04-18,,CI-LEGACY-VM-072,Claims,P1,Identity sync,false,Open,Data Quality Observability,4,false,ServiceNow ITSM,PRB-MH-0087,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0088,2026-04-19,,CI-LEGACY-VM-073,Care Management,P2,Vendor AMS transition,true,Open,Integration Operations,5,true,ServiceNow ITSM,PRB-MH-0088,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0089,2026-04-20,,CI-LEGACY-VM-074,Cloud Hosting,P3,Legacy batch dependency,false,Open,Cloud Migration Factory,6,true,ServiceNow ITSM,PRB-MH-0089,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0090,2026-04-21,2026-06-20,CI-LEGACY-VM-075,Enterprise Analytics,P1,AWS rehost performance,false,Resolved,Epic Platform Operations,7,false,ServiceNow ITSM,PRB-MH-0090,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0091,2026-04-22,,CI-LEGACY-VM-076,Clinical Documentation,P2,Epic interface backlog,false,Open,Data Quality Observability,8,true,ServiceNow ITSM,PRB-MH-0091,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0092,2026-04-23,,CI-LEGACY-VM-077,Revenue Cycle,P3,Data quality,true,Open,Integration Operations,9,true,ServiceNow ITSM,PRB-MH-0092,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0093,2026-04-24,,CI-LEGACY-VM-078,Patient Access,P1,Identity sync,false,Open,Cloud Migration Factory,10,false,ServiceNow ITSM,PRB-MH-0093,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0094,2026-04-25,,CI-LEGACY-VM-079,Claims,P2,Vendor AMS transition,false,Open,Epic Platform Operations,11,true,ServiceNow ITSM,PRB-MH-0094,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0095,2026-04-26,2026-06-25,CI-LEGACY-VM-080,Care Management,P3,Legacy batch dependency,false,Resolved,Data Quality Observability,12,true,ServiceNow ITSM,PRB-MH-0095,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0096,2026-04-27,,CI-LEGACY-VM-081,Cloud Hosting,P1,AWS rehost performance,true,Open,Integration Operations,13,false,ServiceNow ITSM,PRB-MH-0096,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0097,2026-04-28,,CI-LEGACY-VM-082,Enterprise Analytics,P2,Epic interface backlog,false,Open,Cloud Migration Factory,14,true,ServiceNow ITSM,PRB-MH-0097,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0098,2026-04-29,,CI-LEGACY-VM-083,Clinical Documentation,P3,Data quality,false,Open,Epic Platform Operations,15,true,ServiceNow ITSM,PRB-MH-0098,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0099,2026-04-30,,CI-LEGACY-VM-084,Revenue Cycle,P1,Identity sync,false,Open,Data Quality Observability,16,false,ServiceNow ITSM,PRB-MH-0099,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0100,2026-05-01,2026-06-30,CI-LEGACY-VM-085,Patient Access,P2,Vendor AMS transition,true,Resolved,Integration Operations,17,true,ServiceNow ITSM,PRB-MH-0100,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0101,2026-05-02,,CI-LEGACY-VM-086,Claims,P3,Legacy batch dependency,false,Open,Cloud Migration Factory,18,true,ServiceNow ITSM,PRB-MH-0101,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0102,2026-05-03,,CI-LEGACY-VM-087,Care Management,P1,AWS rehost performance,false,Open,Epic Platform Operations,2,false,ServiceNow ITSM,PRB-MH-0102,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0103,2026-05-04,,CI-LEGACY-VM-088,Cloud Hosting,P2,Epic interface backlog,false,Open,Data Quality Observability,3,true,ServiceNow ITSM,PRB-MH-0103,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0104,2026-05-05,,CI-LEGACY-VM-089,Enterprise Analytics,P3,Data quality,true,Open,Integration Operations,4,true,ServiceNow ITSM,PRB-MH-0104,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0105,2026-05-06,2026-07-05,CI-LEGACY-VM-090,Clinical Documentation,P1,Identity sync,false,Resolved,Cloud Migration Factory,5,false,ServiceNow ITSM,PRB-MH-0105,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0106,2026-05-07,,CI-LEGACY-VM-091,Revenue Cycle,P2,Vendor AMS transition,false,Open,Epic Platform Operations,6,true,ServiceNow ITSM,PRB-MH-0106,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0107,2026-05-08,,CI-LEGACY-VM-092,Patient Access,P3,Legacy batch dependency,false,Open,Data Quality Observability,7,true,ServiceNow ITSM,PRB-MH-0107,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0108,2026-05-09,,CI-LEGACY-VM-093,Claims,P1,AWS rehost performance,true,Open,Integration Operations,8,false,ServiceNow ITSM,PRB-MH-0108,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0109,2026-05-10,,CI-LEGACY-VM-094,Care Management,P2,Epic interface backlog,false,Open,Cloud Migration Factory,9,true,ServiceNow ITSM,PRB-MH-0109,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0110,2026-05-11,2026-07-10,CI-LEGACY-VM-095,Cloud Hosting,P3,Data quality,false,Resolved,Epic Platform Operations,10,true,ServiceNow ITSM,PRB-MH-0110,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0111,2026-05-12,,CI-LEGACY-VM-096,Enterprise Analytics,P1,Identity sync,false,Open,Data Quality Observability,11,false,ServiceNow ITSM,PRB-MH-0111,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0112,2026-05-13,,CI-LEGACY-VM-097,Clinical Documentation,P2,Vendor AMS transition,true,Open,Integration Operations,12,true,ServiceNow ITSM,PRB-MH-0112,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0113,2026-05-14,,CI-LEGACY-VM-098,Revenue Cycle,P3,Legacy batch dependency,false,Open,Cloud Migration Factory,13,true,ServiceNow ITSM,PRB-MH-0113,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0114,2026-05-15,,CI-LEGACY-VM-099,Patient Access,P1,AWS rehost performance,false,Open,Epic Platform Operations,14,false,ServiceNow ITSM,PRB-MH-0114,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0115,2026-05-16,2026-07-15,CI-LEGACY-VM-100,Claims,P2,Epic interface backlog,false,Resolved,Data Quality Observability,15,true,ServiceNow ITSM,PRB-MH-0115,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0116,2026-05-17,,CI-LEGACY-VM-101,Care Management,P3,Data quality,true,Open,Integration Operations,16,true,ServiceNow ITSM,PRB-MH-0116,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0117,2026-05-18,,CI-LEGACY-VM-102,Cloud Hosting,P1,Identity sync,false,Open,Cloud Migration Factory,17,false,ServiceNow ITSM,PRB-MH-0117,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0118,2026-05-19,,CI-LEGACY-VM-103,Enterprise Analytics,P2,Vendor AMS transition,false,Open,Epic Platform Operations,18,true,ServiceNow ITSM,PRB-MH-0118,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0119,2026-05-20,,CI-LEGACY-VM-104,Clinical Documentation,P3,Legacy batch dependency,false,Open,Data Quality Observability,2,true,ServiceNow ITSM,PRB-MH-0119,ITSM Stewardship,2026-06-04,0.83,true,
