ci_id,ci_name,ci_type,business_service,application_owner,technical_owner,support_group,criticality,hosting_model,environment,vendor_id,contract_id,data_classification,service_tier,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
CI-LEGACY-VM-002,Patient Access Legacy VM 002,Virtual Machine,Patient Access,Patient Access Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-002,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-003,Claims Legacy VM 003,Virtual Machine,Claims,Claims Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-003,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-004,Care Management Legacy VM 004,Virtual Machine,Care Management,Care Management Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Gold,ServiceNow CMDB,CI-LEGACY-VM-004,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-005,Population Health Legacy VM 005,Virtual Machine,Population Health,Population Health Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-005,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-006,Finance Legacy VM 006,Virtual Machine,Finance,Finance Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-006,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-007,Supply Chain Legacy VM 007,Virtual Machine,Supply Chain,Supply Chain Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-007,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-008,Security Legacy VM 008,Virtual Machine,Security,Security Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-008,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-009,Data Platform Legacy VM 009,Virtual Machine,Data Platform,Data Platform Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 1,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-009,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-010,Clinical Documentation Legacy VM 010,Virtual Machine,Clinical Documentation,Clinical Documentation Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-010,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-011,Revenue Cycle Legacy VM 011,Virtual Machine,Revenue Cycle,Revenue Cycle Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-011,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-012,Patient Access Legacy VM 012,Virtual Machine,Patient Access,Patient Access Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-012,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-013,Claims Legacy VM 013,Virtual Machine,Claims,Claims Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-013,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-014,Care Management Legacy VM 014,Virtual Machine,Care Management,Care Management Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-014,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-015,Population Health Legacy VM 015,Virtual Machine,Population Health,Population Health Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-015,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-016,Finance Legacy VM 016,Virtual Machine,Finance,Finance Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-016,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-017,Supply Chain Legacy VM 017,Virtual Machine,Supply Chain,Supply Chain Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-017,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-018,Security Legacy VM 018,Virtual Machine,Security,Security Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 1,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-018,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-019,Data Platform Legacy VM 019,Virtual Machine,Data Platform,Data Platform Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-019,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-020,Clinical Documentation Legacy VM 020,Virtual Machine,Clinical Documentation,Clinical Documentation Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Gold,ServiceNow CMDB,CI-LEGACY-VM-020,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-021,Revenue Cycle Legacy VM 021,Virtual Machine,Revenue Cycle,Revenue Cycle Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-021,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-022,Patient Access Legacy VM 022,Virtual Machine,Patient Access,Patient Access Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-022,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-023,Claims Legacy VM 023,Virtual Machine,Claims,Claims Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-023,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-024,Care Management Legacy VM 024,Virtual Machine,Care Management,Care Management Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Gold,ServiceNow CMDB,CI-LEGACY-VM-024,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-025,Population Health Legacy VM 025,Virtual Machine,Population Health,Population Health Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-025,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-026,Finance Legacy VM 026,Virtual Machine,Finance,Finance Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-026,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-027,Supply Chain Legacy VM 027,Virtual Machine,Supply Chain,Supply Chain Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 1,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-027,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-028,Security Legacy VM 028,Virtual Machine,Security,Security Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-028,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-029,Data Platform Legacy VM 029,Virtual Machine,Data Platform,Data Platform Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-029,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-030,Clinical Documentation Legacy VM 030,Virtual Machine,Clinical Documentation,Clinical Documentation Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-030,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-031,Revenue Cycle Legacy VM 031,Virtual Machine,Revenue Cycle,Revenue Cycle Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-031,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-032,Patient Access Legacy VM 032,Virtual Machine,Patient Access,Patient Access Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-032,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-033,Claims Legacy VM 033,Virtual Machine,Claims,Claims Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-033,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-034,Care Management Legacy VM 034,Virtual Machine,Care Management,Care Management Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-034,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-035,Population Health Legacy VM 035,Virtual Machine,Population Health,Population Health Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-035,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-036,Finance Legacy VM 036,Virtual Machine,Finance,Finance Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 1,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-036,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-037,Supply Chain Legacy VM 037,Virtual Machine,Supply Chain,Supply Chain Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-037,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-038,Security Legacy VM 038,Virtual Machine,Security,Security Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-038,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-039,Data Platform Legacy VM 039,Virtual Machine,Data Platform,Data Platform Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-039,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-040,Clinical Documentation Legacy VM 040,Virtual Machine,Clinical Documentation,Clinical Documentation Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Gold,ServiceNow CMDB,CI-LEGACY-VM-040,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-041,Revenue Cycle Legacy VM 041,Virtual Machine,Revenue Cycle,Revenue Cycle Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-041,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-042,Patient Access Legacy VM 042,Virtual Machine,Patient Access,Patient Access Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-042,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-043,Claims Legacy VM 043,Virtual Machine,Claims,Claims Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-043,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-044,Care Management Legacy VM 044,Virtual Machine,Care Management,Care Management Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Gold,ServiceNow CMDB,CI-LEGACY-VM-044,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-045,Population Health Legacy VM 045,Virtual Machine,Population Health,Population Health Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 1,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-045,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-046,Finance Legacy VM 046,Virtual Machine,Finance,Finance Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-046,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-047,Supply Chain Legacy VM 047,Virtual Machine,Supply Chain,Supply Chain Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-047,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-048,Security Legacy VM 048,Virtual Machine,Security,Security Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-048,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-049,Data Platform Legacy VM 049,Virtual Machine,Data Platform,Data Platform Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-049,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-050,Clinical Documentation Legacy VM 050,Virtual Machine,Clinical Documentation,Clinical Documentation Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-050,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-051,Revenue Cycle Legacy VM 051,Virtual Machine,Revenue Cycle,Revenue Cycle Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-051,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-052,Patient Access Legacy VM 052,Virtual Machine,Patient Access,Patient Access Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-052,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-053,Claims Legacy VM 053,Virtual Machine,Claims,Claims Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-053,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-054,Care Management Legacy VM 054,Virtual Machine,Care Management,Care Management Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 1,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Silver,ServiceNow CMDB,CI-LEGACY-VM-054,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-055,Population Health Legacy VM 055,Virtual Machine,Population Health,Population Health Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-055,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-056,Finance Legacy VM 056,Virtual Machine,Finance,Finance Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Gold,ServiceNow CMDB,CI-LEGACY-VM-056,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-057,Supply Chain Legacy VM 057,Virtual Machine,Supply Chain,Supply Chain Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-057,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-058,Security Legacy VM 058,Virtual Machine,Security,Security Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-058,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-059,Data Platform Legacy VM 059,Virtual Machine,Data Platform,Data Platform Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-059,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-060,Clinical Documentation Legacy VM 060,Virtual Machine,Clinical Documentation,Clinical Documentation Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Restricted,Gold,ServiceNow CMDB,CI-LEGACY-VM-060,CMDB Stewardship,2026-06-04,0.84,true,
CI-LEGACY-VM-061,Revenue Cycle Legacy VM 061,Virtual Machine,Revenue Cycle,Revenue Cycle Owner,Cloud Migration Factory,Legacy VM Rehost Operations,Tier 2,AWS-hosted lift-and-shift VM,Production,VEN-AWS,CON-AWS-EA-2027,Internal,Silver,ServiceNow CMDB,CI-LEGACY-VM-061,CMDB Stewardship,2026-06-04,0.84,true,
