relationship_id,from_ci_id,to_ci_id,relationship_type,dependency_direction,integration_pattern,data_flow,criticality,recovery_dependency,known_gap,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
REL-MH-0014,CI-SEC-CROWDSTRIKE,CI-LEGACY-VM-096,authenticates_with,from_to,File transfer,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0014,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0015,CI-AWS-LANDING-ZONE,CI-LEGACY-VM-103,hosted_on,from_to,API,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0015,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0016,CI-LEGACY-VM-001,CI-LEGACY-VM-110,monitored_by,from_to,Batch,HL7 ADT,High,false,,ServiceNow CMDB,REL-MH-0016,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0017,CI-LEGACY-VM-002,CI-LEGACY-VM-117,integrates_with,from_to,Message queue,Claims EDI,Medium,false,AWS-hosted VM dependency not yet modernized,ServiceNow CMDB,REL-MH-0017,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0018,CI-LEGACY-VM-003,CI-LEGACY-VM-124,depends_on,from_to,Database replication,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0018,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0019,CI-LEGACY-VM-004,CI-SVC-131,feeds,from_to,File transfer,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0019,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0020,CI-LEGACY-VM-005,CI-SVC-138,authenticates_with,from_to,API,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0020,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0021,CI-LEGACY-VM-006,CI-SVC-145,hosted_on,from_to,Batch,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0021,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0022,CI-LEGACY-VM-007,CI-SVC-152,monitored_by,from_to,Message queue,FHIR API,Medium,true,,ServiceNow CMDB,REL-MH-0022,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0023,CI-LEGACY-VM-008,CI-SVC-159,integrates_with,from_to,Database replication,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0023,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0024,CI-LEGACY-VM-009,CI-SVC-166,depends_on,from_to,File transfer,Claims EDI,High,false,,ServiceNow CMDB,REL-MH-0024,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0025,CI-LEGACY-VM-010,CI-SVC-173,feeds,from_to,API,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0025,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0026,CI-LEGACY-VM-011,CI-SVC-180,authenticates_with,from_to,Batch,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0026,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0027,CI-LEGACY-VM-012,CI-SVC-187,hosted_on,from_to,Message queue,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0027,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0028,CI-LEGACY-VM-013,CI-SVC-194,monitored_by,from_to,Database replication,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0028,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0029,CI-LEGACY-VM-014,CI-SVC-201,integrates_with,from_to,File transfer,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0029,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0030,CI-LEGACY-VM-015,CI-SVC-208,depends_on,from_to,API,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0030,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0031,CI-LEGACY-VM-016,CI-SVC-215,feeds,from_to,Batch,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0031,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0032,CI-LEGACY-VM-017,CI-SVC-222,authenticates_with,from_to,Message queue,Financial batch,High,false,,ServiceNow CMDB,REL-MH-0032,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0033,CI-LEGACY-VM-018,CI-APP-EPIC-RESOLUTE-HB,hosted_on,from_to,Database replication,Telemetry,Medium,true,,ServiceNow CMDB,REL-MH-0033,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0034,CI-LEGACY-VM-019,CI-DATA-DATABRICKS,monitored_by,from_to,File transfer,Identity token,Medium,false,AWS-hosted VM dependency not yet modernized,ServiceNow CMDB,REL-MH-0034,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0035,CI-LEGACY-VM-020,CI-LEGACY-VM-003,integrates_with,from_to,API,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0035,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0036,CI-LEGACY-VM-021,CI-LEGACY-VM-010,depends_on,from_to,Batch,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0036,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0037,CI-LEGACY-VM-022,CI-LEGACY-VM-017,feeds,from_to,Message queue,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0037,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0038,CI-LEGACY-VM-023,CI-LEGACY-VM-024,authenticates_with,from_to,Database replication,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0038,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0039,CI-LEGACY-VM-024,CI-LEGACY-VM-031,hosted_on,from_to,File transfer,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0039,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0040,CI-LEGACY-VM-025,CI-LEGACY-VM-038,monitored_by,from_to,API,Telemetry,High,false,,ServiceNow CMDB,REL-MH-0040,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0041,CI-LEGACY-VM-026,CI-LEGACY-VM-045,integrates_with,from_to,Batch,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0041,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0042,CI-LEGACY-VM-027,CI-LEGACY-VM-052,depends_on,from_to,Message queue,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0042,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0043,CI-LEGACY-VM-028,CI-LEGACY-VM-059,feeds,from_to,Database replication,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0043,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0044,CI-LEGACY-VM-029,CI-LEGACY-VM-066,authenticates_with,from_to,File transfer,HL7 ADT,Medium,true,,ServiceNow CMDB,REL-MH-0044,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0045,CI-LEGACY-VM-030,CI-LEGACY-VM-073,hosted_on,from_to,API,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0045,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0046,CI-LEGACY-VM-031,CI-LEGACY-VM-080,monitored_by,from_to,Batch,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0046,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0047,CI-LEGACY-VM-032,CI-LEGACY-VM-087,integrates_with,from_to,Message queue,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0047,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0048,CI-LEGACY-VM-033,CI-LEGACY-VM-094,depends_on,from_to,Database replication,Identity token,High,false,,ServiceNow CMDB,REL-MH-0048,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0049,CI-LEGACY-VM-034,CI-LEGACY-VM-101,feeds,from_to,File transfer,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0049,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0050,CI-LEGACY-VM-035,CI-LEGACY-VM-108,authenticates_with,from_to,API,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0050,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0051,CI-LEGACY-VM-036,CI-LEGACY-VM-115,hosted_on,from_to,Batch,HL7 ADT,Medium,false,AWS-hosted VM dependency not yet modernized,ServiceNow CMDB,REL-MH-0051,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0052,CI-LEGACY-VM-037,CI-LEGACY-VM-122,monitored_by,from_to,Message queue,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0052,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0053,CI-LEGACY-VM-038,CI-LEGACY-VM-129,integrates_with,from_to,Database replication,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0053,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0054,CI-LEGACY-VM-039,CI-SVC-136,depends_on,from_to,File transfer,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0054,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0055,CI-LEGACY-VM-040,CI-SVC-143,feeds,from_to,API,Identity token,Medium,true,,ServiceNow CMDB,REL-MH-0055,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0056,CI-LEGACY-VM-041,CI-SVC-150,authenticates_with,from_to,Batch,PHI batch,High,false,,ServiceNow CMDB,REL-MH-0056,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0057,CI-LEGACY-VM-042,CI-SVC-157,hosted_on,from_to,Message queue,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0057,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0058,CI-LEGACY-VM-043,CI-SVC-164,monitored_by,from_to,Database replication,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0058,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0059,CI-LEGACY-VM-044,CI-SVC-171,integrates_with,from_to,File transfer,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0059,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0060,CI-LEGACY-VM-045,CI-SVC-178,depends_on,from_to,API,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0060,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0061,CI-LEGACY-VM-046,CI-SVC-185,feeds,from_to,Batch,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0061,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0062,CI-LEGACY-VM-047,CI-SVC-192,authenticates_with,from_to,Message queue,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0062,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0063,CI-LEGACY-VM-048,CI-SVC-199,hosted_on,from_to,Database replication,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0063,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0064,CI-LEGACY-VM-049,CI-SVC-206,monitored_by,from_to,File transfer,FHIR API,High,false,,ServiceNow CMDB,REL-MH-0064,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0065,CI-LEGACY-VM-050,CI-SVC-213,integrates_with,from_to,API,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0065,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0066,CI-LEGACY-VM-051,CI-SVC-220,depends_on,from_to,Batch,Claims EDI,Medium,true,,ServiceNow CMDB,REL-MH-0066,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0067,CI-LEGACY-VM-052,CI-APP-EPIC-CLARITY,feeds,from_to,Message queue,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0067,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0068,CI-LEGACY-VM-053,CI-HCM-WORKDAY,authenticates_with,from_to,Database replication,Telemetry,Medium,false,AWS-hosted VM dependency not yet modernized,ServiceNow CMDB,REL-MH-0068,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0069,CI-LEGACY-VM-054,CI-LEGACY-VM-001,hosted_on,from_to,File transfer,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0069,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0070,CI-LEGACY-VM-055,CI-LEGACY-VM-008,monitored_by,from_to,API,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0070,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0071,CI-LEGACY-VM-056,CI-LEGACY-VM-015,integrates_with,from_to,Batch,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0071,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0072,CI-LEGACY-VM-057,CI-LEGACY-VM-022,depends_on,from_to,Message queue,HL7 ADT,High,false,,ServiceNow CMDB,REL-MH-0072,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0073,CI-LEGACY-VM-058,CI-LEGACY-VM-029,feeds,from_to,Database replication,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0073,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0074,CI-LEGACY-VM-059,CI-LEGACY-VM-036,authenticates_with,from_to,File transfer,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0074,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0075,CI-LEGACY-VM-060,CI-LEGACY-VM-043,hosted_on,from_to,API,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0075,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0076,CI-LEGACY-VM-061,CI-LEGACY-VM-050,monitored_by,from_to,Batch,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0076,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0077,CI-LEGACY-VM-062,CI-LEGACY-VM-057,integrates_with,from_to,Message queue,PHI batch,Medium,true,,ServiceNow CMDB,REL-MH-0077,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0078,CI-LEGACY-VM-063,CI-LEGACY-VM-064,depends_on,from_to,Database replication,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0078,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0079,CI-LEGACY-VM-064,CI-LEGACY-VM-071,feeds,from_to,File transfer,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0079,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0080,CI-LEGACY-VM-065,CI-LEGACY-VM-078,authenticates_with,from_to,API,Claims EDI,High,false,,ServiceNow CMDB,REL-MH-0080,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0081,CI-LEGACY-VM-066,CI-LEGACY-VM-085,hosted_on,from_to,Batch,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0081,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0082,CI-LEGACY-VM-067,CI-LEGACY-VM-092,monitored_by,from_to,Message queue,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0082,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0083,CI-LEGACY-VM-068,CI-LEGACY-VM-099,integrates_with,from_to,Database replication,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0083,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0084,CI-LEGACY-VM-069,CI-LEGACY-VM-106,depends_on,from_to,File transfer,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0084,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0085,CI-LEGACY-VM-070,CI-LEGACY-VM-113,feeds,from_to,API,FHIR API,Medium,false,AWS-hosted VM dependency not yet modernized,ServiceNow CMDB,REL-MH-0085,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0086,CI-LEGACY-VM-071,CI-LEGACY-VM-120,authenticates_with,from_to,Batch,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0086,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0087,CI-LEGACY-VM-072,CI-LEGACY-VM-127,hosted_on,from_to,Message queue,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0087,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0088,CI-LEGACY-VM-073,CI-SVC-134,monitored_by,from_to,Database replication,Financial batch,High,true,,ServiceNow CMDB,REL-MH-0088,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0089,CI-LEGACY-VM-074,CI-SVC-141,integrates_with,from_to,File transfer,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0089,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0090,CI-LEGACY-VM-075,CI-SVC-148,depends_on,from_to,API,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0090,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0091,CI-LEGACY-VM-076,CI-SVC-155,feeds,from_to,Batch,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0091,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0092,CI-LEGACY-VM-077,CI-SVC-162,authenticates_with,from_to,Message queue,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0092,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0093,CI-LEGACY-VM-078,CI-SVC-169,hosted_on,from_to,Database replication,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0093,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0094,CI-LEGACY-VM-079,CI-SVC-176,monitored_by,from_to,File transfer,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0094,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0095,CI-LEGACY-VM-080,CI-SVC-183,integrates_with,from_to,API,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0095,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0096,CI-LEGACY-VM-081,CI-SVC-190,depends_on,from_to,Batch,Telemetry,High,false,,ServiceNow CMDB,REL-MH-0096,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0097,CI-LEGACY-VM-082,CI-SVC-197,feeds,from_to,Message queue,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0097,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0098,CI-LEGACY-VM-083,CI-SVC-204,authenticates_with,from_to,Database replication,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0098,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0099,CI-LEGACY-VM-084,CI-SVC-211,hosted_on,from_to,File transfer,FHIR API,Medium,true,,ServiceNow CMDB,REL-MH-0099,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0100,CI-LEGACY-VM-085,CI-SVC-218,monitored_by,from_to,API,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0100,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0101,CI-LEGACY-VM-086,CI-APP-EPIC-HYPERSPACE,integrates_with,from_to,Batch,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0101,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0102,CI-LEGACY-VM-087,CI-API-FHIR-GATEWAY,depends_on,from_to,Message queue,Financial batch,Medium,false,AWS-hosted VM dependency not yet modernized,ServiceNow CMDB,REL-MH-0102,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0103,CI-LEGACY-VM-088,CI-SEC-CROWDSTRIKE,feeds,from_to,Database replication,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0103,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0104,CI-LEGACY-VM-089,CI-LEGACY-VM-006,authenticates_with,from_to,File transfer,Identity token,High,false,,ServiceNow CMDB,REL-MH-0104,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0105,CI-LEGACY-VM-090,CI-LEGACY-VM-013,hosted_on,from_to,API,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0105,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0106,CI-LEGACY-VM-091,CI-LEGACY-VM-020,monitored_by,from_to,Batch,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0106,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0107,CI-LEGACY-VM-092,CI-LEGACY-VM-027,integrates_with,from_to,Message queue,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0107,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0108,CI-LEGACY-VM-093,CI-LEGACY-VM-034,depends_on,from_to,Database replication,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0108,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0109,CI-LEGACY-VM-094,CI-LEGACY-VM-041,feeds,from_to,File transfer,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0109,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0110,CI-LEGACY-VM-095,CI-LEGACY-VM-048,authenticates_with,from_to,API,Telemetry,Medium,true,,ServiceNow CMDB,REL-MH-0110,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0111,CI-LEGACY-VM-096,CI-LEGACY-VM-055,hosted_on,from_to,Batch,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0111,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0112,CI-LEGACY-VM-097,CI-LEGACY-VM-062,monitored_by,from_to,Message queue,PHI batch,High,false,,ServiceNow CMDB,REL-MH-0112,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0113,CI-LEGACY-VM-098,CI-LEGACY-VM-069,integrates_with,from_to,Database replication,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0113,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0114,CI-LEGACY-VM-099,CI-LEGACY-VM-076,depends_on,from_to,File transfer,HL7 ADT,Medium,false,,ServiceNow CMDB,REL-MH-0114,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0115,CI-LEGACY-VM-100,CI-LEGACY-VM-083,feeds,from_to,API,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0115,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0116,CI-LEGACY-VM-101,CI-LEGACY-VM-090,authenticates_with,from_to,Batch,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0116,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0117,CI-LEGACY-VM-102,CI-LEGACY-VM-097,hosted_on,from_to,Message queue,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0117,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0118,CI-LEGACY-VM-103,CI-LEGACY-VM-104,monitored_by,from_to,Database replication,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0118,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0119,CI-LEGACY-VM-104,CI-LEGACY-VM-111,integrates_with,from_to,File transfer,PHI batch,Medium,false,AWS-hosted VM dependency not yet modernized,ServiceNow CMDB,REL-MH-0119,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0120,CI-LEGACY-VM-105,CI-LEGACY-VM-118,depends_on,from_to,API,FHIR API,High,false,,ServiceNow CMDB,REL-MH-0120,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0121,CI-LEGACY-VM-106,CI-LEGACY-VM-125,feeds,from_to,Batch,HL7 ADT,Medium,true,,ServiceNow CMDB,REL-MH-0121,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0122,CI-LEGACY-VM-107,CI-SVC-132,authenticates_with,from_to,Message queue,Claims EDI,Medium,false,,ServiceNow CMDB,REL-MH-0122,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0123,CI-LEGACY-VM-108,CI-SVC-139,hosted_on,from_to,Database replication,Financial batch,Medium,false,,ServiceNow CMDB,REL-MH-0123,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0124,CI-LEGACY-VM-109,CI-SVC-146,monitored_by,from_to,File transfer,Telemetry,Medium,false,,ServiceNow CMDB,REL-MH-0124,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0125,CI-LEGACY-VM-110,CI-SVC-153,integrates_with,from_to,API,Identity token,Medium,false,,ServiceNow CMDB,REL-MH-0125,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0126,CI-LEGACY-VM-111,CI-SVC-160,depends_on,from_to,Batch,PHI batch,Medium,false,,ServiceNow CMDB,REL-MH-0126,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0127,CI-LEGACY-VM-112,CI-SVC-167,feeds,from_to,Message queue,FHIR API,Medium,false,,ServiceNow CMDB,REL-MH-0127,CMDB Stewardship,2026-06-04,0.82,true,
REL-MH-0128,CI-LEGACY-VM-113,CI-SVC-174,authenticates_with,from_to,Database replication,HL7 ADT,High,false,,ServiceNow CMDB,REL-MH-0128,CMDB Stewardship,2026-06-04,0.82,true,
