org_unit_id,person_or_group_id,name,role_title,reports_to_id,decision_domain,decision_right,approval_authority,delegated_to_id,escalation_path,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
ORG-GOVERNANCE,GROUP-PRIVACY,Privacy and Compliance Review Board,Governance Body,PERSON-CDIO,Privacy and Compliance Review Board,Approve,Approve authority for Privacy and Compliance Review Board,,Executive Steering Committee,Workday,GROUP-PRIVACY,People Operations,2026-06-04,0.92,true,
ORG-GOVERNANCE,GROUP-SOURCE,Strategic Sourcing Council,Governance Body,PERSON-CDIO,Strategic Sourcing Council,Approve,Approve authority for Strategic Sourcing Council,,Executive Steering Committee,Workday,GROUP-SOURCE,People Operations,2026-06-04,0.92,true,
ORG-IT-LEADERSHIP,PERSON-VP-CLOUD,Miguel Arroyo,"SVP Infrastructure, Cloud, and Operations",PERSON-CTO,Infrastructure modernization,Approve,Approve authority for Infrastructure modernization,,Executive Steering Committee,Workday,PERSON-VP-CLOUD,People Operations,2026-06-04,0.92,true,
ORG-IT-LEADERSHIP,PERSON-VP-APPS,Linda Howard,VP Enterprise Applications,PERSON-CDIO,Enterprise application portfolio,Approve,Approve authority for Enterprise application portfolio,,Executive Steering Committee,Workday,PERSON-VP-APPS,People Operations,2026-06-04,0.92,true,
ORG-IT-LEADERSHIP,PERSON-VP-CLINICAL-APPS,Maya Ramos,VP Clinical Applications,PERSON-CDIO,Clinical applications,Approve,Approve authority for Clinical applications,,Executive Steering Committee,Workday,PERSON-VP-CLINICAL-APPS,People Operations,2026-06-04,0.92,true,
ORG-IT-LEADERSHIP,PERSON-VP-INTEGRATION,Leah Benitez,VP Integration Engineering,PERSON-CTO,HL7 and FHIR integration,Approve,Approve authority for HL7 and FHIR integration,,Executive Steering Committee,Workday,PERSON-VP-INTEGRATION,People Operations,2026-06-04,0.92,true,
ORG-IT-LEADERSHIP,PERSON-VP-ITSM,Samuel Ito,VP Service Management,PERSON-CTO,ITSM and CMDB,Approve,Approve authority for ITSM and CMDB,,Executive Steering Committee,Workday,PERSON-VP-ITSM,People Operations,2026-06-04,0.92,true,
ORG-IT-LEADERSHIP,PERSON-VP-SECOPS,Natalie Greer,VP Cybersecurity Operations,PERSON-CISO,Security operations,Approve,Approve authority for Security operations,,Executive Steering Committee,Workday,PERSON-VP-SECOPS,People Operations,2026-06-04,0.92,true,
ORG-IT-01,GROUP-IT-01,Cloud Migration Factory,IT Operating Group,PERSON-VP-CLOUD,AWS migration wave execution,Recommend,Recommend authority for AWS migration wave execution,,Executive Steering Committee,Workday,GROUP-IT-01,People Operations,2026-06-04,0.92,true,
ORG-IT-01,PERSON-DIR-IT-01,Cloud Migration Factory Director,Director,PERSON-VP-CLOUD,AWS migration wave execution,Recommend,Recommend authority for AWS migration wave execution,,Executive Steering Committee,Workday,PERSON-DIR-IT-01,People Operations,2026-06-04,0.92,true,
ORG-IT-01,PERSON-MGR-IT-01,Cloud Migration Factory Manager,Manager,PERSON-DIR-IT-01,AWS migration wave execution,Consult,Consult authority for AWS migration wave execution,,Executive Steering Committee,Workday,PERSON-MGR-IT-01,People Operations,2026-06-04,0.92,true,
ORG-IT-02,GROUP-IT-02,Legacy VM Rehost Operations,IT Operating Group,PERSON-VP-CLOUD,Lift and shift run control,Recommend,Recommend authority for Lift and shift run control,,Executive Steering Committee,Workday,GROUP-IT-02,People Operations,2026-06-04,0.92,true,
ORG-IT-02,PERSON-DIR-IT-02,Legacy VM Rehost Operations Director,Director,PERSON-VP-CLOUD,Lift and shift run control,Recommend,Recommend authority for Lift and shift run control,,Executive Steering Committee,Workday,PERSON-DIR-IT-02,People Operations,2026-06-04,0.92,true,
ORG-IT-02,PERSON-MGR-IT-02,Legacy VM Rehost Operations Manager,Manager,PERSON-DIR-IT-02,Lift and shift run control,Consult,Consult authority for Lift and shift run control,,Executive Steering Committee,Workday,PERSON-MGR-IT-02,People Operations,2026-06-04,0.92,true,
ORG-IT-03,GROUP-IT-03,Network and Connectivity,IT Operating Group,PERSON-VP-CLOUD,"WAN, SD-WAN, and clinic connectivity",Recommend,"Recommend authority for WAN, SD-WAN, and clinic connectivity",,Executive Steering Committee,Workday,GROUP-IT-03,People Operations,2026-06-04,0.92,true,
ORG-IT-03,PERSON-DIR-IT-03,Network and Connectivity Director,Director,PERSON-VP-CLOUD,"WAN, SD-WAN, and clinic connectivity",Recommend,"Recommend authority for WAN, SD-WAN, and clinic connectivity",,Executive Steering Committee,Workday,PERSON-DIR-IT-03,People Operations,2026-06-04,0.92,true,
ORG-IT-03,PERSON-MGR-IT-03,Network and Connectivity Manager,Manager,PERSON-DIR-IT-03,"WAN, SD-WAN, and clinic connectivity",Consult,"Consult authority for WAN, SD-WAN, and clinic connectivity",,Executive Steering Committee,Workday,PERSON-MGR-IT-03,People Operations,2026-06-04,0.92,true,
ORG-IT-04,GROUP-IT-04,End User Computing,IT Operating Group,PERSON-VP-CLOUD,Clinical endpoint operations,Recommend,Recommend authority for Clinical endpoint operations,,Executive Steering Committee,Workday,GROUP-IT-04,People Operations,2026-06-04,0.92,true,
ORG-IT-04,PERSON-DIR-IT-04,End User Computing Director,Director,PERSON-VP-CLOUD,Clinical endpoint operations,Recommend,Recommend authority for Clinical endpoint operations,,Executive Steering Committee,Workday,PERSON-DIR-IT-04,People Operations,2026-06-04,0.92,true,
ORG-IT-04,PERSON-MGR-IT-04,End User Computing Manager,Manager,PERSON-DIR-IT-04,Clinical endpoint operations,Consult,Consult authority for Clinical endpoint operations,,Executive Steering Committee,Workday,PERSON-MGR-IT-04,People Operations,2026-06-04,0.92,true,
ORG-IT-05,GROUP-IT-05,Identity and Access Management,IT Operating Group,PERSON-CISO,Workforce and patient IAM,Recommend,Recommend authority for Workforce and patient IAM,,Executive Steering Committee,Workday,GROUP-IT-05,People Operations,2026-06-04,0.92,true,
ORG-IT-05,PERSON-DIR-IT-05,Identity and Access Management Director,Director,PERSON-CISO,Workforce and patient IAM,Recommend,Recommend authority for Workforce and patient IAM,,Executive Steering Committee,Workday,PERSON-DIR-IT-05,People Operations,2026-06-04,0.92,true,
ORG-IT-05,PERSON-MGR-IT-05,Identity and Access Management Manager,Manager,PERSON-DIR-IT-05,Workforce and patient IAM,Consult,Consult authority for Workforce and patient IAM,,Executive Steering Committee,Workday,PERSON-MGR-IT-05,People Operations,2026-06-04,0.92,true,
ORG-IT-06,GROUP-IT-06,Service Desk,IT Operating Group,PERSON-VP-ITSM,Tier 1 and Tier 2 support,Recommend,Recommend authority for Tier 1 and Tier 2 support,,Executive Steering Committee,Workday,GROUP-IT-06,People Operations,2026-06-04,0.92,true,
ORG-IT-06,PERSON-DIR-IT-06,Service Desk Director,Director,PERSON-VP-ITSM,Tier 1 and Tier 2 support,Recommend,Recommend authority for Tier 1 and Tier 2 support,,Executive Steering Committee,Workday,PERSON-DIR-IT-06,People Operations,2026-06-04,0.92,true,
ORG-IT-06,PERSON-MGR-IT-06,Service Desk Manager,Manager,PERSON-DIR-IT-06,Tier 1 and Tier 2 support,Consult,Consult authority for Tier 1 and Tier 2 support,,Executive Steering Committee,Workday,PERSON-MGR-IT-06,People Operations,2026-06-04,0.92,true,
ORG-IT-07,GROUP-IT-07,CMDB Stewardship,IT Operating Group,PERSON-VP-ITSM,CMDB ownership,Recommend,Recommend authority for CMDB ownership,,Executive Steering Committee,Workday,GROUP-IT-07,People Operations,2026-06-04,0.92,true,
ORG-IT-07,PERSON-DIR-IT-07,CMDB Stewardship Director,Director,PERSON-VP-ITSM,CMDB ownership,Recommend,Recommend authority for CMDB ownership,,Executive Steering Committee,Workday,PERSON-DIR-IT-07,People Operations,2026-06-04,0.92,true,
ORG-IT-07,PERSON-MGR-IT-07,CMDB Stewardship Manager,Manager,PERSON-DIR-IT-07,CMDB ownership,Consult,Consult authority for CMDB ownership,,Executive Steering Committee,Workday,PERSON-MGR-IT-07,People Operations,2026-06-04,0.92,true,
ORG-IT-08,GROUP-IT-08,Epic Platform Operations,IT Operating Group,PERSON-VP-CLINICAL-APPS,Epic operations,Recommend,Recommend authority for Epic operations,,Executive Steering Committee,Workday,GROUP-IT-08,People Operations,2026-06-04,0.92,true,
ORG-IT-08,PERSON-DIR-IT-08,Epic Platform Operations Director,Director,PERSON-VP-CLINICAL-APPS,Epic operations,Recommend,Recommend authority for Epic operations,,Executive Steering Committee,Workday,PERSON-DIR-IT-08,People Operations,2026-06-04,0.92,true,
ORG-IT-08,PERSON-MGR-IT-08,Epic Platform Operations Manager,Manager,PERSON-DIR-IT-08,Epic operations,Consult,Consult authority for Epic operations,,Executive Steering Committee,Workday,PERSON-MGR-IT-08,People Operations,2026-06-04,0.92,true,
ORG-IT-09,GROUP-IT-09,ERP Platform Operations,IT Operating Group,PERSON-VP-APPS,ERP operations,Recommend,Recommend authority for ERP operations,,Executive Steering Committee,Workday,GROUP-IT-09,People Operations,2026-06-04,0.92,true,
ORG-IT-09,PERSON-DIR-IT-09,ERP Platform Operations Director,Director,PERSON-VP-APPS,ERP operations,Recommend,Recommend authority for ERP operations,,Executive Steering Committee,Workday,PERSON-DIR-IT-09,People Operations,2026-06-04,0.92,true,
ORG-IT-09,PERSON-MGR-IT-09,ERP Platform Operations Manager,Manager,PERSON-DIR-IT-09,ERP operations,Consult,Consult authority for ERP operations,,Executive Steering Committee,Workday,PERSON-MGR-IT-09,People Operations,2026-06-04,0.92,true,
ORG-IT-10,GROUP-IT-10,Integration Operations,IT Operating Group,PERSON-VP-INTEGRATION,HL7 and FHIR operations,Recommend,Recommend authority for HL7 and FHIR operations,,Executive Steering Committee,Workday,GROUP-IT-10,People Operations,2026-06-04,0.92,true,
ORG-IT-10,PERSON-DIR-IT-10,Integration Operations Director,Director,PERSON-VP-INTEGRATION,HL7 and FHIR operations,Recommend,Recommend authority for HL7 and FHIR operations,,Executive Steering Committee,Workday,PERSON-DIR-IT-10,People Operations,2026-06-04,0.92,true,
ORG-IT-10,PERSON-MGR-IT-10,Integration Operations Manager,Manager,PERSON-DIR-IT-10,HL7 and FHIR operations,Consult,Consult authority for HL7 and FHIR operations,,Executive Steering Committee,Workday,PERSON-MGR-IT-10,People Operations,2026-06-04,0.92,true,
ORG-IT-11,GROUP-IT-11,Platform Reliability,IT Operating Group,PERSON-CTO,SRE and service reliability,Recommend,Recommend authority for SRE and service reliability,,Executive Steering Committee,Workday,GROUP-IT-11,People Operations,2026-06-04,0.92,true,
ORG-IT-11,PERSON-DIR-IT-11,Platform Reliability Director,Director,PERSON-CTO,SRE and service reliability,Recommend,Recommend authority for SRE and service reliability,,Executive Steering Committee,Workday,PERSON-DIR-IT-11,People Operations,2026-06-04,0.92,true,
ORG-IT-11,PERSON-MGR-IT-11,Platform Reliability Manager,Manager,PERSON-DIR-IT-11,SRE and service reliability,Consult,Consult authority for SRE and service reliability,,Executive Steering Committee,Workday,PERSON-MGR-IT-11,People Operations,2026-06-04,0.92,true,
ORG-IT-12,GROUP-IT-12,Disaster Recovery,IT Operating Group,PERSON-VP-CLOUD,DR and business continuity,Recommend,Recommend authority for DR and business continuity,,Executive Steering Committee,Workday,GROUP-IT-12,People Operations,2026-06-04,0.92,true,
ORG-IT-12,PERSON-DIR-IT-12,Disaster Recovery Director,Director,PERSON-VP-CLOUD,DR and business continuity,Recommend,Recommend authority for DR and business continuity,,Executive Steering Committee,Workday,PERSON-DIR-IT-12,People Operations,2026-06-04,0.92,true,
ORG-IT-12,PERSON-MGR-IT-12,Disaster Recovery Manager,Manager,PERSON-DIR-IT-12,DR and business continuity,Consult,Consult authority for DR and business continuity,,Executive Steering Committee,Workday,PERSON-MGR-IT-12,People Operations,2026-06-04,0.92,true,
ORG-CDAO-LEADERSHIP,PERSON-VP-DATA-PLATFORMS,Isha Raman,VP Enterprise Data Platforms,PERSON-CDAO,Cloud data platform,Approve,Approve authority for Cloud data platform,,Executive Steering Committee,Workday,PERSON-VP-DATA-PLATFORMS,People Operations,2026-06-04,0.92,true,
ORG-CDAO-LEADERSHIP,PERSON-VP-ANALYTICS,Jordan McKenzie,VP Analytics and BI,PERSON-CDAO,Enterprise analytics,Approve,Approve authority for Enterprise analytics,,Executive Steering Committee,Workday,PERSON-VP-ANALYTICS,People Operations,2026-06-04,0.92,true,
ORG-CDAO-LEADERSHIP,PERSON-VP-CLIN-ANALYTICS,Dr. Kavita Patel,VP Clinical Analytics,PERSON-CDAO,Clinical analytics,Approve,Approve authority for Clinical analytics,,Executive Steering Committee,Workday,PERSON-VP-CLIN-ANALYTICS,People Operations,2026-06-04,0.92,true,
ORG-CDAO-LEADERSHIP,PERSON-VP-PAYER-ANALYTICS,Owen Li,VP Health Plan Analytics,PERSON-CDAO,Payer analytics,Approve,Approve authority for Payer analytics,,Executive Steering Committee,Workday,PERSON-VP-PAYER-ANALYTICS,People Operations,2026-06-04,0.92,true,
ORG-CDAO-LEADERSHIP,PERSON-VP-AI,Naomi Brooks,VP AI and Automation,PERSON-CDAO,AI enablement,Approve,Approve authority for AI enablement,,Executive Steering Committee,Workday,PERSON-VP-AI,People Operations,2026-06-04,0.92,true,
ORG-CDAO-LEADERSHIP,PERSON-VP-GOV,Wei Zhang,VP Data Governance and Quality,PERSON-CDAO,Data governance,Approve,Approve authority for Data governance,,Executive Steering Committee,Workday,PERSON-VP-GOV,People Operations,2026-06-04,0.92,true,
ORG-CDAO-01,PERSON-DIR-CDAO-01,Cloud Data Platform Director,Director,PERSON-VP-DATA-PLATFORMS,Cloud Data Platform,Recommend,Recommend authority for Cloud Data Platform,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-01,People Operations,2026-06-04,0.92,true,
ORG-CDAO-01,PERSON-MGR-CDAO-01-1,Cloud Data Platform Manager 1,Manager,PERSON-DIR-CDAO-01,Cloud Data Platform,Consult,Consult authority for Cloud Data Platform,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-01-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-01,PERSON-MGR-CDAO-01-2,Cloud Data Platform Manager 2,Manager,PERSON-DIR-CDAO-01,Cloud Data Platform,Consult,Consult authority for Cloud Data Platform,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-01-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-01,GROUP-CDAO-01-1,Cloud Data Platform Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-01-2,Cloud Data Platform,Consult,Consult authority for Cloud Data Platform,,Executive Steering Committee,Workday,GROUP-CDAO-01-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-01,GROUP-CDAO-01-2,Cloud Data Platform Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-01-1,Cloud Data Platform,Consult,Consult authority for Cloud Data Platform,,Executive Steering Committee,Workday,GROUP-CDAO-01-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-01,GROUP-CDAO-01-3,Cloud Data Platform Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-01-2,Cloud Data Platform,Consult,Consult authority for Cloud Data Platform,,Executive Steering Committee,Workday,GROUP-CDAO-01-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-01,GROUP-CDAO-01-4,Cloud Data Platform Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-01-1,Cloud Data Platform,Consult,Consult authority for Cloud Data Platform,,Executive Steering Committee,Workday,GROUP-CDAO-01-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-02,PERSON-DIR-CDAO-02,Epic Analytics Director,Director,PERSON-VP-CLIN-ANALYTICS,Epic Analytics,Recommend,Recommend authority for Epic Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-02,People Operations,2026-06-04,0.92,true,
ORG-CDAO-02,PERSON-MGR-CDAO-02-1,Epic Analytics Manager 1,Manager,PERSON-DIR-CDAO-02,Epic Analytics,Consult,Consult authority for Epic Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-02-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-02,PERSON-MGR-CDAO-02-2,Epic Analytics Manager 2,Manager,PERSON-DIR-CDAO-02,Epic Analytics,Consult,Consult authority for Epic Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-02-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-02,GROUP-CDAO-02-1,Epic Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-02-2,Epic Analytics,Consult,Consult authority for Epic Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-02-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-02,GROUP-CDAO-02-2,Epic Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-02-1,Epic Analytics,Consult,Consult authority for Epic Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-02-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-02,GROUP-CDAO-02-3,Epic Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-02-2,Epic Analytics,Consult,Consult authority for Epic Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-02-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-02,GROUP-CDAO-02-4,Epic Analytics Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-02-1,Epic Analytics,Consult,Consult authority for Epic Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-02-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-03,PERSON-DIR-CDAO-03,Clinical Data Products Director,Director,PERSON-VP-CLIN-ANALYTICS,Clinical Data Products,Recommend,Recommend authority for Clinical Data Products,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-03,People Operations,2026-06-04,0.92,true,
ORG-CDAO-03,PERSON-MGR-CDAO-03-1,Clinical Data Products Manager 1,Manager,PERSON-DIR-CDAO-03,Clinical Data Products,Consult,Consult authority for Clinical Data Products,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-03-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-03,PERSON-MGR-CDAO-03-2,Clinical Data Products Manager 2,Manager,PERSON-DIR-CDAO-03,Clinical Data Products,Consult,Consult authority for Clinical Data Products,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-03-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-03,GROUP-CDAO-03-1,Clinical Data Products Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-03-2,Clinical Data Products,Consult,Consult authority for Clinical Data Products,,Executive Steering Committee,Workday,GROUP-CDAO-03-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-03,GROUP-CDAO-03-2,Clinical Data Products Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-03-1,Clinical Data Products,Consult,Consult authority for Clinical Data Products,,Executive Steering Committee,Workday,GROUP-CDAO-03-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-03,GROUP-CDAO-03-3,Clinical Data Products Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-03-2,Clinical Data Products,Consult,Consult authority for Clinical Data Products,,Executive Steering Committee,Workday,GROUP-CDAO-03-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-03,GROUP-CDAO-03-4,Clinical Data Products Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-03-1,Clinical Data Products,Consult,Consult authority for Clinical Data Products,,Executive Steering Committee,Workday,GROUP-CDAO-03-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-04,PERSON-DIR-CDAO-04,Revenue Cycle Analytics Director,Director,PERSON-VP-ANALYTICS,Revenue Cycle Analytics,Recommend,Recommend authority for Revenue Cycle Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-04,People Operations,2026-06-04,0.92,true,
ORG-CDAO-04,PERSON-MGR-CDAO-04-1,Revenue Cycle Analytics Manager 1,Manager,PERSON-DIR-CDAO-04,Revenue Cycle Analytics,Consult,Consult authority for Revenue Cycle Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-04-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-04,PERSON-MGR-CDAO-04-2,Revenue Cycle Analytics Manager 2,Manager,PERSON-DIR-CDAO-04,Revenue Cycle Analytics,Consult,Consult authority for Revenue Cycle Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-04-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-04,GROUP-CDAO-04-1,Revenue Cycle Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-04-2,Revenue Cycle Analytics,Consult,Consult authority for Revenue Cycle Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-04-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-04,GROUP-CDAO-04-2,Revenue Cycle Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-04-1,Revenue Cycle Analytics,Consult,Consult authority for Revenue Cycle Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-04-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-04,GROUP-CDAO-04-3,Revenue Cycle Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-04-2,Revenue Cycle Analytics,Consult,Consult authority for Revenue Cycle Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-04-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-04,GROUP-CDAO-04-4,Revenue Cycle Analytics Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-04-1,Revenue Cycle Analytics,Consult,Consult authority for Revenue Cycle Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-04-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-05,PERSON-DIR-CDAO-05,Health Plan Analytics Director,Director,PERSON-VP-PAYER-ANALYTICS,Health Plan Analytics,Recommend,Recommend authority for Health Plan Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-05,People Operations,2026-06-04,0.92,true,
ORG-CDAO-05,PERSON-MGR-CDAO-05-1,Health Plan Analytics Manager 1,Manager,PERSON-DIR-CDAO-05,Health Plan Analytics,Consult,Consult authority for Health Plan Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-05-1,People Operations,2026-06-04,0.92,true,
