initiative_id,initiative_name,sponsor,initiative_owner,status,stage,start_date,target_date,value_hypothesis,dependent_ci_ids,dependent_contract_ids,policy_constraints,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
INIT-MH-011,Integration Reliability Wave 6,Health Plan President,Epic Platform Operations,In Design,P2 Diagnose,2026-01-23,2026-07-13,"Improve integration reliability outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-DATA-DATABRICKS|CI-LEGACY-VM-040|CI-LEGACY-VM-106,CON-CROWDSTRIKE-2027|CON-MH-034-2027,POL-MH-012|POL-MH-003,Enterprise PMO,INIT-MH-011,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-012,ERP Controls Modernization Wave 1,CIO/CDIO,Data Governance,Approved,P3 Design,2026-01-25,2026-07-16,"Improve erp controls modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-DATA-COLLIBRA|CI-LEGACY-VM-045|CI-LEGACY-VM-117,CON-MH-013-2027|CON-MH-037-2027,POL-MH-013|POL-MH-010,Enterprise PMO,INIT-MH-012,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-013,Data Governance Remediation Wave 2,CDAO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-01-27,2026-07-19,"Improve data governance remediation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-IAM-ENTRA|CI-LEGACY-VM-050|CI-LEGACY-VM-128,CON-MH-014-2027|CON-MH-040-2027,POL-MH-014|POL-MH-017,Enterprise PMO,INIT-MH-013,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-014,Clinical Quality Analytics Wave 3,COO,AI Enablement,At Risk,P5 Mobilize,2026-01-29,2026-07-22,"Improve clinical quality analytics outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-SEC-CROWDSTRIKE|CI-LEGACY-VM-055|CI-SVC-139,CON-MH-015-2027|CON-MH-043-2027,POL-MH-015|POL-MH-024,Enterprise PMO,INIT-MH-014,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-015,Epic AMS Transition Wave 4,CFO,Cloud Migration Factory,Proposed,P1 Charter,2026-01-31,2026-07-25,"Improve epic ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-AWS-LANDING-ZONE|CI-LEGACY-VM-060|CI-SVC-150,CON-MH-016-2027|CON-MH-046-2027,POL-MH-016|POL-MH-031,Enterprise PMO,INIT-MH-015,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-016,Data Analytics AMS Transition Wave 5,CMO,Epic Platform Operations,In Design,P2 Diagnose,2026-02-02,2026-07-28,"Improve data analytics ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-001|CI-LEGACY-VM-065|CI-SVC-161,CON-MH-017-2027|CON-MH-049-2027,POL-MH-017|POL-MH-038,Enterprise PMO,INIT-MH-016,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-017,AWS Data Center Exit Wave 6,Health Plan President,Data Governance,Approved,P3 Design,2026-02-04,2026-07-31,"Improve aws data center exit outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-002|CI-LEGACY-VM-070|CI-SVC-172,CON-MH-018-2027|CON-MH-052-2027,POL-MH-018|POL-MH-045,Enterprise PMO,INIT-MH-017,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-018,Ambient Documentation Rollout Wave 1,CIO/CDIO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-02-06,2026-08-03,"Improve ambient documentation rollout outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-003|CI-LEGACY-VM-075|CI-SVC-183,CON-MH-019-2027|CON-MH-055-2027,POL-MH-019|POL-MH-052,Enterprise PMO,INIT-MH-018,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-019,Revenue Cycle Denials Automation Wave 2,CDAO,AI Enablement,At Risk,P5 Mobilize,2026-02-08,2026-08-06,"Improve revenue cycle denials automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-004|CI-LEGACY-VM-080|CI-SVC-194,CON-MH-020-2027|CON-MH-058-2027,POL-MH-020|POL-MH-059,Enterprise PMO,INIT-MH-019,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-020,Patient Access Contact Center AI Wave 3,COO,Cloud Migration Factory,Proposed,P1 Charter,2026-02-10,2026-08-09,"Improve patient access contact center ai outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-005|CI-LEGACY-VM-085|CI-SVC-205,CON-MH-021-2027|CON-MH-061-2027,POL-MH-021|POL-MH-066,Enterprise PMO,INIT-MH-020,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-021,Caboodle to Lakehouse Integration Wave 4,CFO,Epic Platform Operations,In Design,P2 Diagnose,2026-02-12,2026-08-12,"Improve caboodle to lakehouse integration outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-006|CI-LEGACY-VM-090|CI-SVC-216,CON-MH-022-2027|CON-MH-064-2027,POL-MH-022|POL-MH-073,Enterprise PMO,INIT-MH-021,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-022,Claims Automation Wave 5,CMO,Data Governance,Approved,P3 Design,2026-02-14,2026-08-15,"Improve claims automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-007|CI-LEGACY-VM-095|CI-APP-EPIC-CLARITY,CON-MH-023-2027|CON-MH-067-2027,POL-MH-023|POL-MH-005,Enterprise PMO,INIT-MH-022,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-023,Care Management AI Assist Wave 6,Health Plan President,Revenue Cycle Technology,In Flight,P4 Business Case,2026-02-16,2026-08-18,"Improve care management ai assist outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-008|CI-LEGACY-VM-100|CI-IAM-ENTRA,CON-MH-024-2027|CON-MH-070-2027,POL-MH-024|POL-MH-012,Enterprise PMO,INIT-MH-023,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-024,Cloud FinOps Control Tower Wave 1,CIO/CDIO,AI Enablement,At Risk,P5 Mobilize,2026-02-18,2026-08-21,"Improve cloud finops control tower outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-009|CI-LEGACY-VM-105|CI-LEGACY-VM-009,CON-MH-025-2027|CON-MH-073-2027,POL-MH-025|POL-MH-019,Enterprise PMO,INIT-MH-024,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-025,Identity Modernization Wave 2,CDAO,Cloud Migration Factory,Proposed,P1 Charter,2026-02-20,2026-08-24,"Improve identity modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-010|CI-LEGACY-VM-110|CI-LEGACY-VM-020,CON-MH-026-2027|CON-MH-076-2027,POL-MH-026|POL-MH-026,Enterprise PMO,INIT-MH-025,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-026,Integration Reliability Wave 3,COO,Epic Platform Operations,In Design,P2 Diagnose,2026-02-22,2026-08-27,"Improve integration reliability outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-011|CI-LEGACY-VM-115|CI-LEGACY-VM-031,CON-MH-027-2027|CON-MH-079-2027,POL-MH-027|POL-MH-033,Enterprise PMO,INIT-MH-026,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-027,ERP Controls Modernization Wave 4,CFO,Data Governance,Approved,P3 Design,2026-02-24,2026-08-30,"Improve erp controls modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-012|CI-LEGACY-VM-120|CI-LEGACY-VM-042,CON-MH-028-2027|CON-MH-082-2027,POL-MH-028|POL-MH-040,Enterprise PMO,INIT-MH-027,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-028,Data Governance Remediation Wave 5,CMO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-02-26,2026-09-02,"Improve data governance remediation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-013|CI-LEGACY-VM-125|CI-LEGACY-VM-053,CON-MH-029-2027|CON-MH-085-2027,POL-MH-029|POL-MH-047,Enterprise PMO,INIT-MH-028,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-029,Clinical Quality Analytics Wave 6,Health Plan President,AI Enablement,At Risk,P5 Mobilize,2026-02-28,2026-09-05,"Improve clinical quality analytics outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-014|CI-LEGACY-VM-130|CI-LEGACY-VM-064,CON-MH-030-2027|CON-MH-088-2027,POL-MH-030|POL-MH-054,Enterprise PMO,INIT-MH-029,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-030,Epic AMS Transition Wave 1,CIO/CDIO,Cloud Migration Factory,Proposed,P1 Charter,2026-03-02,2026-09-08,"Improve epic ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-015|CI-SVC-135|CI-LEGACY-VM-075,CON-MH-031-2027|CON-MH-091-2027,POL-MH-031|POL-MH-061,Enterprise PMO,INIT-MH-030,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-031,Data Analytics AMS Transition Wave 2,CDAO,Epic Platform Operations,In Design,P2 Diagnose,2026-03-04,2026-09-11,"Improve data analytics ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-016|CI-SVC-140|CI-LEGACY-VM-086,CON-MH-032-2027|CON-MH-094-2027,POL-MH-032|POL-MH-068,Enterprise PMO,INIT-MH-031,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-032,AWS Data Center Exit Wave 3,COO,Data Governance,Approved,P3 Design,2026-03-06,2026-09-14,"Improve aws data center exit outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-017|CI-SVC-145|CI-LEGACY-VM-097,CON-MH-033-2027|CON-MH-097-2027,POL-MH-033|POL-MH-075,Enterprise PMO,INIT-MH-032,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-033,Ambient Documentation Rollout Wave 4,CFO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-03-08,2026-09-17,"Improve ambient documentation rollout outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-018|CI-SVC-150|CI-LEGACY-VM-108,CON-MH-034-2027|CON-MH-100-2027,POL-MH-034|POL-MH-007,Enterprise PMO,INIT-MH-033,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-034,Revenue Cycle Denials Automation Wave 5,CMO,AI Enablement,At Risk,P5 Mobilize,2026-03-10,2026-09-20,"Improve revenue cycle denials automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-019|CI-SVC-155|CI-LEGACY-VM-119,CON-MH-035-2027|CON-MH-103-2027,POL-MH-035|POL-MH-014,Enterprise PMO,INIT-MH-034,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-035,Patient Access Contact Center AI Wave 6,Health Plan President,Cloud Migration Factory,Proposed,P1 Charter,2026-03-12,2026-09-23,"Improve patient access contact center ai outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-020|CI-SVC-160|CI-LEGACY-VM-130,CON-MH-036-2027|CON-MH-106-2027,POL-MH-036|POL-MH-021,Enterprise PMO,INIT-MH-035,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-036,Caboodle to Lakehouse Integration Wave 1,CIO/CDIO,Epic Platform Operations,In Design,P2 Diagnose,2026-03-14,2026-09-26,"Improve caboodle to lakehouse integration outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-021|CI-SVC-165|CI-SVC-141,CON-MH-037-2027|CON-MH-109-2027,POL-MH-037|POL-MH-028,Enterprise PMO,INIT-MH-036,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-037,Claims Automation Wave 2,CDAO,Data Governance,Approved,P3 Design,2026-03-16,2026-09-29,"Improve claims automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-022|CI-SVC-170|CI-SVC-152,CON-MH-038-2027|CON-AMS-EPIC-2026,POL-MH-038|POL-MH-035,Enterprise PMO,INIT-MH-037,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-038,Care Management AI Assist Wave 3,COO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-03-18,2026-10-02,"Improve care management ai assist outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-023|CI-SVC-175|CI-SVC-163,CON-MH-039-2027|CON-ORACLE-ERP-2028,POL-MH-039|POL-MH-042,Enterprise PMO,INIT-MH-038,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-039,Cloud FinOps Control Tower Wave 4,CFO,AI Enablement,At Risk,P5 Mobilize,2026-03-20,2026-10-05,"Improve cloud finops control tower outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-024|CI-SVC-180|CI-SVC-174,CON-MH-040-2027|CON-DATABRICKS-2028,POL-MH-040|POL-MH-049,Enterprise PMO,INIT-MH-039,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-040,Identity Modernization Wave 5,CMO,Cloud Migration Factory,Proposed,P1 Charter,2026-03-22,2026-10-08,"Improve identity modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-025|CI-SVC-185|CI-SVC-185,CON-MH-041-2027|CON-COLLIBRA-2027,POL-MH-041|POL-MH-056,Enterprise PMO,INIT-MH-040,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-041,Integration Reliability Wave 6,Health Plan President,Epic Platform Operations,In Design,P2 Diagnose,2026-03-24,2026-10-11,"Improve integration reliability outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-026|CI-SVC-190|CI-SVC-196,CON-MH-042-2027|CON-MH-014-2027,POL-MH-042|POL-MH-063,Enterprise PMO,INIT-MH-041,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-042,ERP Controls Modernization Wave 1,CIO/CDIO,Data Governance,Approved,P3 Design,2026-03-26,2026-10-14,"Improve erp controls modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-027|CI-SVC-195|CI-SVC-207,CON-MH-043-2027|CON-MH-017-2027,POL-MH-043|POL-MH-070,Enterprise PMO,INIT-MH-042,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-043,Data Governance Remediation Wave 2,CDAO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-03-28,2026-10-17,"Improve data governance remediation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-028|CI-SVC-200|CI-SVC-218,CON-MH-044-2027|CON-MH-020-2027,POL-MH-044|POL-MH-002,Enterprise PMO,INIT-MH-043,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-044,Clinical Quality Analytics Wave 3,COO,AI Enablement,At Risk,P5 Mobilize,2026-03-30,2026-10-20,"Improve clinical quality analytics outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-029|CI-SVC-205|CI-APP-EPIC-RESOLUTE-HB,CON-MH-045-2027|CON-MH-023-2027,POL-MH-045|POL-MH-009,Enterprise PMO,INIT-MH-044,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-045,Epic AMS Transition Wave 4,CFO,Cloud Migration Factory,Proposed,P1 Charter,2026-04-01,2026-10-23,"Improve epic ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-030|CI-SVC-210|CI-AWS-LANDING-ZONE,CON-MH-046-2027|CON-MH-026-2027,POL-MH-046|POL-MH-016,Enterprise PMO,INIT-MH-045,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-046,Data Analytics AMS Transition Wave 5,CMO,Epic Platform Operations,In Design,P2 Diagnose,2026-04-03,2026-10-26,"Improve data analytics ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-031|CI-SVC-215|CI-LEGACY-VM-011,CON-MH-047-2027|CON-MH-029-2027,POL-MH-047|POL-MH-023,Enterprise PMO,INIT-MH-046,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-047,AWS Data Center Exit Wave 6,Health Plan President,Data Governance,Approved,P3 Design,2026-04-05,2026-10-29,"Improve aws data center exit outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-032|CI-SVC-220|CI-LEGACY-VM-022,CON-MH-048-2027|CON-MH-032-2027,POL-MH-048|POL-MH-030,Enterprise PMO,INIT-MH-047,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-048,Ambient Documentation Rollout Wave 1,CIO/CDIO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-04-07,2026-11-01,"Improve ambient documentation rollout outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-033|CI-APP-EPIC-HYPERSPACE|CI-LEGACY-VM-033,CON-MH-049-2027|CON-MH-035-2027,POL-MH-049|POL-MH-037,Enterprise PMO,INIT-MH-048,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-049,Revenue Cycle Denials Automation Wave 2,CDAO,AI Enablement,At Risk,P5 Mobilize,2026-04-09,2026-11-04,"Improve revenue cycle denials automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-034|CI-APP-EPIC-RESOLUTE-PB|CI-LEGACY-VM-044,CON-MH-050-2027|CON-MH-038-2027,POL-MH-050|POL-MH-044,Enterprise PMO,INIT-MH-049,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-050,Patient Access Contact Center AI Wave 3,COO,Cloud Migration Factory,Proposed,P1 Charter,2026-04-11,2026-11-07,"Improve patient access contact center ai outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-035|CI-ITSM-SERVICENOW|CI-LEGACY-VM-055,CON-MH-051-2027|CON-MH-041-2027,POL-MH-051|POL-MH-051,Enterprise PMO,INIT-MH-050,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-051,Caboodle to Lakehouse Integration Wave 4,CFO,Epic Platform Operations,In Design,P2 Diagnose,2026-04-13,2026-11-10,"Improve caboodle to lakehouse integration outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-036|CI-AWS-LANDING-ZONE|CI-LEGACY-VM-066,CON-MH-052-2027|CON-MH-044-2027,POL-MH-052|POL-MH-058,Enterprise PMO,INIT-MH-051,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-052,Claims Automation Wave 5,CMO,Data Governance,Approved,P3 Design,2026-04-15,2026-11-13,"Improve claims automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-037|CI-LEGACY-VM-005|CI-LEGACY-VM-077,CON-MH-053-2027|CON-MH-047-2027,POL-MH-053|POL-MH-065,Enterprise PMO,INIT-MH-052,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-053,Care Management AI Assist Wave 6,Health Plan President,Revenue Cycle Technology,In Flight,P4 Business Case,2026-04-17,2026-11-16,"Improve care management ai assist outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-038|CI-LEGACY-VM-010|CI-LEGACY-VM-088,CON-MH-054-2027|CON-MH-050-2027,POL-MH-054|POL-MH-072,Enterprise PMO,INIT-MH-053,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-054,Cloud FinOps Control Tower Wave 1,CIO/CDIO,AI Enablement,At Risk,P5 Mobilize,2026-04-19,2026-11-19,"Improve cloud finops control tower outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-039|CI-LEGACY-VM-015|CI-LEGACY-VM-099,CON-MH-055-2027|CON-MH-053-2027,POL-MH-055|POL-MH-004,Enterprise PMO,INIT-MH-054,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-055,Identity Modernization Wave 2,CDAO,Cloud Migration Factory,Proposed,P1 Charter,2026-04-21,2026-11-22,"Improve identity modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-040|CI-LEGACY-VM-020|CI-LEGACY-VM-110,CON-MH-056-2027|CON-MH-056-2027,POL-MH-056|POL-MH-011,Enterprise PMO,INIT-MH-055,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-056,Integration Reliability Wave 3,COO,Epic Platform Operations,In Design,P2 Diagnose,2026-04-23,2026-11-25,"Improve integration reliability outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-041|CI-LEGACY-VM-025|CI-LEGACY-VM-121,CON-MH-057-2027|CON-MH-059-2027,POL-MH-057|POL-MH-018,Enterprise PMO,INIT-MH-056,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-057,ERP Controls Modernization Wave 4,CFO,Data Governance,Approved,P3 Design,2026-04-25,2026-11-28,"Improve erp controls modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-042|CI-LEGACY-VM-030|CI-SVC-132,CON-MH-058-2027|CON-MH-062-2027,POL-MH-058|POL-MH-025,Enterprise PMO,INIT-MH-057,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-058,Data Governance Remediation Wave 5,CMO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-04-27,2026-12-01,"Improve data governance remediation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-043|CI-LEGACY-VM-035|CI-SVC-143,CON-MH-059-2027|CON-MH-065-2027,POL-MH-059|POL-MH-032,Enterprise PMO,INIT-MH-058,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-059,Clinical Quality Analytics Wave 6,Health Plan President,AI Enablement,At Risk,P5 Mobilize,2026-04-29,2026-12-04,"Improve clinical quality analytics outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-044|CI-LEGACY-VM-040|CI-SVC-154,CON-MH-060-2027|CON-MH-068-2027,POL-MH-060|POL-MH-039,Enterprise PMO,INIT-MH-059,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-060,Epic AMS Transition Wave 1,CIO/CDIO,Cloud Migration Factory,Proposed,P1 Charter,2026-05-01,2026-12-07,"Improve epic ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-045|CI-LEGACY-VM-045|CI-SVC-165,CON-MH-061-2027|CON-MH-071-2027,POL-MH-061|POL-MH-046,Enterprise PMO,INIT-MH-060,Enterprise PMO,2026-06-04,0.84,true,
