risk_id,risk_title,risk_type,control_id,policy_id,owner,severity,likelihood,status,linked_ci_ids,linked_vendor_ids,remediation_due_date,evidence_required,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
RISK-MH-0017,Epic AMS transition knowledge gap 017,Financial,CTRL-MH-018,POL-MH-018,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-002|CI-SVC-138,VEN-MH-018|VEN-MH-086,2026-05-18,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0017,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0018,Data analytics AMS scope ambiguity 018,Clinical Safety,CTRL-MH-019,POL-MH-019,CFO,High,Likely,Open,CI-LEGACY-VM-003|CI-SVC-147,VEN-MH-019|VEN-MH-091,2026-05-19,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0018,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0019,PHI control evidence missing after migration 019,Sourcing,CTRL-MH-020,POL-MH-020,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-004|CI-SVC-156,VEN-MH-020|VEN-MH-096,2026-05-20,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0019,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0020,Cloud run cost exceeds baseline 020,Operational,CTRL-MH-021,POL-MH-021,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-005|CI-SVC-165,VEN-MH-021|VEN-MH-101,2026-05-21,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0020,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0021,Integration backlog affects clinical continuity 021,Compliance,CTRL-MH-022,POL-MH-022,CDAO,High,Likely,Open,CI-LEGACY-VM-006|CI-SVC-174,VEN-MH-022|VEN-MH-106,2026-05-22,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0021,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0022,CDAO stewardship capacity constraint 022,Financial,CTRL-MH-023,POL-MH-023,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-007|CI-SVC-183,VEN-MH-023|VEN-EPIC,2026-05-23,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0022,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0023,BAA chain incomplete for AI workflow 023,Clinical Safety,CTRL-MH-024,POL-MH-024,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-008|CI-SVC-192,VEN-MH-024|VEN-WORKDAY,2026-05-24,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0023,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0024,AWS-hosted workload not modernized 024,Sourcing,CTRL-MH-025,POL-MH-025,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-009|CI-SVC-201,VEN-MH-025|VEN-COLLIBRA,2026-05-25,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0024,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0025,Epic AMS transition knowledge gap 025,Operational,CTRL-MH-026,POL-MH-026,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-010|CI-SVC-210,VEN-MH-026|VEN-MH-016,2026-05-26,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0025,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0026,Data analytics AMS scope ambiguity 026,Compliance,CTRL-MH-027,POL-MH-027,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-011|CI-SVC-219,VEN-MH-027|VEN-MH-021,2026-05-27,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0026,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0027,PHI control evidence missing after migration 027,Financial,CTRL-MH-028,POL-MH-028,CTO,High,Likely,Open,CI-LEGACY-VM-012|CI-APP-EPIC-MYCHART,VEN-MH-028|VEN-MH-026,2026-05-28,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0027,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0028,Cloud run cost exceeds baseline 028,Clinical Safety,CTRL-MH-029,POL-MH-029,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-013|CI-DATA-COLLIBRA,VEN-MH-029|VEN-MH-031,2026-05-29,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0028,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0029,Integration backlog affects clinical continuity 029,Sourcing,CTRL-MH-030,POL-MH-030,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-014|CI-LEGACY-VM-006,VEN-MH-030|VEN-MH-036,2026-05-30,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0029,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0030,CDAO stewardship capacity constraint 030,Operational,CTRL-MH-031,POL-MH-031,CISO,High,Likely,Open,CI-LEGACY-VM-015|CI-LEGACY-VM-015,VEN-MH-031|VEN-MH-041,2026-05-31,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0030,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0031,BAA chain incomplete for AI workflow 031,Compliance,CTRL-MH-032,POL-MH-032,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-016|CI-LEGACY-VM-024,VEN-MH-032|VEN-MH-046,2026-06-01,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0031,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0032,AWS-hosted workload not modernized 032,Financial,CTRL-MH-033,POL-MH-033,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-017|CI-LEGACY-VM-033,VEN-MH-033|VEN-MH-051,2026-06-02,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0032,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0033,Epic AMS transition knowledge gap 033,Clinical Safety,CTRL-MH-034,POL-MH-034,CFO,High,Likely,Open,CI-LEGACY-VM-018|CI-LEGACY-VM-042,VEN-MH-034|VEN-MH-056,2026-06-03,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0033,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0034,Data analytics AMS scope ambiguity 034,Sourcing,CTRL-MH-035,POL-MH-035,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-019|CI-LEGACY-VM-051,VEN-MH-035|VEN-MH-061,2026-06-04,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0034,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0035,PHI control evidence missing after migration 035,Operational,CTRL-MH-036,POL-MH-036,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-020|CI-LEGACY-VM-060,VEN-MH-036|VEN-MH-066,2026-06-05,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0035,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0036,Cloud run cost exceeds baseline 036,Compliance,CTRL-MH-037,POL-MH-037,CDAO,High,Likely,Open,CI-LEGACY-VM-021|CI-LEGACY-VM-069,VEN-MH-037|VEN-MH-071,2026-06-06,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0036,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0037,Integration backlog affects clinical continuity 037,Financial,CTRL-MH-038,POL-MH-038,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-022|CI-LEGACY-VM-078,VEN-MH-038|VEN-MH-076,2026-06-07,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0037,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0038,CDAO stewardship capacity constraint 038,Clinical Safety,CTRL-MH-039,POL-MH-039,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-023|CI-LEGACY-VM-087,VEN-MH-039|VEN-MH-081,2026-06-08,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0038,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0039,BAA chain incomplete for AI workflow 039,Sourcing,CTRL-MH-040,POL-MH-040,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-024|CI-LEGACY-VM-096,VEN-MH-040|VEN-MH-086,2026-06-09,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0039,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0040,AWS-hosted workload not modernized 040,Operational,CTRL-MH-041,POL-MH-041,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-025|CI-LEGACY-VM-105,VEN-MH-041|VEN-MH-091,2026-06-10,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0040,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0041,Epic AMS transition knowledge gap 041,Compliance,CTRL-MH-042,POL-MH-042,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-026|CI-LEGACY-VM-114,VEN-MH-042|VEN-MH-096,2026-06-11,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0041,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0042,Data analytics AMS scope ambiguity 042,Financial,CTRL-MH-043,POL-MH-043,CTO,High,Likely,Open,CI-LEGACY-VM-027|CI-LEGACY-VM-123,VEN-MH-043|VEN-MH-101,2026-06-12,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0042,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0043,PHI control evidence missing after migration 043,Clinical Safety,CTRL-MH-044,POL-MH-044,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-028|CI-SVC-132,VEN-MH-044|VEN-MH-106,2026-06-13,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0043,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0044,Cloud run cost exceeds baseline 044,Sourcing,CTRL-MH-045,POL-MH-045,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-029|CI-SVC-141,VEN-MH-045|VEN-EPIC,2026-06-14,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0044,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0045,Integration backlog affects clinical continuity 045,Operational,CTRL-MH-046,POL-MH-046,CISO,High,Likely,Open,CI-LEGACY-VM-030|CI-SVC-150,VEN-MH-046|VEN-WORKDAY,2026-06-15,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0045,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0046,CDAO stewardship capacity constraint 046,Compliance,CTRL-MH-047,POL-MH-047,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-031|CI-SVC-159,VEN-MH-047|VEN-COLLIBRA,2026-06-16,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0046,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0047,BAA chain incomplete for AI workflow 047,Financial,CTRL-MH-048,POL-MH-048,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-032|CI-SVC-168,VEN-MH-048|VEN-MH-016,2026-06-17,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0047,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0048,AWS-hosted workload not modernized 048,Clinical Safety,CTRL-MH-049,POL-MH-049,CFO,High,Likely,Open,CI-LEGACY-VM-033|CI-SVC-177,VEN-MH-049|VEN-MH-021,2026-06-18,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0048,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0049,Epic AMS transition knowledge gap 049,Sourcing,CTRL-MH-050,POL-MH-050,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-034|CI-SVC-186,VEN-MH-050|VEN-MH-026,2026-06-19,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0049,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0050,Data analytics AMS scope ambiguity 050,Operational,CTRL-MH-051,POL-MH-051,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-035|CI-SVC-195,VEN-MH-051|VEN-MH-031,2026-06-20,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0050,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0051,PHI control evidence missing after migration 051,Compliance,CTRL-MH-052,POL-MH-052,CDAO,High,Likely,Open,CI-LEGACY-VM-036|CI-SVC-204,VEN-MH-052|VEN-MH-036,2026-06-21,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0051,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0052,Cloud run cost exceeds baseline 052,Financial,CTRL-MH-053,POL-MH-053,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-037|CI-SVC-213,VEN-MH-053|VEN-MH-041,2026-06-22,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0052,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0053,Integration backlog affects clinical continuity 053,Clinical Safety,CTRL-MH-054,POL-MH-054,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-038|CI-SVC-222,VEN-MH-054|VEN-MH-046,2026-06-23,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0053,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0054,CDAO stewardship capacity constraint 054,Sourcing,CTRL-MH-055,POL-MH-055,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-039|CI-INT-RHAPSODY,VEN-MH-055|VEN-MH-051,2026-06-24,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0054,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0055,BAA chain incomplete for AI workflow 055,Operational,CTRL-MH-056,POL-MH-056,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-040|CI-AWS-LANDING-ZONE,VEN-MH-056|VEN-MH-056,2026-06-25,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0055,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0056,AWS-hosted workload not modernized 056,Compliance,CTRL-MH-057,POL-MH-057,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-041|CI-LEGACY-VM-009,VEN-MH-057|VEN-MH-061,2026-06-26,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0056,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0057,Epic AMS transition knowledge gap 057,Financial,CTRL-MH-058,POL-MH-058,CTO,High,Likely,Open,CI-LEGACY-VM-042|CI-LEGACY-VM-018,VEN-MH-058|VEN-MH-066,2026-06-27,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0057,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0058,Data analytics AMS scope ambiguity 058,Clinical Safety,CTRL-MH-059,POL-MH-059,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-043|CI-LEGACY-VM-027,VEN-MH-059|VEN-MH-071,2026-06-28,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0058,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0059,PHI control evidence missing after migration 059,Sourcing,CTRL-MH-060,POL-MH-060,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-044|CI-LEGACY-VM-036,VEN-MH-060|VEN-MH-076,2026-06-29,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0059,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0060,Cloud run cost exceeds baseline 060,Operational,CTRL-MH-061,POL-MH-061,CISO,High,Likely,Open,CI-LEGACY-VM-045|CI-LEGACY-VM-045,VEN-MH-061|VEN-MH-081,2026-06-30,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0060,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0061,Integration backlog affects clinical continuity 061,Compliance,CTRL-MH-062,POL-MH-062,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-046|CI-LEGACY-VM-054,VEN-MH-062|VEN-MH-086,2026-07-01,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0061,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0062,CDAO stewardship capacity constraint 062,Financial,CTRL-MH-063,POL-MH-063,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-047|CI-LEGACY-VM-063,VEN-MH-063|VEN-MH-091,2026-07-02,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0062,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0063,BAA chain incomplete for AI workflow 063,Clinical Safety,CTRL-MH-064,POL-MH-064,CFO,High,Likely,Open,CI-LEGACY-VM-048|CI-LEGACY-VM-072,VEN-MH-064|VEN-MH-096,2026-07-03,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0063,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0064,AWS-hosted workload not modernized 064,Sourcing,CTRL-MH-065,POL-MH-065,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-049|CI-LEGACY-VM-081,VEN-MH-065|VEN-MH-101,2026-07-04,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0064,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0065,Epic AMS transition knowledge gap 065,Operational,CTRL-MH-066,POL-MH-066,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-050|CI-LEGACY-VM-090,VEN-MH-066|VEN-MH-106,2026-07-05,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0065,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0066,Data analytics AMS scope ambiguity 066,Compliance,CTRL-MH-067,POL-MH-067,CDAO,High,Likely,Open,CI-LEGACY-VM-051|CI-LEGACY-VM-099,VEN-MH-067|VEN-EPIC,2026-07-06,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0066,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0067,PHI control evidence missing after migration 067,Financial,CTRL-MH-068,POL-MH-068,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-052|CI-LEGACY-VM-108,VEN-MH-068|VEN-WORKDAY,2026-07-07,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0067,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0068,Cloud run cost exceeds baseline 068,Clinical Safety,CTRL-MH-069,POL-MH-069,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-053|CI-LEGACY-VM-117,VEN-MH-069|VEN-COLLIBRA,2026-07-08,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0068,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0069,Integration backlog affects clinical continuity 069,Sourcing,CTRL-MH-070,POL-MH-070,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-054|CI-LEGACY-VM-126,VEN-MH-070|VEN-MH-016,2026-07-09,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0069,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0070,CDAO stewardship capacity constraint 070,Operational,CTRL-MH-071,POL-MH-071,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-055|CI-SVC-135,VEN-MH-071|VEN-MH-021,2026-07-10,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0070,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0071,BAA chain incomplete for AI workflow 071,Compliance,CTRL-MH-072,POL-MH-072,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-056|CI-SVC-144,VEN-MH-072|VEN-MH-026,2026-07-11,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0071,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0072,AWS-hosted workload not modernized 072,Financial,CTRL-MH-073,POL-MH-073,CTO,High,Likely,Open,CI-LEGACY-VM-057|CI-SVC-153,VEN-MH-073|VEN-MH-031,2026-07-12,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0072,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0073,Epic AMS transition knowledge gap 073,Clinical Safety,CTRL-MH-074,POL-MH-074,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-058|CI-SVC-162,VEN-MH-074|VEN-MH-036,2026-07-13,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0073,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0074,Data analytics AMS scope ambiguity 074,Sourcing,CTRL-MH-075,POL-MH-075,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-059|CI-SVC-171,VEN-MH-075|VEN-MH-041,2026-07-14,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0074,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0075,PHI control evidence missing after migration 075,Operational,CTRL-MH-001,POL-MH-001,CISO,High,Likely,Open,CI-LEGACY-VM-060|CI-SVC-180,VEN-MH-076|VEN-MH-046,2026-07-15,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0075,Risk and Compliance,2026-06-04,0.83,true,
