tenant_key,node_key,node_type,node_name,source_entity_key,evidence_id,confidence,active_candidate_status
first-capital-financial,FCF-NODE-00037,function,finance and treasury capability 013 entity 0037,FCF-ENT-00037,FCF-EVID-00613,high,candidate
first-capital-financial,FCF-NODE-00038,data_asset,HR and change capability 014 entity 0038,FCF-ENT-00038,FCF-EVID-00614,medium,candidate
first-capital-financial,FCF-NODE-00039,vendor,platform engineering capability 015 entity 0039,FCF-ENT-00039,FCF-EVID-00615,medium,candidate
first-capital-financial,FCF-NODE-00040,program,data and analytics capability 016 entity 0040,FCF-ENT-00040,FCF-EVID-00616,high,candidate
first-capital-financial,FCF-NODE-00041,control,regulatory reporting capability 017 entity 0041,FCF-ENT-00041,FCF-EVID-00617,high,candidate
first-capital-financial,FCF-NODE-00042,metric,vendor management capability 018 entity 0042,FCF-ENT-00042,FCF-EVID-00618,medium,candidate
first-capital-financial,FCF-NODE-00043,system,retail banking capability 019 entity 0043,FCF-ENT-00043,FCF-EVID-00619,medium,candidate
first-capital-financial,FCF-NODE-00044,function,commercial banking capability 020 entity 0044,FCF-ENT-00044,FCF-EVID-00620,high,candidate
first-capital-financial,FCF-NODE-00045,data_asset,wealth advisory capability 021 entity 0045,FCF-ENT-00045,FCF-EVID-00621,high,candidate
first-capital-financial,FCF-NODE-00046,vendor,mortgage lending capability 022 entity 0046,FCF-ENT-00046,FCF-EVID-00622,medium,candidate
first-capital-financial,FCF-NODE-00047,program,cards and payments capability 023 entity 0047,FCF-ENT-00047,FCF-EVID-00623,medium,candidate
first-capital-financial,FCF-NODE-00048,control,treasury services capability 024 entity 0048,FCF-ENT-00048,FCF-EVID-00624,high,candidate
first-capital-financial,FCF-NODE-00049,metric,fraud operations capability 025 entity 0049,FCF-ENT-00049,FCF-EVID-00625,high,candidate
first-capital-financial,FCF-NODE-00050,system,AML and KYC capability 026 entity 0050,FCF-ENT-00050,FCF-EVID-00626,medium,candidate
first-capital-financial,FCF-NODE-00051,function,risk and compliance capability 027 entity 0051,FCF-ENT-00051,FCF-EVID-00627,medium,candidate
first-capital-financial,FCF-NODE-00052,data_asset,branch operations capability 028 entity 0052,FCF-ENT-00052,FCF-EVID-00628,high,candidate
first-capital-financial,FCF-NODE-00053,vendor,contact center capability 029 entity 0053,FCF-ENT-00053,FCF-EVID-00629,high,candidate
first-capital-financial,FCF-NODE-00054,program,digital banking capability 030 entity 0054,FCF-ENT-00054,FCF-EVID-00630,medium,candidate
first-capital-financial,FCF-NODE-00055,control,finance and treasury capability 031 entity 0055,FCF-ENT-00055,FCF-EVID-00631,medium,candidate
first-capital-financial,FCF-NODE-00056,metric,HR and change capability 032 entity 0056,FCF-ENT-00056,FCF-EVID-00632,high,candidate
first-capital-financial,FCF-NODE-00057,system,platform engineering capability 033 entity 0057,FCF-ENT-00057,FCF-EVID-00633,high,candidate
first-capital-financial,FCF-NODE-00058,function,data and analytics capability 034 entity 0058,FCF-ENT-00058,FCF-EVID-00634,medium,candidate
first-capital-financial,FCF-NODE-00059,data_asset,regulatory reporting capability 035 entity 0059,FCF-ENT-00059,FCF-EVID-00635,medium,candidate
first-capital-financial,FCF-NODE-00060,vendor,vendor management capability 036 entity 0060,FCF-ENT-00060,FCF-EVID-00636,high,candidate
first-capital-financial,FCF-NODE-00061,program,retail banking capability 037 entity 0061,FCF-ENT-00061,FCF-EVID-00637,high,candidate
first-capital-financial,FCF-NODE-00062,control,commercial banking capability 038 entity 0062,FCF-ENT-00062,FCF-EVID-00638,medium,candidate
first-capital-financial,FCF-NODE-00063,metric,wealth advisory capability 039 entity 0063,FCF-ENT-00063,FCF-EVID-00639,medium,candidate
first-capital-financial,FCF-NODE-00064,system,mortgage lending capability 040 entity 0064,FCF-ENT-00064,FCF-EVID-00640,high,candidate
first-capital-financial,FCF-NODE-00065,function,cards and payments capability 041 entity 0065,FCF-ENT-00065,FCF-EVID-00641,high,candidate
first-capital-financial,FCF-NODE-00066,data_asset,treasury services capability 042 entity 0066,FCF-ENT-00066,FCF-EVID-00642,medium,candidate
first-capital-financial,FCF-NODE-00067,vendor,fraud operations capability 043 entity 0067,FCF-ENT-00067,FCF-EVID-00643,medium,candidate
first-capital-financial,FCF-NODE-00068,program,AML and KYC capability 044 entity 0068,FCF-ENT-00068,FCF-EVID-00644,high,candidate
first-capital-financial,FCF-NODE-00069,control,risk and compliance capability 045 entity 0069,FCF-ENT-00069,FCF-EVID-00645,high,candidate
first-capital-financial,FCF-NODE-00070,metric,branch operations capability 046 entity 0070,FCF-ENT-00070,FCF-EVID-00646,medium,candidate
first-capital-financial,FCF-NODE-00071,system,contact center capability 047 entity 0071,FCF-ENT-00071,FCF-EVID-00647,medium,candidate
first-capital-financial,FCF-NODE-00072,function,digital banking capability 048 entity 0072,FCF-ENT-00072,FCF-EVID-00648,high,candidate
first-capital-financial,FCF-NODE-00073,data_asset,finance and treasury capability 049 entity 0073,FCF-ENT-00073,FCF-EVID-00649,high,candidate
first-capital-financial,FCF-NODE-00074,vendor,HR and change capability 050 entity 0074,FCF-ENT-00074,FCF-EVID-00650,medium,candidate
first-capital-financial,FCF-NODE-00075,program,platform engineering capability 051 entity 0075,FCF-ENT-00075,FCF-EVID-00651,medium,candidate
first-capital-financial,FCF-NODE-00076,control,data and analytics capability 052 entity 0076,FCF-ENT-00076,FCF-EVID-00652,high,candidate
first-capital-financial,FCF-NODE-00077,metric,regulatory reporting capability 053 entity 0077,FCF-ENT-00077,FCF-EVID-00653,high,candidate
first-capital-financial,FCF-NODE-00078,system,vendor management capability 054 entity 0078,FCF-ENT-00078,FCF-EVID-00654,medium,candidate
first-capital-financial,FCF-NODE-00079,function,retail banking capability 055 entity 0079,FCF-ENT-00079,FCF-EVID-00655,medium,candidate
first-capital-financial,FCF-NODE-00080,data_asset,commercial banking capability 056 entity 0080,FCF-ENT-00080,FCF-EVID-00656,high,candidate
first-capital-financial,FCF-NODE-00081,vendor,wealth advisory capability 057 entity 0081,FCF-ENT-00081,FCF-EVID-00657,high,candidate
first-capital-financial,FCF-NODE-00082,program,mortgage lending capability 058 entity 0082,FCF-ENT-00082,FCF-EVID-00658,medium,candidate
first-capital-financial,FCF-NODE-00083,control,cards and payments capability 059 entity 0083,FCF-ENT-00083,FCF-EVID-00659,medium,candidate
first-capital-financial,FCF-NODE-00084,metric,treasury services capability 060 entity 0084,FCF-ENT-00084,FCF-EVID-00660,high,candidate
first-capital-financial,FCF-NODE-00085,system,fraud operations capability 061 entity 0085,FCF-ENT-00085,FCF-EVID-00661,high,candidate
first-capital-financial,FCF-NODE-00086,function,AML and KYC capability 062 entity 0086,FCF-ENT-00086,FCF-EVID-00662,medium,candidate
first-capital-financial,FCF-NODE-00087,data_asset,risk and compliance capability 063 entity 0087,FCF-ENT-00087,FCF-EVID-00663,medium,candidate
first-capital-financial,FCF-NODE-00088,vendor,branch operations capability 064 entity 0088,FCF-ENT-00088,FCF-EVID-00664,high,candidate
first-capital-financial,FCF-NODE-00089,program,contact center capability 065 entity 0089,FCF-ENT-00089,FCF-EVID-00665,high,candidate
first-capital-financial,FCF-NODE-00090,control,digital banking capability 066 entity 0090,FCF-ENT-00090,FCF-EVID-00666,medium,candidate
first-capital-financial,FCF-NODE-00091,metric,finance and treasury capability 067 entity 0091,FCF-ENT-00091,FCF-EVID-00667,medium,candidate
first-capital-financial,FCF-NODE-00092,system,HR and change capability 068 entity 0092,FCF-ENT-00092,FCF-EVID-00668,high,candidate
first-capital-financial,FCF-NODE-00093,function,platform engineering capability 069 entity 0093,FCF-ENT-00093,FCF-EVID-00669,high,candidate
first-capital-financial,FCF-NODE-00094,data_asset,data and analytics capability 070 entity 0094,FCF-ENT-00094,FCF-EVID-00670,medium,candidate
first-capital-financial,FCF-NODE-00095,vendor,regulatory reporting capability 071 entity 0095,FCF-ENT-00095,FCF-EVID-00671,medium,candidate
first-capital-financial,FCF-NODE-00096,program,vendor management capability 072 entity 0096,FCF-ENT-00096,FCF-EVID-00672,high,candidate
first-capital-financial,FCF-NODE-00097,control,retail banking capability 073 entity 0097,FCF-ENT-00097,FCF-EVID-00673,high,candidate
first-capital-financial,FCF-NODE-00098,metric,commercial banking capability 074 entity 0098,FCF-ENT-00098,FCF-EVID-00674,medium,candidate
first-capital-financial,FCF-NODE-00099,system,wealth advisory capability 075 entity 0099,FCF-ENT-00099,FCF-EVID-00675,medium,candidate
first-capital-financial,FCF-NODE-00100,function,mortgage lending capability 076 entity 0100,FCF-ENT-00100,FCF-EVID-00676,high,candidate
first-capital-financial,FCF-NODE-00101,data_asset,cards and payments capability 077 entity 0101,FCF-ENT-00101,FCF-EVID-00677,high,candidate
first-capital-financial,FCF-NODE-00102,vendor,treasury services capability 078 entity 0102,FCF-ENT-00102,FCF-EVID-00678,medium,candidate
first-capital-financial,FCF-NODE-00103,program,fraud operations capability 079 entity 0103,FCF-ENT-00103,FCF-EVID-00679,medium,candidate
first-capital-financial,FCF-NODE-00104,control,AML and KYC capability 080 entity 0104,FCF-ENT-00104,FCF-EVID-00680,high,candidate
first-capital-financial,FCF-NODE-00105,metric,risk and compliance capability 081 entity 0105,FCF-ENT-00105,FCF-EVID-00681,high,candidate
first-capital-financial,FCF-NODE-00106,system,branch operations capability 082 entity 0106,FCF-ENT-00106,FCF-EVID-00682,medium,candidate
first-capital-financial,FCF-NODE-00107,function,contact center capability 083 entity 0107,FCF-ENT-00107,FCF-EVID-00683,medium,candidate
first-capital-financial,FCF-NODE-00108,data_asset,digital banking capability 084 entity 0108,FCF-ENT-00108,FCF-EVID-00684,high,candidate
first-capital-financial,FCF-NODE-00109,vendor,finance and treasury capability 085 entity 0109,FCF-ENT-00109,FCF-EVID-00685,high,candidate
first-capital-financial,FCF-NODE-00110,program,HR and change capability 086 entity 0110,FCF-ENT-00110,FCF-EVID-00686,medium,candidate
first-capital-financial,FCF-NODE-00111,control,platform engineering capability 087 entity 0111,FCF-ENT-00111,FCF-EVID-00687,medium,candidate
first-capital-financial,FCF-NODE-00112,metric,data and analytics capability 088 entity 0112,FCF-ENT-00112,FCF-EVID-00688,high,candidate
first-capital-financial,FCF-NODE-00113,system,regulatory reporting capability 089 entity 0113,FCF-ENT-00113,FCF-EVID-00689,high,candidate
first-capital-financial,FCF-NODE-00114,function,vendor management capability 090 entity 0114,FCF-ENT-00114,FCF-EVID-00690,medium,candidate
first-capital-financial,FCF-NODE-00115,data_asset,retail banking capability 091 entity 0115,FCF-ENT-00115,FCF-EVID-00691,medium,candidate
first-capital-financial,FCF-NODE-00116,vendor,commercial banking capability 092 entity 0116,FCF-ENT-00116,FCF-EVID-00692,high,candidate
first-capital-financial,FCF-NODE-00117,program,wealth advisory capability 093 entity 0117,FCF-ENT-00117,FCF-EVID-00693,high,candidate
first-capital-financial,FCF-NODE-00118,control,mortgage lending capability 094 entity 0118,FCF-ENT-00118,FCF-EVID-00694,medium,candidate
first-capital-financial,FCF-NODE-00119,metric,cards and payments capability 095 entity 0119,FCF-ENT-00119,FCF-EVID-00695,medium,candidate
first-capital-financial,FCF-NODE-00120,system,treasury services capability 096 entity 0120,FCF-ENT-00120,FCF-EVID-00696,high,candidate
first-capital-financial,FCF-NODE-00121,function,fraud operations capability 097 entity 0121,FCF-ENT-00121,FCF-EVID-00697,high,candidate
first-capital-financial,FCF-NODE-00122,data_asset,AML and KYC capability 098 entity 0122,FCF-ENT-00122,FCF-EVID-00698,medium,candidate
first-capital-financial,FCF-NODE-00123,vendor,risk and compliance capability 099 entity 0123,FCF-ENT-00123,FCF-EVID-00699,medium,candidate
first-capital-financial,FCF-NODE-00124,program,branch operations capability 100 entity 0124,FCF-ENT-00124,FCF-EVID-00700,high,candidate
first-capital-financial,FCF-NODE-00125,control,contact center capability 101 entity 0125,FCF-ENT-00125,FCF-EVID-00701,high,candidate
first-capital-financial,FCF-NODE-00126,metric,digital banking capability 102 entity 0126,FCF-ENT-00126,FCF-EVID-00702,medium,candidate
first-capital-financial,FCF-NODE-00127,system,finance and treasury capability 103 entity 0127,FCF-ENT-00127,FCF-EVID-00703,medium,candidate
first-capital-financial,FCF-NODE-00128,function,HR and change capability 104 entity 0128,FCF-ENT-00128,FCF-EVID-00704,high,candidate
first-capital-financial,FCF-NODE-00129,data_asset,platform engineering capability 105 entity 0129,FCF-ENT-00129,FCF-EVID-00705,high,candidate
first-capital-financial,FCF-NODE-00130,vendor,data and analytics capability 106 entity 0130,FCF-ENT-00130,FCF-EVID-00706,medium,candidate
first-capital-financial,FCF-NODE-00131,program,regulatory reporting capability 107 entity 0131,FCF-ENT-00131,FCF-EVID-00707,medium,candidate
first-capital-financial,FCF-NODE-00132,control,vendor management capability 108 entity 0132,FCF-ENT-00132,FCF-EVID-00708,high,candidate
first-capital-financial,FCF-NODE-00133,metric,retail banking capability 109 entity 0133,FCF-ENT-00133,FCF-EVID-00709,high,candidate
first-capital-financial,FCF-NODE-00134,system,commercial banking capability 110 entity 0134,FCF-ENT-00134,FCF-EVID-00710,medium,candidate
first-capital-financial,FCF-NODE-00135,function,wealth advisory capability 111 entity 0135,FCF-ENT-00135,FCF-EVID-00711,medium,candidate
first-capital-financial,FCF-NODE-00136,data_asset,mortgage lending capability 112 entity 0136,FCF-ENT-00136,FCF-EVID-00712,high,candidate
first-capital-financial,FCF-NODE-00137,vendor,cards and payments capability 113 entity 0137,FCF-ENT-00137,FCF-EVID-00713,high,candidate
first-capital-financial,FCF-NODE-00138,program,treasury services capability 114 entity 0138,FCF-ENT-00138,FCF-EVID-00714,medium,candidate
first-capital-financial,FCF-NODE-00139,control,fraud operations capability 115 entity 0139,FCF-ENT-00139,FCF-EVID-00715,medium,candidate
first-capital-financial,FCF-NODE-00140,metric,AML and KYC capability 116 entity 0140,FCF-ENT-00140,FCF-EVID-00716,high,candidate
first-capital-financial,FCF-NODE-00141,system,risk and compliance capability 117 entity 0141,FCF-ENT-00141,FCF-EVID-00717,high,candidate
first-capital-financial,FCF-NODE-00142,function,branch operations capability 118 entity 0142,FCF-ENT-00142,FCF-EVID-00718,medium,candidate
first-capital-financial,FCF-NODE-00143,data_asset,contact center capability 119 entity 0143,FCF-ENT-00143,FCF-EVID-00719,medium,candidate
first-capital-financial,FCF-NODE-00144,vendor,digital banking capability 120 entity 0144,FCF-ENT-00144,FCF-EVID-00720,high,candidate
first-capital-financial,FCF-NODE-00145,program,finance and treasury capability 121 entity 0145,FCF-ENT-00145,FCF-EVID-00721,high,candidate
first-capital-financial,FCF-NODE-00146,control,HR and change capability 122 entity 0146,FCF-ENT-00146,FCF-EVID-00722,medium,candidate
first-capital-financial,FCF-NODE-00147,metric,platform engineering capability 123 entity 0147,FCF-ENT-00147,FCF-EVID-00723,medium,candidate
first-capital-financial,FCF-NODE-00148,system,data and analytics capability 124 entity 0148,FCF-ENT-00148,FCF-EVID-00724,high,candidate
first-capital-financial,FCF-NODE-00149,function,regulatory reporting capability 125 entity 0149,FCF-ENT-00149,FCF-EVID-00725,high,candidate
first-capital-financial,FCF-NODE-00150,data_asset,vendor management capability 126 entity 0150,FCF-ENT-00150,FCF-EVID-00726,medium,candidate
first-capital-financial,FCF-NODE-00151,vendor,retail banking capability 127 entity 0151,FCF-ENT-00151,FCF-EVID-00727,medium,candidate
first-capital-financial,FCF-NODE-00152,program,commercial banking capability 128 entity 0152,FCF-ENT-00152,FCF-EVID-00728,high,candidate
first-capital-financial,FCF-NODE-00153,control,wealth advisory capability 129 entity 0153,FCF-ENT-00153,FCF-EVID-00729,high,candidate
first-capital-financial,FCF-NODE-00154,metric,mortgage lending capability 130 entity 0154,FCF-ENT-00154,FCF-EVID-00730,medium,candidate
first-capital-financial,FCF-NODE-00155,system,cards and payments capability 131 entity 0155,FCF-ENT-00155,FCF-EVID-00731,medium,candidate
first-capital-financial,FCF-NODE-00156,function,treasury services capability 132 entity 0156,FCF-ENT-00156,FCF-EVID-00732,high,candidate
first-capital-financial,FCF-NODE-00157,data_asset,fraud operations capability 133 entity 0157,FCF-ENT-00157,FCF-EVID-00733,high,candidate
first-capital-financial,FCF-NODE-00158,vendor,AML and KYC capability 134 entity 0158,FCF-ENT-00158,FCF-EVID-00734,medium,candidate
first-capital-financial,FCF-NODE-00159,program,risk and compliance capability 135 entity 0159,FCF-ENT-00159,FCF-EVID-00735,medium,candidate
first-capital-financial,FCF-NODE-00160,control,branch operations capability 136 entity 0160,FCF-ENT-00160,FCF-EVID-00736,high,candidate
first-capital-financial,FCF-NODE-00161,metric,contact center capability 137 entity 0161,FCF-ENT-00161,FCF-EVID-00737,high,candidate
first-capital-financial,FCF-NODE-00162,system,digital banking capability 138 entity 0162,FCF-ENT-00162,FCF-EVID-00738,medium,candidate
first-capital-financial,FCF-NODE-00163,function,finance and treasury capability 139 entity 0163,FCF-ENT-00163,FCF-EVID-00739,medium,candidate
first-capital-financial,FCF-NODE-00164,data_asset,HR and change capability 140 entity 0164,FCF-ENT-00164,FCF-EVID-00740,high,candidate
first-capital-financial,FCF-NODE-00165,vendor,platform engineering capability 141 entity 0165,FCF-ENT-00165,FCF-EVID-00741,high,candidate
first-capital-financial,FCF-NODE-00166,program,data and analytics capability 142 entity 0166,FCF-ENT-00166,FCF-EVID-00742,medium,candidate
first-capital-financial,FCF-NODE-00167,control,regulatory reporting capability 143 entity 0167,FCF-ENT-00167,FCF-EVID-00743,medium,candidate
first-capital-financial,FCF-NODE-00168,metric,vendor management capability 144 entity 0168,FCF-ENT-00168,FCF-EVID-00744,high,candidate
first-capital-financial,FCF-NODE-00169,system,retail banking capability 145 entity 0169,FCF-ENT-00169,FCF-EVID-00745,high,candidate
first-capital-financial,FCF-NODE-00170,function,commercial banking capability 146 entity 0170,FCF-ENT-00170,FCF-EVID-00746,medium,candidate
first-capital-financial,FCF-NODE-00171,data_asset,wealth advisory capability 147 entity 0171,FCF-ENT-00171,FCF-EVID-00747,medium,candidate
first-capital-financial,FCF-NODE-00172,vendor,mortgage lending capability 148 entity 0172,FCF-ENT-00172,FCF-EVID-00748,high,candidate
first-capital-financial,FCF-NODE-00173,program,cards and payments capability 149 entity 0173,FCF-ENT-00173,FCF-EVID-00749,high,candidate
first-capital-financial,FCF-NODE-00174,control,treasury services capability 150 entity 0174,FCF-ENT-00174,FCF-EVID-00750,medium,candidate
first-capital-financial,FCF-NODE-00175,metric,fraud operations capability 151 entity 0175,FCF-ENT-00175,FCF-EVID-00751,medium,candidate
first-capital-financial,FCF-NODE-00176,system,AML and KYC capability 152 entity 0176,FCF-ENT-00176,FCF-EVID-00752,high,candidate
first-capital-financial,FCF-NODE-00177,function,risk and compliance capability 153 entity 0177,FCF-ENT-00177,FCF-EVID-00753,high,candidate
first-capital-financial,FCF-NODE-00178,data_asset,branch operations capability 154 entity 0178,FCF-ENT-00178,FCF-EVID-00754,medium,candidate
first-capital-financial,FCF-NODE-00179,vendor,contact center capability 155 entity 0179,FCF-ENT-00179,FCF-EVID-00755,medium,candidate
first-capital-financial,FCF-NODE-00180,program,digital banking capability 156 entity 0180,FCF-ENT-00180,FCF-EVID-00756,high,candidate
first-capital-financial,FCF-NODE-00181,control,finance and treasury capability 157 entity 0181,FCF-ENT-00181,FCF-EVID-00757,high,candidate
first-capital-financial,FCF-NODE-00182,metric,HR and change capability 158 entity 0182,FCF-ENT-00182,FCF-EVID-00758,medium,candidate
first-capital-financial,FCF-NODE-00183,system,platform engineering capability 159 entity 0183,FCF-ENT-00183,FCF-EVID-00759,medium,candidate
first-capital-financial,FCF-NODE-00184,function,data and analytics capability 160 entity 0184,FCF-ENT-00184,FCF-EVID-00760,high,candidate
first-capital-financial,FCF-NODE-00185,data_asset,regulatory reporting capability 161 entity 0185,FCF-ENT-00185,FCF-EVID-00761,high,candidate
first-capital-financial,FCF-NODE-00186,vendor,vendor management capability 162 entity 0186,FCF-ENT-00186,FCF-EVID-00762,medium,candidate
first-capital-financial,FCF-NODE-00187,program,retail banking capability 163 entity 0187,FCF-ENT-00187,FCF-EVID-00763,medium,candidate
first-capital-financial,FCF-NODE-00188,control,commercial banking capability 164 entity 0188,FCF-ENT-00188,FCF-EVID-00764,high,candidate
first-capital-financial,FCF-NODE-00189,metric,wealth advisory capability 165 entity 0189,FCF-ENT-00189,FCF-EVID-00765,high,candidate
first-capital-financial,FCF-NODE-00190,system,mortgage lending capability 166 entity 0190,FCF-ENT-00190,FCF-EVID-00766,medium,candidate
first-capital-financial,FCF-NODE-00191,function,cards and payments capability 167 entity 0191,FCF-ENT-00191,FCF-EVID-00767,medium,candidate
first-capital-financial,FCF-NODE-00192,data_asset,treasury services capability 168 entity 0192,FCF-ENT-00192,FCF-EVID-00768,high,candidate
first-capital-financial,FCF-NODE-00193,vendor,fraud operations capability 169 entity 0193,FCF-ENT-00193,FCF-EVID-00769,high,candidate
first-capital-financial,FCF-NODE-00194,program,AML and KYC capability 170 entity 0194,FCF-ENT-00194,FCF-EVID-00770,medium,candidate
first-capital-financial,FCF-NODE-00195,control,risk and compliance capability 171 entity 0195,FCF-ENT-00195,FCF-EVID-00771,medium,candidate
first-capital-financial,FCF-NODE-00196,metric,branch operations capability 172 entity 0196,FCF-ENT-00196,FCF-EVID-00772,high,candidate
first-capital-financial,FCF-NODE-00197,system,contact center capability 173 entity 0197,FCF-ENT-00197,FCF-EVID-00773,high,candidate
first-capital-financial,FCF-NODE-00198,function,digital banking capability 174 entity 0198,FCF-ENT-00198,FCF-EVID-00774,medium,candidate
first-capital-financial,FCF-NODE-00199,data_asset,finance and treasury capability 175 entity 0199,FCF-ENT-00199,FCF-EVID-00775,medium,candidate
first-capital-financial,FCF-NODE-00200,vendor,HR and change capability 176 entity 0200,FCF-ENT-00200,FCF-EVID-00776,high,candidate
first-capital-financial,FCF-NODE-00201,program,platform engineering capability 177 entity 0201,FCF-ENT-00201,FCF-EVID-00777,high,candidate
first-capital-financial,FCF-NODE-00202,control,data and analytics capability 178 entity 0202,FCF-ENT-00202,FCF-EVID-00778,medium,candidate
first-capital-financial,FCF-NODE-00203,metric,regulatory reporting capability 179 entity 0203,FCF-ENT-00203,FCF-EVID-00779,medium,candidate
first-capital-financial,FCF-NODE-00204,system,vendor management capability 180 entity 0204,FCF-ENT-00204,FCF-EVID-00780,high,candidate
first-capital-financial,FCF-NODE-00205,function,retail banking capability 181 entity 0205,FCF-ENT-00205,FCF-EVID-00781,high,candidate
first-capital-financial,FCF-NODE-00206,data_asset,commercial banking capability 182 entity 0206,FCF-ENT-00206,FCF-EVID-00782,medium,candidate
first-capital-financial,FCF-NODE-00207,vendor,wealth advisory capability 183 entity 0207,FCF-ENT-00207,FCF-EVID-00783,medium,candidate
first-capital-financial,FCF-NODE-00208,program,mortgage lending capability 184 entity 0208,FCF-ENT-00208,FCF-EVID-00784,high,candidate
first-capital-financial,FCF-NODE-00209,control,cards and payments capability 185 entity 0209,FCF-ENT-00209,FCF-EVID-00785,high,candidate
first-capital-financial,FCF-NODE-00210,metric,treasury services capability 186 entity 0210,FCF-ENT-00210,FCF-EVID-00786,medium,candidate
first-capital-financial,FCF-NODE-00211,system,fraud operations capability 187 entity 0211,FCF-ENT-00211,FCF-EVID-00787,medium,candidate
