tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
first-capital-financial,FCF-GAP-00001,00_enterprise_profile,FCF-00-00001,missing_owner,model risk management requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00001; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00032,01_business_functions,FCF-01-00008,missing_baseline,cloud exit and resilience requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00608; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00033,01_business_functions,FCF-01-00009,missing_lineage,model risk management requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00609; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00034,01_business_functions,FCF-01-00010,missing_contract_evidence,fair lending and bias requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00610; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00035,01_business_functions,FCF-01-00011,missing_control_attestation,explainability requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00611; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00036,01_business_functions,FCF-01-00012,missing_owner,GLBA privacy requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00612; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00037,01_business_functions,FCF-01-00013,missing_baseline,PCI DSS requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00613; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00038,01_business_functions,FCF-01-00014,missing_lineage,data retention requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00614; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00039,01_business_functions,FCF-01-00015,missing_contract_evidence,access controls requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00615; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00040,01_business_functions,FCF-01-00016,missing_control_attestation,audit logging requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00616; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00041,01_business_functions,FCF-01-00017,missing_owner,customer consent requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00617; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00042,01_business_functions,FCF-01-00018,missing_baseline,regulatory reporting accuracy requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00618; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00043,01_business_functions,FCF-01-00019,missing_lineage,operational resilience requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00619; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00044,01_business_functions,FCF-01-00020,missing_contract_evidence,third-party risk requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00620; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00045,01_business_functions,FCF-01-00021,missing_control_attestation,cyber risk requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00621; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00046,01_business_functions,FCF-01-00022,missing_owner,fraud loss requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00622; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00047,01_business_functions,FCF-01-00023,missing_baseline,vendor concentration requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00623; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00048,01_business_functions,FCF-01-00024,missing_lineage,cloud exit and resilience requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00624; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00049,01_business_functions,FCF-01-00025,missing_contract_evidence,model risk management requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00625; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00050,01_business_functions,FCF-01-00026,missing_control_attestation,fair lending and bias requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00626; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00051,01_business_functions,FCF-01-00027,missing_owner,explainability requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00627; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00052,01_business_functions,FCF-01-00028,missing_baseline,GLBA privacy requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00628; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00053,01_business_functions,FCF-01-00029,missing_lineage,PCI DSS requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00629; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00054,01_business_functions,FCF-01-00030,missing_contract_evidence,data retention requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00630; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00055,01_business_functions,FCF-01-00031,missing_control_attestation,access controls requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00631; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00056,01_business_functions,FCF-01-00032,missing_owner,audit logging requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00632; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00057,01_business_functions,FCF-01-00033,missing_baseline,customer consent requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00633; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00058,01_business_functions,FCF-01-00034,missing_lineage,regulatory reporting accuracy requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00634; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00059,01_business_functions,FCF-01-00035,missing_contract_evidence,operational resilience requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00635; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00060,01_business_functions,FCF-01-00036,missing_control_attestation,third-party risk requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00636; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00061,01_business_functions,FCF-01-00037,missing_owner,cyber risk requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00637; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00062,01_business_functions,FCF-01-00038,missing_baseline,fraud loss requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00638; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00063,01_business_functions,FCF-01-00039,missing_lineage,vendor concentration requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00639; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00064,01_business_functions,FCF-01-00040,missing_contract_evidence,cloud exit and resilience requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00640; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00065,01_business_functions,FCF-01-00041,missing_control_attestation,model risk management requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00641; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00066,01_business_functions,FCF-01-00042,missing_owner,fair lending and bias requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00642; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00067,01_business_functions,FCF-01-00043,missing_baseline,explainability requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00643; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00068,01_business_functions,FCF-01-00044,missing_lineage,GLBA privacy requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00644; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00069,01_business_functions,FCF-01-00045,missing_contract_evidence,PCI DSS requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00645; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00070,01_business_functions,FCF-01-00046,missing_control_attestation,data retention requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00646; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00071,01_business_functions,FCF-01-00047,missing_owner,access controls requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00647; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00072,01_business_functions,FCF-01-00048,missing_baseline,audit logging requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00648; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00073,01_business_functions,FCF-01-00049,missing_lineage,customer consent requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00649; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00074,01_business_functions,FCF-01-00050,missing_contract_evidence,regulatory reporting accuracy requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00650; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00075,01_business_functions,FCF-01-00051,missing_control_attestation,operational resilience requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00651; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00076,01_business_functions,FCF-01-00052,missing_owner,third-party risk requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00652; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00077,01_business_functions,FCF-01-00053,missing_baseline,cyber risk requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00653; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00078,01_business_functions,FCF-01-00054,missing_lineage,fraud loss requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00654; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00079,01_business_functions,FCF-01-00055,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00655; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00080,01_business_functions,FCF-01-00056,missing_control_attestation,cloud exit and resilience requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00656; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00081,01_business_functions,FCF-01-00057,missing_owner,model risk management requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00657; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00082,01_business_functions,FCF-01-00058,missing_baseline,fair lending and bias requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00658; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00083,01_business_functions,FCF-01-00059,missing_lineage,explainability requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00659; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00084,01_business_functions,FCF-01-00060,missing_contract_evidence,GLBA privacy requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00660; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00085,01_business_functions,FCF-01-00061,missing_control_attestation,PCI DSS requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00661; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00086,01_business_functions,FCF-01-00062,missing_owner,data retention requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00662; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00087,01_business_functions,FCF-01-00063,missing_baseline,access controls requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00663; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00088,01_business_functions,FCF-01-00064,missing_lineage,audit logging requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00664; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00089,01_business_functions,FCF-01-00065,missing_contract_evidence,customer consent requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00665; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00090,01_business_functions,FCF-01-00066,missing_control_attestation,regulatory reporting accuracy requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00666; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00091,01_business_functions,FCF-01-00067,missing_owner,operational resilience requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00667; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00092,01_business_functions,FCF-01-00068,missing_baseline,third-party risk requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00668; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00093,01_business_functions,FCF-01-00069,missing_lineage,cyber risk requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00669; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00094,01_business_functions,FCF-01-00070,missing_contract_evidence,fraud loss requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00670; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00095,01_business_functions,FCF-01-00071,missing_control_attestation,vendor concentration requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00671; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00096,01_business_functions,FCF-01-00072,missing_owner,cloud exit and resilience requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00672; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00097,01_business_functions,FCF-01-00073,missing_baseline,model risk management requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00673; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00098,01_business_functions,FCF-01-00074,missing_lineage,fair lending and bias requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00674; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00099,01_business_functions,FCF-01-00075,missing_contract_evidence,explainability requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00675; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00100,01_business_functions,FCF-01-00076,missing_control_attestation,GLBA privacy requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00676; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00101,01_business_functions,FCF-01-00077,missing_owner,PCI DSS requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00677; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00102,01_business_functions,FCF-01-00078,missing_baseline,data retention requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00678; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00103,01_business_functions,FCF-01-00079,missing_lineage,access controls requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00679; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00104,01_business_functions,FCF-01-00080,missing_contract_evidence,audit logging requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00680; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00105,01_business_functions,FCF-01-00081,missing_control_attestation,customer consent requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00681; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00106,01_business_functions,FCF-01-00082,missing_owner,regulatory reporting accuracy requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00682; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00107,01_business_functions,FCF-01-00083,missing_baseline,operational resilience requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00683; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00108,01_business_functions,FCF-01-00084,missing_lineage,third-party risk requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00684; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00109,01_business_functions,FCF-01-00085,missing_contract_evidence,cyber risk requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00685; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00110,01_business_functions,FCF-01-00086,missing_control_attestation,fraud loss requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00686; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00111,01_business_functions,FCF-01-00087,missing_owner,vendor concentration requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00687; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00112,01_business_functions,FCF-01-00088,missing_baseline,cloud exit and resilience requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00688; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00113,01_business_functions,FCF-01-00089,missing_lineage,model risk management requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00689; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00114,01_business_functions,FCF-01-00090,missing_contract_evidence,fair lending and bias requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00690; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00115,01_business_functions,FCF-01-00091,missing_control_attestation,explainability requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00691; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00116,01_business_functions,FCF-01-00092,missing_owner,GLBA privacy requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00692; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00117,01_business_functions,FCF-01-00093,missing_baseline,PCI DSS requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00693; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00118,01_business_functions,FCF-01-00094,missing_lineage,data retention requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00694; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00119,01_business_functions,FCF-01-00095,missing_contract_evidence,access controls requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00695; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00120,01_business_functions,FCF-01-00096,missing_control_attestation,audit logging requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00696; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00121,01_business_functions,FCF-01-00097,missing_owner,customer consent requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00697; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00122,01_business_functions,FCF-01-00098,missing_baseline,regulatory reporting accuracy requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00698; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00123,01_business_functions,FCF-01-00099,missing_lineage,operational resilience requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00699; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00124,01_business_functions,FCF-01-00100,missing_contract_evidence,third-party risk requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00700; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00125,01_business_functions,FCF-01-00101,missing_control_attestation,cyber risk requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00701; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00126,01_business_functions,FCF-01-00102,missing_owner,fraud loss requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00702; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00127,01_business_functions,FCF-01-00103,missing_baseline,vendor concentration requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00703; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00128,01_business_functions,FCF-01-00104,missing_lineage,cloud exit and resilience requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00704; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00129,01_business_functions,FCF-01-00105,missing_contract_evidence,model risk management requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00705; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00130,01_business_functions,FCF-01-00106,missing_control_attestation,fair lending and bias requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00706; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00131,01_business_functions,FCF-01-00107,missing_owner,explainability requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00707; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00132,01_business_functions,FCF-01-00108,missing_baseline,GLBA privacy requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00708; source file; owner; baseline; control status,medium,candidate
