tenant_key,edge_key,from_node_key,to_node_key,relationship_type,evidence_id,confidence,active_candidate_status,graph_boundary
first-capital-financial,FCF-EDGE-00059,FCF-NODE-00059,FCF-NODE-00096,owned_by,FCF-EVID-00635,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00060,FCF-NODE-00060,FCF-NODE-00097,funded_by,FCF-EVID-00636,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00061,FCF-NODE-00061,FCF-NODE-00098,blocked_by,FCF-EVID-00637,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00062,FCF-NODE-00062,FCF-NODE-00099,governed_by,FCF-EVID-00638,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00063,FCF-NODE-00063,FCF-NODE-00100,supports,FCF-EVID-00639,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00064,FCF-NODE-00064,FCF-NODE-00101,depends_on,FCF-EVID-00640,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00065,FCF-NODE-00065,FCF-NODE-00102,feeds,FCF-EVID-00641,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00066,FCF-NODE-00066,FCF-NODE-00103,owned_by,FCF-EVID-00642,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00067,FCF-NODE-00067,FCF-NODE-00104,funded_by,FCF-EVID-00643,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00068,FCF-NODE-00068,FCF-NODE-00105,blocked_by,FCF-EVID-00644,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00069,FCF-NODE-00069,FCF-NODE-00106,governed_by,FCF-EVID-00645,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00070,FCF-NODE-00070,FCF-NODE-00107,supports,FCF-EVID-00646,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00071,FCF-NODE-00071,FCF-NODE-00108,depends_on,FCF-EVID-00647,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00072,FCF-NODE-00072,FCF-NODE-00109,feeds,FCF-EVID-00648,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00073,FCF-NODE-00073,FCF-NODE-00110,owned_by,FCF-EVID-00649,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00074,FCF-NODE-00074,FCF-NODE-00111,funded_by,FCF-EVID-00650,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00075,FCF-NODE-00075,FCF-NODE-00112,blocked_by,FCF-EVID-00651,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00076,FCF-NODE-00076,FCF-NODE-00113,governed_by,FCF-EVID-00652,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00077,FCF-NODE-00077,FCF-NODE-00114,supports,FCF-EVID-00653,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00078,FCF-NODE-00078,FCF-NODE-00115,depends_on,FCF-EVID-00654,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00079,FCF-NODE-00079,FCF-NODE-00116,feeds,FCF-EVID-00655,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00080,FCF-NODE-00080,FCF-NODE-00117,owned_by,FCF-EVID-00656,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00081,FCF-NODE-00081,FCF-NODE-00118,funded_by,FCF-EVID-00657,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00082,FCF-NODE-00082,FCF-NODE-00119,blocked_by,FCF-EVID-00658,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00083,FCF-NODE-00083,FCF-NODE-00120,governed_by,FCF-EVID-00659,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00084,FCF-NODE-00084,FCF-NODE-00121,supports,FCF-EVID-00660,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00085,FCF-NODE-00085,FCF-NODE-00122,depends_on,FCF-EVID-00661,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00086,FCF-NODE-00086,FCF-NODE-00123,feeds,FCF-EVID-00662,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00087,FCF-NODE-00087,FCF-NODE-00124,owned_by,FCF-EVID-00663,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00088,FCF-NODE-00088,FCF-NODE-00125,funded_by,FCF-EVID-00664,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00089,FCF-NODE-00089,FCF-NODE-00126,blocked_by,FCF-EVID-00665,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00090,FCF-NODE-00090,FCF-NODE-00127,governed_by,FCF-EVID-00666,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00091,FCF-NODE-00091,FCF-NODE-00128,supports,FCF-EVID-00667,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00092,FCF-NODE-00092,FCF-NODE-00129,depends_on,FCF-EVID-00668,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00093,FCF-NODE-00093,FCF-NODE-00130,feeds,FCF-EVID-00669,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00094,FCF-NODE-00094,FCF-NODE-00131,owned_by,FCF-EVID-00670,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00095,FCF-NODE-00095,FCF-NODE-00132,funded_by,FCF-EVID-00671,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00096,FCF-NODE-00096,FCF-NODE-00133,blocked_by,FCF-EVID-00672,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00097,FCF-NODE-00097,FCF-NODE-00134,governed_by,FCF-EVID-00673,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00098,FCF-NODE-00098,FCF-NODE-00135,supports,FCF-EVID-00674,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00099,FCF-NODE-00099,FCF-NODE-00136,depends_on,FCF-EVID-00675,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00100,FCF-NODE-00100,FCF-NODE-00137,feeds,FCF-EVID-00676,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00101,FCF-NODE-00101,FCF-NODE-00138,owned_by,FCF-EVID-00677,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00102,FCF-NODE-00102,FCF-NODE-00139,funded_by,FCF-EVID-00678,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00103,FCF-NODE-00103,FCF-NODE-00140,blocked_by,FCF-EVID-00679,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00104,FCF-NODE-00104,FCF-NODE-00141,governed_by,FCF-EVID-00680,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00105,FCF-NODE-00105,FCF-NODE-00142,supports,FCF-EVID-00681,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00106,FCF-NODE-00106,FCF-NODE-00143,depends_on,FCF-EVID-00682,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00107,FCF-NODE-00107,FCF-NODE-00144,feeds,FCF-EVID-00683,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00108,FCF-NODE-00108,FCF-NODE-00145,owned_by,FCF-EVID-00684,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00109,FCF-NODE-00109,FCF-NODE-00146,funded_by,FCF-EVID-00685,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00110,FCF-NODE-00110,FCF-NODE-00147,blocked_by,FCF-EVID-00686,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00111,FCF-NODE-00111,FCF-NODE-00148,governed_by,FCF-EVID-00687,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00112,FCF-NODE-00112,FCF-NODE-00149,supports,FCF-EVID-00688,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00113,FCF-NODE-00113,FCF-NODE-00150,depends_on,FCF-EVID-00689,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00114,FCF-NODE-00114,FCF-NODE-00151,feeds,FCF-EVID-00690,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00115,FCF-NODE-00115,FCF-NODE-00152,owned_by,FCF-EVID-00691,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00116,FCF-NODE-00116,FCF-NODE-00153,funded_by,FCF-EVID-00692,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00117,FCF-NODE-00117,FCF-NODE-00154,blocked_by,FCF-EVID-00693,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00118,FCF-NODE-00118,FCF-NODE-00155,governed_by,FCF-EVID-00694,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00119,FCF-NODE-00119,FCF-NODE-00156,supports,FCF-EVID-00695,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00120,FCF-NODE-00120,FCF-NODE-00157,depends_on,FCF-EVID-00696,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00121,FCF-NODE-00121,FCF-NODE-00158,feeds,FCF-EVID-00697,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00122,FCF-NODE-00122,FCF-NODE-00159,owned_by,FCF-EVID-00698,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00123,FCF-NODE-00123,FCF-NODE-00160,funded_by,FCF-EVID-00699,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00124,FCF-NODE-00124,FCF-NODE-00161,blocked_by,FCF-EVID-00700,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00125,FCF-NODE-00125,FCF-NODE-00162,governed_by,FCF-EVID-00701,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00126,FCF-NODE-00126,FCF-NODE-00163,supports,FCF-EVID-00702,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00127,FCF-NODE-00127,FCF-NODE-00164,depends_on,FCF-EVID-00703,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00128,FCF-NODE-00128,FCF-NODE-00165,feeds,FCF-EVID-00704,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00129,FCF-NODE-00129,FCF-NODE-00166,owned_by,FCF-EVID-00705,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00130,FCF-NODE-00130,FCF-NODE-00167,funded_by,FCF-EVID-00706,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00131,FCF-NODE-00131,FCF-NODE-00168,blocked_by,FCF-EVID-00707,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00132,FCF-NODE-00132,FCF-NODE-00169,governed_by,FCF-EVID-00708,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00133,FCF-NODE-00133,FCF-NODE-00170,supports,FCF-EVID-00709,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00134,FCF-NODE-00134,FCF-NODE-00171,depends_on,FCF-EVID-00710,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00135,FCF-NODE-00135,FCF-NODE-00172,feeds,FCF-EVID-00711,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00136,FCF-NODE-00136,FCF-NODE-00173,owned_by,FCF-EVID-00712,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00137,FCF-NODE-00137,FCF-NODE-00174,funded_by,FCF-EVID-00713,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00138,FCF-NODE-00138,FCF-NODE-00175,blocked_by,FCF-EVID-00714,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00139,FCF-NODE-00139,FCF-NODE-00176,governed_by,FCF-EVID-00715,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00140,FCF-NODE-00140,FCF-NODE-00177,supports,FCF-EVID-00716,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00141,FCF-NODE-00141,FCF-NODE-00178,depends_on,FCF-EVID-00717,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00142,FCF-NODE-00142,FCF-NODE-00179,feeds,FCF-EVID-00718,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
