tenantKey,path,matchType,artifactFamily,layer,eligibility,recommendedAction,reason,sizeBytes,sha256
meridian-health,datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,355446,19afcc955748f5148451ac250f59e8e734043c297d865b57d55d90c938596a59
meridian-health,datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,244371,bdc2c4954583e87af3397edf0c2a0c2365b5dbf0095ffce4376daa21cd95a754
meridian-health,datasets/tenant-inputs/active/meridian-health/current/12_relationships.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,940032,8b43025f877f83cf58ba7788a0e121d35b5e2758c45413ae9b6451f696ed051b
meridian-health,datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,402579,b2bb335d518e0617a620039d54147ac19c4574dc2defe52eb4191b7b85351122
meridian-health,datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,299489,61c04cad6ffe995c9ac6fe8d43c12ca4b6e4d927205c66f1baeb9b97ac40cec9
meridian-health,datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,4637,72072e25508104856b1075ced8304f6be4e04bc58f10237fb78cbb7357c39bf8
meridian-health,datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,4553,b67b53ce016e6f99270d00f766b2adf8aaec10885820016fa8ed8d466a4773a1
meridian-health,datasets/tenant-inputs/active/meridian-health/current/17_managed_services_scope.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,260020,246a62c72d958e841d79a1cfd538bb85be72a37fcd5d9b4b6ef71e206cb06192
meridian-health,datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv,path,active-canonical-dimension-candidate,L3-canonical-candidate,current-active-candidate,reconcile-and-regenerate-into-new-governed-package,File is under the registry-declared active root and appears to be one of the canonical dimensions.,233124,c47fbd84032cd20ba4ebec566db18bd9cdf492561806647f2c6c09b7ee032db5
meridian-health,datasets/tenant-inputs/active/meridian-health/current/SA02_IT_Finance_Budget_Spend_Extract.csv,path,active-source-adapter-output,L2-source-adapter,generated-output,regenerate-from-approved-intake-before-new-package-activation,File is under the registry-declared active root but appears to be source-adapter shaped.,30769,90b9f6425501d697a89f9205150da4395698face50a2896e579eabe8bf9658f5
meridian-health,datasets/tenant-inputs/active/meridian-health/current/SA04_Program_Portfolio_Extract.csv,path,active-source-adapter-output,L2-source-adapter,generated-output,regenerate-from-approved-intake-before-new-package-activation,File is under the registry-declared active root but appears to be source-adapter shaped.,7362,0320901d7f539714815ea12915e187d0adbd54bdd249a0b952ca069ed90b973a
meridian-health,datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,path,active-source-adapter-output,L2-source-adapter,generated-output,regenerate-from-approved-intake-before-new-package-activation,File is under the registry-declared active root but appears to be source-adapter shaped.,7859,0ad641603ff08ae12668b5410d8c0664f537e5cc5ca41ce38688eded147eace3
meridian-health,datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv,path,active-source-adapter-output,L2-source-adapter,generated-output,regenerate-from-approved-intake-before-new-package-activation,File is under the registry-declared active root but appears to be source-adapter shaped.,5201,d66ce8e1c5d61874bc44898f69d6eb7c444e7f1edba844b591609acc7a40be5a
meridian-health,datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv,path,active-source-adapter-output,L2-source-adapter,generated-output,regenerate-from-approved-intake-before-new-package-activation,File is under the registry-declared active root but appears to be source-adapter shaped.,6211,93c8d24fb3e4b58588e9b0600e7957f524a067b051540137f0c4519b27fc7f9a
meridian-health,datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,path,active-source-adapter-output,L2-source-adapter,generated-output,regenerate-from-approved-intake-before-new-package-activation,File is under the registry-declared active root but appears to be source-adapter shaped.,4976,500b3624cb6112a4b048768e3835b14a876dc673dc9dba294aed267e4e42d144
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/00_enterprise_profile.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,17143,c464d7d38bdaa04a4ea704b52a5e6e531d8d19bf4eec160001eff2b67d5f1c96
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/01_business_functions.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,19864,e405bcad07463afdc8360e8438eb9d03adf23fe2df6e55cdeaf02975b04fd6a3
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/02_org_ownership.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,18235,736e5b454ef698d29d56874fc402c095bd4ee5dde923dcd3b8f8090c99569103
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/03_workforce_roles.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,19920,c91e0bf6424b696de19172aecf34316748cff69b9e51ec4153c22d192dea8a66
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/04_applications_systems.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,34878,e0cd268090d0301d72c44896f0f4b0bdddf8e133c6ce0853fc4ff2004f120139
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/05_data_assets_integrations.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,26135,b8ebd23312251ea2f75487c99db4b447abc6eccc6e80f19a39e25b7f5ac1421c
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/06_infrastructure_platforms.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,22595,4949e3a50ca46487959a9b703329db833c3e9ecb493953b8680cb1f86e02a94e
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/07_vendors_contracts.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,20009,e9d2af42867620887757d94129c63077109c408f5d7067cdefe84a2a1d53f97e
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/08_it_budget_spend_value.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,22109,b80edda399c672d1642d05bf1a4394b6068ce9dd8336ca25baac6f22c225184b
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/09_programs_initiatives.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,19915,293ed06f085fa8f638df324a1d5d555fb88de8b0178963c9fcc9c3510fa68110
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/10_ai_automation_use_cases.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,18911,f419f66e32cf19413198bd60aa31ecea8fcb61f22b48ae1265e84f9531b5f467
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/11_risks_controls.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,21382,609794a98476a7c21cab2a6d65f18491ba1f01066e36b7c75804fbfea2c92102
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/12_relationships.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,46393,94f0efe9f04fef6e88882b55c48f181e395ecccf44cb7ec77d7a817055acda29
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/13_evidence_sources.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,19905,5f342da950dbf8a84c4b21fd4cdde00c541e05ab3b46006c0988a9fdca6fa467
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/14_metrics_outcomes.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,20693,6f07ee3b255440001533a2fc916fb008b74501ba651977d3ee51ae7764956859
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/15_industry_context_patterns.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,16997,05f7e8761e53d1ec8c28e0c0945259e68b36247937362d35b73c41ba897c7ea5
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/16_expert_lenses.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,16766,2c63f663cc0c080c0f1ae5e1fba7f2795ac1e76871303054e698f92ac6ce81d2
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/17_managed_services_scope.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,18016,2d2c04a550f53f9f91bc577a7ace90d58411342d3004f8145fb42336d26d31de
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/core-dimensions/18_operational_process_evidence.xlsx,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,19643,52f538eab73bb2ed8fe6d7fe27f21b3cc0fb8d1fb4fa3eb52ad96dcb049a1774
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence_summary.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,35678,89214039c7fdd5e1b214ce35771bac1fac1b153a5fdf7e7d975f757e2c1bb10b
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/evidence_manifest.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,35678,89214039c7fdd5e1b214ce35771bac1fac1b153a5fdf7e7d975f757e2c1bb10b
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/evidence_manifest.json,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,48289,0793a0f274fe3a4f023da12c4c51208769dcef7419432a88130ba7b63f5ddc19
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/finance_analytics_depth_cluster.md,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,3310,cd4cb7aa96e7fcb7c4405635c9244b9d07a3a68ac77a8f438a47f507eace8ff0
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/preview-applications-systems.png,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,2511355,c53488fae1641fab4ba7417c6c1d37ceb64fd7a9ff02a24ae97562ccdf821ed3
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/preview-relationships.png,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,6290209,c4c79c1e9e7a69763b3a127aa737e42317bcac13a97f1700f0f2531db36d2404
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/semantic-depth-fix1-agent-assist-member-service.md,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,1695,b751c2ceda662ed822091f7fa24da40f1c2bc7bb81b4b52f4029d0fa08cdcb80
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/semantic-depth-fix1-applications-preview.png,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,2534786,56551b0ec34e8fab8c46028bd0ff9a48758182b8656605bde25b6b8bde297e47
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/semantic-depth-fix1-finance-analytics.md,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,1713,1242f24d976a81fa334bffb52a6c968c083836d1e04a0277d4de44e4ee4c936d
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/tenant_depth_qa_report.json,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,14203,cf3ee6f36beabbd98f7b7c45ae797d74b8495a18d1a1e330ca3e8b40f2729618
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/qa-report/tenant_depth_qa_report.md,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,2353,67976a7835097fdb1a8b406ca630f3650fada90df75f181005ef71b0beda56d3
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/01_business_functions.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,21624,2d2aa8485ba61a142e66798a96ac177ca14bde3511ec46b064fd8ad4caacd9ed
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/04_applications_systems.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,21875,dc3f2c529e3545b6a9d9b0d0c40750d5a903b6e7e519757a6952560f94374214
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/05_data_assets_integrations.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,22438,8ea2e01eb425f704ef59523926a6921be7f635fa8435cec9970585c91fc8e513
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/07_vendors_contracts.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,21496,2ec7c85d20dcb140864fe36ee97b527412eec7f6aa246668021d7e812ce8e32f
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/08_it_budget_spend_value.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,22043,0aed2bf8df143fb6ba1265ca4c5920aa3753c45bf600ec6357715a5e1db7379b
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/11_risks_controls.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,21203,fa8f215f392ec66511b8ae887a86fae347c51e8b23927f5cda901ac64d5b82ad
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/14_metrics_outcomes.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,21458,b7df968daf44b77284136ddb587acad47fece2957680098b4b066a901fdde86c
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/questionnaire_responses.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,150997,abe8a50b3ab6e3d97b5bc117fb825f7417986fc04ea1e40df1bfd781c97b243e
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/questionnaire_responses.json,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,196148,a718f374b627828e687f4ebd99641b9083d28dfdce45a7cd9ca22d037b67365b
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship_summary.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,224203,8361e9f5a22ebe6f78230ad026fe9a701a0b8e29bd57da9c42b245497bc606de
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/edges.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,224203,8361e9f5a22ebe6f78230ad026fe9a701a0b8e29bd57da9c42b245497bc606de
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/edges.json,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,309017,85fb17967b6ffb8dcaceb0854c69535e7a9beb9974eb4db073942006da04eaa7
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/nodes.csv,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,17094,fe979665bcc032ba3daa4c66d56ad20d85dfbc83016d81b5a36cb5baef0d6f79
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/nodes.json,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,33685,5dec7daa6bd469c6b94d2e81a0653b3240e7b56b9889ff8efe743d7e998e00aa
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA01_ServiceNow_CMDB_Extract_Template.xlsx,path,legacy-standard-pack,L2-source-adapter-template-or-output,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,21758,a941f62778e36a0804856d34a20bb0188483e88cd3768cee15110040cc58cb12
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA02_IT_Finance_Budget_Spend_Extract_Template.xlsx,path,legacy-standard-pack,L2-source-adapter-template-or-output,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,20565,9228f956380e477cde18f812153d82c529fa3f0070e8967c98fca133c4dbafab
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA03_Vendor_Contracts_Extract_Template.xlsx,path,legacy-standard-pack,L2-source-adapter-template-or-output,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,17920,5ef63a9d17ded92f0a5d2e6b5249422bff6041283fee3ebbd138dc5fe161a034
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA04_Program_Portfolio_Extract_Template.xlsx,path,legacy-standard-pack,L2-source-adapter-template-or-output,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,17102,e09ae08adb0e79915790c3c33f69086601d01b29b67d305d8c85a4f41bc401a6
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA05_Cloud_Inventory_Extract_Template.xlsx,path,legacy-standard-pack,L2-source-adapter-template-or-output,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,16278,8b70a28ebfbf1aef54a211c4304fe145faf196d9d0a64ba7bcc02d61c7b4ac65
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA06_Incident_Problem_Change_Extract_Template.xlsx,path,legacy-standard-pack,L2-source-adapter-template-or-output,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,18334,5f9f389fdc098d5de3b7dfeea640e5885cbd66145276377721ceb17dad0dd9ea
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/tenant_depth_qa_report.json,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,14203,cf3ee6f36beabbd98f7b7c45ae797d74b8495a18d1a1e330ca3e8b40f2729618
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/tenant_depth_qa_report.md,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,2353,67976a7835097fdb1a8b406ca630f3650fada90df75f181005ef71b0beda56d3
meridian-health,datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/tenant_generation_manifest.json,path,legacy-standard-pack,L3-canonical-candidate,adjacent-non-active,compare-to-active-then-retire-or-use-as-source-evidence,Standard pack is outside the registry-declared active root.,16224,db424fd556ffe68e9026dec1f47ee24f3c54385503bb0e92b3e91daf9d5a0f31
