tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,sow_id,work_order_id,worker_role,role_level,location,effective_from,effective_to,approved_rate_usd_per_hour,billed_rate_usd_per_hour,approved_hours,billed_hours,variance_usd,change_order_id,approval_state,review_state,row_hash
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-023,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-CHANGE,WO-CTR-090-023,Platform engineer,senior,US,2026-07-01,2027-06-30,172,172,264,264,0,CO-CTR-090-5,approved,accepted,c2efbe96c204e325772f0f8e04e3240471f6ce8b8943946f3299930242af054c
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-090-024,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,SOW-CTR-090-CHANGE,WO-CTR-090-024,Platform engineer,senior,India,2026-07-01,2027-06-30,183,183,288,288,0,CO-CTR-090-6,approved,accepted,92140ae1290b55cb696c0621d5ec27999e9950899311c05a3ab04bf02317c27d
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-001,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-001,Cloud engineer,principal,US,2026-07-01,2027-06-30,142,160,120,120,2160,,approved,rate_variance_review_ready,41ae28fb3465d2adfdea9911256f947b519cce43e0fe07b439482eed6bec707e
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-002,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-002,Cloud engineer,senior,India,2026-07-01,2027-06-30,153,153,144,144,0,,approved,accepted,7470bfd6c67f32ae6995952c20409038ea105966bde613b331f30a0141ecde78
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-003,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-003,Cloud engineer,senior,US,2026-07-01,2027-06-30,164,164,168,168,0,,approved,accepted,44c76f7a2cec983d1974a386ffebca0de7d686e394be2bef678564e9f1c330fa
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-004,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-004,Cloud engineer,principal,India,2026-07-01,2027-06-30,175,175,192,192,0,,approved,accepted,480b872dab3b8c7c74636a4d66b9bda640d9b9fe14b6659524da73170a82cc8e
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-005,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-005,Cloud engineer,senior,US,2026-07-01,2027-06-30,186,186,216,216,0,,approved,accepted,ecd6b11b5183d0e954aa4b420b0bd404f87aefe5e7c9d4e83e53404b12df21ff
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-006,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-006,Cloud engineer,senior,India,2026-07-01,2027-06-30,142,142,240,240,0,,approved,accepted,9abdaf9a07c00306659cddb8f92d1632e96527aaa1fd7f8084d6eb51337638f5
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-007,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-007,Cloud engineer,principal,US,2026-07-01,2027-06-30,153,171,264,264,4752,,approved,rate_variance_review_ready,d4a8d0c39f9fd3f8cd115fb4764ff052c21a864e4c73a7d397bed258037b4992
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-008,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-008,Cloud engineer,senior,India,2026-07-01,2027-06-30,164,164,288,288,0,,approved,accepted,9924bdf239e5bbe1424541f141691105141d9acd4966092de6a4cd96e91dfdb6
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-009,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-009,Cloud engineer,senior,US,2026-07-01,2027-06-30,175,175,120,120,0,,approved,accepted,e7956a3fc4ee829db7622094bd3a3693b1f219ab85b875f8e7fc5b394dd21d9f
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-010,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-010,Cloud engineer,principal,India,2026-07-01,2027-06-30,186,186,144,144,0,,approved,accepted,c64990defa9919739cfbf984918909ba75f16310ee78ff435d0f63128ff9735e
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-011,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-011,Cloud engineer,senior,US,2026-07-01,2027-06-30,142,142,168,168,0,,approved,accepted,10518d1a4afd2be4c8aa2966d89a03006e0c6fb3a75ab39f1c959d611c26cc6e
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-012,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-012,Cloud engineer,senior,India,2026-07-01,2027-06-30,153,153,192,192,0,,approved,accepted,8f7a59a1543cecfee25a067c28c91494195ee4eaee8bf5df97363036b4440f0c
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-013,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-013,Cloud engineer,principal,US,2026-07-01,2027-06-30,164,182,216,216,3888,,approved,rate_variance_review_ready,7efc2827b3804bb4fab2cb9f6f0c91df351834fba25172cec594ada6cd4d6a7e
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-014,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-014,Cloud engineer,senior,India,2026-07-01,2027-06-30,175,175,240,240,0,,approved,accepted,9fb164c8cea28b467b929c90c82f66a208aa9d0c637a0a3b57dab7596943902f
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-015,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-015,Cloud engineer,senior,US,2026-07-01,2027-06-30,186,186,264,264,0,,approved,accepted,65ed31daea2cdca68290a1061ba0d00a5fced278021e0860c432f65ecf594b58
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-016,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-016,Cloud engineer,principal,India,2026-07-01,2027-06-30,142,142,288,288,0,,approved,accepted,8ccdefd75b2744786f7da1715ac4b79f2aa85cc4c643501f90dd3884ff3a5948
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-017,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-017,Cloud engineer,senior,US,2026-07-01,2027-06-30,153,153,120,120,0,,approved,accepted,c1b89c2b785163bafca077319032ed0d0fc28f02c129b9f857ae2dcd8c95267d
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-018,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-RUN,WO-CTR-061-018,Cloud engineer,senior,India,2026-07-01,2027-06-30,164,164,144,144,0,,approved,accepted,bb0caefb5de039a9f4929432538c3ec7719f99ee06033fbac9be41bfed5165fa
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-019,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-CHANGE,WO-CTR-061-019,Cloud engineer,principal,US,2026-07-01,2027-06-30,175,193,168,168,3024,CO-CTR-061-1,approved,rate_variance_review_ready,7547b545c5339153cc467e5f70b6c0b18fe878b42f25deef2b3b7154e7ceae09
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-020,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-CHANGE,WO-CTR-061-020,Cloud engineer,senior,India,2026-07-01,2027-06-30,186,186,192,192,0,CO-CTR-061-2,approved,accepted,804ccd0306ecd4a203a789016f3917710504d7f6bcab4601d877bb215495aef2
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-021,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-CHANGE,WO-CTR-061-021,Cloud engineer,senior,US,2026-07-01,2027-06-30,142,142,216,216,0,CO-CTR-061-3,approval_evidence_missing,rate_variance_review_ready,91538287767e97772f0f1446a9d7dc4d1ba59d094d0a1a39966f2a40e021a6f0
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-022,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-CHANGE,WO-CTR-061-022,Cloud engineer,principal,India,2026-07-01,2027-06-30,153,153,240,240,0,CO-CTR-061-4,approved,accepted,3d4562b38198ff50a60143b01cea2c93c56859bef97f96a9fa145319fd0e7bd1
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-023,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-CHANGE,WO-CTR-061-023,Cloud engineer,senior,US,2026-07-01,2027-06-30,164,164,264,264,0,CO-CTR-061-5,approved,accepted,19cbbd6be4021145c8d22e43730c67c7ab7d7cd6727b074e8432877361e86f8c
skyharbor_global,SAP Fieldglass,"Work order, rate card and time-sheet status export",VMS-CTR-061-024,extract-vms-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SOW-CTR-061-CHANGE,WO-CTR-061-024,Cloud engineer,senior,India,2026-07-01,2027-06-30,175,175,288,288,0,CO-CTR-061-6,approved,accepted,2c7c66746cb1091738068f4188103c99c50e061df0036c4f47f70b3b9c22f40c
