tenant_key,initiative_id,metric_basis,value_basis,promised_benefit_usd,measured_value_usd,unrealized_or_blocked_value_usd,confidence,evidence_status,measurement_method,finance_attested,evidence_id,amount_type,view,is_rollup_of,basis,period,formula,formula_version,source_file,source_row,value_source,notes
first-capital-financial,FC-AI-015,observed:cycle_time,,18000000,2126838,15873162,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,45,tenant_file,
first-capital-financial,FC-AI-015,validated:loss_avoidance,,18000000,1276103,16723897,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,46,tenant_file,
first-capital-financial,FC-AI-016,projected:cost_takeout,,21000000,0,21000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,47,tenant_file,
first-capital-financial,FC-AI-016,observed:cycle_time,,21000000,428036,20571964,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,48,tenant_file,
first-capital-financial,FC-AI-016,validated:loss_avoidance,,21000000,256822,20743178,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,49,tenant_file,
first-capital-financial,FC-AI-017,projected:cost_takeout,,30000000,0,30000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,50,tenant_file,
first-capital-financial,FC-AI-017,observed:cycle_time,,30000000,3321334,26678666,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,51,tenant_file,
first-capital-financial,FC-AI-017,validated:loss_avoidance,,30000000,1992800,28007200,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,52,tenant_file,
first-capital-financial,FC-AI-018,projected:cost_takeout,,43000000,0,43000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,53,tenant_file,
first-capital-financial,FC-AI-018,observed:cycle_time,,43000000,5952785,37047215,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,54,tenant_file,
first-capital-financial,FC-AI-018,validated:loss_avoidance,,43000000,3571671,39428329,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,55,tenant_file,
first-capital-financial,FC-AI-019,projected:cost_takeout,,20000000,0,20000000,low,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,56,tenant_file,
first-capital-financial,FC-AI-019,observed:cycle_time,,20000000,449702,19550298,low,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,57,tenant_file,
first-capital-financial,FC-AI-019,validated:loss_avoidance,,20000000,269821,19730179,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,58,tenant_file,
first-capital-financial,FC-AI-020,projected:cost_takeout,,23000000,0,23000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,59,tenant_file,
first-capital-financial,FC-AI-020,observed:cycle_time,,23000000,2725054,20274946,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,60,tenant_file,
first-capital-financial,FC-AI-020,validated:loss_avoidance,,23000000,1635032,21364968,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,61,tenant_file,
first-capital-financial,FC-AI-021,projected:cost_takeout,,43000000,0,43000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,62,tenant_file,
first-capital-financial,FC-AI-021,observed:cycle_time,,43000000,4737000,38263000,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,63,tenant_file,
first-capital-financial,FC-AI-021,validated:loss_avoidance,,43000000,4737000,38263000,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,64,tenant_file,
first-capital-financial,FC-AI-022,projected:cost_takeout,,41000000,0,41000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,65,tenant_file,
first-capital-financial,FC-AI-022,observed:cycle_time,,41000000,9951623,31048377,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,66,tenant_file,
first-capital-financial,FC-AI-022,validated:loss_avoidance,,41000000,5970974,35029026,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,67,tenant_file,
first-capital-financial,FC-AI-023,projected:cost_takeout,,45000000,0,45000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,68,tenant_file,
first-capital-financial,FC-AI-023,observed:cycle_time,,45000000,12287491,32712509,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,69,tenant_file,
first-capital-financial,FC-AI-023,validated:loss_avoidance,,45000000,7372495,37627505,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,70,tenant_file,
first-capital-financial,FC-AI-024,projected:cost_takeout,,25000000,0,25000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,71,tenant_file,
first-capital-financial,FC-AI-024,observed:cycle_time,,25000000,5327800,19672200,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,72,tenant_file,
first-capital-financial,FC-AI-024,validated:loss_avoidance,,25000000,3196680,21803320,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,73,tenant_file,
first-capital-financial,FC-AI-025,projected:cost_takeout,,41000000,0,41000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,74,tenant_file,
first-capital-financial,FC-AI-025,observed:cycle_time,,41000000,1714160,39285840,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,75,tenant_file,
first-capital-financial,FC-AI-025,validated:loss_avoidance,,41000000,1028496,39971504,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,76,tenant_file,
first-capital-financial,FC-AI-026,projected:cost_takeout,,21000000,0,21000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,77,tenant_file,
first-capital-financial,FC-AI-026,observed:cycle_time,,21000000,4409150,16590850,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,78,tenant_file,
first-capital-financial,FC-AI-026,validated:loss_avoidance,,21000000,2645490,18354510,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,79,tenant_file,
first-capital-financial,FC-AI-027,projected:cost_takeout,,17000000,0,17000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,80,tenant_file,
first-capital-financial,FC-AI-027,observed:cycle_time,,17000000,3883320,13116680,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,81,tenant_file,
first-capital-financial,FC-AI-027,validated:loss_avoidance,,17000000,2329992,14670008,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,82,tenant_file,
first-capital-financial,FC-AI-028,projected:cost_takeout,,31000000,0,31000000,low,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,83,tenant_file,
first-capital-financial,FC-AI-028,observed:cycle_time,,31000000,1143289,29856711,low,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,84,tenant_file,
first-capital-financial,FC-AI-028,validated:loss_avoidance,,31000000,685973,30314027,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,85,tenant_file,
first-capital-financial,FC-AI-029,projected:cost_takeout,,30000000,0,30000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,86,tenant_file,
first-capital-financial,FC-AI-029,observed:cycle_time,,30000000,7746837,22253163,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,87,tenant_file,
first-capital-financial,FC-AI-029,validated:loss_avoidance,,30000000,4648102,25351898,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,88,tenant_file,
first-capital-financial,FC-AI-030,projected:cost_takeout,,22000000,0,22000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,89,tenant_file,
first-capital-financial,FC-AI-030,observed:cycle_time,,22000000,11077962,10922038,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,90,tenant_file,
first-capital-financial,FC-AI-030,validated:loss_avoidance,,22000000,11077962,10922038,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,91,tenant_file,
first-capital-financial,FC-AI-031,projected:cost_takeout,,36000000,0,36000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,92,tenant_file,
first-capital-financial,FC-AI-031,observed:cycle_time,,36000000,21362034,14637966,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,93,tenant_file,
first-capital-financial,FC-AI-031,validated:loss_avoidance,,36000000,21362034,14637966,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,94,tenant_file,
first-capital-financial,FC-AI-032,projected:cost_takeout,,43000000,0,43000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,95,tenant_file,
first-capital-financial,FC-AI-032,observed:cycle_time,,43000000,23379836,19620164,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,96,tenant_file,
first-capital-financial,FC-AI-032,validated:loss_avoidance,,43000000,23379836,19620164,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,97,tenant_file,
first-capital-financial,FC-AI-033,projected:cost_takeout,,43000000,0,43000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,98,tenant_file,
first-capital-financial,FC-AI-033,observed:cycle_time,,43000000,24768103,18231897,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,99,tenant_file,
first-capital-financial,FC-AI-033,validated:loss_avoidance,,43000000,24768103,18231897,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,100,tenant_file,
first-capital-financial,FC-AI-034,projected:cost_takeout,,22000000,0,22000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,101,tenant_file,
first-capital-financial,FC-AI-034,observed:cycle_time,,22000000,1814885,20185115,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,102,tenant_file,
first-capital-financial,FC-AI-034,validated:loss_avoidance,,22000000,1814885,20185115,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,103,tenant_file,
first-capital-financial,FC-AI-035,projected:cost_takeout,,28000000,0,28000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,104,tenant_file,
first-capital-financial,FC-AI-035,observed:cycle_time,,28000000,14734961,13265039,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,105,tenant_file,
first-capital-financial,FC-AI-035,validated:loss_avoidance,,28000000,14734961,13265039,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,106,tenant_file,
first-capital-financial,FC-AI-036,projected:cost_takeout,,31000000,0,31000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,107,tenant_file,
first-capital-financial,FC-AI-036,observed:cycle_time,,31000000,24719244,6280756,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,108,tenant_file,
first-capital-financial,FC-AI-036,validated:loss_avoidance,,31000000,24719244,6280756,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,109,tenant_file,
first-capital-financial,FC-AI-037,projected:cost_takeout,,36000000,0,36000000,low,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,110,tenant_file,
first-capital-financial,FC-AI-037,observed:cycle_time,,36000000,3260888,32739112,low,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,111,tenant_file,
first-capital-financial,FC-AI-037,validated:loss_avoidance,,36000000,1956533,34043467,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,112,tenant_file,
first-capital-financial,FC-AI-038,projected:cost_takeout,,19000000,0,19000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,113,tenant_file,
first-capital-financial,FC-AI-038,observed:cycle_time,,19000000,10330850,8669150,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,114,tenant_file,
first-capital-financial,FC-AI-038,validated:loss_avoidance,,19000000,10330850,8669150,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,115,tenant_file,
first-capital-financial,FC-AI-039,projected:cost_takeout,,8000000,0,8000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,116,tenant_file,
first-capital-financial,FC-AI-039,observed:cycle_time,,8000000,4435180,3564820,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,117,tenant_file,
first-capital-financial,FC-AI-039,validated:loss_avoidance,,8000000,4435180,3564820,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,118,tenant_file,
first-capital-financial,FC-AI-040,projected:cost_takeout,,48000000,0,48000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,119,tenant_file,
first-capital-financial,FC-AI-040,observed:cycle_time,,48000000,1953629,46046371,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,120,tenant_file,
first-capital-financial,FC-AI-040,validated:loss_avoidance,,48000000,1172177,46827823,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,121,tenant_file,
first-capital-financial,FC-AI-041,projected:cost_takeout,,16000000,0,16000000,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,122,tenant_file,
first-capital-financial,FC-AI-041,observed:cycle_time,,16000000,929469,15070531,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,123,tenant_file,
first-capital-financial,FC-AI-041,validated:loss_avoidance,,16000000,557681,15442319,medium,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,124,tenant_file,
first-capital-financial,FC-AI-042,projected:cost_takeout,,40000000,0,40000000,high,review_required,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,125,tenant_file,
first-capital-financial,FC-AI-042,observed:cycle_time,,40000000,2063932,37936068,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,126,tenant_file,
first-capital-financial,FC-AI-042,validated:loss_avoidance,,40000000,2063932,37936068,high,source_backed,,,,none,value,,actual,ytd,,tower_standardized_v1,ai-control-tower/T07_benefit-realization.csv,127,tenant_file,
