initiative_id,milestone_id,milestone_name,due_date,status,blocker_or_condition,source_file,source_row,value_source
FC-AI-013,FC-AI-013-MS-2,data_ready,2026-08-24,complete,,ai-control-tower/T02_project-milestones.csv,37,tenant_file
FC-AI-013,FC-AI-013-MS-3,model_validated,2026-09-19,complete,,ai-control-tower/T02_project-milestones.csv,38,tenant_file
FC-AI-014,FC-AI-014-MS-1,charter_approved,2026-07-19,complete,,ai-control-tower/T02_project-milestones.csv,39,tenant_file
FC-AI-014,FC-AI-014-MS-2,data_ready,2026-08-09,complete,,ai-control-tower/T02_project-milestones.csv,40,tenant_file
FC-AI-014,FC-AI-014-MS-3,model_validated,2026-09-12,complete,,ai-control-tower/T02_project-milestones.csv,41,tenant_file
FC-AI-014,FC-AI-014-MS-4,pilot_live,2026-10-12,complete,,ai-control-tower/T02_project-milestones.csv,42,tenant_file
FC-AI-014,FC-AI-014-MS-5,scale_gate,2026-11-21,at_risk,Within governance threshold; expand under monitored rollout,ai-control-tower/T02_project-milestones.csv,43,tenant_file
FC-AI-015,FC-AI-015-MS-1,charter_approved,2026-07-21,complete,,ai-control-tower/T02_project-milestones.csv,44,tenant_file
FC-AI-015,FC-AI-015-MS-2,data_ready,2026-08-25,complete,,ai-control-tower/T02_project-milestones.csv,45,tenant_file
FC-AI-015,FC-AI-015-MS-3,model_validated,2026-09-24,complete,,ai-control-tower/T02_project-milestones.csv,46,tenant_file
FC-AI-015,FC-AI-015-MS-4,pilot_live,2026-10-10,complete,,ai-control-tower/T02_project-milestones.csv,47,tenant_file
FC-AI-015,FC-AI-015-MS-5,scale_gate,2026-11-20,planned,Awaiting model-risk validation and source evidence gate,ai-control-tower/T02_project-milestones.csv,48,tenant_file
FC-AI-016,FC-AI-016-MS-1,charter_approved,2026-07-02,complete,,ai-control-tower/T02_project-milestones.csv,49,tenant_file
FC-AI-016,FC-AI-016-MS-2,data_ready,2026-08-17,complete,,ai-control-tower/T02_project-milestones.csv,50,tenant_file
FC-AI-016,FC-AI-016-MS-3,model_validated,2026-09-16,complete,,ai-control-tower/T02_project-milestones.csv,51,tenant_file
FC-AI-017,FC-AI-017-MS-1,charter_approved,2026-07-18,complete,,ai-control-tower/T02_project-milestones.csv,52,tenant_file
FC-AI-017,FC-AI-017-MS-2,data_ready,2026-08-13,complete,,ai-control-tower/T02_project-milestones.csv,53,tenant_file
FC-AI-017,FC-AI-017-MS-3,model_validated,2026-09-19,complete,,ai-control-tower/T02_project-milestones.csv,54,tenant_file
FC-AI-018,FC-AI-018-MS-1,charter_approved,2026-07-06,complete,,ai-control-tower/T02_project-milestones.csv,55,tenant_file
FC-AI-018,FC-AI-018-MS-2,data_ready,2026-08-24,complete,,ai-control-tower/T02_project-milestones.csv,56,tenant_file
FC-AI-018,FC-AI-018-MS-3,model_validated,2026-09-07,complete,,ai-control-tower/T02_project-milestones.csv,57,tenant_file
FC-AI-018,FC-AI-018-MS-4,pilot_live,2026-10-01,complete,,ai-control-tower/T02_project-milestones.csv,58,tenant_file
FC-AI-018,FC-AI-018-MS-5,scale_gate,2026-11-26,at_risk,Awaiting model-risk validation and source evidence gate,ai-control-tower/T02_project-milestones.csv,59,tenant_file
FC-AI-019,FC-AI-019-MS-1,charter_approved,2026-07-28,complete,,ai-control-tower/T02_project-milestones.csv,60,tenant_file
FC-AI-019,FC-AI-019-MS-2,data_ready,2026-08-03,complete,,ai-control-tower/T02_project-milestones.csv,61,tenant_file
FC-AI-019,FC-AI-019-MS-3,model_validated,2026-09-20,complete,,ai-control-tower/T02_project-milestones.csv,62,tenant_file
FC-AI-020,FC-AI-020-MS-1,charter_approved,2026-07-02,complete,,ai-control-tower/T02_project-milestones.csv,63,tenant_file
FC-AI-020,FC-AI-020-MS-2,data_ready,2026-08-22,complete,,ai-control-tower/T02_project-milestones.csv,64,tenant_file
FC-AI-020,FC-AI-020-MS-3,model_validated,2026-09-21,complete,,ai-control-tower/T02_project-milestones.csv,65,tenant_file
FC-AI-020,FC-AI-020-MS-4,pilot_live,2026-10-23,complete,,ai-control-tower/T02_project-milestones.csv,66,tenant_file
FC-AI-020,FC-AI-020-MS-5,scale_gate,2026-11-25,planned,Awaiting model-risk validation and source evidence gate,ai-control-tower/T02_project-milestones.csv,67,tenant_file
FC-AI-021,FC-AI-021-MS-1,charter_approved,2026-07-15,complete,,ai-control-tower/T02_project-milestones.csv,68,tenant_file
FC-AI-021,FC-AI-021-MS-2,data_ready,2026-08-20,complete,,ai-control-tower/T02_project-milestones.csv,69,tenant_file
FC-AI-021,FC-AI-021-MS-3,model_validated,2026-09-16,complete,,ai-control-tower/T02_project-milestones.csv,70,tenant_file
FC-AI-021,FC-AI-021-MS-4,pilot_live,2026-10-09,complete,,ai-control-tower/T02_project-milestones.csv,71,tenant_file
FC-AI-022,FC-AI-022-MS-1,charter_approved,2026-07-09,complete,,ai-control-tower/T02_project-milestones.csv,72,tenant_file
FC-AI-022,FC-AI-022-MS-2,data_ready,2026-08-18,complete,,ai-control-tower/T02_project-milestones.csv,73,tenant_file
FC-AI-022,FC-AI-022-MS-3,model_validated,2026-09-18,complete,,ai-control-tower/T02_project-milestones.csv,74,tenant_file
FC-AI-022,FC-AI-022-MS-4,pilot_live,2026-10-13,complete,,ai-control-tower/T02_project-milestones.csv,75,tenant_file
FC-AI-022,FC-AI-022-MS-5,scale_gate,2026-11-08,complete,,ai-control-tower/T02_project-milestones.csv,76,tenant_file
FC-AI-023,FC-AI-023-MS-1,charter_approved,2026-07-21,complete,,ai-control-tower/T02_project-milestones.csv,77,tenant_file
FC-AI-023,FC-AI-023-MS-2,data_ready,2026-08-13,complete,,ai-control-tower/T02_project-milestones.csv,78,tenant_file
FC-AI-023,FC-AI-023-MS-3,model_validated,2026-09-15,complete,,ai-control-tower/T02_project-milestones.csv,79,tenant_file
FC-AI-023,FC-AI-023-MS-4,pilot_live,2026-10-07,complete,,ai-control-tower/T02_project-milestones.csv,80,tenant_file
FC-AI-024,FC-AI-024-MS-1,charter_approved,2026-07-06,complete,,ai-control-tower/T02_project-milestones.csv,81,tenant_file
FC-AI-024,FC-AI-024-MS-2,data_ready,2026-08-22,complete,,ai-control-tower/T02_project-milestones.csv,82,tenant_file
FC-AI-024,FC-AI-024-MS-3,model_validated,2026-09-25,complete,,ai-control-tower/T02_project-milestones.csv,83,tenant_file
FC-AI-024,FC-AI-024-MS-4,pilot_live,2026-10-04,complete,,ai-control-tower/T02_project-milestones.csv,84,tenant_file
FC-AI-024,FC-AI-024-MS-5,scale_gate,2026-11-19,complete,,ai-control-tower/T02_project-milestones.csv,85,tenant_file
FC-AI-025,FC-AI-025-MS-1,charter_approved,2026-07-28,complete,,ai-control-tower/T02_project-milestones.csv,86,tenant_file
FC-AI-025,FC-AI-025-MS-2,data_ready,2026-08-28,complete,,ai-control-tower/T02_project-milestones.csv,87,tenant_file
FC-AI-025,FC-AI-025-MS-3,model_validated,2026-09-24,complete,,ai-control-tower/T02_project-milestones.csv,88,tenant_file
FC-AI-025,FC-AI-025-MS-4,pilot_live,2026-10-04,complete,,ai-control-tower/T02_project-milestones.csv,89,tenant_file
FC-AI-025,FC-AI-025-MS-5,scale_gate,2026-11-07,complete,,ai-control-tower/T02_project-milestones.csv,90,tenant_file
FC-AI-026,FC-AI-026-MS-1,charter_approved,2026-07-14,complete,,ai-control-tower/T02_project-milestones.csv,91,tenant_file
FC-AI-026,FC-AI-026-MS-2,data_ready,2026-08-10,complete,,ai-control-tower/T02_project-milestones.csv,92,tenant_file
FC-AI-026,FC-AI-026-MS-3,model_validated,2026-09-25,complete,,ai-control-tower/T02_project-milestones.csv,93,tenant_file
FC-AI-026,FC-AI-026-MS-4,pilot_live,2026-10-26,complete,,ai-control-tower/T02_project-milestones.csv,94,tenant_file
FC-AI-027,FC-AI-027-MS-1,charter_approved,2026-07-04,complete,,ai-control-tower/T02_project-milestones.csv,95,tenant_file
FC-AI-027,FC-AI-027-MS-2,data_ready,2026-08-18,complete,,ai-control-tower/T02_project-milestones.csv,96,tenant_file
FC-AI-027,FC-AI-027-MS-3,model_validated,2026-09-25,complete,,ai-control-tower/T02_project-milestones.csv,97,tenant_file
FC-AI-027,FC-AI-027-MS-4,pilot_live,2026-10-13,complete,,ai-control-tower/T02_project-milestones.csv,98,tenant_file
FC-AI-027,FC-AI-027-MS-5,scale_gate,2026-11-07,complete,,ai-control-tower/T02_project-milestones.csv,99,tenant_file
FC-AI-028,FC-AI-028-MS-1,charter_approved,2026-07-16,complete,,ai-control-tower/T02_project-milestones.csv,100,tenant_file
FC-AI-028,FC-AI-028-MS-2,data_ready,2026-08-20,complete,,ai-control-tower/T02_project-milestones.csv,101,tenant_file
FC-AI-028,FC-AI-028-MS-3,model_validated,2026-09-26,complete,,ai-control-tower/T02_project-milestones.csv,102,tenant_file
FC-AI-029,FC-AI-029-MS-1,charter_approved,2026-07-27,complete,,ai-control-tower/T02_project-milestones.csv,103,tenant_file
FC-AI-029,FC-AI-029-MS-2,data_ready,2026-08-15,complete,,ai-control-tower/T02_project-milestones.csv,104,tenant_file
FC-AI-029,FC-AI-029-MS-3,model_validated,2026-09-08,complete,,ai-control-tower/T02_project-milestones.csv,105,tenant_file
FC-AI-029,FC-AI-029-MS-4,pilot_live,2026-10-11,complete,,ai-control-tower/T02_project-milestones.csv,106,tenant_file
FC-AI-029,FC-AI-029-MS-5,scale_gate,2026-11-13,complete,,ai-control-tower/T02_project-milestones.csv,107,tenant_file
FC-AI-030,FC-AI-030-MS-1,charter_approved,2026-07-16,complete,,ai-control-tower/T02_project-milestones.csv,108,tenant_file
FC-AI-030,FC-AI-030-MS-2,data_ready,2026-08-06,complete,,ai-control-tower/T02_project-milestones.csv,109,tenant_file
FC-AI-030,FC-AI-030-MS-3,model_validated,2026-09-13,complete,,ai-control-tower/T02_project-milestones.csv,110,tenant_file
FC-AI-030,FC-AI-030-MS-4,pilot_live,2026-10-20,complete,,ai-control-tower/T02_project-milestones.csv,111,tenant_file
FC-AI-030,FC-AI-030-MS-5,scale_gate,2026-11-05,complete,,ai-control-tower/T02_project-milestones.csv,112,tenant_file
FC-AI-031,FC-AI-031-MS-1,charter_approved,2026-07-26,complete,,ai-control-tower/T02_project-milestones.csv,113,tenant_file
FC-AI-031,FC-AI-031-MS-2,data_ready,2026-08-09,complete,,ai-control-tower/T02_project-milestones.csv,114,tenant_file
FC-AI-031,FC-AI-031-MS-3,model_validated,2026-09-05,complete,,ai-control-tower/T02_project-milestones.csv,115,tenant_file
FC-AI-031,FC-AI-031-MS-4,pilot_live,2026-10-27,complete,,ai-control-tower/T02_project-milestones.csv,116,tenant_file
FC-AI-032,FC-AI-032-MS-1,charter_approved,2026-07-16,complete,,ai-control-tower/T02_project-milestones.csv,117,tenant_file
FC-AI-032,FC-AI-032-MS-2,data_ready,2026-08-13,complete,,ai-control-tower/T02_project-milestones.csv,118,tenant_file
FC-AI-032,FC-AI-032-MS-3,model_validated,2026-09-15,complete,,ai-control-tower/T02_project-milestones.csv,119,tenant_file
FC-AI-033,FC-AI-033-MS-1,charter_approved,2026-07-28,complete,,ai-control-tower/T02_project-milestones.csv,120,tenant_file
FC-AI-033,FC-AI-033-MS-2,data_ready,2026-08-05,complete,,ai-control-tower/T02_project-milestones.csv,121,tenant_file
FC-AI-033,FC-AI-033-MS-3,model_validated,2026-09-01,complete,,ai-control-tower/T02_project-milestones.csv,122,tenant_file
FC-AI-033,FC-AI-033-MS-4,pilot_live,2026-10-22,complete,,ai-control-tower/T02_project-milestones.csv,123,tenant_file
FC-AI-033,FC-AI-033-MS-5,scale_gate,2026-11-14,complete,,ai-control-tower/T02_project-milestones.csv,124,tenant_file
FC-AI-034,FC-AI-034-MS-1,charter_approved,2026-07-16,complete,,ai-control-tower/T02_project-milestones.csv,125,tenant_file
FC-AI-034,FC-AI-034-MS-2,data_ready,2026-08-25,complete,,ai-control-tower/T02_project-milestones.csv,126,tenant_file
FC-AI-034,FC-AI-034-MS-3,model_validated,2026-09-10,complete,,ai-control-tower/T02_project-milestones.csv,127,tenant_file
FC-AI-035,FC-AI-035-MS-1,charter_approved,2026-07-28,complete,,ai-control-tower/T02_project-milestones.csv,128,tenant_file
FC-AI-035,FC-AI-035-MS-2,data_ready,2026-08-05,complete,,ai-control-tower/T02_project-milestones.csv,129,tenant_file
FC-AI-035,FC-AI-035-MS-3,model_validated,2026-09-19,complete,,ai-control-tower/T02_project-milestones.csv,130,tenant_file
FC-AI-036,FC-AI-036-MS-1,charter_approved,2026-07-24,complete,,ai-control-tower/T02_project-milestones.csv,131,tenant_file
FC-AI-036,FC-AI-036-MS-2,data_ready,2026-08-12,complete,,ai-control-tower/T02_project-milestones.csv,132,tenant_file
FC-AI-036,FC-AI-036-MS-3,model_validated,2026-09-27,complete,,ai-control-tower/T02_project-milestones.csv,133,tenant_file
FC-AI-036,FC-AI-036-MS-4,pilot_live,2026-10-11,complete,,ai-control-tower/T02_project-milestones.csv,134,tenant_file
FC-AI-036,FC-AI-036-MS-5,scale_gate,2026-11-13,complete,,ai-control-tower/T02_project-milestones.csv,135,tenant_file
FC-AI-036,FC-AI-036-MS-6,production,2026-12-21,complete,,ai-control-tower/T02_project-milestones.csv,136,tenant_file
FC-AI-037,FC-AI-037-MS-1,charter_approved,2026-07-13,complete,,ai-control-tower/T02_project-milestones.csv,137,tenant_file
FC-AI-037,FC-AI-037-MS-2,data_ready,2026-08-23,complete,,ai-control-tower/T02_project-milestones.csv,138,tenant_file
FC-AI-037,FC-AI-037-MS-3,model_validated,2026-09-24,complete,,ai-control-tower/T02_project-milestones.csv,139,tenant_file
FC-AI-037,FC-AI-037-MS-4,pilot_live,2026-10-19,complete,,ai-control-tower/T02_project-milestones.csv,140,tenant_file
FC-AI-037,FC-AI-037-MS-5,scale_gate,2026-11-02,complete,,ai-control-tower/T02_project-milestones.csv,141,tenant_file
FC-AI-037,FC-AI-037-MS-6,production,2026-12-06,complete,,ai-control-tower/T02_project-milestones.csv,142,tenant_file
FC-AI-038,FC-AI-038-MS-1,charter_approved,2026-07-02,complete,,ai-control-tower/T02_project-milestones.csv,143,tenant_file
FC-AI-038,FC-AI-038-MS-2,data_ready,2026-08-04,complete,,ai-control-tower/T02_project-milestones.csv,144,tenant_file
FC-AI-038,FC-AI-038-MS-3,model_validated,2026-09-27,complete,,ai-control-tower/T02_project-milestones.csv,145,tenant_file
FC-AI-038,FC-AI-038-MS-4,pilot_live,2026-10-22,complete,,ai-control-tower/T02_project-milestones.csv,146,tenant_file
FC-AI-038,FC-AI-038-MS-5,scale_gate,2026-11-18,complete,,ai-control-tower/T02_project-milestones.csv,147,tenant_file
FC-AI-038,FC-AI-038-MS-6,production,2026-12-06,complete,,ai-control-tower/T02_project-milestones.csv,148,tenant_file
FC-AI-039,FC-AI-039-MS-1,charter_approved,2026-07-19,complete,,ai-control-tower/T02_project-milestones.csv,149,tenant_file
FC-AI-039,FC-AI-039-MS-2,data_ready,2026-08-20,complete,,ai-control-tower/T02_project-milestones.csv,150,tenant_file
FC-AI-039,FC-AI-039-MS-3,model_validated,2026-09-17,complete,,ai-control-tower/T02_project-milestones.csv,151,tenant_file
FC-AI-039,FC-AI-039-MS-4,pilot_live,2026-10-15,complete,,ai-control-tower/T02_project-milestones.csv,152,tenant_file
FC-AI-039,FC-AI-039-MS-5,scale_gate,2026-11-04,complete,,ai-control-tower/T02_project-milestones.csv,153,tenant_file
FC-AI-039,FC-AI-039-MS-6,production,2026-12-11,complete,,ai-control-tower/T02_project-milestones.csv,154,tenant_file
FC-AI-040,FC-AI-040-MS-1,charter_approved,2026-07-22,complete,,ai-control-tower/T02_project-milestones.csv,155,tenant_file
FC-AI-040,FC-AI-040-MS-2,data_ready,2026-08-25,complete,,ai-control-tower/T02_project-milestones.csv,156,tenant_file
FC-AI-040,FC-AI-040-MS-3,model_validated,2026-09-15,complete,,ai-control-tower/T02_project-milestones.csv,157,tenant_file
FC-AI-040,FC-AI-040-MS-4,pilot_live,2026-10-05,complete,,ai-control-tower/T02_project-milestones.csv,158,tenant_file
FC-AI-040,FC-AI-040-MS-5,scale_gate,2026-11-13,complete,,ai-control-tower/T02_project-milestones.csv,159,tenant_file
FC-AI-041,FC-AI-041-MS-1,charter_approved,2026-07-12,complete,,ai-control-tower/T02_project-milestones.csv,160,tenant_file
FC-AI-041,FC-AI-041-MS-2,data_ready,2026-08-22,complete,,ai-control-tower/T02_project-milestones.csv,161,tenant_file
FC-AI-041,FC-AI-041-MS-3,model_validated,2026-09-14,complete,,ai-control-tower/T02_project-milestones.csv,162,tenant_file
FC-AI-041,FC-AI-041-MS-4,pilot_live,2026-10-01,complete,,ai-control-tower/T02_project-milestones.csv,163,tenant_file
FC-AI-041,FC-AI-041-MS-5,scale_gate,2026-11-08,complete,,ai-control-tower/T02_project-milestones.csv,164,tenant_file
FC-AI-042,FC-AI-042-MS-1,charter_approved,2026-07-22,complete,,ai-control-tower/T02_project-milestones.csv,165,tenant_file
FC-AI-042,FC-AI-042-MS-2,data_ready,2026-08-12,complete,,ai-control-tower/T02_project-milestones.csv,166,tenant_file
FC-AI-042,FC-AI-042-MS-3,model_validated,2026-09-21,complete,,ai-control-tower/T02_project-milestones.csv,167,tenant_file
FC-AI-042,FC-AI-042-MS-4,pilot_live,2026-10-23,complete,,ai-control-tower/T02_project-milestones.csv,168,tenant_file
