tenant_key,line_id,initiative_id,vendor_or_tool,spend_category,budget_fy26_usd,actual_ytd_usd,contract_value_usd,renewal_date,unit_economic_note,amount_type,view,is_rollup_of,basis,period,formula,formula_version,source_file,source_row,value_source,notes
first-capital-financial,FC-AI-025-26,FC-AI-025,NICE Actimize,not_applicable,1300000,862917,1300000,2026-11-11,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,26,tenant_file,
first-capital-financial,FC-AI-026-27,FC-AI-026,Feedzai,not_applicable,3600000,2304429,3600000,2026-06-18,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,27,tenant_file,
first-capital-financial,FC-AI-027-28,FC-AI-027,GitHub,not_applicable,800000,385855,2400000,2026-11-09,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,28,tenant_file,
first-capital-financial,FC-AI-028-29,FC-AI-028,GitHub,not_applicable,2100000,871350,2100000,2026-01-02,Sunset; reallocate budget,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,29,tenant_file,
first-capital-financial,FC-AI-029-30,FC-AI-029,Anthropic,not_applicable,1000000,556588,3000000,2026-02-28,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,30,tenant_file,
first-capital-financial,FC-AI-030-31,FC-AI-030,OpenAI,not_applicable,4000000,2711488,4000000,2026-02-15,Within portfolio threshold,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,31,tenant_file,
first-capital-financial,FC-AI-031-32,FC-AI-031,OpenAI,not_applicable,2500000,1016508,5000000,2026-05-20,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,32,tenant_file,
first-capital-financial,FC-AI-032-33,FC-AI-032,Salesforce,not_applicable,2400000,972635,4800000,2026-05-12,Within portfolio threshold,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,33,tenant_file,
first-capital-financial,FC-AI-033-34,FC-AI-033,Feedzai,not_applicable,5500000,3612762,11000000,2026-10-04,Within portfolio threshold,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,34,tenant_file,
first-capital-financial,FC-AI-034-35,FC-AI-034,Microsoft Copilot,not_applicable,5900000,3313260,17700000,2026-04-15,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,35,tenant_file,
first-capital-financial,FC-AI-035-36,FC-AI-035,Microsoft Copilot,not_applicable,2200000,733968,4400000,2026-01-16,Within portfolio threshold,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,36,tenant_file,
first-capital-financial,FC-AI-036-37,FC-AI-036,AWS Bedrock,not_applicable,1400000,595575,1400000,2026-07-15,Within portfolio threshold,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,37,tenant_file,
first-capital-financial,FC-AI-037-38,FC-AI-037,Salesforce,not_applicable,2000000,1142280,2000000,2026-06-16,Sunset; reallocate budget,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,38,tenant_file,
first-capital-financial,FC-AI-038-39,FC-AI-038,Anthropic,not_applicable,1800000,1065935,3600000,2026-09-10,Within portfolio threshold,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,39,tenant_file,
first-capital-financial,FC-AI-039-40,FC-AI-039,Feedzai,not_applicable,5500000,2013531,5500000,2026-09-07,Within portfolio threshold,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,40,tenant_file,
first-capital-financial,FC-AI-040-41,FC-AI-040,Microsoft Copilot,not_applicable,5200000,1843165,10400000,2026-08-05,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,41,tenant_file,
first-capital-financial,FC-AI-041-42,FC-AI-041,AWS Bedrock,not_applicable,5700000,3100723,5700000,2026-07-19,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,42,tenant_file,
first-capital-financial,FC-AI-042-43,FC-AI-042,SAS,not_applicable,5600000,3547466,16800000,2026-06-27,Scale only after evidence gate,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,43,tenant_file,
