tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,use_case,risk_or_gap,affected_systems,metric_boundary,forbidden_claims
first-capital,FCF-V3-0011,FCF-BANK,Contact center banker assist: approved answer content ownership is not assigned,Contact center banker assist: approved answer content ownership is not assigned,12_relationships,FCF-V3-EVID-0180,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center banker assist,approved answer content ownership is not assigned,Banker and contact center CRM; Core banking platform; Digital banking platform,baseline_required_before_value_claim,Do not claim live banker assist.; Do not expose customer PII.; Do not claim AHT reduction without baseline.
first-capital,FCF-V3-0012,FCF-BANK,Contact center banker assist: QA and acceptance telemetry are not loaded,Contact center banker assist: QA and acceptance telemetry are not loaded,12_relationships,FCF-V3-EVID-0181,active,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center banker assist,QA and acceptance telemetry are not loaded,Banker and contact center CRM; Core banking platform; Digital banking platform,baseline_required_before_value_claim,Do not claim live banker assist.; Do not expose customer PII.; Do not claim AHT reduction without baseline.
first-capital,FCF-V3-0013,FCF-BANK,Regulatory reporting modernization: regulatory-report lineage is fragmented across marts and manual files,Regulatory reporting modernization: regulatory-report lineage is fragmented across marts and manual files,12_relationships,FCF-V3-EVID-0182,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Regulatory reporting modernization,regulatory-report lineage is fragmented across marts and manual files,Risk and regulatory reporting data mart; Legacy banking data warehouse; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim regulatory filing accuracy.; Do not claim cloud foundation is certified.; Do not claim audit finding closure.
first-capital,FCF-V3-0014,FCF-BANK,Regulatory reporting modernization: control evidence and attestations are not linked to data products,Regulatory reporting modernization: control evidence and attestations are not linked to data products,12_relationships,FCF-V3-EVID-0183,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Regulatory reporting modernization,control evidence and attestations are not linked to data products,Risk and regulatory reporting data mart; Legacy banking data warehouse; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim regulatory filing accuracy.; Do not claim cloud foundation is certified.; Do not claim audit finding closure.
first-capital,FCF-V3-0015,FCF-BANK,Regulatory reporting modernization: cloud lakehouse is target-state only,Regulatory reporting modernization: cloud lakehouse is target-state only,12_relationships,FCF-V3-EVID-0184,candidate,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Regulatory reporting modernization,cloud lakehouse is target-state only,Risk and regulatory reporting data mart; Legacy banking data warehouse; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim regulatory filing accuracy.; Do not claim cloud foundation is certified.; Do not claim audit finding closure.
first-capital,FCF-V3-0016,FCF-BANK,Regulatory reporting modernization: data-quality exceptions are not owner-certified,Regulatory reporting modernization: data-quality exceptions are not owner-certified,12_relationships,FCF-V3-EVID-0185,active,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Regulatory reporting modernization,data-quality exceptions are not owner-certified,Risk and regulatory reporting data mart; Legacy banking data warehouse; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim regulatory filing accuracy.; Do not claim cloud foundation is certified.; Do not claim audit finding closure.
first-capital,FCF-V3-0017,FCF-BANK,Customer 360 and identity resolution: identity match rules and exception handling are not certified,Customer 360 and identity resolution: identity match rules and exception handling are not certified,12_relationships,FCF-V3-EVID-0186,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Customer 360 and identity resolution,identity match rules and exception handling are not certified,Core banking platform; Digital banking platform; Banker and contact center CRM; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim a production customer 360 exists.; Do not claim permissible use is approved.; Do not expose customer data.
first-capital,FCF-V3-0018,FCF-BANK,Customer 360 and identity resolution: consent and permissible-use controls need evidence,Customer 360 and identity resolution: consent and permissible-use controls need evidence,12_relationships,FCF-V3-EVID-0187,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Customer 360 and identity resolution,consent and permissible-use controls need evidence,Core banking platform; Digital banking platform; Banker and contact center CRM; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim a production customer 360 exists.; Do not claim permissible use is approved.; Do not expose customer data.
first-capital,FCF-V3-0019,FCF-BANK,"Customer 360 and identity resolution: lineage across core, digital, and CRM is incomplete","Customer 360 and identity resolution: lineage across core, digital, and CRM is incomplete",12_relationships,FCF-V3-EVID-0188,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Customer 360 and identity resolution,"lineage across core, digital, and CRM is incomplete",Core banking platform; Digital banking platform; Banker and contact center CRM; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim a production customer 360 exists.; Do not claim permissible use is approved.; Do not expose customer data.
first-capital,FCF-V3-0020,FCF-BANK,Customer 360 and identity resolution: customer 360 platform is target-state only,Customer 360 and identity resolution: customer 360 platform is target-state only,12_relationships,FCF-V3-EVID-0189,candidate,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Customer 360 and identity resolution,customer 360 platform is target-state only,Core banking platform; Digital banking platform; Banker and contact center CRM; Cloud lakehouse and customer 360 foundation,baseline_required_before_value_claim,Do not claim a production customer 360 exists.; Do not claim permissible use is approved.; Do not expose customer data.
first-capital,FCF-V3-0021,FCF-BANK,Loan operations automation: document lineage and classification accuracy are not approved,Loan operations automation: document lineage and classification accuracy are not approved,12_relationships,FCF-V3-EVID-0190,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Loan operations automation,document lineage and classification accuracy are not approved,Loan origination and servicing platform; Core banking platform; Banker and contact center CRM,baseline_required_before_value_claim,Do not claim automated underwriting approval.; Do not claim fair-lending compliance.; Do not claim cycle-time reduction.
first-capital,FCF-V3-0022,FCF-BANK,Loan operations automation: human review and exception controls need evidence,Loan operations automation: human review and exception controls need evidence,12_relationships,FCF-V3-EVID-0191,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Loan operations automation,human review and exception controls need evidence,Loan origination and servicing platform; Core banking platform; Banker and contact center CRM,baseline_required_before_value_claim,Do not claim automated underwriting approval.; Do not claim fair-lending compliance.; Do not claim cycle-time reduction.
first-capital,FCF-V3-0023,FCF-BANK,Loan operations automation: fair-lending and model-risk review are incomplete,Loan operations automation: fair-lending and model-risk review are incomplete,12_relationships,FCF-V3-EVID-0192,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Loan operations automation,fair-lending and model-risk review are incomplete,Loan origination and servicing platform; Core banking platform; Banker and contact center CRM,baseline_required_before_value_claim,Do not claim automated underwriting approval.; Do not claim fair-lending compliance.; Do not claim cycle-time reduction.
first-capital,FCF-V3-0024,FCF-BANK,Loan operations automation: cycle-time and defect baselines are not owner-certified,Loan operations automation: cycle-time and defect baselines are not owner-certified,12_relationships,FCF-V3-EVID-0193,active,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Loan operations automation,cycle-time and defect baselines are not owner-certified,Loan origination and servicing platform; Core banking platform; Banker and contact center CRM,baseline_required_before_value_claim,Do not claim automated underwriting approval.; Do not claim fair-lending compliance.; Do not claim cycle-time reduction.
first-capital,FCF-V3-0025,FCF-BANK,Vendor and contract optimization: SLA obligations are not linked to business criticality,Vendor and contract optimization: SLA obligations are not linked to business criticality,12_relationships,FCF-V3-EVID-0194,candidate,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Vendor and contract optimization,SLA obligations are not linked to business criticality,Contract lifecycle repository; Finance and procurement ERP; Core banking platform; Digital banking platform; Fraud detection and case platform,baseline_required_before_value_claim,Do not generate sourcing event outputs.; Do not claim breach or savings.; Do not claim legal position without review.
first-capital,FCF-V3-0026,FCF-BANK,Vendor and contract optimization: invoice-to-SOW and rate-card variance are not reconciled,Vendor and contract optimization: invoice-to-SOW and rate-card variance are not reconciled,12_relationships,FCF-V3-EVID-0195,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Vendor and contract optimization,invoice-to-SOW and rate-card variance are not reconciled,Contract lifecycle repository; Finance and procurement ERP; Core banking platform; Digital banking platform; Fraud detection and case platform,baseline_required_before_value_claim,Do not generate sourcing event outputs.; Do not claim breach or savings.; Do not claim legal position without review.
first-capital,FCF-V3-0027,FCF-BANK,Vendor and contract optimization: third-party risk evidence is not linked to renewal decisions,Vendor and contract optimization: third-party risk evidence is not linked to renewal decisions,12_relationships,FCF-V3-EVID-0196,active,high,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Vendor and contract optimization,third-party risk evidence is not linked to renewal decisions,Contract lifecycle repository; Finance and procurement ERP; Core banking platform; Digital banking platform; Fraud detection and case platform,baseline_required_before_value_claim,Do not generate sourcing event outputs.; Do not claim breach or savings.; Do not claim legal position without review.
first-capital,FCF-V3-0028,FCF-BANK,"Vendor and contract optimization: exit, audit, and data-export rights need legal review","Vendor and contract optimization: exit, audit, and data-export rights need legal review",12_relationships,FCF-V3-EVID-0197,active,medium,synthetic_v3_context_generation,synthetic_financial_services_v3_context_generation,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Vendor and contract optimization,"exit, audit, and data-export rights need legal review",Contract lifecycle repository; Finance and procurement ERP; Core banking platform; Digital banking platform; Fraud detection and case platform,baseline_required_before_value_claim,Do not generate sourcing event outputs.; Do not claim breach or savings.; Do not claim legal position without review.
first-capital,FCF-SA07-12_RELATIONSHIPS-0001,FCF-BANK,Fraud copilot readiness relationship candidate,"CIO / Technology leadership team says Fraud copilot readiness is promising, but strategy is not decision-grade until Fraud detection and case platform evidence closes: alert lineage and feature provenance are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0001,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0002,FCF-BANK,AML/KYC operations assist relationship candidate,"CIO / Technology leadership team says AML/KYC operations assist is promising, but operating model is not decision-grade until Core banking platform evidence closes: watchlist and customer-master lineage are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0002,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0003,FCF-BANK,Contact center banker assist relationship candidate,"CIO / Technology leadership team says Contact center banker assist is promising, but vendor is not decision-grade until Digital banking platform evidence closes: approved answer content ownership is not assigned. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0003,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0004,FCF-BANK,Regulatory reporting modernization relationship candidate,"CIO / Technology leadership team says Regulatory reporting modernization is promising, but platform is not decision-grade until Risk and regulatory reporting data mart evidence closes: data-quality exceptions are not owner-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0004,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0005,FCF-BANK,Customer 360 and identity resolution relationship candidate,"CIO / Technology leadership team says Customer 360 and identity resolution is promising, but data is not decision-grade until Core banking platform evidence closes: identity match rules and exception handling are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0005,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0006,FCF-BANK,Loan operations automation relationship candidate,"CIO / Technology leadership team says Loan operations automation is promising, but modernization is not decision-grade until Banker and contact center CRM evidence closes: human review and exception controls need evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0006,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0007,FCF-BANK,Vendor and contract optimization relationship candidate,"CIO / Technology leadership team says Vendor and contract optimization is promising, but AI readiness is not decision-grade until Finance and procurement ERP evidence closes: third-party risk evidence is not linked to renewal decisions. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0007,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0008,FCF-BANK,Fraud copilot readiness relationship candidate,"CIO / Technology leadership team says Fraud copilot readiness is promising, but risk is not decision-grade until Model risk management registry evidence closes: false-positive and loss baselines are not finance-approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0008,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0009,FCF-BANK,AML/KYC operations assist relationship candidate,"CIO / Technology leadership team says AML/KYC operations assist is promising, but metrics is not decision-grade until AML/KYC case management platform evidence closes: case narrative provenance and reviewer controls need validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0009,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0010,FCF-BANK,Contact center banker assist relationship candidate,"CIO / Technology leadership team says Contact center banker assist is promising, but value is not decision-grade until Banker and contact center CRM evidence closes: real-time CRM/core integration evidence is missing. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0010,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0011,FCF-BANK,Regulatory reporting modernization relationship candidate,"CIO / Technology leadership team says Regulatory reporting modernization is promising, but sourcing is not decision-grade until Legacy banking data warehouse evidence closes: cloud lakehouse is target-state only. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0011,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
first-capital,FCF-SA07-12_RELATIONSHIPS-0012,FCF-BANK,Customer 360 and identity resolution relationship candidate,"CIO / Technology leadership team says Customer 360 and identity resolution is promising, but evidence is not decision-grade until Cloud lakehouse and customer 360 foundation evidence closes: customer 360 platform is target-state only. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",12_relationships,FCF-SA07-INT-EVID-0012,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,
