tenant_key,source_id,source_version_id,source_name,source_kind,source_ref,source_version,source_date,as_of_date,ingested_at,source_owner,confidentiality,domains_covered,row_count_or_pages,content_fingerprint,approved_for_loading,quality_notes,known_gaps,supersedes_source_version_id
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-0F9E2263BA87,SRCV-LAKESHOREINDUSTRIES-3B8CD6A1AB67,Northline process and KPI pack,external_reference,synthetic://lakeshore-industries/northline/process-and-kpi-pack.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,8a976f543d9d4040b6370b4db305e9cb7e5ededfafc49c5159fc06b51d0bbed0,,"functions, process baselines, metrics","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-F95F4D450D45,SRCV-LAKESHOREINDUSTRIES-6BC690578204,Northline data product catalog,external_reference,synthetic://lakeshore-industries/northline/data-product-catalog.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,76cb07192d51935c2f1eb88c355ea30dd2af27fa1dd61611aea39d236e2e0ccf,,"data owners, quality, lineage, AI readiness","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-BB0917530A0E,SRCV-LAKESHOREINDUSTRIES-3C31546021A6,Brightmark enterprise profile,external_reference,synthetic://lakeshore-industries/brightmark/enterprise-profile.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,c375d524f469be60e9a4802e12cec9abaf5e12888ca754b76bc9cec189fcc70c,,profile and financial baseline,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-98899B2BFA0B,SRCV-LAKESHOREINDUSTRIES-4B195ED3B6F7,Brightmark application inventory,external_reference,synthetic://lakeshore-industries/brightmark/application-inventory.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,77c12715ffaa771fa2545abb3e03a1863c7f19b83765918ea194536cfa92bda1,,"systems, owners, costs, criticality","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-16CA1F76445C,SRCV-LAKESHOREINDUSTRIES-3C1DC7C00CA7,Brightmark org and persona roster,external_reference,synthetic://lakeshore-industries/brightmark/org-and-persona-roster.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,f0d2165537ba340b720a57225f1dbc9ed0323f923ac6fe0d23be04c54ea872a0,,"roles, decision rights, personas","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-BDA303359608,SRCV-LAKESHOREINDUSTRIES-CB0461586F2D,Brightmark vendor and contract extract,external_reference,synthetic://lakeshore-industries/brightmark/vendor-and-contract-extract.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,6d3b13b4c52424394367add93ac80b90e838527b02dd8a289b4bb394a08ec84a,,"vendor cost, renewal, risk","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-335996FAD67B,SRCV-LAKESHOREINDUSTRIES-FEF7B8BC08DE,Brightmark process and KPI pack,external_reference,synthetic://lakeshore-industries/brightmark/process-and-kpi-pack.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,7f29d81ef3acd3be2ffbc64d1333f2aa357842fdc6266f0166331f7611d3e18e,,"functions, process baselines, metrics","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-C1DBB9917EAB,SRCV-LAKESHOREINDUSTRIES-3D2396070CB1,Brightmark data product catalog,external_reference,synthetic://lakeshore-industries/brightmark/data-product-catalog.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,53657309e220764ed425bfca317d8208320d2406fac82d19f138e2216f9e50db,,"data owners, quality, lineage, AI readiness","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-4E61E113A9FA,SRCV-LAKESHOREINDUSTRIES-F08D27E9FAD2,Forge & Field enterprise profile,external_reference,synthetic://lakeshore-industries/forge-and-field/enterprise-profile.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,cc10c8599f5d829c5434aafa874ce0e9d573b542b3fd8eb10b2c35f25587d377,,profile and financial baseline,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-388F17A9D8AF,SRCV-LAKESHOREINDUSTRIES-FCAEB61D427A,Forge & Field application inventory,external_reference,synthetic://lakeshore-industries/forge-and-field/application-inventory.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,54fbf8491e8dbca0d076ec1ea852ce6192ae5f62a97c930a7c8097d9f7fee132,,"systems, owners, costs, criticality","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-3FC20D890D97,SRCV-LAKESHOREINDUSTRIES-8127D31F7E32,Forge & Field org and persona roster,external_reference,synthetic://lakeshore-industries/forge-and-field/org-and-persona-roster.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,02454c885c4cea8a1e676075a49d346117b83b7eaf75332ac609cf8fea71c147,,"roles, decision rights, personas","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-70B7A5076E0D,SRCV-LAKESHOREINDUSTRIES-5A21B3227950,Forge & Field vendor and contract extract,external_reference,synthetic://lakeshore-industries/forge-and-field/vendor-and-contract-extract.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,2ad1e586a29be4749f6f0088f0d8295cf4a6f7fb192706efac5c2c4bd1eda697,,"vendor cost, renewal, risk","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-5103569886F2,SRCV-LAKESHOREINDUSTRIES-E94C3E35E9F1,Forge & Field process and KPI pack,external_reference,synthetic://lakeshore-industries/forge-and-field/process-and-kpi-pack.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,77b62f02debbbc0fbcd14b2b69cfe86de3546769a8f8c9a34805453904dc3354,,"functions, process baselines, metrics","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-E82F9664FE61,SRCV-LAKESHOREINDUSTRIES-888A7FC60640,Forge & Field data product catalog,external_reference,synthetic://lakeshore-industries/forge-and-field/data-product-catalog.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,f36fc969f07d776e7d7d3afcacb90b8de274ea37c8eb27ae050ef4aed7d6e6f4,,"data owners, quality, lineage, AI readiness","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-C3D4CF6C91DC,SRCV-LAKESHOREINDUSTRIES-83BFC627C373,Great Lakes Pantry enterprise profile,external_reference,synthetic://lakeshore-industries/great-lakes-pantry/enterprise-profile.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,885e085ce0263bbd5d8b2c0f22595b25009b1a91dab83756d22fa465a0260bad,,profile and financial baseline,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-1E72AAD9724B,SRCV-LAKESHOREINDUSTRIES-8C0704C48710,Great Lakes Pantry application inventory,external_reference,synthetic://lakeshore-industries/great-lakes-pantry/application-inventory.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,488f3eecc1120aacc1d3ab6a109eb06a209c5f6b2a1ea2adc6e10da5e1cdaf59,,"systems, owners, costs, criticality","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-C32B59D91BB2,SRCV-LAKESHOREINDUSTRIES-12D5503BD82C,Great Lakes Pantry org and persona roster,external_reference,synthetic://lakeshore-industries/great-lakes-pantry/org-and-persona-roster.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,0be99cb7761b09f02ac271284e579413745fcd37c82630ebe79265586bfe423f,,"roles, decision rights, personas","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-0A5EE7AB2E54,SRCV-LAKESHOREINDUSTRIES-0D113CCDF664,Great Lakes Pantry vendor and contract extract,external_reference,synthetic://lakeshore-industries/great-lakes-pantry/vendor-and-contract-extract.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,228c661c14008648305b8abd07e035f489f27b82e0488e4444359ce3eaa2adad,,"vendor cost, renewal, risk","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-B39283AC7FE3,SRCV-LAKESHOREINDUSTRIES-D9412D8D623F,Great Lakes Pantry process and KPI pack,external_reference,synthetic://lakeshore-industries/great-lakes-pantry/process-and-kpi-pack.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,9c06c940128cb64526cc6ffb40042b3251e2bc601cff60bc4bebdda6130227ce,,"functions, process baselines, metrics","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-136AE242DA70,SRCV-LAKESHOREINDUSTRIES-9124C70C95BE,Great Lakes Pantry data product catalog,external_reference,synthetic://lakeshore-industries/great-lakes-pantry/data-product-catalog.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,ca66d834f6cdf99aec7ad75f8ff616c94b65ba8e161c38386a16731139c24b3a,,"data owners, quality, lineage, AI readiness","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-0BA782729B1A,SRCV-LAKESHOREINDUSTRIES-6F26E89A827E,HarborPoint enterprise profile,external_reference,synthetic://lakeshore-industries/harborpoint/enterprise-profile.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,eb84be4755b287c280d0ee0ea71fe4446dca68044afb275403bdd7ea86015348,,profile and financial baseline,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-6B75296DD7D7,SRCV-LAKESHOREINDUSTRIES-5FFF457A52AD,HarborPoint application inventory,external_reference,synthetic://lakeshore-industries/harborpoint/application-inventory.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,d2dc11866f230d622a31066ec1d44c15631ed8e4496ed20d116a4da35c0e68e8,,"systems, owners, costs, criticality","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-F4794B9BC873,SRCV-LAKESHOREINDUSTRIES-31B30B2742AC,HarborPoint org and persona roster,external_reference,synthetic://lakeshore-industries/harborpoint/org-and-persona-roster.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,d8c25d795ff267da8a1ff5c485c5191ec2282d7cb260469d07e2fe2971412eae,,"roles, decision rights, personas","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-BEA6AC9B8135,SRCV-LAKESHOREINDUSTRIES-AF0484491805,HarborPoint vendor and contract extract,external_reference,synthetic://lakeshore-industries/harborpoint/vendor-and-contract-extract.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,ed21c48f183696e230132816d18d47bda622f7c6dcf9b8cd818d814739619b7b,,"vendor cost, renewal, risk","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-FC973542A1AA,SRCV-LAKESHOREINDUSTRIES-8E313F22E29D,HarborPoint process and KPI pack,external_reference,synthetic://lakeshore-industries/harborpoint/process-and-kpi-pack.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,a3d59248b2970411639133a7c4a42f26b786a42f0b1903d3bcfa70dc054de08c,,"functions, process baselines, metrics","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-7BF57824ED2B,SRCV-LAKESHOREINDUSTRIES-5371370D3468,HarborPoint data product catalog,external_reference,synthetic://lakeshore-industries/harborpoint/data-product-catalog.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,2edc540db5b53118bbc0dfb7d6307008a6bfd16f4094211b0f9cf22c7bb4310c,,"data owners, quality, lineage, AI readiness","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-8536AB23B1FE,SRCV-LAKESHOREINDUSTRIES-B2D06A597619,Riverton enterprise profile,external_reference,synthetic://lakeshore-industries/riverton/enterprise-profile.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,ab77fd201ee0c7e4b0f8324cb857b503511c587aca5caae73b513f6db14e405d,,profile and financial baseline,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-E89DAED6238B,SRCV-LAKESHOREINDUSTRIES-8D8C4529135B,Riverton application inventory,external_reference,synthetic://lakeshore-industries/riverton/application-inventory.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,c18d468482a21f935f1e5b2040105dde4f76249ff94957423beb21a2bb5d9582,,"systems, owners, costs, criticality","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-9FA40576C1D9,SRCV-LAKESHOREINDUSTRIES-781C45861B10,Riverton org and persona roster,external_reference,synthetic://lakeshore-industries/riverton/org-and-persona-roster.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,4ab9205c1feca49a996c5916c370a84b3bdda33b24efe65ed0a221b10eacdf5c,,"roles, decision rights, personas","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-32EF5036808B,SRCV-LAKESHOREINDUSTRIES-D6826F2F9753,Riverton vendor and contract extract,external_reference,synthetic://lakeshore-industries/riverton/vendor-and-contract-extract.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,d40df642b197865b2589a77d13c5ce9666d85dac1124d2c283175d05c70cbd38,,"vendor cost, renewal, risk","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-E5807358E1C3,SRCV-LAKESHOREINDUSTRIES-38C6EBC226E7,Riverton process and KPI pack,external_reference,synthetic://lakeshore-industries/riverton/process-and-kpi-pack.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,5c286a4b18e08ad0296c6244322019a5487bdfc01d21090effcd87422cfad98f,,"functions, process baselines, metrics","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-4406DD4EE773,SRCV-LAKESHOREINDUSTRIES-D2264D010B74,Riverton data product catalog,external_reference,synthetic://lakeshore-industries/riverton/data-product-catalog.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,3b984d73fa106425d0156d40b8a0b1c828533614013c46ce65f18c57f64026f7,,"data owners, quality, lineage, AI readiness","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-426C6B452C62,SRCV-LAKESHOREINDUSTRIES-E1F4F880BCB2,Keystone enterprise profile,external_reference,synthetic://lakeshore-industries/keystone/enterprise-profile.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,f36bf554e296ee6ffdc1ca56817e6056361deea9dcc238dc122ab7b20483e443,,profile and financial baseline,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-CFE9674BAB3B,SRCV-LAKESHOREINDUSTRIES-F75CE4FAF07F,Keystone application inventory,external_reference,synthetic://lakeshore-industries/keystone/application-inventory.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,5d315940461978dc4afc8c3f312a9c536ef4db0f174d362e0393a20e3b136a0e,,"systems, owners, costs, criticality","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-2B9926C6441E,SRCV-LAKESHOREINDUSTRIES-6C5B73B0872E,Keystone org and persona roster,external_reference,synthetic://lakeshore-industries/keystone/org-and-persona-roster.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,f0a0c84b281bf9e74adc28f838bf7335d08d9f033f1134c991ff6a4d4307b1eb,,"roles, decision rights, personas","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-189E685678FD,SRCV-LAKESHOREINDUSTRIES-F30CF5A64482,Keystone vendor and contract extract,external_reference,synthetic://lakeshore-industries/keystone/vendor-and-contract-extract.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,91ddadba20ee29693fbf0c0623b7e6be656534e97b8f63d7c0f2fa2f498fd725,,"vendor cost, renewal, risk","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-C7EE4409046E,SRCV-LAKESHOREINDUSTRIES-82BA5586CE42,Keystone process and KPI pack,external_reference,synthetic://lakeshore-industries/keystone/process-and-kpi-pack.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,f016048d80821c65ff80104117ee9822835870219001205a8fb5381b21655801,,"functions, process baselines, metrics","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-474564A8E856,SRCV-LAKESHOREINDUSTRIES-35727D6E7CCB,Keystone data product catalog,external_reference,synthetic://lakeshore-industries/keystone/data-product-catalog.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,c6a6c61f2dc2dbb356fe750ae6165544b4f67eedafbed87a38c0df75fe105bb8,,"data owners, quality, lineage, AI readiness","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
lakeshore-industries,SRC-LAKESHOREINDUSTRIES-B65B8128DDDF,SRCV-LAKESHOREINDUSTRIES-AD58E1827CF1,lakeshore-holdco-v7-client-template.xlsx,csv,lakeshore-holdco-v7-client-template.xlsx,2026-07-06,2026-07-06,2026-07-06,,AbarVa synthetic data steward,confidential,,,6ae199836b4ae91a45f82a1cec0b91e69b4d4395ff78b64e82bf8f182d634ca6,,,"Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.",
