tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,month,invoice_ref,po_ref,line_type,line_description,line_amount_usd,gl_account,cost_center,approval_owner,basis,source_file_id
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-10:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,INV-MER-TECH-LAAMS-001-202510,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-10:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,INV-MER-TECH-LAAMS-001-202510,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-10:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,INV-MER-TECH-LAAMS-001-202510,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-10:CO,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,INV-MER-TECH-LAAMS-001-202510,PO-MER-LAAMS-2024-001,change_order,Approved change order billed this month,36000,617500 Managed services,MER-CC-ANALYTICS-PROJECT,Vendor Management,requires scope posture review,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-10:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,INV-MER-TECH-LAAMS-001-202510,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,36000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-11:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,INV-MER-TECH-LAAMS-001-202511,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-11:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,INV-MER-TECH-LAAMS-001-202511,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-11:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,INV-MER-TECH-LAAMS-001-202511,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-11:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,INV-MER-TECH-LAAMS-001-202511,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,61000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-12:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,INV-MER-TECH-LAAMS-001-202512,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-12:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,INV-MER-TECH-LAAMS-001-202512,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-12:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,INV-MER-TECH-LAAMS-001-202512,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-12:CO,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,INV-MER-TECH-LAAMS-001-202512,PO-MER-LAAMS-2024-001,change_order,Approved change order billed this month,52000,617500 Managed services,MER-CC-ANALYTICS-PROJECT,Vendor Management,requires scope posture review,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2025-12:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,INV-MER-TECH-LAAMS-001-202512,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,32000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-01:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,INV-MER-TECH-LAAMS-001-202601,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-01:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,INV-MER-TECH-LAAMS-001-202601,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-01:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,INV-MER-TECH-LAAMS-001-202601,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-01:CO,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,INV-MER-TECH-LAAMS-001-202601,PO-MER-LAAMS-2024-001,change_order,Approved change order billed this month,67500,617500 Managed services,MER-CC-ANALYTICS-PROJECT,Vendor Management,requires scope posture review,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-01:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,INV-MER-TECH-LAAMS-001-202601,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,33500,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-02:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,INV-MER-TECH-LAAMS-001-202602,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-02:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,INV-MER-TECH-LAAMS-001-202602,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-02:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,INV-MER-TECH-LAAMS-001-202602,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-02:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,INV-MER-TECH-LAAMS-001-202602,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,93000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-03:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,INV-MER-TECH-LAAMS-001-202603,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-03:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,INV-MER-TECH-LAAMS-001-202603,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-03:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,INV-MER-TECH-LAAMS-001-202603,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-03:CO,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,INV-MER-TECH-LAAMS-001-202603,PO-MER-LAAMS-2024-001,change_order,Approved change order billed this month,44000,617500 Managed services,MER-CC-ANALYTICS-PROJECT,Vendor Management,requires scope posture review,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-03:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,INV-MER-TECH-LAAMS-001-202603,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,68000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-04:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,INV-MER-TECH-LAAMS-001-202604,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-04:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,INV-MER-TECH-LAAMS-001-202604,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-04:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,INV-MER-TECH-LAAMS-001-202604,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-04:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,INV-MER-TECH-LAAMS-001-202604,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,134000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-05:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,INV-MER-TECH-LAAMS-001-202605,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-05:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,INV-MER-TECH-LAAMS-001-202605,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-05:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,INV-MER-TECH-LAAMS-001-202605,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-05:CO,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,INV-MER-TECH-LAAMS-001-202605,PO-MER-LAAMS-2024-001,change_order,Approved change order billed this month,59000,617500 Managed services,MER-CC-ANALYTICS-PROJECT,Vendor Management,requires scope posture review,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-05:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,INV-MER-TECH-LAAMS-001-202605,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,52000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-06:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,INV-MER-TECH-LAAMS-001-202606,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-06:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,INV-MER-TECH-LAAMS-001-202606,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-06:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,INV-MER-TECH-LAAMS-001-202606,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-06:CO,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,INV-MER-TECH-LAAMS-001-202606,PO-MER-LAAMS-2024-001,change_order,Approved change order billed this month,33000,617500 Managed services,MER-CC-ANALYTICS-PROJECT,Vendor Management,requires scope posture review,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-06:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,INV-MER-TECH-LAAMS-001-202606,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,57000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-07:RUN-BASE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,INV-MER-TECH-LAAMS-001-202607,PO-MER-LAAMS-2024-001,run_support,Base analytics run support fee,540000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,base SOW recurring fee,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-07:GOV,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,INV-MER-TECH-LAAMS-001-202607,PO-MER-LAAMS-2024-001,governance,Onshore governance and service management,35000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,named delivery management,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-07:TOOLS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,INV-MER-TECH-LAAMS-001-202607,PO-MER-LAAMS-2024-001,operations_tooling,Monitoring and reporting operations tooling,25000,617500 Managed services,MER-CC-DATA-PLATFORM,IT Finance,tooling pass-through cap,DOC-MER-TECH-LAAMS-001-INVOICE
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,invoice_line:MER-TECH-LAAMS-001:2026-07:VAR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,INV-MER-TECH-LAAMS-001-202607,PO-MER-LAAMS-2024-001,variable_run,Variable run support and backlog drawdown,174000,617500 Managed services,MER-CC-ANALYTICS-RUN,IT Finance,volume-linked support,DOC-MER-TECH-LAAMS-001-INVOICE
