tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,month,system_ref,system_name,scheduled_jobs,successful_jobs,failed_jobs,late_completion_count,manual_restarts,business_owner,source_file_id
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-09:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-09,MER-SYS-POWERBI,Power BI semantic models and gateway,193,190,3,3,2,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-09:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-09,MER-SYS-SAS,SAS analytics estate,148,146,2,2,2,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-09:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-09,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,313,309,4,3,3,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-09:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-09,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,313,309,4,3,3,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-09:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-09,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,148,146,2,2,2,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-09:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-09,MER-SYS-SERVICENOW,ServiceNow ITSM integration,148,146,2,2,2,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-SQL-MARTS,SQL Server reporting marts,426,409,17,31,10,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-TABLEAU,Tableau reporting estate,151,145,6,11,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-POWERBI,Power BI semantic models and gateway,196,188,8,15,5,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-SAS,SAS analytics estate,151,145,6,11,4,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,316,303,13,24,8,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,316,303,13,24,8,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,151,145,6,11,4,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-10:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,MER-SYS-SERVICENOW,ServiceNow ITSM integration,151,145,6,11,4,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-SQL-MARTS,SQL Server reporting marts,429,423,6,5,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-TABLEAU,Tableau reporting estate,154,152,2,2,2,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-POWERBI,Power BI semantic models and gateway,199,196,3,3,2,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-SAS,SAS analytics estate,154,152,2,2,2,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,319,315,4,3,3,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,319,315,4,3,3,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,154,152,2,2,2,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-11:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,MER-SYS-SERVICENOW,ServiceNow ITSM integration,154,152,2,2,2,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-SQL-MARTS,SQL Server reporting marts,432,426,6,5,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-TABLEAU,Tableau reporting estate,157,155,2,2,2,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-POWERBI,Power BI semantic models and gateway,202,199,3,3,2,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-SAS,SAS analytics estate,157,155,2,2,2,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,322,318,4,3,3,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,322,318,4,3,3,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,157,155,2,2,2,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2025-12:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,MER-SYS-SERVICENOW,ServiceNow ITSM integration,157,155,2,2,2,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-SQL-MARTS,SQL Server reporting marts,435,418,17,31,10,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-TABLEAU,Tableau reporting estate,160,153,7,13,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-POWERBI,Power BI semantic models and gateway,205,197,8,15,5,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-SAS,SAS analytics estate,160,153,7,13,4,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,325,312,13,24,8,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,325,312,13,24,8,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,160,153,7,13,4,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-01:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,MER-SYS-SERVICENOW,ServiceNow ITSM integration,160,153,7,13,4,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-SQL-MARTS,SQL Server reporting marts,438,432,6,5,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-TABLEAU,Tableau reporting estate,163,161,2,2,2,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-POWERBI,Power BI semantic models and gateway,208,205,3,3,2,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-SAS,SAS analytics estate,163,161,2,2,2,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,328,324,4,3,3,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,328,324,4,3,3,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,163,161,2,2,2,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-02:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,MER-SYS-SERVICENOW,ServiceNow ITSM integration,163,161,2,2,2,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-SQL-MARTS,SQL Server reporting marts,441,435,6,5,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-TABLEAU,Tableau reporting estate,166,164,2,2,2,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-POWERBI,Power BI semantic models and gateway,211,208,3,3,2,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-SAS,SAS analytics estate,166,164,2,2,2,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,331,327,4,3,3,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,331,327,4,3,3,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,166,164,2,2,2,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-03:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,MER-SYS-SERVICENOW,ServiceNow ITSM integration,166,164,2,2,2,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-SQL-MARTS,SQL Server reporting marts,444,427,17,31,10,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-TABLEAU,Tableau reporting estate,169,162,7,13,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-POWERBI,Power BI semantic models and gateway,214,205,9,17,5,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-SAS,SAS analytics estate,169,162,7,13,4,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,334,321,13,24,8,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,334,321,13,24,8,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,169,162,7,13,4,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-04:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,MER-SYS-SERVICENOW,ServiceNow ITSM integration,169,162,7,13,4,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-SQL-MARTS,SQL Server reporting marts,447,441,6,5,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
