tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,month,period_start,period_end,service_tower,severity,ticket_count,sla_target_hours,avg_resolution_hours,backlog_end_count,source_file_id
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-10:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,2025-10-01,2025-10-28,Legacy Analytics AMS,P3,914,24,34.8,83,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-10:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-10,2025-10-01,2025-10-28,Legacy Analytics AMS,P4,674,72,104.4,61,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-11:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,2025-11-01,2025-11-28,Legacy Analytics AMS,P1,20,4,3.3,1,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-11:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,2025-11-01,2025-11-28,Legacy Analytics AMS,P2,88,8,6.6,4,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-11:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,2025-11-01,2025-11-28,Legacy Analytics AMS,P3,931,24,19.7,33,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-11:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-11,2025-11-01,2025-11-28,Legacy Analytics AMS,P4,691,72,59.0,25,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-12:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,2025-12-01,2025-12-28,Legacy Analytics AMS,P1,22,4,3.3,1,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-12:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,2025-12-01,2025-12-28,Legacy Analytics AMS,P2,90,8,6.6,4,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-12:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,2025-12-01,2025-12-28,Legacy Analytics AMS,P3,948,24,19.7,34,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2025-12:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2025-12,2025-12-01,2025-12-28,Legacy Analytics AMS,P4,708,72,59.0,25,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-01:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,2026-01-01,2026-01-28,Legacy Analytics AMS,P1,24,4,5.8,3,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-01:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,2026-01-01,2026-01-28,Legacy Analytics AMS,P2,92,8,11.6,9,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-01:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,2026-01-01,2026-01-28,Legacy Analytics AMS,P3,965,24,34.8,87,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-01:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-01,2026-01-01,2026-01-28,Legacy Analytics AMS,P4,725,72,104.4,66,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-02:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,2026-02-01,2026-02-28,Legacy Analytics AMS,P1,26,4,3.3,1,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-02:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,2026-02-01,2026-02-28,Legacy Analytics AMS,P2,94,8,6.6,4,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-02:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,2026-02-01,2026-02-28,Legacy Analytics AMS,P3,982,24,19.7,35,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-02:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-02,2026-02-01,2026-02-28,Legacy Analytics AMS,P4,742,72,59.0,26,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-03:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,2026-03-01,2026-03-28,Legacy Analytics AMS,P1,28,4,3.3,1,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-03:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,2026-03-01,2026-03-28,Legacy Analytics AMS,P2,96,8,6.6,4,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-03:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,2026-03-01,2026-03-28,Legacy Analytics AMS,P3,999,24,19.7,35,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-03:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-03,2026-03-01,2026-03-28,Legacy Analytics AMS,P4,759,72,59.0,27,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-04:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,2026-04-01,2026-04-28,Legacy Analytics AMS,P1,30,4,5.8,3,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-04:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,2026-04-01,2026-04-28,Legacy Analytics AMS,P2,98,8,11.6,9,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-04:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,2026-04-01,2026-04-28,Legacy Analytics AMS,P3,1016,24,34.8,92,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-04:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-04,2026-04-01,2026-04-28,Legacy Analytics AMS,P4,776,72,104.4,70,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-05:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,2026-05-01,2026-05-28,Legacy Analytics AMS,P1,32,4,3.3,2,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-05:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,2026-05-01,2026-05-28,Legacy Analytics AMS,P2,100,8,6.6,4,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-05:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,2026-05-01,2026-05-28,Legacy Analytics AMS,P3,1033,24,19.7,37,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-05:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,2026-05-01,2026-05-28,Legacy Analytics AMS,P4,793,72,59.0,28,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-06:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,2026-06-01,2026-06-28,Legacy Analytics AMS,P1,34,4,3.3,2,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-06:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,2026-06-01,2026-06-28,Legacy Analytics AMS,P2,102,8,6.6,4,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-06:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,2026-06-01,2026-06-28,Legacy Analytics AMS,P3,1050,24,19.7,37,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-06:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,2026-06-01,2026-06-28,Legacy Analytics AMS,P4,810,72,59.0,29,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-07:P1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,2026-07-01,2026-07-28,Legacy Analytics AMS,P1,36,4,5.8,4,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-07:P2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,2026-07-01,2026-07-28,Legacy Analytics AMS,P2,104,8,11.6,10,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-07:P3,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,2026-07-01,2026-07-28,Legacy Analytics AMS,P3,1067,24,34.8,97,DOC-MER-TECH-LAAMS-001-SLA
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,ticket_volume:MER-TECH-LAAMS-001:2026-07:P4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,2026-07-01,2026-07-28,Legacy Analytics AMS,P4,827,72,104.4,75,DOC-MER-TECH-LAAMS-001-SLA
