team_id,measured_at,deploy_freq_per_week,lead_time_hours,mttr_hours,change_failure_rate_pct,reliability_pct
NST-TEAM-05,2026-05-08,2.5,58,9.5,12,97
NST-TEAM-05,2026-05-15,2.5,58,9.5,12,97
NST-TEAM-05,2026-05-22,2.5,58,9.5,12,97
NST-TEAM-06,2026-04-01,2.9,66,2,13,96
NST-TEAM-06,2026-04-08,2.9,66,2,13,96
NST-TEAM-06,2026-04-15,2.9,66,2,13,96
NST-TEAM-06,2026-04-22,2.9,66,2,13,96
NST-TEAM-06,2026-05-01,2.9,66,2,13,96
NST-TEAM-06,2026-05-08,2.9,66,2,13,96
NST-TEAM-06,2026-05-15,2.9,66,2,13,96
NST-TEAM-06,2026-05-22,2.9,66,2,13,96
NST-TEAM-07,2026-04-01,0.5,74,3.5,14,95
NST-TEAM-07,2026-04-08,0.5,74,3.5,14,95
NST-TEAM-07,2026-04-15,0.5,74,3.5,14,95
NST-TEAM-07,2026-04-22,0.5,74,3.5,14,95
NST-TEAM-07,2026-05-01,0.5,74,3.5,14,95
NST-TEAM-07,2026-05-08,0.5,74,3.5,14,95
NST-TEAM-07,2026-05-15,0.5,74,3.5,14,95
NST-TEAM-07,2026-05-22,0.5,74,3.5,14,95
NST-TEAM-08,2026-04-01,0.9,82,5,15,94
NST-TEAM-08,2026-04-08,0.9,82,5,15,94
NST-TEAM-08,2026-04-15,0.9,82,5,15,94
NST-TEAM-08,2026-04-22,0.9,82,5,15,94
NST-TEAM-08,2026-05-01,0.9,82,5,15,94
NST-TEAM-08,2026-05-08,0.9,82,5,15,94
NST-TEAM-08,2026-05-15,0.9,82,5,15,94
NST-TEAM-08,2026-05-22,0.9,82,5,15,94
NST-TEAM-09,2026-04-01,1.3,18,6.5,16,93
NST-TEAM-09,2026-04-08,1.3,18,6.5,16,93
NST-TEAM-09,2026-04-15,1.3,18,6.5,16,93
NST-TEAM-09,2026-04-22,1.3,18,6.5,16,93
NST-TEAM-09,2026-05-01,1.3,18,6.5,16,93
NST-TEAM-09,2026-05-08,1.3,18,6.5,16,93
NST-TEAM-09,2026-05-15,1.3,18,6.5,16,93
NST-TEAM-09,2026-05-22,1.3,18,6.5,16,93
NST-TEAM-10,2026-04-01,1.7,26,8,17,97
NST-TEAM-10,2026-04-08,1.7,26,8,17,97
NST-TEAM-10,2026-04-15,1.7,26,8,17,97
NST-TEAM-10,2026-04-22,1.7,26,8,17,97
NST-TEAM-10,2026-05-01,1.7,26,8,17,97
NST-TEAM-10,2026-05-08,1.7,26,8,17,97
NST-TEAM-10,2026-05-15,1.7,26,8,17,97
NST-TEAM-10,2026-05-22,1.7,26,8,17,97
NST-TEAM-11,2026-04-01,2.1,34,9.5,18,96
NST-TEAM-11,2026-04-08,2.1,34,9.5,18,96
NST-TEAM-11,2026-04-15,2.1,34,9.5,18,96
NST-TEAM-11,2026-04-22,2.1,34,9.5,18,96
NST-TEAM-11,2026-05-01,2.1,34,9.5,18,96
NST-TEAM-11,2026-05-08,2.1,34,9.5,18,96
NST-TEAM-11,2026-05-15,2.1,34,9.5,18,96
NST-TEAM-11,2026-05-22,2.1,34,9.5,18,96
NST-TEAM-12,2026-04-01,2.5,42,2,19,95
NST-TEAM-12,2026-04-08,2.5,42,2,19,95
NST-TEAM-12,2026-04-15,2.5,42,2,19,95
NST-TEAM-12,2026-04-22,2.5,42,2,19,95
NST-TEAM-12,2026-05-01,2.5,42,2,19,95
NST-TEAM-12,2026-05-08,2.5,42,2,19,95
NST-TEAM-12,2026-05-15,2.5,42,2,19,95
NST-TEAM-12,2026-05-22,2.5,42,2,19,95
NST-TEAM-13,2026-04-01,2.9,50,3.5,20,94
NST-TEAM-13,2026-04-08,2.9,50,3.5,20,94
NST-TEAM-13,2026-04-15,2.9,50,3.5,20,94
NST-TEAM-13,2026-04-22,2.9,50,3.5,20,94
NST-TEAM-13,2026-05-01,2.9,50,3.5,20,94
NST-TEAM-13,2026-05-08,2.9,50,3.5,20,94
NST-TEAM-13,2026-05-15,2.9,50,3.5,20,94
NST-TEAM-13,2026-05-22,2.9,50,3.5,20,94
NST-TEAM-14,2026-04-01,0.5,58,5,21,93
NST-TEAM-14,2026-04-08,0.5,58,5,21,93
NST-TEAM-14,2026-04-15,0.5,58,5,21,93
NST-TEAM-14,2026-04-22,0.5,58,5,21,93
NST-TEAM-14,2026-05-01,0.5,58,5,21,93
NST-TEAM-14,2026-05-08,0.5,58,5,21,93
NST-TEAM-14,2026-05-15,0.5,58,5,21,93
NST-TEAM-14,2026-05-22,0.5,58,5,21,93
NST-TEAM-15,2026-04-01,0.9,66,6.5,22,97
NST-TEAM-15,2026-04-08,0.9,66,6.5,22,97
NST-TEAM-15,2026-04-15,0.9,66,6.5,22,97
NST-TEAM-15,2026-04-22,0.9,66,6.5,22,97
NST-TEAM-15,2026-05-01,0.9,66,6.5,22,97
NST-TEAM-15,2026-05-08,0.9,66,6.5,22,97
NST-TEAM-15,2026-05-15,0.9,66,6.5,22,97
NST-TEAM-15,2026-05-22,0.9,66,6.5,22,97
NST-TEAM-16,2026-04-01,1.3,74,8,7,96
NST-TEAM-16,2026-04-08,1.3,74,8,7,96
NST-TEAM-16,2026-04-15,1.3,74,8,7,96
NST-TEAM-16,2026-04-22,1.3,74,8,7,96
NST-TEAM-16,2026-05-01,1.3,74,8,7,96
NST-TEAM-16,2026-05-08,1.3,74,8,7,96
NST-TEAM-16,2026-05-15,1.3,74,8,7,96
NST-TEAM-16,2026-05-22,1.3,74,8,7,96
NST-TEAM-17,2026-04-01,1.7,82,9.5,8,95
NST-TEAM-17,2026-04-08,1.7,82,9.5,8,95
NST-TEAM-17,2026-04-15,1.7,82,9.5,8,95
NST-TEAM-17,2026-04-22,1.7,82,9.5,8,95
NST-TEAM-17,2026-05-01,1.7,82,9.5,8,95
NST-TEAM-17,2026-05-08,1.7,82,9.5,8,95
NST-TEAM-17,2026-05-15,1.7,82,9.5,8,95
NST-TEAM-17,2026-05-22,1.7,82,9.5,8,95
NST-TEAM-18,2026-04-01,2.1,18,2,9,94
NST-TEAM-18,2026-04-08,2.1,18,2,9,94
NST-TEAM-18,2026-04-15,2.1,18,2,9,94
NST-TEAM-18,2026-04-22,2.1,18,2,9,94
NST-TEAM-18,2026-05-01,2.1,18,2,9,94
NST-TEAM-18,2026-05-08,2.1,18,2,9,94
NST-TEAM-18,2026-05-15,2.1,18,2,9,94
NST-TEAM-18,2026-05-22,2.1,18,2,9,94
NST-TEAM-19,2026-04-01,2.5,26,3.5,10,93
NST-TEAM-19,2026-04-08,2.5,26,3.5,10,93
NST-TEAM-19,2026-04-15,2.5,26,3.5,10,93
NST-TEAM-19,2026-04-22,2.5,26,3.5,10,93
NST-TEAM-19,2026-05-01,2.5,26,3.5,10,93
NST-TEAM-19,2026-05-08,2.5,26,3.5,10,93
NST-TEAM-19,2026-05-15,2.5,26,3.5,10,93
NST-TEAM-19,2026-05-22,2.5,26,3.5,10,93
NST-TEAM-20,2026-04-01,2.9,34,5,11,97
NST-TEAM-20,2026-04-08,2.9,34,5,11,97
NST-TEAM-20,2026-04-15,2.9,34,5,11,97
NST-TEAM-20,2026-04-22,2.9,34,5,11,97
NST-TEAM-20,2026-05-01,2.9,34,5,11,97
NST-TEAM-20,2026-05-08,2.9,34,5,11,97
NST-TEAM-20,2026-05-15,2.9,34,5,11,97
NST-TEAM-20,2026-05-22,2.9,34,5,11,97
NST-TEAM-21,2026-04-01,0.5,42,6.5,12,96
NST-TEAM-21,2026-04-08,0.5,42,6.5,12,96
NST-TEAM-21,2026-04-15,0.5,42,6.5,12,96
NST-TEAM-21,2026-04-22,0.5,42,6.5,12,96
NST-TEAM-21,2026-05-01,0.5,42,6.5,12,96
NST-TEAM-21,2026-05-08,0.5,42,6.5,12,96
NST-TEAM-21,2026-05-15,0.5,42,6.5,12,96
NST-TEAM-21,2026-05-22,0.5,42,6.5,12,96
NST-TEAM-22,2026-04-01,0.9,50,8,13,95
NST-TEAM-22,2026-04-08,0.9,50,8,13,95
NST-TEAM-22,2026-04-15,0.9,50,8,13,95
NST-TEAM-22,2026-04-22,0.9,50,8,13,95
NST-TEAM-22,2026-05-01,0.9,50,8,13,95
NST-TEAM-22,2026-05-08,0.9,50,8,13,95
NST-TEAM-22,2026-05-15,0.9,50,8,13,95
NST-TEAM-22,2026-05-22,0.9,50,8,13,95
NST-TEAM-23,2026-04-01,1.3,58,9.5,14,94
NST-TEAM-23,2026-04-08,1.3,58,9.5,14,94
NST-TEAM-23,2026-04-15,1.3,58,9.5,14,94
NST-TEAM-23,2026-04-22,1.3,58,9.5,14,94
NST-TEAM-23,2026-05-01,1.3,58,9.5,14,94
NST-TEAM-23,2026-05-08,1.3,58,9.5,14,94
NST-TEAM-23,2026-05-15,1.3,58,9.5,14,94
NST-TEAM-23,2026-05-22,1.3,58,9.5,14,94
NST-TEAM-24,2026-04-01,1.7,66,2,15,93
NST-TEAM-24,2026-04-08,1.7,66,2,15,93
NST-TEAM-24,2026-04-15,1.7,66,2,15,93
NST-TEAM-24,2026-04-22,1.7,66,2,15,93
NST-TEAM-24,2026-05-01,1.7,66,2,15,93
NST-TEAM-24,2026-05-08,1.7,66,2,15,93
NST-TEAM-24,2026-05-15,1.7,66,2,15,93
NST-TEAM-24,2026-05-22,1.7,66,2,15,93
NST-TEAM-25,2026-04-01,2.1,74,3.5,16,97
NST-TEAM-25,2026-04-08,2.1,74,3.5,16,97
NST-TEAM-25,2026-04-15,2.1,74,3.5,16,97
NST-TEAM-25,2026-04-22,2.1,74,3.5,16,97
NST-TEAM-25,2026-05-01,2.1,74,3.5,16,97
NST-TEAM-25,2026-05-08,2.1,74,3.5,16,97
NST-TEAM-25,2026-05-15,2.1,74,3.5,16,97
NST-TEAM-25,2026-05-22,2.1,74,3.5,16,97
NST-TEAM-26,2026-04-01,2.5,82,5,17,96
NST-TEAM-26,2026-04-08,2.5,82,5,17,96
NST-TEAM-26,2026-04-15,2.5,82,5,17,96
NST-TEAM-26,2026-04-22,2.5,82,5,17,96
NST-TEAM-26,2026-05-01,2.5,82,5,17,96
NST-TEAM-26,2026-05-08,2.5,82,5,17,96
NST-TEAM-26,2026-05-15,2.5,82,5,17,96
NST-TEAM-26,2026-05-22,2.5,82,5,17,96
NST-TEAM-27,2026-04-01,2.9,18,6.5,18,95
NST-TEAM-27,2026-04-08,2.9,18,6.5,18,95
NST-TEAM-27,2026-04-15,2.9,18,6.5,18,95
NST-TEAM-27,2026-04-22,2.9,18,6.5,18,95
NST-TEAM-27,2026-05-01,2.9,18,6.5,18,95
NST-TEAM-27,2026-05-08,2.9,18,6.5,18,95
NST-TEAM-27,2026-05-15,2.9,18,6.5,18,95
NST-TEAM-27,2026-05-22,2.9,18,6.5,18,95
NST-TEAM-28,2026-04-01,0.5,26,8,19,94
NST-TEAM-28,2026-04-08,0.5,26,8,19,94
NST-TEAM-28,2026-04-15,0.5,26,8,19,94
NST-TEAM-28,2026-04-22,0.5,26,8,19,94
NST-TEAM-28,2026-05-01,0.5,26,8,19,94
NST-TEAM-28,2026-05-08,0.5,26,8,19,94
NST-TEAM-28,2026-05-15,0.5,26,8,19,94
NST-TEAM-28,2026-05-22,0.5,26,8,19,94
