play_id,metric_id,peer_or_archetype,play_name,metric_moved,delta,enablers,reference_pattern,domain,source_file,source_row,value_source
FIRSTCAPITAL-PLAY-0001,FIRSTCAPITAL-MET-0001,top quartile operator,First Capital Financial comparable transformation play 1,First Capital Financial benefit realization against committed value metric 1,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,2,tenant_file
FIRSTCAPITAL-PLAY-0012,FIRSTCAPITAL-MET-0012,top quartile operator,First Capital Financial comparable transformation play 12,First Capital Financial elapsed time for target process metric 12,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,13,tenant_file
FIRSTCAPITAL-PLAY-0013,FIRSTCAPITAL-MET-0013,top quartile operator,First Capital Financial comparable transformation play 13,First Capital Financial open control and governance pressure metric 13,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,14,tenant_file
FIRSTCAPITAL-PLAY-0014,FIRSTCAPITAL-MET-0014,top quartile operator,First Capital Financial comparable transformation play 14,First Capital Financial active usage of changed workflow metric 14,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,15,tenant_file
FIRSTCAPITAL-PLAY-0015,FIRSTCAPITAL-MET-0015,top quartile operator,First Capital Financial comparable transformation play 15,First Capital Financial unit cost across served population or customer journey metric 15,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,16,tenant_file
FIRSTCAPITAL-PLAY-0016,FIRSTCAPITAL-MET-0016,top quartile operator,First Capital Financial comparable transformation play 16,First Capital Financial benefit realization against committed value metric 16,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,17,tenant_file
FIRSTCAPITAL-PLAY-0017,FIRSTCAPITAL-MET-0017,top quartile operator,First Capital Financial comparable transformation play 17,First Capital Financial elapsed time for target process metric 17,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,18,tenant_file
FIRSTCAPITAL-PLAY-0018,FIRSTCAPITAL-MET-0018,top quartile operator,First Capital Financial comparable transformation play 18,First Capital Financial open control and governance pressure metric 18,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,19,tenant_file
FIRSTCAPITAL-PLAY-0019,FIRSTCAPITAL-MET-0019,top quartile operator,First Capital Financial comparable transformation play 19,First Capital Financial active usage of changed workflow metric 19,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,20,tenant_file
FIRSTCAPITAL-PLAY-0020,FIRSTCAPITAL-MET-0020,top quartile operator,First Capital Financial comparable transformation play 20,First Capital Financial unit cost across served population or customer journey metric 20,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,21,tenant_file
FIRSTCAPITAL-PLAY-0021,FIRSTCAPITAL-MET-0021,top quartile operator,First Capital Financial comparable transformation play 21,First Capital Financial benefit realization against committed value metric 21,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,22,tenant_file
FIRSTCAPITAL-PLAY-0022,FIRSTCAPITAL-MET-0022,top quartile operator,First Capital Financial comparable transformation play 22,First Capital Financial elapsed time for target process metric 22,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,23,tenant_file
FIRSTCAPITAL-PLAY-0023,FIRSTCAPITAL-MET-0023,top quartile operator,First Capital Financial comparable transformation play 23,First Capital Financial open control and governance pressure metric 23,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,24,tenant_file
FIRSTCAPITAL-PLAY-0024,FIRSTCAPITAL-MET-0024,top quartile operator,First Capital Financial comparable transformation play 24,First Capital Financial active usage of changed workflow metric 24,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,25,tenant_file
FIRSTCAPITAL-PLAY-0025,FIRSTCAPITAL-MET-0025,top quartile operator,First Capital Financial comparable transformation play 25,First Capital Financial unit cost across served population or customer journey metric 25,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,26,tenant_file
FIRSTCAPITAL-PLAY-0026,FIRSTCAPITAL-MET-0026,top quartile operator,First Capital Financial comparable transformation play 26,First Capital Financial benefit realization against committed value metric 26,16%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,27,tenant_file
FIRSTCAPITAL-PLAY-0027,FIRSTCAPITAL-MET-0027,top quartile operator,First Capital Financial comparable transformation play 27,First Capital Financial elapsed time for target process metric 27,17%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,28,tenant_file
FIRSTCAPITAL-PLAY-0028,FIRSTCAPITAL-MET-0028,top quartile operator,First Capital Financial comparable transformation play 28,First Capital Financial open control and governance pressure metric 28,18%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,29,tenant_file
FIRSTCAPITAL-PLAY-0029,FIRSTCAPITAL-MET-0029,top quartile operator,First Capital Financial comparable transformation play 29,First Capital Financial active usage of changed workflow metric 29,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,30,tenant_file
FIRSTCAPITAL-PLAY-0030,FIRSTCAPITAL-MET-0030,top quartile operator,First Capital Financial comparable transformation play 30,First Capital Financial unit cost across served population or customer journey metric 30,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,31,tenant_file
FIRSTCAPITAL-PLAY-0031,FIRSTCAPITAL-MET-0031,top quartile operator,First Capital Financial comparable transformation play 31,First Capital Financial benefit realization against committed value metric 31,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,32,tenant_file
FIRSTCAPITAL-PLAY-0032,FIRSTCAPITAL-MET-0032,top quartile operator,First Capital Financial comparable transformation play 32,First Capital Financial elapsed time for target process metric 32,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,33,tenant_file
FIRSTCAPITAL-PLAY-0033,FIRSTCAPITAL-MET-0033,top quartile operator,First Capital Financial comparable transformation play 33,First Capital Financial open control and governance pressure metric 33,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,34,tenant_file
FIRSTCAPITAL-PLAY-0034,FIRSTCAPITAL-MET-0034,top quartile operator,First Capital Financial comparable transformation play 34,First Capital Financial active usage of changed workflow metric 34,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,35,tenant_file
FIRSTCAPITAL-PLAY-0035,FIRSTCAPITAL-MET-0035,top quartile operator,First Capital Financial comparable transformation play 35,First Capital Financial unit cost across served population or customer journey metric 35,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,36,tenant_file
FIRSTCAPITAL-PLAY-0036,FIRSTCAPITAL-MET-0036,top quartile operator,First Capital Financial comparable transformation play 36,First Capital Financial benefit realization against committed value metric 36,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,37,tenant_file
FIRSTCAPITAL-PLAY-0037,FIRSTCAPITAL-MET-0037,top quartile operator,First Capital Financial comparable transformation play 37,First Capital Financial elapsed time for target process metric 37,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,38,tenant_file
FIRSTCAPITAL-PLAY-0038,FIRSTCAPITAL-MET-0038,top quartile operator,First Capital Financial comparable transformation play 38,First Capital Financial open control and governance pressure metric 38,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,39,tenant_file
FIRSTCAPITAL-PLAY-0039,FIRSTCAPITAL-MET-0039,top quartile operator,First Capital Financial comparable transformation play 39,First Capital Financial active usage of changed workflow metric 39,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,40,tenant_file
FIRSTCAPITAL-PLAY-0040,FIRSTCAPITAL-MET-0040,top quartile operator,First Capital Financial comparable transformation play 40,First Capital Financial unit cost across served population or customer journey metric 40,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,41,tenant_file
FIRSTCAPITAL-PLAY-0041,FIRSTCAPITAL-MET-0041,top quartile operator,First Capital Financial comparable transformation play 41,First Capital Financial benefit realization against committed value metric 41,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,42,tenant_file
FIRSTCAPITAL-PLAY-0042,FIRSTCAPITAL-MET-0042,top quartile operator,First Capital Financial comparable transformation play 42,First Capital Financial elapsed time for target process metric 42,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,43,tenant_file
FIRSTCAPITAL-PLAY-0043,FIRSTCAPITAL-MET-0043,top quartile operator,First Capital Financial comparable transformation play 43,First Capital Financial open control and governance pressure metric 43,16%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,44,tenant_file
FIRSTCAPITAL-PLAY-0044,FIRSTCAPITAL-MET-0044,top quartile operator,First Capital Financial comparable transformation play 44,First Capital Financial active usage of changed workflow metric 44,17%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,45,tenant_file
FIRSTCAPITAL-PLAY-0045,FIRSTCAPITAL-MET-0045,top quartile operator,First Capital Financial comparable transformation play 45,First Capital Financial unit cost across served population or customer journey metric 45,18%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,46,tenant_file
FIRSTCAPITAL-PLAY-0046,FIRSTCAPITAL-MET-0046,top quartile operator,First Capital Financial comparable transformation play 46,First Capital Financial benefit realization against committed value metric 46,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,47,tenant_file
FIRSTCAPITAL-PLAY-0047,FIRSTCAPITAL-MET-0047,top quartile operator,First Capital Financial comparable transformation play 47,First Capital Financial elapsed time for target process metric 47,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,48,tenant_file
FIRSTCAPITAL-PLAY-0048,FIRSTCAPITAL-MET-0048,top quartile operator,First Capital Financial comparable transformation play 48,First Capital Financial open control and governance pressure metric 48,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,49,tenant_file
FIRSTCAPITAL-PLAY-0049,FIRSTCAPITAL-MET-0049,top quartile operator,First Capital Financial comparable transformation play 49,First Capital Financial active usage of changed workflow metric 49,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,50,tenant_file
FIRSTCAPITAL-PLAY-0050,FIRSTCAPITAL-MET-0050,top quartile operator,First Capital Financial comparable transformation play 50,First Capital Financial unit cost across served population or customer journey metric 50,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,51,tenant_file
FIRSTCAPITAL-PLAY-0051,FIRSTCAPITAL-MET-0051,top quartile operator,First Capital Financial comparable transformation play 51,First Capital Financial benefit realization against committed value metric 51,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,52,tenant_file
FIRSTCAPITAL-PLAY-0052,FIRSTCAPITAL-MET-0052,top quartile operator,First Capital Financial comparable transformation play 52,First Capital Financial elapsed time for target process metric 52,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,53,tenant_file
FIRSTCAPITAL-PLAY-0053,FIRSTCAPITAL-MET-0053,top quartile operator,First Capital Financial comparable transformation play 53,First Capital Financial open control and governance pressure metric 53,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,54,tenant_file
FIRSTCAPITAL-PLAY-0054,FIRSTCAPITAL-MET-0054,top quartile operator,First Capital Financial comparable transformation play 54,First Capital Financial active usage of changed workflow metric 54,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,55,tenant_file
FIRSTCAPITAL-PLAY-0055,FIRSTCAPITAL-MET-0055,top quartile operator,First Capital Financial comparable transformation play 55,First Capital Financial unit cost across served population or customer journey metric 55,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,56,tenant_file
FIRSTCAPITAL-PLAY-0056,FIRSTCAPITAL-MET-0056,top quartile operator,First Capital Financial comparable transformation play 56,First Capital Financial benefit realization against committed value metric 56,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,57,tenant_file
FIRSTCAPITAL-PLAY-0057,FIRSTCAPITAL-MET-0057,top quartile operator,First Capital Financial comparable transformation play 57,First Capital Financial elapsed time for target process metric 57,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,58,tenant_file
FIRSTCAPITAL-PLAY-0058,FIRSTCAPITAL-MET-0058,top quartile operator,First Capital Financial comparable transformation play 58,First Capital Financial open control and governance pressure metric 58,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,59,tenant_file
FIRSTCAPITAL-PLAY-0059,FIRSTCAPITAL-MET-0059,top quartile operator,First Capital Financial comparable transformation play 59,First Capital Financial active usage of changed workflow metric 59,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,60,tenant_file
FIRSTCAPITAL-PLAY-0060,FIRSTCAPITAL-MET-0060,top quartile operator,First Capital Financial comparable transformation play 60,First Capital Financial unit cost across served population or customer journey metric 60,16%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,61,tenant_file
FIRSTCAPITAL-PLAY-0061,FIRSTCAPITAL-MET-0061,top quartile operator,First Capital Financial comparable transformation play 61,First Capital Financial benefit realization against committed value metric 61,17%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,62,tenant_file
FIRSTCAPITAL-PLAY-0062,FIRSTCAPITAL-MET-0062,top quartile operator,First Capital Financial comparable transformation play 62,First Capital Financial elapsed time for target process metric 62,18%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,63,tenant_file
FIRSTCAPITAL-PLAY-0063,FIRSTCAPITAL-MET-0063,top quartile operator,First Capital Financial comparable transformation play 63,First Capital Financial open control and governance pressure metric 63,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,64,tenant_file
FIRSTCAPITAL-PLAY-0064,FIRSTCAPITAL-MET-0064,top quartile operator,First Capital Financial comparable transformation play 64,First Capital Financial active usage of changed workflow metric 64,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,65,tenant_file
FIRSTCAPITAL-PLAY-0065,FIRSTCAPITAL-MET-0065,top quartile operator,First Capital Financial comparable transformation play 65,First Capital Financial unit cost across served population or customer journey metric 65,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,66,tenant_file
FIRSTCAPITAL-PLAY-0066,FIRSTCAPITAL-MET-0066,top quartile operator,First Capital Financial comparable transformation play 66,First Capital Financial benefit realization against committed value metric 66,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,67,tenant_file
FIRSTCAPITAL-PLAY-0067,FIRSTCAPITAL-MET-0067,top quartile operator,First Capital Financial comparable transformation play 67,First Capital Financial elapsed time for target process metric 67,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,68,tenant_file
FIRSTCAPITAL-PLAY-0068,FIRSTCAPITAL-MET-0068,top quartile operator,First Capital Financial comparable transformation play 68,First Capital Financial open control and governance pressure metric 68,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,69,tenant_file
FIRSTCAPITAL-PLAY-0069,FIRSTCAPITAL-MET-0069,top quartile operator,First Capital Financial comparable transformation play 69,First Capital Financial active usage of changed workflow metric 69,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,70,tenant_file
FIRSTCAPITAL-PLAY-0070,FIRSTCAPITAL-MET-0070,top quartile operator,First Capital Financial comparable transformation play 70,First Capital Financial unit cost across served population or customer journey metric 70,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,71,tenant_file
FIRSTCAPITAL-PLAY-0071,FIRSTCAPITAL-MET-0071,top quartile operator,First Capital Financial comparable transformation play 71,First Capital Financial benefit realization against committed value metric 71,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,72,tenant_file
FIRSTCAPITAL-PLAY-0072,FIRSTCAPITAL-MET-0072,top quartile operator,First Capital Financial comparable transformation play 72,First Capital Financial elapsed time for target process metric 72,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,73,tenant_file
FIRSTCAPITAL-PLAY-0073,FIRSTCAPITAL-MET-0073,top quartile operator,First Capital Financial comparable transformation play 73,First Capital Financial open control and governance pressure metric 73,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,74,tenant_file
FIRSTCAPITAL-PLAY-0074,FIRSTCAPITAL-MET-0074,top quartile operator,First Capital Financial comparable transformation play 74,First Capital Financial active usage of changed workflow metric 74,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,75,tenant_file
FIRSTCAPITAL-PLAY-0075,FIRSTCAPITAL-MET-0075,top quartile operator,First Capital Financial comparable transformation play 75,First Capital Financial unit cost across served population or customer journey metric 75,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,76,tenant_file
FIRSTCAPITAL-PLAY-0076,FIRSTCAPITAL-MET-0076,top quartile operator,First Capital Financial comparable transformation play 76,First Capital Financial benefit realization against committed value metric 76,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,77,tenant_file
FIRSTCAPITAL-PLAY-0077,FIRSTCAPITAL-MET-0077,top quartile operator,First Capital Financial comparable transformation play 77,First Capital Financial elapsed time for target process metric 77,16%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,78,tenant_file
FIRSTCAPITAL-PLAY-0078,FIRSTCAPITAL-MET-0078,top quartile operator,First Capital Financial comparable transformation play 78,First Capital Financial open control and governance pressure metric 78,17%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,79,tenant_file
FIRSTCAPITAL-PLAY-0079,FIRSTCAPITAL-MET-0079,top quartile operator,First Capital Financial comparable transformation play 79,First Capital Financial active usage of changed workflow metric 79,18%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,80,tenant_file
FIRSTCAPITAL-PLAY-0080,FIRSTCAPITAL-MET-0080,top quartile operator,First Capital Financial comparable transformation play 80,First Capital Financial unit cost across served population or customer journey metric 80,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,81,tenant_file
FIRSTCAPITAL-PLAY-0081,FIRSTCAPITAL-MET-0081,top quartile operator,First Capital Financial comparable transformation play 81,First Capital Financial benefit realization against committed value metric 81,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,82,tenant_file
FIRSTCAPITAL-PLAY-0082,FIRSTCAPITAL-MET-0082,top quartile operator,First Capital Financial comparable transformation play 82,First Capital Financial elapsed time for target process metric 82,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,83,tenant_file
FIRSTCAPITAL-PLAY-0083,FIRSTCAPITAL-MET-0083,top quartile operator,First Capital Financial comparable transformation play 83,First Capital Financial open control and governance pressure metric 83,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,84,tenant_file
FIRSTCAPITAL-PLAY-0084,FIRSTCAPITAL-MET-0084,top quartile operator,First Capital Financial comparable transformation play 84,First Capital Financial active usage of changed workflow metric 84,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,85,tenant_file
