item_id,initiative_id,type,description,severity,likelihood,status,owner,due_date,mitigation,source_file,source_row,value_source
FIRSTCAPITAL-RAID-0013,FIRSTCAPITAL-INIT-0013,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,mitigating,COO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,14,tenant_file
FIRSTCAPITAL-RAID-0014,FIRSTCAPITAL-INIT-0014,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,15,tenant_file
FIRSTCAPITAL-RAID-0015,FIRSTCAPITAL-INIT-0015,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,16,tenant_file
FIRSTCAPITAL-RAID-0016,FIRSTCAPITAL-INIT-0016,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,17,tenant_file
FIRSTCAPITAL-RAID-0017,FIRSTCAPITAL-INIT-0017,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,CFO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,18,tenant_file
FIRSTCAPITAL-RAID-0018,FIRSTCAPITAL-INIT-0018,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,19,tenant_file
FIRSTCAPITAL-RAID-0019,FIRSTCAPITAL-INIT-0019,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,open,CISO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,20,tenant_file
FIRSTCAPITAL-RAID-0020,FIRSTCAPITAL-INIT-0020,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,21,tenant_file
FIRSTCAPITAL-RAID-0021,FIRSTCAPITAL-INIT-0021,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,mitigating,CIO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,22,tenant_file
FIRSTCAPITAL-RAID-0022,FIRSTCAPITAL-INIT-0022,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,23,tenant_file
FIRSTCAPITAL-RAID-0023,FIRSTCAPITAL-INIT-0023,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,24,tenant_file
FIRSTCAPITAL-RAID-0024,FIRSTCAPITAL-INIT-0024,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,25,tenant_file
FIRSTCAPITAL-RAID-0025,FIRSTCAPITAL-INIT-0025,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,mitigating,Business Sponsor,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,26,tenant_file
FIRSTCAPITAL-RAID-0026,FIRSTCAPITAL-INIT-0026,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,27,tenant_file
FIRSTCAPITAL-RAID-0027,FIRSTCAPITAL-INIT-0027,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,28,tenant_file
FIRSTCAPITAL-RAID-0028,FIRSTCAPITAL-INIT-0028,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,29,tenant_file
FIRSTCAPITAL-RAID-0029,FIRSTCAPITAL-INIT-0029,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,CISO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,30,tenant_file
FIRSTCAPITAL-RAID-0030,FIRSTCAPITAL-INIT-0030,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,31,tenant_file
FIRSTCAPITAL-RAID-0031,FIRSTCAPITAL-INIT-0031,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,high,open,CIO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,32,tenant_file
FIRSTCAPITAL-RAID-0032,FIRSTCAPITAL-INIT-0032,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,33,tenant_file
FIRSTCAPITAL-RAID-0033,FIRSTCAPITAL-INIT-0033,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,COO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,34,tenant_file
FIRSTCAPITAL-RAID-0034,FIRSTCAPITAL-INIT-0034,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,35,tenant_file
FIRSTCAPITAL-RAID-0035,FIRSTCAPITAL-INIT-0035,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,36,tenant_file
FIRSTCAPITAL-RAID-0036,FIRSTCAPITAL-INIT-0036,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,37,tenant_file
FIRSTCAPITAL-RAID-0037,FIRSTCAPITAL-INIT-0037,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,mitigating,CFO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,38,tenant_file
FIRSTCAPITAL-RAID-0038,FIRSTCAPITAL-INIT-0038,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,39,tenant_file
FIRSTCAPITAL-RAID-0039,FIRSTCAPITAL-INIT-0039,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,40,tenant_file
FIRSTCAPITAL-RAID-0040,FIRSTCAPITAL-INIT-0040,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,41,tenant_file
FIRSTCAPITAL-RAID-0041,FIRSTCAPITAL-INIT-0041,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,mitigating,CIO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,42,tenant_file
FIRSTCAPITAL-RAID-0042,FIRSTCAPITAL-INIT-0042,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,43,tenant_file
FIRSTCAPITAL-RAID-0043,FIRSTCAPITAL-INIT-0043,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,open,COO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,44,tenant_file
FIRSTCAPITAL-RAID-0044,FIRSTCAPITAL-INIT-0044,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,45,tenant_file
FIRSTCAPITAL-RAID-0045,FIRSTCAPITAL-INIT-0045,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,Business Sponsor,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,46,tenant_file
FIRSTCAPITAL-RAID-0046,FIRSTCAPITAL-INIT-0046,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,47,tenant_file
FIRSTCAPITAL-RAID-0047,FIRSTCAPITAL-INIT-0047,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,48,tenant_file
FIRSTCAPITAL-RAID-0048,FIRSTCAPITAL-INIT-0048,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,49,tenant_file
FIRSTCAPITAL-RAID-0049,FIRSTCAPITAL-INIT-0049,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,mitigating,CISO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,50,tenant_file
FIRSTCAPITAL-RAID-0050,FIRSTCAPITAL-INIT-0050,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,51,tenant_file
FIRSTCAPITAL-RAID-0051,FIRSTCAPITAL-INIT-0051,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,52,tenant_file
FIRSTCAPITAL-RAID-0052,FIRSTCAPITAL-INIT-0052,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,53,tenant_file
FIRSTCAPITAL-RAID-0053,FIRSTCAPITAL-INIT-0053,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,COO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,54,tenant_file
FIRSTCAPITAL-RAID-0054,FIRSTCAPITAL-INIT-0054,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,55,tenant_file
FIRSTCAPITAL-RAID-0055,FIRSTCAPITAL-INIT-0055,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,open,Business Sponsor,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,56,tenant_file
FIRSTCAPITAL-RAID-0056,FIRSTCAPITAL-INIT-0056,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,57,tenant_file
FIRSTCAPITAL-RAID-0057,FIRSTCAPITAL-INIT-0057,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,CFO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,58,tenant_file
FIRSTCAPITAL-RAID-0058,FIRSTCAPITAL-INIT-0058,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,59,tenant_file
FIRSTCAPITAL-RAID-0059,FIRSTCAPITAL-INIT-0059,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,60,tenant_file
FIRSTCAPITAL-RAID-0060,FIRSTCAPITAL-INIT-0060,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,61,tenant_file
FIRSTCAPITAL-RAID-0061,FIRSTCAPITAL-INIT-0061,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,high,mitigating,CIO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,62,tenant_file
FIRSTCAPITAL-RAID-0062,FIRSTCAPITAL-INIT-0062,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,63,tenant_file
FIRSTCAPITAL-RAID-0063,FIRSTCAPITAL-INIT-0063,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,64,tenant_file
FIRSTCAPITAL-RAID-0064,FIRSTCAPITAL-INIT-0064,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,65,tenant_file
FIRSTCAPITAL-RAID-0065,FIRSTCAPITAL-INIT-0065,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,Business Sponsor,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,66,tenant_file
FIRSTCAPITAL-RAID-0066,FIRSTCAPITAL-INIT-0066,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,67,tenant_file
FIRSTCAPITAL-RAID-0067,FIRSTCAPITAL-INIT-0067,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,open,CFO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,68,tenant_file
FIRSTCAPITAL-RAID-0068,FIRSTCAPITAL-INIT-0068,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,69,tenant_file
FIRSTCAPITAL-RAID-0069,FIRSTCAPITAL-INIT-0069,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,CISO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,70,tenant_file
FIRSTCAPITAL-RAID-0070,FIRSTCAPITAL-INIT-0070,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,71,tenant_file
FIRSTCAPITAL-RAID-0071,FIRSTCAPITAL-INIT-0071,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,72,tenant_file
FIRSTCAPITAL-RAID-0072,FIRSTCAPITAL-INIT-0072,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,73,tenant_file
FIRSTCAPITAL-RAID-0073,FIRSTCAPITAL-INIT-0073,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,mitigating,COO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,74,tenant_file
FIRSTCAPITAL-RAID-0074,FIRSTCAPITAL-INIT-0074,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,75,tenant_file
FIRSTCAPITAL-RAID-0075,FIRSTCAPITAL-INIT-0075,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,76,tenant_file
FIRSTCAPITAL-RAID-0076,FIRSTCAPITAL-INIT-0076,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,77,tenant_file
FIRSTCAPITAL-RAID-0077,FIRSTCAPITAL-INIT-0077,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,CFO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,78,tenant_file
FIRSTCAPITAL-RAID-0078,FIRSTCAPITAL-INIT-0078,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,79,tenant_file
FIRSTCAPITAL-RAID-0079,FIRSTCAPITAL-INIT-0079,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,open,CISO,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,80,tenant_file
FIRSTCAPITAL-RAID-0080,FIRSTCAPITAL-INIT-0080,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,Business Sponsor,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,81,tenant_file
FIRSTCAPITAL-RAID-0081,FIRSTCAPITAL-INIT-0081,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,mitigating,CIO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,82,tenant_file
FIRSTCAPITAL-RAID-0082,FIRSTCAPITAL-INIT-0082,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,83,tenant_file
FIRSTCAPITAL-RAID-0083,FIRSTCAPITAL-INIT-0083,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,84,tenant_file
FIRSTCAPITAL-RAID-0084,FIRSTCAPITAL-INIT-0084,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CISO,2026-12-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,85,tenant_file
FIRSTCAPITAL-RAID-0085,FIRSTCAPITAL-INIT-0085,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,high,mitigating,Business Sponsor,2026-07-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,86,tenant_file
FIRSTCAPITAL-RAID-0086,FIRSTCAPITAL-INIT-0086,assumption,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",high,medium,open,CIO,2026-08-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,87,tenant_file
FIRSTCAPITAL-RAID-0087,FIRSTCAPITAL-INIT-0087,issue,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,CFO,2026-09-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,88,tenant_file
FIRSTCAPITAL-RAID-0088,FIRSTCAPITAL-INIT-0088,dependency,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,open,COO,2026-10-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,89,tenant_file
FIRSTCAPITAL-RAID-0089,FIRSTCAPITAL-INIT-0089,risk,"Evidence gap, dependency, adoption drag, or control item that can block value claim.",medium,medium,mitigating,CISO,2026-11-15,"Create named evidence owner, agree metric basis, resolve source lineage, and update steering decision.",family-7-outcome-intelligence/O05_raid-log.csv,90,tenant_file
