evidence_name,source_type,source_system_owner,as_of_date,domains_covered,sensitivity,approval_status,approved_for_modules,reuse_scope,quality_notes,location_file,known_gaps,confidence
MERIDIAN-HEALTH-MH-CONTACT-CENTER-EV01 - Call transcript sample pack,SME interview / exported source inventory,Chief Experience Officer,2026-07-14,Contact Center and Member Service; Member Experience; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-contact-center-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-CONTACT-CENTER-EV02 - CRM case extract,Source extract / architecture artifact,Chief Experience Officer,2026-07-14,Contact Center and Member Service; Member Experience; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-contact-center-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-REVENUE-CYCLE-EV01 - RCM process map,SME interview / exported source inventory,Revenue Cycle Leader,2026-07-14,Revenue Cycle Operations; Revenue Cycle; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-revenue-cycle-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-REVENUE-CYCLE-EV02 - Denials dashboard inventory,Source extract / architecture artifact,Revenue Cycle Leader,2026-07-14,Revenue Cycle Operations; Revenue Cycle; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-revenue-cycle-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-FINANCE-ANALYTICS-EV01 - Oracle ERP finance extract,SME interview / exported source inventory,CFO,2026-07-14,Finance Analytics; Finance and Actuarial; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-finance-analytics-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-FINANCE-ANALYTICS-EV02 - Finance mart lineage workshop,Source extract / architecture artifact,CFO,2026-07-14,Finance Analytics; Finance and Actuarial; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-finance-analytics-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-HR-WORKFORCE-EV01 - Workday HCM extract,SME interview / exported source inventory,CHRO,2026-07-14,Workforce Analytics; Human Resources; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-hr-workforce-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-HR-WORKFORCE-EV02 - Workforce planning workbook,Source extract / architecture artifact,CHRO,2026-07-14,Workforce Analytics; Human Resources; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-hr-workforce-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-CLINICAL-QUALITY-EV01 - Quality measure inventory,SME interview / exported source inventory,VP Quality,2026-07-14,Clinical Quality Analytics; Quality and Provider Performance; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-clinical-quality-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-CLINICAL-QUALITY-EV02 - HEDIS/STAR reporting workbook,Source extract / architecture artifact,VP Quality,2026-07-14,Clinical Quality Analytics; Quality and Provider Performance; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-clinical-quality-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-CLAIMS-ANALYTICS-EV01 - Claims mart inventory,SME interview / exported source inventory,VP Claims Analytics,2026-07-14,Claims and Payment Analytics; Claims Analytics; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-claims-analytics-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-CLAIMS-ANALYTICS-EV02 - Payment integrity analytic sample,Source extract / architecture artifact,VP Claims Analytics,2026-07-14,Claims and Payment Analytics; Claims Analytics; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-claims-analytics-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-PROVIDER-PERFORMANCE-EV01 - Provider attribution extract,SME interview / exported source inventory,VP Provider Performance,2026-07-14,Provider Performance Analytics; Provider Network; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-provider-performance-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-PROVIDER-PERFORMANCE-EV02 - Network contract scorecard,Source extract / architecture artifact,VP Provider Performance,2026-07-14,Provider Performance Analytics; Provider Network; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-provider-performance-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-DATA-PLATFORM-EV01 - Data platform architecture draft,SME interview / exported source inventory,CDAO,2026-07-14,"Enterprise Data Platform; Enterprise Data, Analytics & AI; systems; data; risks; metrics",Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-data-platform-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-DATA-PLATFORM-EV02 - AWS/Databricks landing zone checklist,Source extract / architecture artifact,CDAO,2026-07-14,"Enterprise Data Platform; Enterprise Data, Analytics & AI; systems; data; risks; metrics",Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-data-platform-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-DATA-GOVERNANCE-EV01 - Data governance charter,SME interview / exported source inventory,Chief Data Officer,2026-07-14,Data Governance and Data Quality; Data Governance; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-data-governance-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-DATA-GOVERNANCE-EV02 - Collibra catalog export,Source extract / architecture artifact,Chief Data Officer,2026-07-14,Data Governance and Data Quality; Data Governance; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-data-governance-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-AGENT-ASSIST-EV01 - Agent assist discovery workshop,SME interview / exported source inventory,VP Contact Center,2026-07-14,Agent Assist and Next Best Action; Member Experience; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-agent-assist-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-AGENT-ASSIST-EV02 - Transcript annotation sample,Source extract / architecture artifact,VP Contact Center,2026-07-14,Agent Assist and Next Best Action; Member Experience; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-agent-assist-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-UNIFIED-LAKEHOUSE-EV01 - Clinical claims lakehouse blueprint,SME interview / exported source inventory,CDAO,2026-07-14,"Unified Clinical and Claims Lakehouse; Enterprise Data, Analytics & AI; systems; data; risks; metrics",Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-unified-lakehouse-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-UNIFIED-LAKEHOUSE-EV02 - Epic/claims/pharmacy source inventory,Source extract / architecture artifact,CDAO,2026-07-14,"Unified Clinical and Claims Lakehouse; Enterprise Data, Analytics & AI; systems; data; risks; metrics",Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-unified-lakehouse-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-IT-BUDGET-EV01 - FY26 IT budget export,SME interview / exported source inventory,CIO / CFO,2026-07-14,IT Budget and Tower Baseline; Technology Finance; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-it-budget-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-IT-BUDGET-EV02 - Tower baseline workshop,Source extract / architecture artifact,CIO / CFO,2026-07-14,IT Budget and Tower Baseline; Technology Finance; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-it-budget-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-VENDOR-SOURCING-EV01 - Vendor contract extract,SME interview / exported source inventory,Chief Procurement Officer,2026-07-14,Vendor and Contract Optimization; Procurement and Vendor Management; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-vendor-sourcing-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-VENDOR-SOURCING-EV02 - AP spend export,Source extract / architecture artifact,Chief Procurement Officer,2026-07-14,Vendor and Contract Optimization; Procurement and Vendor Management; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-vendor-sourcing-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-CMDB-INFRA-EV01 - ServiceNow CMDB export,SME interview / exported source inventory,CTO,2026-07-14,Infrastructure and CMDB; Technology Operations; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-cmdb-infra-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-CMDB-INFRA-EV02 - Cloud inventory extract,Source extract / architecture artifact,CTO,2026-07-14,Infrastructure and CMDB; Technology Operations; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-cmdb-infra-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-INCIDENTS-EV01 - ServiceNow incident export,SME interview / exported source inventory,VP IT Operations,2026-07-14,Incident Problem Change Operations; Technology Operations; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Approved for synthetic review,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-incidents-ev01.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
MERIDIAN-HEALTH-MH-INCIDENTS-EV02 - Change advisory board log,Source extract / architecture artifact,VP IT Operations,2026-07-14,Incident Problem Change Operations; Technology Operations; systems; data; risks; metrics,Synthetic/demo-only; may reference PHI/PII pattern but contains no real protected data,Needs client validation before active truth,Home; Intelligence; Moves; Source; Tower - candidate review only,Synthetic depth proof for template standard validation,Planning-grade synthetic evidence with explicit lineage and validation caveats.,tenant-inputs/generated/meridian-health/standard-2026-07-v3/evidence-manifest/meridian-health-mh-incidents-ev02.json,"Client source file, owner attestation, and as-of date must be validated before active use.",High
