record_type,record_id,label,source_dimension,evidence_ids,projection_status,safe_to_display,claim_basis
metric,meridian-health-08_spend_value-08_spend_value-row-17,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-17-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-18,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-18-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-19,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-19-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-20,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-20-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-21,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-21-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-22,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-22-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-23,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-23-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-24,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-24-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-25,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-25-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-26,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-26-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-27,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-27-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-28,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-28-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-29,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-29-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-30,measured value,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-30-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-31,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-31-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-32,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-32-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-33,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-33-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-34,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-34-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-35,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-35-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-36,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-36-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-37,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-37-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-38,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-38-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-39,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-39-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-40,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-40-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-41,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-41-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-42,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-42-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-43,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-43-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-44,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-44-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-45,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-45-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-46,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-46-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-47,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-47-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-48,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-48-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-49,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-49-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-50,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-50-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-51,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-51-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-52,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-52-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-53,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-53-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-54,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-54-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-55,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-55-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-56,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-56-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-57,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-57-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-58,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-58-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-59,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-59-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-60,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-60-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-61,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-61-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-62,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-62-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-63,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-63-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-64,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-64-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-65,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-65-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-66,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-66-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-67,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-67-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-68,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-68-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-69,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-69-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-70,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-70-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-71,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-71-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-72,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-72-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-73,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-73-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-74,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-74-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-75,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-75-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-76,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-76-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-77,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-77-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-78,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-78-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-79,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-79-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-80,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-80-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-81,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-81-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-82,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-82-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-83,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-83-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-84,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-84-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-85,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-85-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-86,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-86-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-87,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-87-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-88,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-88-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-89,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-89-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-90,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-90-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-91,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-91-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-92,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-92-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-93,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-93-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-94,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-94-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-95,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-95-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-96,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-96-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-97,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-97-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-98,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-98-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-99,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-99-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-100,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-100-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-101,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-101-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-102,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-102-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-103,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-103-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-104,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-104-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-105,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-105-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-106,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-106-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-107,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-107-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-108,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-108-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-109,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-109-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-110,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-110-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-111,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-111-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-112,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-112-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-113,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-113-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-114,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-114-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-115,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-115-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-116,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-116-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-117,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-117-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-118,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-118-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-119,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-119-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-120,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-120-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-121,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-121-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-122,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-122-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-123,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-123-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-124,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-124-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-125,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-125-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-126,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-126-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-127,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-127-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-128,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-128-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-129,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-129-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-130,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-130-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-131,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-131-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-132,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-132-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-133,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-133-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-134,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-134-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-135,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-135-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-136,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-136-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-137,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-137-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-138,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-138-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-139,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-139-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-140,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-140-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-141,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-141-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-142,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-142-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-143,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-143-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-144,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-144-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-145,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-145-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-146,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-146-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-147,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-147-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-148,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-148-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-149,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-149-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-150,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-150-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-151,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-151-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-152,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-152-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-153,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-153-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-154,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-154-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-155,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-155-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-156,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-156-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-157,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-157-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-158,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-158-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-159,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-159-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-160,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-160-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-161,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-161-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-162,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-162-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-163,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-163-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-164,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-164-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-165,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-165-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-166,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-166-evidence,v3_context_pack_ready,true,
metric,meridian-health-08_spend_value-08_spend_value-row-167,ai budget spend,08_spend_value,meridian-health-08_spend_value-08_spend_value-row-167-evidence,v3_context_pack_ready,true,
