entity_id,entity_name,entity_scope,parent_entity_id,parent_entity_name,portfolio_company_id,portfolio_company_name,tenant_key,source_file,source_row,source_record_id,source_label,view,amount_type,basis,period,amount_usd,is_rollup_of,component_of,formula,formula_version,value_source,reconciles_to_view,reconciles_to_record_id,reconciliation_envelope_usd,notes
LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-FFF,Forge & Field Consumer Products,lakeshore-industries,derived/tower_financial_amounts.csv,12,LSH-OPCO-FFF-LOCAL-IT-BUDGET-RUN,Forge & Field Consumer Products FY26 run budget component,it_budget,run,committed,fy26,11764000,LSH-OPCO-FFF-LOCAL-IT-BUDGET,LSH-OPCO-FFF-LOCAL-IT-BUDGET,v7_entity_run_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-FFF-LOCAL-IT-BUDGET-RUN,,Component row; do not add to headline total separately.
LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-FFF,Forge & Field Consumer Products,lakeshore-industries,derived/tower_financial_amounts.csv,13,LSH-OPCO-FFF-LOCAL-IT-BUDGET-CHANGE,Forge & Field Consumer Products FY26 change budget component,it_budget,change,committed,fy26,5536000,LSH-OPCO-FFF-LOCAL-IT-BUDGET,LSH-OPCO-FFF-LOCAL-IT-BUDGET,v7_entity_change_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-FFF-LOCAL-IT-BUDGET-CHANGE,,Component row; do not add to headline total separately.
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,lakeshore-industries,derived/tower_financial_amounts.csv,14,LSH-OPCO-GLP-LOCAL-IT-BUDGET,Great Lakes Pantry Services local IT FY26 budget,it_budget,none,committed,fy26,11700000,LSH-OPCO-GLP-LOCAL-IT-BUDGET,,v7_entity_budget_spine_authoritative_envelope,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-GLP-LOCAL-IT-BUDGET,,Headline budget row; additive across corporate shared services and portfolio companies.
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,lakeshore-industries,derived/tower_financial_amounts.csv,15,LSH-OPCO-GLP-LOCAL-IT-BUDGET-RUN,Great Lakes Pantry Services FY26 run budget component,it_budget,run,committed,fy26,7956000,LSH-OPCO-GLP-LOCAL-IT-BUDGET,LSH-OPCO-GLP-LOCAL-IT-BUDGET,v7_entity_run_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-GLP-LOCAL-IT-BUDGET-RUN,,Component row; do not add to headline total separately.
LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-GLP,Great Lakes Pantry Services,lakeshore-industries,derived/tower_financial_amounts.csv,16,LSH-OPCO-GLP-LOCAL-IT-BUDGET-CHANGE,Great Lakes Pantry Services FY26 change budget component,it_budget,change,committed,fy26,3744000,LSH-OPCO-GLP-LOCAL-IT-BUDGET,LSH-OPCO-GLP-LOCAL-IT-BUDGET,v7_entity_change_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-GLP-LOCAL-IT-BUDGET-CHANGE,,Component row; do not add to headline total separately.
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,lakeshore-industries,derived/tower_financial_amounts.csv,17,LSH-OPCO-HPG-LOCAL-IT-BUDGET,HarborPoint Packaging Group local IT FY26 budget,it_budget,none,committed,fy26,25100000,LSH-OPCO-HPG-LOCAL-IT-BUDGET,,v7_entity_budget_spine_authoritative_envelope,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-HPG-LOCAL-IT-BUDGET,,Headline budget row; additive across corporate shared services and portfolio companies.
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,lakeshore-industries,derived/tower_financial_amounts.csv,18,LSH-OPCO-HPG-LOCAL-IT-BUDGET-RUN,HarborPoint Packaging Group FY26 run budget component,it_budget,run,committed,fy26,17068000,LSH-OPCO-HPG-LOCAL-IT-BUDGET,LSH-OPCO-HPG-LOCAL-IT-BUDGET,v7_entity_run_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-HPG-LOCAL-IT-BUDGET-RUN,,Component row; do not add to headline total separately.
LSH-OPCO-HPG,HarborPoint Packaging Group,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-HPG,HarborPoint Packaging Group,lakeshore-industries,derived/tower_financial_amounts.csv,19,LSH-OPCO-HPG-LOCAL-IT-BUDGET-CHANGE,HarborPoint Packaging Group FY26 change budget component,it_budget,change,committed,fy26,8032000,LSH-OPCO-HPG-LOCAL-IT-BUDGET,LSH-OPCO-HPG-LOCAL-IT-BUDGET,v7_entity_change_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-HPG-LOCAL-IT-BUDGET-CHANGE,,Component row; do not add to headline total separately.
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,lakeshore-industries,derived/tower_financial_amounts.csv,20,LSH-OPCO-RCF-LOCAL-IT-BUDGET,Riverton Components & Field Services local IT FY26 budget,it_budget,none,committed,fy26,28500000,LSH-OPCO-RCF-LOCAL-IT-BUDGET,,v7_entity_budget_spine_authoritative_envelope,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-RCF-LOCAL-IT-BUDGET,,Headline budget row; additive across corporate shared services and portfolio companies.
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,lakeshore-industries,derived/tower_financial_amounts.csv,21,LSH-OPCO-RCF-LOCAL-IT-BUDGET-RUN,Riverton Components & Field Services FY26 run budget component,it_budget,run,committed,fy26,19380000,LSH-OPCO-RCF-LOCAL-IT-BUDGET,LSH-OPCO-RCF-LOCAL-IT-BUDGET,v7_entity_run_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-RCF-LOCAL-IT-BUDGET-RUN,,Component row; do not add to headline total separately.
LSH-OPCO-RCF,Riverton Components & Field Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-RCF,Riverton Components & Field Services,lakeshore-industries,derived/tower_financial_amounts.csv,22,LSH-OPCO-RCF-LOCAL-IT-BUDGET-CHANGE,Riverton Components & Field Services FY26 change budget component,it_budget,change,committed,fy26,9120000,LSH-OPCO-RCF-LOCAL-IT-BUDGET,LSH-OPCO-RCF-LOCAL-IT-BUDGET,v7_entity_change_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-RCF-LOCAL-IT-BUDGET-CHANGE,,Component row; do not add to headline total separately.
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,lakeshore-industries,derived/tower_financial_amounts.csv,23,LSH-OPCO-KIS-LOCAL-IT-BUDGET,Keystone Industrial Services local IT FY26 budget,it_budget,none,committed,fy26,23400000,LSH-OPCO-KIS-LOCAL-IT-BUDGET,,v7_entity_budget_spine_authoritative_envelope,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-KIS-LOCAL-IT-BUDGET,,Headline budget row; additive across corporate shared services and portfolio companies.
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,lakeshore-industries,derived/tower_financial_amounts.csv,24,LSH-OPCO-KIS-LOCAL-IT-BUDGET-RUN,Keystone Industrial Services FY26 run budget component,it_budget,run,committed,fy26,15912000,LSH-OPCO-KIS-LOCAL-IT-BUDGET,LSH-OPCO-KIS-LOCAL-IT-BUDGET,v7_entity_run_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-KIS-LOCAL-IT-BUDGET-RUN,,Component row; do not add to headline total separately.
LSH-OPCO-KIS,Keystone Industrial Services,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-KIS,Keystone Industrial Services,lakeshore-industries,derived/tower_financial_amounts.csv,25,LSH-OPCO-KIS-LOCAL-IT-BUDGET-CHANGE,Keystone Industrial Services FY26 change budget component,it_budget,change,committed,fy26,7488000,LSH-OPCO-KIS-LOCAL-IT-BUDGET,LSH-OPCO-KIS-LOCAL-IT-BUDGET,v7_entity_change_budget_component,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,it_budget,LSH-OPCO-KIS-LOCAL-IT-BUDGET-CHANGE,,Component row; do not add to headline total separately.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,26,PROG-HOLDCO-001-shared-services-ai-servi,Shared services AI service desk FY26 committed budget,initiative_budget,none,committed,fy26,6200000,PROG-HOLDCO-001-shared-services-ai-servi,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-001-shared-services-ai-servi,,reduce Tier 1 HR/Finance/IT cases and improve employee experience
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,27,PROG-HOLDCO-001-shared-services-ai-servi-VALUE,Shared services AI service desk directional promised value,value,none,forecast,fy26,13020000,PROG-HOLDCO-001-shared-services-ai-servi,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-001-shared-services-ai-servi-VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,28,PROG-HOLDCO-001-shared-services-ai-servi-MEASURED,Shared services AI service desk directional measured value,value,none,actual,ytd,1116000,PROG-HOLDCO-001-shared-services-ai-servi,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-001-shared-services-ai-servi-MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,29,PROG-HOLDCO-002-kyriba-treasury-control-,Kyriba treasury control evidence FY26 committed budget,initiative_budget,none,committed,fy26,3800000,PROG-HOLDCO-002-kyriba-treasury-control-,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-002-kyriba-treasury-control-,,"cash visibility, bank connectivity, payment controls"
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,30,PROG-HOLDCO-002-kyriba-treasury-control--VALUE,Kyriba treasury control evidence directional promised value,value,none,forecast,fy26,7980000,PROG-HOLDCO-002-kyriba-treasury-control-,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-002-kyriba-treasury-control--VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,31,PROG-HOLDCO-002-kyriba-treasury-control--MEASURED,Kyriba treasury control evidence directional measured value,value,none,actual,ytd,684000,PROG-HOLDCO-002-kyriba-treasury-control-,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-002-kyriba-treasury-control--MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,32,PROG-HOLDCO-003-finance-close-automation,Finance close automation FY26 committed budget,initiative_budget,none,committed,fy26,4700000,PROG-HOLDCO-003-finance-close-automation,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-003-finance-close-automation,,reduce close cycle and reconciliation rework
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,33,PROG-HOLDCO-003-finance-close-automation-VALUE,Finance close automation directional promised value,value,none,forecast,fy26,9870000,PROG-HOLDCO-003-finance-close-automation,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-003-finance-close-automation-VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,34,PROG-HOLDCO-003-finance-close-automation-MEASURED,Finance close automation directional measured value,value,none,actual,ytd,376000,PROG-HOLDCO-003-finance-close-automation,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-003-finance-close-automation-MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,35,PROG-HOLDCO-004-legal-contract-ai-intake,Legal contract AI intake FY26 committed budget,initiative_budget,none,committed,fy26,2100000,PROG-HOLDCO-004-legal-contract-ai-intake,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-004-legal-contract-ai-intake,,"contract triage, clause review, outside counsel spend controls"
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,36,PROG-HOLDCO-004-legal-contract-ai-intake-VALUE,Legal contract AI intake directional promised value,value,none,forecast,fy26,4410000,PROG-HOLDCO-004-legal-contract-ai-intake,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-004-legal-contract-ai-intake-VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,37,PROG-HOLDCO-004-legal-contract-ai-intake-MEASURED,Legal contract AI intake directional measured value,value,none,actual,ytd,168000,PROG-HOLDCO-004-legal-contract-ai-intake,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-004-legal-contract-ai-intake-MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,38,PROG-HOLDCO-005-entity-spine-and-semanti,Entity spine and semantic data foundation FY26 committed budget,initiative_budget,none,committed,fy26,5400000,PROG-HOLDCO-005-entity-spine-and-semanti,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-005-entity-spine-and-semanti,,create governed entity/function/system/vendor spine
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,39,PROG-HOLDCO-005-entity-spine-and-semanti-VALUE,Entity spine and semantic data foundation directional promised value,value,none,forecast,fy26,11340000,PROG-HOLDCO-005-entity-spine-and-semanti,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-005-entity-spine-and-semanti-VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,40,PROG-HOLDCO-005-entity-spine-and-semanti-MEASURED,Entity spine and semantic data foundation directional measured value,value,none,actual,ytd,972000,PROG-HOLDCO-005-entity-spine-and-semanti,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-005-entity-spine-and-semanti-MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,41,PROG-HOLDCO-006-workday-employee-service,Workday employee service modernization FY26 committed budget,initiative_budget,none,committed,fy26,3200000,PROG-HOLDCO-006-workday-employee-service,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-006-workday-employee-service,,HR service catalog and knowledge automation
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,42,PROG-HOLDCO-006-workday-employee-service-VALUE,Workday employee service modernization directional promised value,value,none,forecast,fy26,6720000,PROG-HOLDCO-006-workday-employee-service,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-006-workday-employee-service-VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,43,PROG-HOLDCO-006-workday-employee-service-MEASURED,Workday employee service modernization directional measured value,value,none,actual,ytd,256000,PROG-HOLDCO-006-workday-employee-service,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-006-workday-employee-service-MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,44,PROG-HOLDCO-007-corporate-integration-an,Corporate integration and API modernization FY26 committed budget,initiative_budget,none,committed,fy26,2900000,PROG-HOLDCO-007-corporate-integration-an,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-007-corporate-integration-an,,reduce point-to-point integration fragility across OpCos
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,45,PROG-HOLDCO-007-corporate-integration-an-VALUE,Corporate integration and API modernization directional promised value,value,none,forecast,fy26,6090000,PROG-HOLDCO-007-corporate-integration-an,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-007-corporate-integration-an-VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,46,PROG-HOLDCO-007-corporate-integration-an-MEASURED,Corporate integration and API modernization directional measured value,value,none,actual,ytd,232000,PROG-HOLDCO-007-corporate-integration-an,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-007-corporate-integration-an-MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,47,PROG-HOLDCO-008-value-office-benefits-tr,Value office benefits tracking FY26 committed budget,initiative_budget,none,committed,fy26,1700000,PROG-HOLDCO-008-value-office-benefits-tr,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-HOLDCO-008-value-office-benefits-tr,,"connect technology spend to committed, forecast, and proven value"
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,48,PROG-HOLDCO-008-value-office-benefits-tr-VALUE,Value office benefits tracking directional promised value,value,none,forecast,fy26,3570000,PROG-HOLDCO-008-value-office-benefits-tr,,v7_program_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-008-value-office-benefits-tr-VALUE,,Directional synthetic value; client finance attestation required.
LSH-HOLDCO,Lakeshore Holdings,holdco,,,,,lakeshore-industries,derived/tower_financial_amounts.csv,49,PROG-HOLDCO-008-value-office-benefits-tr-MEASURED,Value office benefits tracking directional measured value,value,none,actual,ytd,136000,PROG-HOLDCO-008-value-office-benefits-tr,,v7_program_measured_value_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,value,PROG-HOLDCO-008-value-office-benefits-tr-MEASURED,,Directional synthetic measured value; client finance attestation required.
LSH-OPCO-NLS,Northline Supply Chain,portfolio_company,LSH-HOLDCO,Lakeshore Holdings,LSH-OPCO-NLS,Northline Supply Chain,lakeshore-industries,derived/tower_financial_amounts.csv,50,PROG-OPCO-NLS-001-northline-data-readiness,Northline data readiness and budget-to-value spine FY26 committed budget,initiative_budget,none,committed,fy26,1950000,PROG-OPCO-NLS-001-northline-data-readiness,,v7_program_budget_projection,lakeshore_v7_1_1_holdco_depth_20260706,tenant_file,initiative_budget,PROG-OPCO-NLS-001-northline-data-readiness,,"map local IT budget to systems, projects, owners, and proof of value"
