artifact_id,relative_path,wave,source_classification,artifact_purpose,synthetic_label,row_count,sha256
797082dea39ec06b,01-public-sources/06-public-strategy-summary.pdf,1,public,public-strategy-summary,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,6e162bbd4f417a80c54ec1f097ac14fed539a99e585b98f8536bdccfb14f5188
add04946bd42817c,01-public-sources/07-leadership-governance-page.html,1,public,leadership-governance-page,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,24049740579511f6a3b789797d194d122448923dd5a5861b69076968d7b8efd1
f2039d04e70d2477,01-public-sources/07-leadership-governance-page.pdf,1,public,leadership-governance-page,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,c074eb512f49c9faa0f3571a4aac7b517a40e8cadeb59eef3391793552ffe52b
ebd93bc1355e7e02,01-public-sources/08-facility-directory.html,1,public,facility-directory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,79c5c77ff138064ac455e2c405bdd93bb7d340cf08f8886e8dc0610d21d721c8
be8afead3c956bba,01-public-sources/08-facility-directory.pdf,1,public,facility-directory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,ef0a2ac400119f9c451f4fe7e8f254ed51ee023bb249b6880437382f698016c2
e35e72d6582cd582,01-public-sources/09-service-line-overview.html,1,public,service-line-overview,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,a566783eb757acedfba42ce7c97b59529c63d6c241d8d67ad5c9a324d9f9d1ed
55d7d3b586a30bf6,01-public-sources/09-service-line-overview.pdf,1,public,service-line-overview,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,595696ca42adcb3c96318c5b835f9ea323f561e43ef2b1b823b1504624490b5e
5286fd3c3f705fda,01-public-sources/10-quality-report.html,1,public,quality-report,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,744785142d3fb3588aaae126ab8dd0dcad7ab675f59c2aeda3992ff14e143163
3c0fde7794d843e5,01-public-sources/10-quality-report.pdf,1,public,quality-report,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,1bdc78b3d8a2515387423c4dba35beaca8cec7c45b1ed0945903d02498dd4a02
ecd4c7c0db60729c,01-public-sources/11-patient-access-material.html,1,public,patient-access-material,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,d33719dccae527b29858c6c801448b59f99dc250853aac8c19cb07025fcb01c0
91e7e5c115079ad9,01-public-sources/11-patient-access-material.pdf,1,public,patient-access-material,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,f751838f1e31ac00fd1b10492080fc19062d46e0da306b5e55752c2474512010
c7af3f1969ea9f99,01-public-sources/12-public-technology-announcement.html,1,public,public-technology-announcement,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,8558560135c80000f386589ca4f54aea132f4a30ac1a5e8eb5f1dcd144d24cf8
f237f590010fdab9,01-public-sources/12-public-technology-announcement.pdf,1,public,public-technology-announcement,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,a125303c1ec5d299e9cf174353767197d877a17e5955d10cf4e37210df3e43ad
3d0731a8f24c1325,01-public-sources/13-partnership-affiliation-announcement.html,1,public,partnership-affiliation-announcement,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,11c004e1d7861f1497e6510bba9147fc4760fda0de0e681358d3a5addead1767
bbdb4be66e795ac3,01-public-sources/13-partnership-affiliation-announcement.pdf,1,public,partnership-affiliation-announcement,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,c9c16a4abda6d39f7ede0c8dd209174f9a2358e77a4c9fb14b812f639d1fa197
197289136f1a6add,01-public-sources/14-public-risk-disclosures.html,1,public,public-risk-disclosures,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,c3d01394de4ffd7b9130663255474045556476fe5c5ab59597ebd1d938187514
dadca3126a527d86,01-public-sources/14-public-risk-disclosures.pdf,1,public,public-risk-disclosures,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,5e2d7ab84149d62c6cf8c8d991d69ff18f45f90bd392cbf6b10e42322263b493
d589cb8a4a7c84da,01-public-sources/15-digital-front-door-overview.html,1,public,digital-front-door-overview,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,d6d9505c1b51644d321d294f6db8ba488d3074a573276a000d46a21c39136712
9bcb3ec385c41ea0,01-public-sources/15-digital-front-door-overview.pdf,1,public,digital-front-door-overview,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,d002c91a0582a6d2aa807bd4350a4e2f8fec1cc097f3e5b3458668e1d497e01c
9ef71779024d3cf4,01-public-sources/16-population-health-summary.html,1,public,population-health-summary,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,e76f73c457f12382c6a874f6dadd91b364425e963d38391c21ddbdf2a066007b
1098ccfadbbdd77b,01-public-sources/16-population-health-summary.pdf,1,public,population-health-summary,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,9bde2f0fdef54e47e527fd37c617d1949b1821520f4ad9a8454d20028465befb
9b56d3c6f7cb3ac6,01-public-sources/17-workforce-community-update.html,1,public,workforce-community-update,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,cff4dafdfcc5b996adbb3d038ca8aa89770d37355631eadf7ee8ac292960b437
541a7e378adf72df,01-public-sources/17-workforce-community-update.pdf,1,public,workforce-community-update,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,319731323e7e24a3fddcb9a06033a2b5aa0d3e337390b5d0105eff030f5317c2
10484248cbeadf2f,01-public-sources/18-data-and-ai-public-principles.html,1,public,data-and-ai-public-principles,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,6f8d0d3bcc695fa1fc68e2a13d691cd90684f6c912a849271e4efa03cb81dc3a
3427ce59544472d7,01-public-sources/18-data-and-ai-public-principles.pdf,1,public,data-and-ai-public-principles,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,8fc55f165cca0224750552d5596998c002a4e9aed8ea5abdfb0badc461bf5ca8
d26f26d5b9be53ab,02-internal-documents/01-enterprise-strategy.docx,2,internal narrative,enterprise-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,825213713a8bf8b2ae08ad285e2a3e6f68ea2c16ef331deaa6d2cb22de867985
a10cac0ea43fef72,02-internal-documents/01-enterprise-strategy.pptx,2,internal presentation,enterprise-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,063383f3734c77974ca6fbcb708c446cde93c4c5a5c7a87d181d7bb3762cbf47
3cb2f6334b085f9f,02-internal-documents/02-it-strategy.docx,2,internal narrative,it-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,332f94b0076033539cc5a7bfd5a874ecefcb11252bab9ffa42cce389f8dec2c6
65164a51a94e32e0,02-internal-documents/03-data-and-analytics-strategy.docx,2,internal narrative,data-and-analytics-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,f9b0ddc874010d38b227caf66f105f96363518a152ed642a0068e1fc949d9140
d824a78792b19046,02-internal-documents/04-ai-strategy-governance.docx,2,internal narrative,ai-strategy-governance,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,a2cae652adb5cf8b0a82b5490cbd875dedb7af36ec7d92fff3d7ab3c8e3cd31b
fcb034032d6a5875,02-internal-documents/05-cloud-strategy.docx,2,internal narrative,cloud-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,848bdb37500b9a8f325c651bec5bbe0fb01ca7e70c25fd1201d844cf9b72acd3
64756f648ca2f122,02-internal-documents/06-data-center-strategy.docx,2,internal narrative,data-center-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,4e28fd0a80ab614df1ec2724d8a32aecd12507755deff379a80fda09a15b50be
d631969f4fe68225,02-internal-documents/07-cybersecurity-roadmap.docx,2,internal narrative,cybersecurity-roadmap,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,40ef09d99ba4bcbdf5369673c7b44f6eef5579d10928cbcdb02ac12fed7675b9
df3102bd3520e97e,02-internal-documents/08-enterprise-architecture.docx,2,internal narrative,enterprise-architecture,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,ceacfd948f7df62687228b82bb9f5b93f77323e7bb7ae2d3da7b453c28fedc83
e508f15b14b453cd,02-internal-documents/09-application-rationalization.docx,2,internal narrative,application-rationalization,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,3f96105e278d620696bbf224c3bdd7fcc98de8ceaf8d96506cb5677e67ff0551
8118843e136382fb,02-internal-documents/10-digital-front-door-strategy.docx,2,internal narrative,digital-front-door-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,1b9ca0df301afc5de8176486adbd7904e7ba795a608d888cb0c7fd37db720f85
ec114c744bab4e7a,02-internal-documents/11-revenue-cycle-transformation.docx,2,internal narrative,revenue-cycle-transformation,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,8e1f8681037de87fcb169db8516873315126f30129f28c10765f1361e43b40d3
2c80db113e6bc39e,02-internal-documents/12-clinical-capacity-workforce-plan.docx,2,internal narrative,clinical-capacity-workforce-plan,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,5ef54bbdef4c6945175560aca1ac09cef591a128a6cf4aac92bd1bbaedb28299
74903349532cd9ea,02-internal-documents/13-managed-services-strategy.docx,2,internal narrative,managed-services-strategy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,65954b1237b2920ebfbb6bd7eeafd06e15210cdaea147955dc25439303c3cb7e
8e734d288ad6e57e,02-internal-documents/14-portfolio-review.docx,2,internal narrative,portfolio-review,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,fb10485b6920a50526d676a95bc7d74c1ed47434c6e997eec011631638408ce1
41d5882dc98a2e39,02-internal-documents/15-risk-committee-material.docx,2,internal narrative,risk-committee-material,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,cf1ac408af1f7e43d38f7c6b53756c43db71eb334752e4b0feb696891ca91ce7
742587836e118e51,02-internal-documents/16-data-governance-charter.docx,2,internal narrative,data-governance-charter,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,0974cfe4dca194fe52637364c346eefe100903f9e41a469097ef34a932958e69
8ab3b3b127122948,02-internal-documents/17-bi-modernization-assessment.docx,2,internal narrative,bi-modernization-assessment,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,4231a53e9f87bbda63c80e6f3691ceb142bbd9d6ce9f864f12b8dd7382026f3f
d4c81812504181fd,02-internal-documents/18-target-state-architecture.docx,2,internal narrative,target-state-architecture,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,12897af9f3c2c5a2e98705f5a120d9b2aed3c95bd24ebfd65dbedd82577c3f57
4cbc16cb57ec881d,02-internal-documents/18-target-state-architecture.pptx,2,internal presentation,target-state-architecture,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,16dff649a5f29e0813e8ea3988367941c95e2c3e64805a97ca9d130542208908
cef610ecd5f88a83,02-internal-documents/19-integration-modernization-plan.docx,2,internal narrative,integration-modernization-plan,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,2efd6bf5b0e89a11219a7d5b4338229bdd68ff9a4e0256772871b79a829eb10d
426c010d01e950c6,02-internal-documents/20-identity-and-access-roadmap.docx,2,internal narrative,identity-and-access-roadmap,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,18a78e9e2bc3b9c4b182b6990318dc73df1090d629731cfb5e400a0698d9406c
1a23cf5271f899a9,02-internal-documents/21-clinical-quality-improvement-plan.docx,2,internal narrative,clinical-quality-improvement-plan,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,0fa3f3157f8fc86451342461e9c4649298d1600b1bb46313529c51ddf9d223b7
d3fd2e421e3b0678,02-internal-documents/22-health-plan-operations-plan.docx,2,internal narrative,health-plan-operations-plan,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,2612d0b278889cfe7f95c36d098baba6efcbf3a3589e9672a09e766361d9bade
c3e18ee270a3ce65,02-internal-documents/23-contact-center-modernization.docx,2,internal narrative,contact-center-modernization,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,49e23af62a661ab0ba26ede8eaa26f33878946ee74c2a179f9a5d7bf659c9e43
4b5ac1478b4b5041,02-internal-documents/24-finops-operating-model.docx,2,internal narrative,finops-operating-model,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,d91334def9faf5eb4b389d8acbcd57c5b9c73dfb4f788c997d91f37992e20fa5
dd1a24bcd0e23b6c,02-internal-documents/25-vendor-consolidation-plan.docx,2,internal narrative,vendor-consolidation-plan,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,d3b25b66af9493e50a5a59aee1631088d8288456ce020d225a51a266ec7122e6
16afef98df1cc40c,02-internal-documents/26-change-management-plan.docx,2,internal narrative,change-management-plan,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,ad9512951e296228175f6601f4554b11d92a20491103beb65bdbfa012e9e6cd7
f89cc643aafb2fe0,02-internal-documents/27-model-risk-governance.docx,2,internal narrative,model-risk-governance,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,2d073b20b174c86ebaeb2752f1c98345f16eb9fc0a25a68f48e08045188cc735
eed9a806b178723e,02-internal-documents/28-service-line-growth-plan.docx,2,internal narrative,service-line-growth-plan,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,a84cfa8dc165f83f2216b87039887838c9a4e8e334e9487973d5939d8ae3487d
5e5c9f0cfcbe2d92,02-internal-documents/29-enterprise-kpi-playbook.docx,2,internal narrative,enterprise-kpi-playbook,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,3d3bb9959a7a1eef73302d632f08cc74d1eec0a044996c6553078a979927ed72
f50441bcaed57478,02-internal-documents/30-ai-value-realization-review.docx,2,internal narrative,ai-value-realization-review,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,9b017e0f91a2cfd7b0391657cbadd736edde304971291a3df1274ec3048a070d
c4af06a113ebea72,02-internal-documents/30-ai-value-realization-review.pptx,2,internal presentation,ai-value-realization-review,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,aa379cf00489901a2840f5acb5126b2cbcc0e11563805f5362c42fe259163f70
cb1e7d082359439d,02-internal-documents/31-enterprise-architecture-relationship-map.svg,2,internal diagram,31-enterprise-architecture-relationship-map,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,7c308e9806c5fd9fcfc08a4fb6b439599d7c6c8ceac34cdb6c244f04e0ddfe66
c0d3927bc05429d5,02-internal-documents/32-operating-model-organization-map.svg,2,internal diagram,32-operating-model-organization-map,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,151f1d98bdf20c539e765d806d6b70c8d31583c144086ff4b0bff3905a832a24
2cd77a9f34421fac,04-interviews/01-ceo-president-interview.docx,4,interview,CEO President,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,f28eedd7af6f5f78d1cd458791d8b438e6db52762cc7f831cb587d6cda06040a
29368641d9c5ae53,04-interviews/01-ceo-president-interview.metadata.json,4,interview metadata,CEO President,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,a6da1317bd415132d707a72a64d7646d2814303005f4411a9d133f0a9e3a5889
71f12b2ece88648b,04-interviews/02-cfo-interview.docx,4,interview,CFO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,0890434046595c42c68a6ca5f3b5c8ffd4e8ecd5da87e13ee6925918b5e3f8f3
ddb7ae9b286a41c9,04-interviews/02-cfo-interview.metadata.json,4,interview metadata,CFO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,857189dba1e7653dcfb61f1db0bb47a38cfea09d451498f2e9068b631926dcbe
c38fe5697728cd08,04-interviews/03-coo-interview.docx,4,interview,COO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,7469ba437b715b323646b3cd0a86ccb50c661a0d4a3621bc0d6040427de72be1
b7b925e18511f639,04-interviews/03-coo-interview.metadata.json,4,interview metadata,COO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,3afb88a2672e52306f4c63ab9c91d86370a0249a2df3cddde360367a5902a7ef
d1a210554ff1cdfb,04-interviews/04-cio-interview.docx,4,interview,CIO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,fa7d8076081e53f5d4ba35a5e5b7dbfa9d61ed6e3d2c5b00198905e42ba9ec5e
4398d77abb458ef8,04-interviews/04-cio-interview.metadata.json,4,interview metadata,CIO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,62491962663707584cf095735ef93063cb3123b141f2db7890c0cb276343322e
705bb9572d48b905,04-interviews/05-cto-interview.docx,4,interview,CTO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,0d94135da6237065e58df63216bc6f6891323d22a04230a0b32ecc5ef94de3fb
2738f0ab12f0a514,04-interviews/05-cto-interview.metadata.json,4,interview metadata,CTO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,5809cda34c0d047200f3b3892970fd706c3e98ab30e8d48cc2676c397eb8a5f9
adebf934e9be9dd8,04-interviews/06-cdo-chief-analytics-officer-interview.docx,4,interview,CDO Chief Analytics Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,c964198fb508a2d7aef6e6153895bea7afd71c6c515cdc96a37424a2af2bbb70
b13685a3c5a3fd3c,04-interviews/06-cdo-chief-analytics-officer-interview.metadata.json,4,interview metadata,CDO Chief Analytics Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,ed195d9338804aecff84ba48d127fb2cc36d24cba71beb69ccf128709e258423
3a8ffa800e00a974,04-interviews/07-ciso-privacy-interview.docx,4,interview,CISO Privacy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,b036fd91e3d51a54992c721f184cd1a7d9fe4b4f8c13d7a5d618219a5393cc68
7af490e6786a200a,04-interviews/07-ciso-privacy-interview.metadata.json,4,interview metadata,CISO Privacy,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,3c5b3a90f59656757b027ae90239ba14458c8d477407250e36672832620fcc4c
366c4615c881cb9b,04-interviews/08-chro-interview.docx,4,interview,CHRO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,a9af0ca1bcf9e61ae06bb57d8b557706ed86535b8840e25d79215ce11a5f6dee
60c77b6850bf342e,04-interviews/08-chro-interview.metadata.json,4,interview metadata,CHRO,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,871f6fa6e96beba36586cc81c5dcea68ad5027ea21b562f5da7e9ecabf6fbd31
584c108ae79a4e4c,04-interviews/09-chief-medical-officer-interview.docx,4,interview,Chief Medical Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,ef722ebc43d84f1845423031f32ecd7e3d45b66e3ccc0ca7ce5b8179a97d5a97
98c696a552e43c31,04-interviews/09-chief-medical-officer-interview.metadata.json,4,interview metadata,Chief Medical Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,9e7baa207e8fdd9cc550a7dff843f30582c5cbd3708cf7af2eb08134b45845a3
be99df68522c1f91,04-interviews/10-chief-nursing-officer-interview.docx,4,interview,Chief Nursing Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,dbd238c8fbaf442eb57924a8fb19fa009d3e594f7139fbc218280f8239923bfc
ff9e5c2b773bcdb3,04-interviews/10-chief-nursing-officer-interview.metadata.json,4,interview metadata,Chief Nursing Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,4ffc79e4e4d5b1ed1cb114b6ec23b26a1efab76076630c4f9350a2ab345a977f
7ef6f67c734e76a2,04-interviews/11-chief-quality-officer-interview.docx,4,interview,Chief Quality Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,f1cc2831ee5a14006740d5657c874cc4db0bece284d6fca4837fb7e14ebe94f5
c1869b650c66f8ba,04-interviews/11-chief-quality-officer-interview.metadata.json,4,interview metadata,Chief Quality Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,5ecfaf3352283d3e1eb5c8201ecdf985d8913acf6c2e49b9772b16b42c877bc6
96fb98ba165d1ff7,04-interviews/12-chief-digital-consumer-officer-interview.docx,4,interview,Chief Digital Consumer Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,9e1e9c1decd5ba03bb89d239fa31050a290fced5e8d97386b1ebd73b50ce40a8
78962185436a80cf,04-interviews/12-chief-digital-consumer-officer-interview.metadata.json,4,interview metadata,Chief Digital Consumer Officer,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,8eee7ce68a46e274252ccc8d8256dcbbfeac355d836dfe20c352394fd3055df3
975530a33ea65a0e,04-interviews/13-enterprise-architecture-interview.docx,4,interview,Enterprise Architecture,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,f85bd9a1b210b97af702b52aa0cf203579ac3ef12ee4b683f9c2f4492fa69dcb
37ef48714f9ba5db,04-interviews/13-enterprise-architecture-interview.metadata.json,4,interview metadata,Enterprise Architecture,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,9a1a456012a6e34688b5c9988729ab91c04140dfce7a50bb4ee1b08e350db748
fde5f0508b22aabd,04-interviews/14-applications-interview.docx,4,interview,Applications,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,286bf836953462587e8c21fab049e1a6dbbf7ea106abad7969e656509b5585ad
c1b846b079133f86,04-interviews/14-applications-interview.metadata.json,4,interview metadata,Applications,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,7dba1b556eb7f45c064091af72bab15b4e4889fb7456cdcd256039887e1f9d9b
805556bacace8486,04-interviews/15-infrastructure-cloud-data-center-interview.docx,4,interview,Infrastructure Cloud Data Center,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,9999b7961a4667385d2695441c616b0607e1384b3ef042119a48aac3489e2f34
2b6e5fc6aadb0797,04-interviews/15-infrastructure-cloud-data-center-interview.metadata.json,4,interview metadata,Infrastructure Cloud Data Center,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,d63308db059acc090afe81a9f0eaa535b5d42c4fea79fbd04ce8b0af5ace1889
8585a0a9dfb0564a,04-interviews/16-data-engineering-interview.docx,4,interview,Data Engineering,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,f0e2ceb60c26ba268a46a476e3e4dda49488b4b1d6727b60c679af0df35d78be
46da4d75e274d4c7,04-interviews/16-data-engineering-interview.metadata.json,4,interview metadata,Data Engineering,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,3ddd96accce1f72cac03fa35507a17d7a7e8c63acfeb0f1b82582386b7c338a2
42604bc30013898a,04-interviews/17-analytics-bi-interview.docx,4,interview,Analytics BI,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,32f5c502a54b1854f579314f4e976b65902a59336c869850c9d16b93d880e90a
979f8cf8ddf44b1d,04-interviews/17-analytics-bi-interview.metadata.json,4,interview metadata,Analytics BI,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,14f84c373d77b8cf41817b9b9561f1a9d2a44e9e0e7aece6b8db560f37d702fe
c50a69605ad3c4e5,04-interviews/18-it-operations-interview.docx,4,interview,IT Operations,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,5641c9cc2b5dce7f9a723ca6045b05ac9690eb3399d287edc40d67ce503cfb4c
9ebca4aa2a9c0054,04-interviews/18-it-operations-interview.metadata.json,4,interview metadata,IT Operations,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,77ebf8808bc18b58d957c8500546c445c48e2172580a65b1160bda5f74937fad
b8891df040f34488,04-interviews/19-procurement-vendor-management-interview.docx,4,interview,Procurement Vendor Management,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,2bbba16cb159222746e65ab26031f0abf7c529a38d383a60e34102e61fc459ee
46234784068203b9,04-interviews/19-procurement-vendor-management-interview.metadata.json,4,interview metadata,Procurement Vendor Management,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,de193c42d25a22a06e3e08c7faa27630ec6d05e06f920939f6e0171825fc2773
fe0d51901d149289,04-interviews/20-pmo-transformation-interview.docx,4,interview,PMO Transformation,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,d73ed6e586865c61f6a8bbc76ddecea4a67867053e7dd8757bd3367dff5329e8
b2160a144004712b,04-interviews/20-pmo-transformation-interview.metadata.json,4,interview metadata,PMO Transformation,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",,a7df70d3514634a65f622c7df07e2be6a814c00f933d2bc52c2a09591a5e2163
