tenantKey,relationshipId,sourceRowNumber,rawRelationshipType,normalizedRelationshipType,fromObjectType,fromObjectName,fromNodeId,toObjectType,toObjectName,toNodeId,evidenceBasis,confidence,knownGaps,quarantineReasons,disposition
first-capital-financial,FCF-12-00022,23,blocked_by,,vendor_contract,fraud detection platform,,vendor_contract,Fraud alert triage copilot,,FCF-EVID-07222,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00023,24,owned_by,OWNED_BY,risk_control,AML/KYC case management,,metric_outcome,Finance and GL Modernization,,FCF-EVID-07223,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00024,25,supports,SUPPORTS,metric_outcome,CRM and banker desktop,,data_asset,Contact center agent assist,,FCF-EVID-07224,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00025,26,depends_on,DEPENDS_ON,application_system,contact center platform,,program_initiative,Payments Platform Resilience,,FCF-EVID-07225,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00026,27,feeds,FEEDS,data_asset,mobile banking platform,,ai_use_case,Loan document intake automation,,FCF-EVID-07226,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00027,28,funds,FUNDS,program_initiative,online banking platform,,risk_control,Core Banking Simplification,,FCF-EVID-07227,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00028,29,blocked_by,,vendor_contract,cloud lakehouse foundation,,vendor_contract,Wealth advisor research assistant,,FCF-EVID-07228,high,model risk management evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00029,30,owned_by,OWNED_BY,risk_control,enterprise risk platform,,metric_outcome,Regulatory Reporting Automation,,FCF-EVID-07229,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00030,31,supports,SUPPORTS,metric_outcome,general ledger and ERP,,data_asset,Branch workforce knowledge assistant,,FCF-EVID-07230,medium,explainability evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00031,32,depends_on,DEPENDS_ON,application_system,identity and access management,,program_initiative,Cloud Resilience and Zero Trust,,FCF-EVID-07231,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00032,33,feeds,FEEDS,data_asset,model risk management system,,ai_use_case,Model risk documentation assistant,,FCF-EVID-07232,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00033,34,funds,FUNDS,program_initiative,regulatory reporting platform,,risk_control,Wealth Advisor Desktop Modernization,,FCF-EVID-07233,high,data retention evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00034,35,blocked_by,,vendor_contract,document management platform,,vendor_contract,Fraud alert triage copilot,,FCF-EVID-07234,medium,access controls evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00035,36,owned_by,OWNED_BY,risk_control,core banking platform,,metric_outcome,Finance and GL Modernization,,FCF-EVID-07235,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00036,37,supports,SUPPORTS,metric_outcome,loan origination platform,,data_asset,Contact center agent assist,,FCF-EVID-07236,high,customer consent evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00037,38,depends_on,DEPENDS_ON,application_system,card processing platform,,program_initiative,Payments Platform Resilience,,FCF-EVID-07237,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00038,39,feeds,FEEDS,data_asset,payments hub,,ai_use_case,Loan document intake automation,,FCF-EVID-07238,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00039,40,funds,FUNDS,program_initiative,ACH and wire operations,,risk_control,Core Banking Simplification,,FCF-EVID-07239,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00040,41,blocked_by,,vendor_contract,fraud detection platform,,vendor_contract,Wealth advisor research assistant,,FCF-EVID-07240,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00041,42,owned_by,OWNED_BY,risk_control,AML/KYC case management,,metric_outcome,Regulatory Reporting Automation,,FCF-EVID-07241,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00042,43,supports,SUPPORTS,metric_outcome,CRM and banker desktop,,data_asset,Branch workforce knowledge assistant,,FCF-EVID-07242,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00043,44,depends_on,DEPENDS_ON,application_system,contact center platform,,program_initiative,Cloud Resilience and Zero Trust,,FCF-EVID-07243,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00044,45,feeds,FEEDS,data_asset,mobile banking platform,,ai_use_case,Model risk documentation assistant,,FCF-EVID-07244,high,model risk management evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00045,46,funds,FUNDS,program_initiative,online banking platform,,risk_control,Wealth Advisor Desktop Modernization,,FCF-EVID-07245,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00046,47,blocked_by,,vendor_contract,cloud lakehouse foundation,,vendor_contract,Fraud alert triage copilot,,FCF-EVID-07246,medium,explainability evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00047,48,owned_by,OWNED_BY,risk_control,enterprise risk platform,,metric_outcome,Finance and GL Modernization,,FCF-EVID-07247,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00048,49,supports,SUPPORTS,metric_outcome,general ledger and ERP,,data_asset,Contact center agent assist,,FCF-EVID-07248,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00049,50,depends_on,DEPENDS_ON,application_system,identity and access management,,program_initiative,Payments Platform Resilience,,FCF-EVID-07249,high,data retention evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00050,51,feeds,FEEDS,data_asset,model risk management system,,ai_use_case,Loan document intake automation,,FCF-EVID-07250,medium,access controls evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00051,52,funds,FUNDS,program_initiative,regulatory reporting platform,,risk_control,Core Banking Simplification,,FCF-EVID-07251,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00052,53,blocked_by,,vendor_contract,document management platform,,vendor_contract,Wealth advisor research assistant,,FCF-EVID-07252,high,customer consent evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00053,54,owned_by,OWNED_BY,risk_control,core banking platform,,metric_outcome,Regulatory Reporting Automation,,FCF-EVID-07253,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00054,55,supports,SUPPORTS,metric_outcome,loan origination platform,,data_asset,Branch workforce knowledge assistant,,FCF-EVID-07254,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00055,56,depends_on,DEPENDS_ON,application_system,card processing platform,,program_initiative,Cloud Resilience and Zero Trust,,FCF-EVID-07255,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00056,57,feeds,FEEDS,data_asset,payments hub,,ai_use_case,Model risk documentation assistant,,FCF-EVID-07256,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00057,58,funds,FUNDS,program_initiative,ACH and wire operations,,risk_control,Wealth Advisor Desktop Modernization,,FCF-EVID-07257,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00058,59,blocked_by,,vendor_contract,fraud detection platform,,vendor_contract,Fraud alert triage copilot,,FCF-EVID-07258,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00059,60,owned_by,OWNED_BY,risk_control,AML/KYC case management,,metric_outcome,Finance and GL Modernization,,FCF-EVID-07259,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00060,61,supports,SUPPORTS,metric_outcome,CRM and banker desktop,,data_asset,Contact center agent assist,,FCF-EVID-07260,high,model risk management evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00061,62,depends_on,DEPENDS_ON,application_system,contact center platform,,program_initiative,Payments Platform Resilience,,FCF-EVID-07261,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00062,63,feeds,FEEDS,data_asset,mobile banking platform,,ai_use_case,Loan document intake automation,,FCF-EVID-07262,medium,explainability evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00063,64,funds,FUNDS,program_initiative,online banking platform,,risk_control,Core Banking Simplification,,FCF-EVID-07263,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00064,65,blocked_by,,vendor_contract,cloud lakehouse foundation,,vendor_contract,Wealth advisor research assistant,,FCF-EVID-07264,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00065,66,owned_by,OWNED_BY,risk_control,enterprise risk platform,,metric_outcome,Regulatory Reporting Automation,,FCF-EVID-07265,high,data retention evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00066,67,supports,SUPPORTS,metric_outcome,general ledger and ERP,,data_asset,Branch workforce knowledge assistant,,FCF-EVID-07266,medium,access controls evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00067,68,depends_on,DEPENDS_ON,application_system,identity and access management,,program_initiative,Cloud Resilience and Zero Trust,,FCF-EVID-07267,medium,audit logging evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00068,69,feeds,FEEDS,data_asset,model risk management system,,ai_use_case,Model risk documentation assistant,,FCF-EVID-07268,high,customer consent evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00069,70,funds,FUNDS,program_initiative,regulatory reporting platform,,risk_control,Wealth Advisor Desktop Modernization,,FCF-EVID-07269,high,regulatory reporting accuracy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00070,71,blocked_by,,vendor_contract,document management platform,,vendor_contract,Fraud alert triage copilot,,FCF-EVID-07270,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00071,72,owned_by,OWNED_BY,risk_control,core banking platform,,metric_outcome,Finance and GL Modernization,,FCF-EVID-07271,medium,third-party risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00072,73,supports,SUPPORTS,metric_outcome,loan origination platform,,data_asset,Contact center agent assist,,FCF-EVID-07272,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00073,74,depends_on,DEPENDS_ON,application_system,card processing platform,,program_initiative,Payments Platform Resilience,,FCF-EVID-07273,high,fraud loss evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00074,75,feeds,FEEDS,data_asset,payments hub,,ai_use_case,Loan document intake automation,,FCF-EVID-07274,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00075,76,funds,FUNDS,program_initiative,ACH and wire operations,,risk_control,Core Banking Simplification,,FCF-EVID-07275,medium,cloud exit and resilience evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00076,77,blocked_by,,vendor_contract,fraud detection platform,,vendor_contract,Wealth advisor research assistant,,FCF-EVID-07276,high,model risk management evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00077,78,owned_by,OWNED_BY,risk_control,AML/KYC case management,,metric_outcome,Regulatory Reporting Automation,,FCF-EVID-07277,high,fair lending and bias evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00078,79,supports,SUPPORTS,metric_outcome,CRM and banker desktop,,data_asset,Branch workforce knowledge assistant,,FCF-EVID-07278,medium,explainability evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00079,80,depends_on,DEPENDS_ON,application_system,contact center platform,,program_initiative,Cloud Resilience and Zero Trust,,FCF-EVID-07279,medium,GLBA privacy evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00080,81,feeds,FEEDS,data_asset,mobile banking platform,,ai_use_case,Model risk documentation assistant,,FCF-EVID-07280,high,PCI DSS evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00081,82,funds,FUNDS,program_initiative,online banking platform,,risk_control,Wealth Advisor Desktop Modernization,,FCF-EVID-07281,high,data retention evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
first-capital-financial,FCF-12-00082,83,blocked_by,,vendor_contract,cloud lakehouse foundation,,vendor_contract,Fraud alert triage copilot,,FCF-EVID-07282,medium,access controls evidence requires owner validation; source is synthetic and candidate-only Promoted from candidate after local structural validation; still requires client/source-owner certification.,unknown-relationship-type:blocked_by; unresolved-from-node; unresolved-to-node,quarantined-no-graph-materialization
