vendor_id,vendor_name,scope,annual_run_rate_usd,renewal_date,criticality,notes,source_file,source_row,value_source
CON-00001,SAP,Managed Service,85440000,2026-09-04,critical,tower=Network; owner=CDO; utilization=91; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,2,tenant_file
CON-00019,Dell EMC,Consumption Commit,137280000,2024-06-03,critical,tower=Security; owner=VP Infrastructure; utilization=89; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,20,tenant_file
CON-00020,Fortinet,SaaS Subscription,86320000,2024-12-20,critical,tower=ERP; owner=CTO; utilization=69; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,21,tenant_file
CON-00021,Databricks,SaaS Subscription,76620000,2025-11-06,critical,tower=Digital; owner=CIO; utilization=77; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,22,tenant_file
CON-00022,NetApp,Managed Service,139370000,2026-08-28,critical,tower=Cloud; owner=VP Engineering; utilization=56; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,23,tenant_file
CON-00023,SAP,SaaS Subscription,113150000,2027-05-02,critical,tower=Data & Analytics; owner=CISO; utilization=42; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,24,tenant_file
CON-00024,Accenture,Capacity Reservation,94450000,2025-04-16,critical,tower=Mainframe; owner=CISO; utilization=78; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,25,tenant_file
CON-00025,Databricks,Enterprise Agreement,113090000,2027-02-01,critical,tower=Digital; owner=Chief Digital Officer; utilization=48; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,26,tenant_file
CON-00026,Cisco,Capacity Reservation,31530000,2027-03-22,critical,tower=Data & Analytics; owner=CFO; utilization=64; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,27,tenant_file
CON-00027,ServiceNow,Managed Service,46960000,2026-02-26,critical,tower=Mainframe; owner=CTO; utilization=98; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,28,tenant_file
CON-00028,Fortinet,Perpetual License,11230000,2027-07-28,important,tower=EUC; owner=VP Data; utilization=28; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,29,tenant_file
CON-00029,Oracle,Professional Services,87250000,2028-02-13,critical,tower=Integration; owner=Chief Digital Officer; utilization=28; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,30,tenant_file
CON-00030,Infosys,Consumption Commit,58460000,2027-06-05,critical,tower=Security; owner=CIO; utilization=49; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,31,tenant_file
CON-00031,NetApp,Capacity Reservation,8940000,2025-01-31,important,tower=Mainframe; owner=CIO; utilization=40; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,32,tenant_file
CON-00032,Snowflake,Managed Service,32549999,2025-12-17,critical,tower=Mainframe; owner=CFO; utilization=49; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,33,tenant_file
CON-00033,Snowflake,Consumption Commit,112930000,2026-11-04,critical,tower=Security; owner=CDO; utilization=100; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,34,tenant_file
CON-00034,Palo Alto,SaaS Subscription,7930000,2026-04-15,important,tower=Cloud; owner=CISO; utilization=100; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,35,tenant_file
CON-00035,ServiceNow,Professional Services,32049999,2023-08-04,critical,tower=Mainframe; owner=VP Infrastructure; utilization=62; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,36,tenant_file
CON-00036,Dell EMC,Managed Service,21830000,2025-08-18,critical,tower=Digital; owner=VP Infrastructure; utilization=54; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,37,tenant_file
CON-00037,Accenture,SaaS Subscription,26310000,2028-04-25,critical,tower=Digital; owner=Chief Digital Officer; utilization=83; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,38,tenant_file
CON-00038,SAP,Capacity Reservation,122140000,2026-04-23,critical,tower=Digital; owner=Chief Digital Officer; utilization=98; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,39,tenant_file
CON-00039,Microsoft,Professional Services,68910000,2026-12-26,critical,tower=Mainframe; owner=VP Engineering; utilization=36; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,40,tenant_file
CON-00040,SAP,Professional Services,10760000,2030-08-14,important,tower=Integration; owner=COO; utilization=86; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,41,tenant_file
CON-00041,ServiceNow,Support & Maintenance,23010000,2025-10-27,critical,tower=ERP; owner=VP Engineering; utilization=26; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,42,tenant_file
CON-00042,Databricks,Support & Maintenance,32110000,2026-10-24,critical,tower=Security; owner=VP Engineering; utilization=25; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,43,tenant_file
CON-00043,ServiceNow,Enterprise Agreement,80350000,2027-02-20,critical,tower=Network; owner=CDO; utilization=45; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,44,tenant_file
CON-00044,Fortinet,Enterprise Agreement,7610000,2026-03-21,important,tower=ERP; owner=Chief Digital Officer; utilization=37; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,45,tenant_file
CON-00045,NetApp,Capacity Reservation,136780000,2027-04-24,critical,tower=EUC; owner=CTO; utilization=32; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,46,tenant_file
CON-00046,Amadeus,Consumption Commit,114070000,2024-11-26,critical,tower=Mainframe; owner=CTO; utilization=64; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,47,tenant_file
CON-00047,Sabre,Enterprise Agreement,29260000,2026-03-26,critical,tower=Cloud; owner=COO; utilization=48; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,48,tenant_file
CON-00048,ServiceNow,SaaS Subscription,30770000,2029-09-01,critical,tower=Security; owner=COO; utilization=75; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,49,tenant_file
CON-00049,TCS,Managed Service,2360000,2026-11-24,important,tower=Cloud; owner=Chief Digital Officer; utilization=92; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,50,tenant_file
CON-00050,Workday,Consumption Commit,87780000,2028-09-05,critical,tower=Mainframe; owner=CFO; utilization=94; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,51,tenant_file
CON-00051,Fortinet,Perpetual License,98200000,2025-01-30,critical,tower=ERP; owner=CDO; utilization=90; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,52,tenant_file
CON-00052,NetApp,Support & Maintenance,104060000,2027-05-15,critical,tower=Integration; owner=COO; utilization=35; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,53,tenant_file
CON-00053,MuleSoft,Consumption Commit,113750000,2028-08-02,critical,tower=Network; owner=CFO; utilization=85; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,54,tenant_file
CON-00054,Infosys,Consumption Commit,39330000,2029-05-06,critical,tower=Mainframe; owner=VP Infrastructure; utilization=34; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,55,tenant_file
CON-00055,Workday,SaaS Subscription,137480000,2026-03-18,critical,tower=Network; owner=CFO; utilization=90; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,56,tenant_file
CON-00056,Oracle,Managed Service,23210000,2025-10-31,critical,tower=Integration; owner=VP Data; utilization=23; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,57,tenant_file
CON-00057,Amadeus,Managed Service,138080000,2027-10-08,critical,tower=Cloud; owner=VP Engineering; utilization=45; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,58,tenant_file
CON-00058,Sabre,SaaS Subscription,47140000,2025-04-27,critical,tower=Cloud; owner=CIO; utilization=78; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,59,tenant_file
CON-00059,NetApp,Managed Service,63320000,2026-11-17,critical,tower=Cloud; owner=VP Engineering; utilization=67; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,60,tenant_file
CON-00060,Cisco,Consumption Commit,118290000,2028-09-20,critical,tower=Data & Analytics; owner=CDO; utilization=84; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,61,tenant_file
CON-00061,ServiceNow,Consumption Commit,86300000,2025-07-24,critical,tower=Network; owner=CIO; utilization=34; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,62,tenant_file
CON-00062,IBM,Professional Services,134009999,2028-03-23,critical,tower=Network; owner=CIO; utilization=60; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,63,tenant_file
CON-00063,NetApp,Consumption Commit,112960000,2030-01-16,critical,tower=Mainframe; owner=CISO; utilization=26; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,64,tenant_file
CON-00064,Palo Alto,Perpetual License,23660000,2024-12-22,critical,tower=ERP; owner=VP Engineering; utilization=81; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,65,tenant_file
CON-00065,Palo Alto,SaaS Subscription,58950000,2025-12-19,critical,tower=Cloud; owner=VP Engineering; utilization=54; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,66,tenant_file
CON-00066,Fortinet,Managed Service,127340000,2023-11-22,critical,tower=EUC; owner=COO; utilization=78; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,67,tenant_file
CON-00067,TCS,Managed Service,120170000,2025-12-25,critical,tower=Mainframe; owner=CDO; utilization=69; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,68,tenant_file
CON-00068,SAP,Capacity Reservation,98580000,2026-11-12,critical,tower=Security; owner=CIO; utilization=95; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,69,tenant_file
CON-00069,Microsoft,Perpetual License,84830000,2029-01-01,critical,tower=Network; owner=CIO; utilization=81; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,70,tenant_file
CON-00070,Snowflake,Professional Services,3820000,2026-12-05,important,tower=Network; owner=Chief Digital Officer; utilization=87; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,71,tenant_file
CON-00071,Accenture,Support & Maintenance,104030000,2026-12-27,critical,tower=Security; owner=CDO; utilization=20; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,72,tenant_file
CON-00072,TCS,Professional Services,83510000,2026-10-30,critical,tower=ERP; owner=CIO; utilization=67; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,73,tenant_file
CON-00073,Workday,Managed Service,32920000,2026-02-11,critical,tower=EUC; owner=CTO; utilization=57; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,74,tenant_file
CON-00074,AWS,Capacity Reservation,19530000,2025-12-22,important,tower=Integration; owner=CDO; utilization=87; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,75,tenant_file
CON-00075,TCS,Enterprise Agreement,30010000,2025-08-28,critical,tower=ERP; owner=CTO; utilization=45; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,76,tenant_file
CON-00076,Snowflake,SaaS Subscription,105020000,2028-12-06,critical,tower=Integration; owner=Chief Digital Officer; utilization=33; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,77,tenant_file
CON-00077,IBM,SaaS Subscription,52620000,2029-03-17,critical,tower=Data & Analytics; owner=CTO; utilization=61; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,78,tenant_file
CON-00078,IBM,Perpetual License,79170000,2029-03-27,critical,tower=ERP; owner=Chief Digital Officer; utilization=28; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,79,tenant_file
CON-00079,AWS,Professional Services,27950000,2025-09-19,critical,tower=Digital; owner=COO; utilization=23; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,80,tenant_file
CON-00080,MuleSoft,Enterprise Agreement,4810000,2028-07-17,important,tower=EUC; owner=Chief Digital Officer; utilization=55; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,81,tenant_file
CON-00081,MuleSoft,Professional Services,70400000,2026-12-03,critical,tower=Data & Analytics; owner=CISO; utilization=37; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,82,tenant_file
CON-00082,TCS,Perpetual License,78050000,2026-09-13,critical,tower=EUC; owner=COO; utilization=49; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,83,tenant_file
CON-00083,Oracle,Professional Services,68300000,2028-04-18,critical,tower=Integration; owner=CTO; utilization=78; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,84,tenant_file
CON-00084,Salesforce,Capacity Reservation,11220000,2027-04-25,important,tower=Integration; owner=CTO; utilization=95; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,85,tenant_file
CON-00085,NetApp,Perpetual License,76370000,2026-08-27,critical,tower=Integration; owner=VP Data; utilization=48; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,86,tenant_file
CON-00086,Informatica,Consumption Commit,74310000,2029-01-03,critical,tower=Digital; owner=VP Infrastructure; utilization=98; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,87,tenant_file
CON-00087,Salesforce,SaaS Subscription,135210000,2028-08-17,critical,tower=Digital; owner=CISO; utilization=58; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,88,tenant_file
CON-00088,TCS,Managed Service,18050000,2024-12-12,important,tower=Digital; owner=VP Infrastructure; utilization=73; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,89,tenant_file
CON-00089,MuleSoft,Capacity Reservation,2020000,2028-06-04,important,tower=Digital; owner=CFO; utilization=55; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,90,tenant_file
CON-00090,Accenture,Enterprise Agreement,114050000,2026-12-24,critical,tower=Integration; owner=CIO; utilization=96; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,91,tenant_file
CON-00091,Cisco,SaaS Subscription,61490000,2023-11-19,critical,tower=Security; owner=CFO; utilization=27; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,92,tenant_file
CON-00092,TCS,Managed Service,43440000,2029-11-30,critical,tower=Cloud; owner=CFO; utilization=85; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,93,tenant_file
CON-00093,Informatica,Professional Services,48060000,2023-04-26,critical,tower=Network; owner=CTO; utilization=97; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,94,tenant_file
CON-00094,Infosys,Support & Maintenance,87920000,2028-07-06,critical,tower=Data & Analytics; owner=CTO; utilization=68; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,95,tenant_file
CON-00095,Snowflake,Capacity Reservation,44330000,2025-06-04,critical,tower=Digital; owner=CISO; utilization=99; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,96,tenant_file
CON-00096,TCS,Capacity Reservation,91900000,2026-09-01,critical,tower=Network; owner=COO; utilization=32; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,97,tenant_file
CON-00097,VMware,Capacity Reservation,123930000,2028-01-07,critical,tower=Cloud; owner=VP Data; utilization=89; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,98,tenant_file
CON-00098,Fortinet,Managed Service,1180000,2025-04-10,important,tower=Cloud; owner=CISO; utilization=37; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,99,tenant_file
CON-00099,IBM,Enterprise Agreement,72640000,2025-11-25,critical,tower=EUC; owner=VP Engineering; utilization=57; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,100,tenant_file
CON-00100,TCS,Managed Service,77470000,2028-01-14,critical,tower=Data & Analytics; owner=VP Engineering; utilization=50; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,101,tenant_file
CON-00101,NetApp,Support & Maintenance,41240000,2025-07-12,critical,tower=Digital; owner=CTO; utilization=70; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,102,tenant_file
CON-00102,Cisco,Professional Services,101970000,2026-06-15,critical,tower=Network; owner=CDO; utilization=53; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,103,tenant_file
CON-00103,TCS,Perpetual License,66239999,2028-05-18,critical,tower=EUC; owner=CIO; utilization=73; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,104,tenant_file
CON-00104,Informatica,Perpetual License,28320000,2027-04-02,critical,tower=Cloud; owner=VP Data; utilization=84; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,105,tenant_file
CON-00105,SAP,Enterprise Agreement,53600000,2023-10-18,critical,tower=EUC; owner=VP Data; utilization=53; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,106,tenant_file
CON-00106,Infosys,Support & Maintenance,106130000,2026-11-10,critical,tower=Cloud; owner=CISO; utilization=30; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,107,tenant_file
CON-00107,Sabre,Managed Service,7440000,2027-09-18,important,tower=Cloud; owner=CTO; utilization=54; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,108,tenant_file
CON-00108,Snowflake,Support & Maintenance,10840000,2023-10-01,important,tower=Digital; owner=VP Infrastructure; utilization=53; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,109,tenant_file
CON-00109,Red Hat,Managed Service,25430000,2023-09-12,critical,tower=Network; owner=Chief Digital Officer; utilization=82; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,110,tenant_file
CON-00110,Salesforce,Enterprise Agreement,40670000,2030-02-12,critical,tower=Security; owner=VP Infrastructure; utilization=90; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,111,tenant_file
CON-00111,Cisco,Enterprise Agreement,118090000,2027-01-21,critical,tower=ERP; owner=COO; utilization=23; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,112,tenant_file
CON-00112,Accenture,Managed Service,52580000,2025-09-01,critical,tower=ERP; owner=CISO; utilization=47; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,113,tenant_file
CON-00113,Infosys,Managed Service,125340000,2026-10-31,critical,tower=Digital; owner=VP Infrastructure; utilization=38; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,114,tenant_file
CON-00114,VMware,Perpetual License,58560000,2027-11-23,critical,tower=EUC; owner=CISO; utilization=94; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,115,tenant_file
CON-00115,VMware,Support & Maintenance,50890000,2027-02-26,critical,tower=Network; owner=VP Data; utilization=23; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,116,tenant_file
CON-00116,Cisco,Consumption Commit,107410000,2029-01-04,critical,tower=ERP; owner=CTO; utilization=40; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,117,tenant_file
CON-00117,VMware,Managed Service,76130000,2028-11-03,critical,tower=ERP; owner=VP Engineering; utilization=60; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,118,tenant_file
CON-00118,Informatica,Consumption Commit,35630000,2026-07-03,critical,tower=Integration; owner=CISO; utilization=96; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,119,tenant_file
CON-00119,Teradata,Professional Services,15420000,2026-06-28,important,tower=Data & Analytics; owner=CDO; utilization=83; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,120,tenant_file
CON-00120,VMware,Professional Services,28150000,2027-09-15,critical,tower=Network; owner=CFO; utilization=78; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,121,tenant_file
CON-00121,ServiceNow,Perpetual License,62500000,2026-05-23,critical,tower=Data & Analytics; owner=COO; utilization=74; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,122,tenant_file
CON-00122,IBM,Capacity Reservation,126810000,2026-02-18,critical,tower=Cloud; owner=CIO; utilization=94; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,123,tenant_file
CON-00123,Microsoft,Capacity Reservation,41000000,2027-05-13,critical,tower=Integration; owner=VP Infrastructure; utilization=99; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,124,tenant_file
CON-00124,Fortinet,Enterprise Agreement,61680000,2028-05-10,critical,tower=Mainframe; owner=VP Data; utilization=30; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,125,tenant_file
CON-00125,Workday,Professional Services,46960000,2030-04-26,critical,tower=Data & Analytics; owner=VP Data; utilization=26; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,126,tenant_file
CON-00126,VMware,Professional Services,5200000,2026-01-16,important,tower=Data & Analytics; owner=VP Infrastructure; utilization=35; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,127,tenant_file
CON-00127,ServiceNow,Perpetual License,74060000,2027-03-04,critical,tower=ERP; owner=Chief Digital Officer; utilization=55; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,128,tenant_file
CON-00128,VMware,Consumption Commit,129250000,2026-01-07,critical,tower=ERP; owner=CIO; utilization=80; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,129,tenant_file
CON-00129,Cisco,Managed Service,11170000,2027-01-14,important,tower=Mainframe; owner=VP Data; utilization=41; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,130,tenant_file
CON-00130,Microsoft,Managed Service,91460000,2026-03-09,critical,tower=Data & Analytics; owner=COO; utilization=46; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,131,tenant_file
CON-00131,Fortinet,Perpetual License,59430000,2029-01-18,critical,tower=EUC; owner=VP Engineering; utilization=67; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,132,tenant_file
CON-00132,Microsoft,SaaS Subscription,32330000,2028-09-14,critical,tower=Security; owner=VP Infrastructure; utilization=52; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,133,tenant_file
CON-00133,MuleSoft,Capacity Reservation,129160000,2028-01-14,critical,tower=Mainframe; owner=COO; utilization=42; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,134,tenant_file
CON-00134,AWS,SaaS Subscription,46690000,2027-02-18,critical,tower=Cloud; owner=VP Data; utilization=24; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,135,tenant_file
CON-00135,Oracle,Consumption Commit,92770000,2025-09-11,critical,tower=Security; owner=COO; utilization=40; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,136,tenant_file
CON-00136,Cisco,Support & Maintenance,16890000,2029-06-17,important,tower=Mainframe; owner=CISO; utilization=23; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,137,tenant_file
CON-00137,Workday,Perpetual License,24810000,2024-11-07,critical,tower=Data & Analytics; owner=CIO; utilization=72; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,138,tenant_file
CON-00138,Workday,Professional Services,104420000,2024-09-09,critical,tower=Security; owner=CIO; utilization=79; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,139,tenant_file
