tenant_key,domain_key,field,active_nonempty_count,active_row_count,active_nonempty_rate,content_quality_status,provenance_status,remediation,predecessor_available,predecessor_substantive_rate
apex-retail,02,org_unit,50,50,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,parent_org_unit,0,50,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,leader_name_or_role,50,50,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,role_level,0,50,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,decision_rights,50,50,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,owned_functions,0,50,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,owned_systems,50,50,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,owned_data_domains,0,50,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,02,location_scope,0,50,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,persona_or_role,12,12,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,function_name,12,12,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,role_count,0,12,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,location_model,0,12,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,employment_type,0,12,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,vendor_supported,0,12,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,skills,0,12,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,pain_points,0,12,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,03,automation_opportunity,12,12,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,system_name,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,system_type,0,122,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,system_category,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,business_function,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,system_scope,0,122,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,deployment_model,0,122,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,hosting_location,0,122,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,lifecycle_state,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,criticality,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,business_owner,0,122,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,technology_owner,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,vendor,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,data_domains,122,122,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,interfaces_count,0,122,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,04,current_state_or_target_state,0,122,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,data_asset_name,235,235,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,data_domain,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,source_system,235,235,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,target_system,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,integration_type,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,platform_or_database,235,235,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,current_state_or_target_state,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,refresh_frequency,235,235,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,data_owner,235,235,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,data_steward,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,quality_status,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,regulated_data_flag,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,05,analytics_usage,0,235,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,vendor_name,100,100,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,contract_name,100,100,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,service_category,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,business_owner,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,contract_owner,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,annual_spend_usd,100,100,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,term_start,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,term_end,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,renewal_date,100,100,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,commercial_model,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,supported_systems,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,supported_functions,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,07,risk_rating,0,100,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,spend_category,8,8,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,cost_center_or_owner,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,annual_spend_usd,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,run_change_transform_split,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,vendor_internal_split,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,value_driver,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,savings_opportunity_usd,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,calculation_basis,8,8,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,ai_tagged_budget_usd,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,08,budget_repair_status,2,8,0.2500,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,program_name,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,business_sponsor,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,technology_owner,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,objective,0,80,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,scope,0,80,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,status,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,phase,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,target_outcomes,0,80,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,dependencies,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,risks,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,budget_usd,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,09,expected_value_usd,80,80,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,use_case_name,58,58,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,business_function,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,process_area,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,ai_pattern,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,current_status,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,value_hypothesis,58,58,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,required_data,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,required_systems,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,human_approval_points,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,10,risk_controls,0,58,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,risk_or_control_name,135,135,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,risk_domain,0,135,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,business_function,0,135,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,systems_impacted,0,135,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,severity,135,135,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,likelihood,0,135,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,control_owner,0,135,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,control_status,135,135,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,evidence_required,0,135,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,11,mitigation_plan,0,135,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,from_object_type,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,from_object_name,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,relationship_type,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,to_object_type,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,to_object_name,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,relationship_strength,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,evidence_basis,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,current_state_or_target_state,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,record_id,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,evidence_id,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,source_row_id,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,dimension_key,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,dimension_name,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,active_candidate_status,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,candidate_contract_version,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,load_run_id,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,generated_at,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,generation_method,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,source_basis,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,12,truth_statement,1713,1713,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,13,source_type,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,source_owner,9,9,1.0000,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,as_of_date,9,9,1.0000,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,confidentiality,9,9,1.0000,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,domains_covered,9,9,1.0000,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,row_count_or_pages,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,quality_notes,9,9,1.0000,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,approved_for_loading,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,evidence_id,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,business_name,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,context_item,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,dimension,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,evidence_type,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,evidence_location,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,evidence_owner,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,evidence_boundary,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,13,module_usage_notes,8,9,0.8889,canonical_sufficient,registered_source_field_loss,usable_but_migration_defect_requires_repair,no,
apex-retail,14,metric_name,108,108,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,metric_domain,0,108,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,business_function,0,108,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,definition,108,108,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,baseline_value,0,108,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,baseline_period,0,108,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,target_value,0,108,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,owner,108,108,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,data_source,108,108,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,14,calculation_basis,108,108,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,15,pattern_name,107,107,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,15,industry,0,107,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,15,business_context,0,107,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,15,applicability,0,107,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,15,evidence_basis,107,107,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,15,caveats,107,107,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,16,lens_name,5,5,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,16,expert_role,5,5,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,16,questions_to_answer,0,5,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,16,required_inputs,0,5,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,16,decision_use,0,5,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
apex-retail,16,limitations,5,5,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,entity_name,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,industry,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,sub_industry,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,revenue_usd,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,employee_count,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,headquarters,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,operating_regions,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,business_model,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,customer_segments,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,mission,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,vision,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,strategic_priorities,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,leadership_team,1,1,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,current_state_notes,0,1,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,00,target_state_notes,0,1,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,function_name,27,27,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,parent_function,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,executive_owner,27,27,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,business_capabilities,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,criticality,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,annual_budget_usd,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,fte_count,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,outsourced_support,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,current_state_notes,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,01,target_state_notes,0,27,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,org_unit,65,65,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,parent_org_unit,0,65,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,leader_name_or_role,65,65,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,role_level,0,65,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,decision_rights,65,65,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,owned_functions,0,65,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,owned_systems,65,65,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,owned_data_domains,0,65,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,02,location_scope,0,65,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,persona_or_role,16,16,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,function_name,16,16,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,role_count,0,16,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,location_model,0,16,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,employment_type,0,16,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,vendor_supported,0,16,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,skills,0,16,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,pain_points,0,16,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,03,automation_opportunity,16,16,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,system_name,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,system_type,0,212,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,system_category,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,business_function,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,system_scope,0,212,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,deployment_model,0,212,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,hosting_location,0,212,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,lifecycle_state,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,criticality,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,business_owner,0,212,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,technology_owner,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,vendor,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,data_domains,212,212,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,interfaces_count,0,212,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,04,current_state_or_target_state,0,212,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,data_asset_name,114,114,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,data_domain,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,source_system,114,114,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,target_system,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,integration_type,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,platform_or_database,114,114,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,current_state_or_target_state,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,refresh_frequency,114,114,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,data_owner,114,114,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,data_steward,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,quality_status,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,regulated_data_flag,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,05,analytics_usage,0,114,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,vendor_name,120,120,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,contract_name,120,120,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,service_category,0,120,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,business_owner,0,120,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,contract_owner,0,120,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,annual_spend_usd,120,120,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,term_start,0,120,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,term_end,0,120,0.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
first-capital-financial,07,renewal_date,120,120,1.0000,canonical_sufficient,canonical_only_no_predecessor,ready,no,
