Metric_ID,Function,Owning_CXO,Metric_Name,Definition,Unit,Current_Value,Target_Value,Value_Stream_ID,Primary_Capability_ID
FIRSTCAPITAL-MET-0026,value_capture,CFO,First Capital Financial benefit realization against committed value metric 26,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,65.0,83.0,VS-010,CAP-026
FIRSTCAPITAL-MET-0027,cycle_time,COO,First Capital Financial elapsed time for target process metric 27,Tracks elapsed time for target process for the priority transformation portfolio.,percent,66.0,84.0,VS-011,CAP-027
FIRSTCAPITAL-MET-0028,risk_posture,CRO,First Capital Financial open control and governance pressure metric 28,Tracks open control and governance pressure for the priority transformation portfolio.,usd,67.0,85.0,VS-012,CAP-028
FIRSTCAPITAL-MET-0029,adoption,CIO,First Capital Financial active usage of changed workflow metric 29,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,68.0,86.0,VS-013,CAP-029
FIRSTCAPITAL-MET-0030,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 30,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,69.0,87.0,VS-014,CAP-030
FIRSTCAPITAL-MET-0031,value_capture,CFO,First Capital Financial benefit realization against committed value metric 31,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,70.0,88.0,VS-015,CAP-031
FIRSTCAPITAL-MET-0032,cycle_time,COO,First Capital Financial elapsed time for target process metric 32,Tracks elapsed time for target process for the priority transformation portfolio.,percent,71.0,89.0,VS-016,CAP-032
FIRSTCAPITAL-MET-0033,risk_posture,CRO,First Capital Financial open control and governance pressure metric 33,Tracks open control and governance pressure for the priority transformation portfolio.,percent,72.0,90.0,VS-001,CAP-033
FIRSTCAPITAL-MET-0034,adoption,CIO,First Capital Financial active usage of changed workflow metric 34,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,73.0,91.0,VS-002,CAP-034
FIRSTCAPITAL-MET-0035,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 35,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,74.0,92.0,VS-003,CAP-035
FIRSTCAPITAL-MET-0036,value_capture,CFO,First Capital Financial benefit realization against committed value metric 36,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,75.0,93.0,VS-004,CAP-036
FIRSTCAPITAL-MET-0037,cycle_time,COO,First Capital Financial elapsed time for target process metric 37,Tracks elapsed time for target process for the priority transformation portfolio.,usd,76.0,94.0,VS-005,CAP-037
FIRSTCAPITAL-MET-0038,risk_posture,CRO,First Capital Financial open control and governance pressure metric 38,Tracks open control and governance pressure for the priority transformation portfolio.,percent,40.0,95.0,VS-006,CAP-038
FIRSTCAPITAL-MET-0039,adoption,CIO,First Capital Financial active usage of changed workflow metric 39,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,41.0,96.0,VS-007,CAP-039
FIRSTCAPITAL-MET-0040,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 40,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,42.0,97.0,VS-008,CAP-040
FIRSTCAPITAL-MET-0041,value_capture,CFO,First Capital Financial benefit realization against committed value metric 41,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,43.0,98.0,VS-009,CAP-001
FIRSTCAPITAL-MET-0042,cycle_time,COO,First Capital Financial elapsed time for target process metric 42,Tracks elapsed time for target process for the priority transformation portfolio.,percent,44.0,58.0,VS-010,CAP-002
FIRSTCAPITAL-MET-0043,risk_posture,CRO,First Capital Financial open control and governance pressure metric 43,Tracks open control and governance pressure for the priority transformation portfolio.,usd,45.0,59.0,VS-011,CAP-003
FIRSTCAPITAL-MET-0044,adoption,CIO,First Capital Financial active usage of changed workflow metric 44,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,46.0,60.0,VS-012,CAP-004
FIRSTCAPITAL-MET-0045,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 45,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,47.0,61.0,VS-013,CAP-005
FIRSTCAPITAL-MET-0046,value_capture,CFO,First Capital Financial benefit realization against committed value metric 46,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,48.0,62.0,VS-014,CAP-006
FIRSTCAPITAL-MET-0047,cycle_time,COO,First Capital Financial elapsed time for target process metric 47,Tracks elapsed time for target process for the priority transformation portfolio.,percent,49.0,63.0,VS-015,CAP-007
FIRSTCAPITAL-MET-0048,risk_posture,CRO,First Capital Financial open control and governance pressure metric 48,Tracks open control and governance pressure for the priority transformation portfolio.,percent,50.0,64.0,VS-016,CAP-008
FIRSTCAPITAL-MET-0049,adoption,CIO,First Capital Financial active usage of changed workflow metric 49,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,51.0,65.0,VS-001,CAP-009
FIRSTCAPITAL-MET-0050,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 50,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,52.0,66.0,VS-002,CAP-010
FIRSTCAPITAL-MET-0051,value_capture,CFO,First Capital Financial benefit realization against committed value metric 51,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,53.0,67.0,VS-003,CAP-011
FIRSTCAPITAL-MET-0052,cycle_time,COO,First Capital Financial elapsed time for target process metric 52,Tracks elapsed time for target process for the priority transformation portfolio.,usd,54.0,68.0,VS-004,CAP-012
FIRSTCAPITAL-MET-0053,risk_posture,CRO,First Capital Financial open control and governance pressure metric 53,Tracks open control and governance pressure for the priority transformation portfolio.,percent,55.0,69.0,VS-005,CAP-013
FIRSTCAPITAL-MET-0054,adoption,CIO,First Capital Financial active usage of changed workflow metric 54,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,56.0,70.0,VS-006,CAP-014
FIRSTCAPITAL-MET-0055,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 55,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,57.0,71.0,VS-007,CAP-015
FIRSTCAPITAL-MET-0056,value_capture,CFO,First Capital Financial benefit realization against committed value metric 56,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,58.0,72.0,VS-008,CAP-016
FIRSTCAPITAL-MET-0057,cycle_time,COO,First Capital Financial elapsed time for target process metric 57,Tracks elapsed time for target process for the priority transformation portfolio.,percent,59.0,73.0,VS-009,CAP-017
FIRSTCAPITAL-MET-0058,risk_posture,CRO,First Capital Financial open control and governance pressure metric 58,Tracks open control and governance pressure for the priority transformation portfolio.,usd,60.0,74.0,VS-010,CAP-018
FIRSTCAPITAL-MET-0059,adoption,CIO,First Capital Financial active usage of changed workflow metric 59,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,61.0,75.0,VS-011,CAP-019
FIRSTCAPITAL-MET-0060,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 60,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,62.0,76.0,VS-012,CAP-020
FIRSTCAPITAL-MET-0061,value_capture,CFO,First Capital Financial benefit realization against committed value metric 61,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,63.0,77.0,VS-013,CAP-021
FIRSTCAPITAL-MET-0062,cycle_time,COO,First Capital Financial elapsed time for target process metric 62,Tracks elapsed time for target process for the priority transformation portfolio.,percent,64.0,78.0,VS-014,CAP-022
FIRSTCAPITAL-MET-0063,risk_posture,CRO,First Capital Financial open control and governance pressure metric 63,Tracks open control and governance pressure for the priority transformation portfolio.,percent,65.0,79.0,VS-015,CAP-023
FIRSTCAPITAL-MET-0064,adoption,CIO,First Capital Financial active usage of changed workflow metric 64,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,66.0,80.0,VS-016,CAP-024
FIRSTCAPITAL-MET-0065,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 65,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,67.0,81.0,VS-001,CAP-025
FIRSTCAPITAL-MET-0066,value_capture,CFO,First Capital Financial benefit realization against committed value metric 66,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,68.0,82.0,VS-002,CAP-026
FIRSTCAPITAL-MET-0067,cycle_time,COO,First Capital Financial elapsed time for target process metric 67,Tracks elapsed time for target process for the priority transformation portfolio.,usd,69.0,83.0,VS-003,CAP-027
FIRSTCAPITAL-MET-0068,risk_posture,CRO,First Capital Financial open control and governance pressure metric 68,Tracks open control and governance pressure for the priority transformation portfolio.,percent,70.0,84.0,VS-004,CAP-028
FIRSTCAPITAL-MET-0069,adoption,CIO,First Capital Financial active usage of changed workflow metric 69,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,71.0,85.0,VS-005,CAP-029
FIRSTCAPITAL-MET-0070,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 70,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,72.0,86.0,VS-006,CAP-030
FIRSTCAPITAL-MET-0071,value_capture,CFO,First Capital Financial benefit realization against committed value metric 71,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,73.0,87.0,VS-007,CAP-031
FIRSTCAPITAL-MET-0072,cycle_time,COO,First Capital Financial elapsed time for target process metric 72,Tracks elapsed time for target process for the priority transformation portfolio.,percent,74.0,88.0,VS-008,CAP-032
FIRSTCAPITAL-MET-0073,risk_posture,CRO,First Capital Financial open control and governance pressure metric 73,Tracks open control and governance pressure for the priority transformation portfolio.,usd,75.0,89.0,VS-009,CAP-033
FIRSTCAPITAL-MET-0074,adoption,CIO,First Capital Financial active usage of changed workflow metric 74,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,76.0,90.0,VS-010,CAP-034
FIRSTCAPITAL-MET-0075,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 75,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,40.0,91.0,VS-011,CAP-035
FIRSTCAPITAL-MET-0076,value_capture,CFO,First Capital Financial benefit realization against committed value metric 76,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,41.0,92.0,VS-012,CAP-036
FIRSTCAPITAL-MET-0077,cycle_time,COO,First Capital Financial elapsed time for target process metric 77,Tracks elapsed time for target process for the priority transformation portfolio.,percent,42.0,93.0,VS-013,CAP-037
FIRSTCAPITAL-MET-0078,risk_posture,CRO,First Capital Financial open control and governance pressure metric 78,Tracks open control and governance pressure for the priority transformation portfolio.,percent,43.0,94.0,VS-014,CAP-038
FIRSTCAPITAL-MET-0079,adoption,CIO,First Capital Financial active usage of changed workflow metric 79,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,44.0,95.0,VS-015,CAP-039
FIRSTCAPITAL-MET-0080,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 80,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,45.0,96.0,VS-016,CAP-040
FIRSTCAPITAL-MET-0081,value_capture,CFO,First Capital Financial benefit realization against committed value metric 81,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,46.0,97.0,VS-001,CAP-001
FIRSTCAPITAL-MET-0082,cycle_time,COO,First Capital Financial elapsed time for target process metric 82,Tracks elapsed time for target process for the priority transformation portfolio.,usd,47.0,98.0,VS-002,CAP-002
FIRSTCAPITAL-MET-0083,risk_posture,CRO,First Capital Financial open control and governance pressure metric 83,Tracks open control and governance pressure for the priority transformation portfolio.,percent,48.0,58.0,VS-003,CAP-003
FIRSTCAPITAL-MET-0084,adoption,CIO,First Capital Financial active usage of changed workflow metric 84,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,49.0,59.0,VS-004,CAP-004
FIRSTCAPITAL-MET-0085,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 85,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,50.0,60.0,VS-005,CAP-005
FIRSTCAPITAL-MET-0086,value_capture,CFO,First Capital Financial benefit realization against committed value metric 86,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,51.0,61.0,VS-006,CAP-006
FIRSTCAPITAL-MET-0087,cycle_time,COO,First Capital Financial elapsed time for target process metric 87,Tracks elapsed time for target process for the priority transformation portfolio.,percent,52.0,62.0,VS-007,CAP-007
FIRSTCAPITAL-MET-0088,risk_posture,CRO,First Capital Financial open control and governance pressure metric 88,Tracks open control and governance pressure for the priority transformation portfolio.,usd,53.0,63.0,VS-008,CAP-008
FIRSTCAPITAL-MET-0089,adoption,CIO,First Capital Financial active usage of changed workflow metric 89,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,54.0,64.0,VS-009,CAP-009
FIRSTCAPITAL-MET-0090,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 90,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,55.0,65.0,VS-010,CAP-010
FIRSTCAPITAL-MET-0091,value_capture,CFO,First Capital Financial benefit realization against committed value metric 91,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,56.0,66.0,VS-011,CAP-011
FIRSTCAPITAL-MET-0092,cycle_time,COO,First Capital Financial elapsed time for target process metric 92,Tracks elapsed time for target process for the priority transformation portfolio.,percent,57.0,67.0,VS-012,CAP-012
FIRSTCAPITAL-MET-0093,risk_posture,CRO,First Capital Financial open control and governance pressure metric 93,Tracks open control and governance pressure for the priority transformation portfolio.,percent,58.0,68.0,VS-013,CAP-013
FIRSTCAPITAL-MET-0094,adoption,CIO,First Capital Financial active usage of changed workflow metric 94,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,59.0,69.0,VS-014,CAP-014
FIRSTCAPITAL-MET-0095,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 95,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,60.0,70.0,VS-015,CAP-015
FIRSTCAPITAL-MET-0096,value_capture,CFO,First Capital Financial benefit realization against committed value metric 96,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,61.0,71.0,VS-016,CAP-016
FIRSTCAPITAL-MET-0097,cycle_time,COO,First Capital Financial elapsed time for target process metric 97,Tracks elapsed time for target process for the priority transformation portfolio.,usd,62.0,72.0,VS-001,CAP-017
FIRSTCAPITAL-MET-0098,risk_posture,CRO,First Capital Financial open control and governance pressure metric 98,Tracks open control and governance pressure for the priority transformation portfolio.,percent,63.0,73.0,VS-002,CAP-018
FIRSTCAPITAL-MET-0099,adoption,CIO,First Capital Financial active usage of changed workflow metric 99,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,64.0,74.0,VS-003,CAP-019
FIRSTCAPITAL-MET-0100,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 100,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,65.0,75.0,VS-004,CAP-020
FIRSTCAPITAL-MET-0101,value_capture,CFO,First Capital Financial benefit realization against committed value metric 101,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,66.0,76.0,VS-005,CAP-021
FIRSTCAPITAL-MET-0102,cycle_time,COO,First Capital Financial elapsed time for target process metric 102,Tracks elapsed time for target process for the priority transformation portfolio.,percent,67.0,77.0,VS-006,CAP-022
FIRSTCAPITAL-MET-0103,risk_posture,CRO,First Capital Financial open control and governance pressure metric 103,Tracks open control and governance pressure for the priority transformation portfolio.,usd,68.0,78.0,VS-007,CAP-023
FIRSTCAPITAL-MET-0104,adoption,CIO,First Capital Financial active usage of changed workflow metric 104,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,69.0,79.0,VS-008,CAP-024
FIRSTCAPITAL-MET-0105,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 105,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,70.0,80.0,VS-009,CAP-025
FIRSTCAPITAL-MET-0106,value_capture,CFO,First Capital Financial benefit realization against committed value metric 106,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,71.0,81.0,VS-010,CAP-026
FIRSTCAPITAL-MET-0107,cycle_time,COO,First Capital Financial elapsed time for target process metric 107,Tracks elapsed time for target process for the priority transformation portfolio.,percent,72.0,82.0,VS-011,CAP-027
FIRSTCAPITAL-MET-0108,risk_posture,CRO,First Capital Financial open control and governance pressure metric 108,Tracks open control and governance pressure for the priority transformation portfolio.,percent,73.0,83.0,VS-012,CAP-028
FIRSTCAPITAL-MET-0109,adoption,CIO,First Capital Financial active usage of changed workflow metric 109,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,74.0,84.0,VS-013,CAP-029
FIRSTCAPITAL-MET-0110,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 110,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,75.0,85.0,VS-014,CAP-030
FIRSTCAPITAL-MET-0111,value_capture,CFO,First Capital Financial benefit realization against committed value metric 111,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,76.0,86.0,VS-015,CAP-031
FIRSTCAPITAL-MET-0112,cycle_time,COO,First Capital Financial elapsed time for target process metric 112,Tracks elapsed time for target process for the priority transformation portfolio.,usd,40.0,87.0,VS-016,CAP-032
FIRSTCAPITAL-MET-0113,risk_posture,CRO,First Capital Financial open control and governance pressure metric 113,Tracks open control and governance pressure for the priority transformation portfolio.,percent,41.0,88.0,VS-001,CAP-033
FIRSTCAPITAL-MET-0114,adoption,CIO,First Capital Financial active usage of changed workflow metric 114,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,42.0,89.0,VS-002,CAP-034
FIRSTCAPITAL-MET-0115,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 115,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,43.0,90.0,VS-003,CAP-035
FIRSTCAPITAL-MET-0116,value_capture,CFO,First Capital Financial benefit realization against committed value metric 116,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,44.0,91.0,VS-004,CAP-036
FIRSTCAPITAL-MET-0117,cycle_time,COO,First Capital Financial elapsed time for target process metric 117,Tracks elapsed time for target process for the priority transformation portfolio.,percent,45.0,92.0,VS-005,CAP-037
FIRSTCAPITAL-MET-0118,risk_posture,CRO,First Capital Financial open control and governance pressure metric 118,Tracks open control and governance pressure for the priority transformation portfolio.,usd,46.0,93.0,VS-006,CAP-038
FIRSTCAPITAL-MET-0119,adoption,CIO,First Capital Financial active usage of changed workflow metric 119,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,47.0,94.0,VS-007,CAP-039
FIRSTCAPITAL-MET-0120,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 120,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,48.0,95.0,VS-008,CAP-040
FIRSTCAPITAL-MET-0121,value_capture,CFO,First Capital Financial benefit realization against committed value metric 121,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,49.0,96.0,VS-009,CAP-001
FIRSTCAPITAL-MET-0122,cycle_time,COO,First Capital Financial elapsed time for target process metric 122,Tracks elapsed time for target process for the priority transformation portfolio.,percent,50.0,97.0,VS-010,CAP-002
FIRSTCAPITAL-MET-0123,risk_posture,CRO,First Capital Financial open control and governance pressure metric 123,Tracks open control and governance pressure for the priority transformation portfolio.,percent,51.0,98.0,VS-011,CAP-003
FIRSTCAPITAL-MET-0124,adoption,CIO,First Capital Financial active usage of changed workflow metric 124,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,52.0,58.0,VS-012,CAP-004
FIRSTCAPITAL-MET-0125,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 125,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,53.0,59.0,VS-013,CAP-005
FIRSTCAPITAL-MET-0126,value_capture,CFO,First Capital Financial benefit realization against committed value metric 126,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,54.0,60.0,VS-014,CAP-006
FIRSTCAPITAL-MET-0127,cycle_time,COO,First Capital Financial elapsed time for target process metric 127,Tracks elapsed time for target process for the priority transformation portfolio.,usd,55.0,61.0,VS-015,CAP-007
FIRSTCAPITAL-MET-0128,risk_posture,CRO,First Capital Financial open control and governance pressure metric 128,Tracks open control and governance pressure for the priority transformation portfolio.,percent,56.0,62.0,VS-016,CAP-008
FIRSTCAPITAL-MET-0129,adoption,CIO,First Capital Financial active usage of changed workflow metric 129,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,57.0,63.0,VS-001,CAP-009
FIRSTCAPITAL-MET-0130,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 130,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,58.0,64.0,VS-002,CAP-010
FIRSTCAPITAL-MET-0131,value_capture,CFO,First Capital Financial benefit realization against committed value metric 131,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,59.0,65.0,VS-003,CAP-011
FIRSTCAPITAL-MET-0132,cycle_time,COO,First Capital Financial elapsed time for target process metric 132,Tracks elapsed time for target process for the priority transformation portfolio.,percent,60.0,66.0,VS-004,CAP-012
FIRSTCAPITAL-MET-0133,risk_posture,CRO,First Capital Financial open control and governance pressure metric 133,Tracks open control and governance pressure for the priority transformation portfolio.,usd,61.0,67.0,VS-005,CAP-013
FIRSTCAPITAL-MET-0134,adoption,CIO,First Capital Financial active usage of changed workflow metric 134,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,62.0,68.0,VS-006,CAP-014
FIRSTCAPITAL-MET-0135,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 135,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,63.0,69.0,VS-007,CAP-015
FIRSTCAPITAL-MET-0136,value_capture,CFO,First Capital Financial benefit realization against committed value metric 136,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,64.0,70.0,VS-008,CAP-016
FIRSTCAPITAL-MET-0137,cycle_time,COO,First Capital Financial elapsed time for target process metric 137,Tracks elapsed time for target process for the priority transformation portfolio.,percent,65.0,71.0,VS-009,CAP-017
FIRSTCAPITAL-MET-0138,risk_posture,CRO,First Capital Financial open control and governance pressure metric 138,Tracks open control and governance pressure for the priority transformation portfolio.,percent,66.0,72.0,VS-010,CAP-018
FIRSTCAPITAL-MET-0139,adoption,CIO,First Capital Financial active usage of changed workflow metric 139,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,67.0,73.0,VS-011,CAP-019
FIRSTCAPITAL-MET-0140,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 140,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,68.0,74.0,VS-012,CAP-020
FIRSTCAPITAL-MET-0141,value_capture,CFO,First Capital Financial benefit realization against committed value metric 141,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,69.0,75.0,VS-013,CAP-021
FIRSTCAPITAL-MET-0142,cycle_time,COO,First Capital Financial elapsed time for target process metric 142,Tracks elapsed time for target process for the priority transformation portfolio.,usd,70.0,76.0,VS-014,CAP-022
FIRSTCAPITAL-MET-0143,risk_posture,CRO,First Capital Financial open control and governance pressure metric 143,Tracks open control and governance pressure for the priority transformation portfolio.,percent,71.0,77.0,VS-015,CAP-023
