Benefit_ID,Initiative_ID,Linked_Metric_ID,Benefit_Type,Baseline,Target,Forecast,Realized_to_Date,Unit,Measurement_Method,Benefit_Owner,Realization_Status
LAKESHORE-BEN-0035,LAKESHORE-INIT-0035,LAKESHORE-MET-0035,productivity,103,154,146,35,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0036,LAKESHORE-INIT-0036,LAKESHORE-MET-0036,productivity,104,155,147,36,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0037,LAKESHORE-INIT-0037,LAKESHORE-MET-0037,run_cost,105,156,148,37,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0038,LAKESHORE-INIT-0038,LAKESHORE-MET-0038,productivity,106,157,112,38,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0039,LAKESHORE-INIT-0039,LAKESHORE-MET-0039,productivity,107,158,113,39,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0040,LAKESHORE-INIT-0040,LAKESHORE-MET-0040,run_cost,108,159,114,40,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0041,LAKESHORE-INIT-0041,LAKESHORE-MET-0041,productivity,109,160,115,41,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0042,LAKESHORE-INIT-0042,LAKESHORE-MET-0042,productivity,110,161,116,42,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0043,LAKESHORE-INIT-0043,LAKESHORE-MET-0043,run_cost,111,162,117,43,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0044,LAKESHORE-INIT-0044,LAKESHORE-MET-0044,productivity,112,163,118,44,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0045,LAKESHORE-INIT-0045,LAKESHORE-MET-0045,productivity,113,164,119,45,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0046,LAKESHORE-INIT-0046,LAKESHORE-MET-0046,run_cost,114,165,120,46,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0047,LAKESHORE-INIT-0047,LAKESHORE-MET-0047,productivity,115,166,121,47,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0048,LAKESHORE-INIT-0048,LAKESHORE-MET-0048,productivity,116,120,122,48,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0049,LAKESHORE-INIT-0049,LAKESHORE-MET-0049,run_cost,117,121,123,49,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0050,LAKESHORE-INIT-0050,LAKESHORE-MET-0050,productivity,118,122,124,50,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0051,LAKESHORE-INIT-0051,LAKESHORE-MET-0051,productivity,119,123,125,51,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0052,LAKESHORE-INIT-0052,LAKESHORE-MET-0052,run_cost,120,124,126,52,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0053,LAKESHORE-INIT-0053,LAKESHORE-MET-0053,productivity,121,125,127,53,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0054,LAKESHORE-INIT-0054,LAKESHORE-MET-0054,productivity,122,126,128,54,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0055,LAKESHORE-INIT-0055,LAKESHORE-MET-0055,run_cost,123,127,129,55,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0056,LAKESHORE-INIT-0056,LAKESHORE-MET-0056,productivity,124,128,130,56,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0057,LAKESHORE-INIT-0057,LAKESHORE-MET-0057,productivity,125,129,131,57,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0058,LAKESHORE-INIT-0058,LAKESHORE-MET-0058,run_cost,126,130,132,58,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0059,LAKESHORE-INIT-0059,LAKESHORE-MET-0059,productivity,127,131,133,30,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0060,LAKESHORE-INIT-0060,LAKESHORE-MET-0060,productivity,128,132,134,31,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0061,LAKESHORE-INIT-0061,LAKESHORE-MET-0061,run_cost,129,133,135,32,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0062,LAKESHORE-INIT-0062,LAKESHORE-MET-0062,productivity,130,134,136,33,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0063,LAKESHORE-INIT-0001,LAKESHORE-MET-0063,productivity,100,135,137,34,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0064,LAKESHORE-INIT-0002,LAKESHORE-MET-0064,run_cost,101,136,138,35,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0065,LAKESHORE-INIT-0003,LAKESHORE-MET-0065,productivity,102,137,139,36,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0066,LAKESHORE-INIT-0004,LAKESHORE-MET-0066,productivity,103,138,140,37,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0067,LAKESHORE-INIT-0005,LAKESHORE-MET-0067,run_cost,104,139,141,38,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0068,LAKESHORE-INIT-0006,LAKESHORE-MET-0068,productivity,105,140,142,39,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0069,LAKESHORE-INIT-0007,LAKESHORE-MET-0069,productivity,106,141,143,40,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0070,LAKESHORE-INIT-0008,LAKESHORE-MET-0070,run_cost,107,142,144,41,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0071,LAKESHORE-INIT-0009,LAKESHORE-MET-0071,productivity,108,143,145,42,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0072,LAKESHORE-INIT-0010,LAKESHORE-MET-0072,productivity,109,144,146,43,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0073,LAKESHORE-INIT-0011,LAKESHORE-MET-0073,run_cost,110,145,147,44,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0074,LAKESHORE-INIT-0012,LAKESHORE-MET-0074,productivity,111,146,148,45,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0075,LAKESHORE-INIT-0013,LAKESHORE-MET-0075,productivity,112,147,112,46,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0076,LAKESHORE-INIT-0014,LAKESHORE-MET-0076,run_cost,113,148,113,47,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0077,LAKESHORE-INIT-0015,LAKESHORE-MET-0077,productivity,114,149,114,48,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0078,LAKESHORE-INIT-0016,LAKESHORE-MET-0078,productivity,115,150,115,49,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0079,LAKESHORE-INIT-0017,LAKESHORE-MET-0079,run_cost,116,151,116,50,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0080,LAKESHORE-INIT-0018,LAKESHORE-MET-0080,productivity,117,152,117,51,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0081,LAKESHORE-INIT-0019,LAKESHORE-MET-0001,productivity,118,153,118,52,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0082,LAKESHORE-INIT-0020,LAKESHORE-MET-0002,run_cost,119,154,119,53,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0083,LAKESHORE-INIT-0021,LAKESHORE-MET-0003,productivity,120,155,120,54,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0084,LAKESHORE-INIT-0022,LAKESHORE-MET-0004,productivity,121,156,121,55,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0085,LAKESHORE-INIT-0023,LAKESHORE-MET-0005,run_cost,122,157,122,56,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0086,LAKESHORE-INIT-0024,LAKESHORE-MET-0006,productivity,123,158,123,57,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0087,LAKESHORE-INIT-0025,LAKESHORE-MET-0007,productivity,124,159,124,58,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0088,LAKESHORE-INIT-0026,LAKESHORE-MET-0008,run_cost,125,160,125,30,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0089,LAKESHORE-INIT-0027,LAKESHORE-MET-0009,productivity,126,161,126,31,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0090,LAKESHORE-INIT-0028,LAKESHORE-MET-0010,productivity,127,162,127,32,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0091,LAKESHORE-INIT-0029,LAKESHORE-MET-0011,run_cost,128,163,128,33,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0092,LAKESHORE-INIT-0030,LAKESHORE-MET-0012,productivity,129,164,129,34,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0093,LAKESHORE-INIT-0031,LAKESHORE-MET-0013,productivity,130,165,130,35,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0094,LAKESHORE-INIT-0032,LAKESHORE-MET-0014,run_cost,100,166,131,36,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0095,LAKESHORE-INIT-0033,LAKESHORE-MET-0015,productivity,101,120,132,37,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0096,LAKESHORE-INIT-0034,LAKESHORE-MET-0016,productivity,102,121,133,38,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0097,LAKESHORE-INIT-0035,LAKESHORE-MET-0017,run_cost,103,122,134,39,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0098,LAKESHORE-INIT-0036,LAKESHORE-MET-0018,productivity,104,123,135,40,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0099,LAKESHORE-INIT-0037,LAKESHORE-MET-0019,productivity,105,124,136,41,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0100,LAKESHORE-INIT-0038,LAKESHORE-MET-0020,run_cost,106,125,137,42,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0101,LAKESHORE-INIT-0039,LAKESHORE-MET-0021,productivity,107,126,138,43,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0102,LAKESHORE-INIT-0040,LAKESHORE-MET-0022,productivity,108,127,139,44,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0103,LAKESHORE-INIT-0041,LAKESHORE-MET-0023,run_cost,109,128,140,45,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0104,LAKESHORE-INIT-0042,LAKESHORE-MET-0024,productivity,110,129,141,46,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0105,LAKESHORE-INIT-0043,LAKESHORE-MET-0025,productivity,111,130,142,47,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0106,LAKESHORE-INIT-0044,LAKESHORE-MET-0026,run_cost,112,131,143,48,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0107,LAKESHORE-INIT-0045,LAKESHORE-MET-0027,productivity,113,132,144,49,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0108,LAKESHORE-INIT-0046,LAKESHORE-MET-0028,productivity,114,133,145,50,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0109,LAKESHORE-INIT-0047,LAKESHORE-MET-0029,run_cost,115,134,146,51,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0110,LAKESHORE-INIT-0048,LAKESHORE-MET-0030,productivity,116,135,147,52,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0111,LAKESHORE-INIT-0049,LAKESHORE-MET-0031,productivity,117,136,148,53,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0112,LAKESHORE-INIT-0050,LAKESHORE-MET-0032,run_cost,118,137,112,54,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0113,LAKESHORE-INIT-0051,LAKESHORE-MET-0033,productivity,119,138,113,55,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
LAKESHORE-BEN-0114,LAKESHORE-INIT-0052,LAKESHORE-MET-0034,productivity,120,139,114,56,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0115,LAKESHORE-INIT-0053,LAKESHORE-MET-0035,run_cost,121,140,115,57,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0116,LAKESHORE-INIT-0054,LAKESHORE-MET-0036,productivity,122,141,116,58,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0117,LAKESHORE-INIT-0055,LAKESHORE-MET-0037,productivity,123,142,117,30,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0118,LAKESHORE-INIT-0056,LAKESHORE-MET-0038,run_cost,124,143,118,31,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0119,LAKESHORE-INIT-0057,LAKESHORE-MET-0039,productivity,125,144,119,32,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
LAKESHORE-BEN-0120,LAKESHORE-INIT-0058,LAKESHORE-MET-0040,productivity,126,145,120,33,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
